Jahr;Monat;Herkunftsland_24Auspr;Herkunftsland_05Auspr;Herkunftsland_D/A;Tourismus_Ankünfte;Tourismus_Übernachtungen
2011;04;Belgien;Europa ohne Deutschland;Ausland;760;1642
2011;04;Dänemark;Europa ohne Deutschland;Ausland;963;2959
2011;04;Frankreich;Europa ohne Deutschland;Ausland;1278;2808
2011;04;Italien;Europa ohne Deutschland;Ausland;1296;2257
2011;04;Niederlande;Europa ohne Deutschland;Ausland;1411;2874
2011;04;Österreich;Europa ohne Deutschland;Ausland;2057;4972
2011;04;Polen;Europa ohne Deutschland;Ausland;1231;1913
2011;04;Schweden;Europa ohne Deutschland;Ausland;693;1361
2011;04;Schweiz;Europa ohne Deutschland;Ausland;1945;4764
2011;04;Russland;Europa ohne Deutschland;Ausland;1088;3463
2011;04;Spanien;Europa ohne Deutschland;Ausland;710;1346
2011;04;Tschechische Republik;Europa ohne Deutschland;Ausland;1029;2006
2011;04;Großbritannien;Europa ohne Deutschland;Ausland;1331;3376
2011;04;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2250;5528
2011;04;afrikanische Länder;Sonst. Ausland;Ausland;123;288
2011;04;USA;Amerika;Ausland;1770;5339
2011;04;Kanada;Amerika;Ausland;473;2174
2011;04;amerik. Länder (o.USA, Kanada);Amerika;Ausland;621;1094
2011;04;China;Asien;Ausland;562;980
2011;04;Japan;Asien;Ausland;951;3175
2011;04;asiatische Länder (o.China, Japan);Asien;Ausland;967;2213
2011;04;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;290;574
2011;04;Ausländer ohne Angabe;Sonst. Ausland;Ausland;247;467
2011;05;Deutschland;Deutschland;Deutschland;140204;298160
2011;05;Belgien;Europa ohne Deutschland;Ausland;770;1630
2011;05;Dänemark;Europa ohne Deutschland;Ausland;1233;2998
2011;05;Frankreich;Europa ohne Deutschland;Ausland;1641;3722
2011;05;Italien;Europa ohne Deutschland;Ausland;1908;3372
2011;05;Niederlande;Europa ohne Deutschland;Ausland;1990;4598
2011;05;Österreich;Europa ohne Deutschland;Ausland;2515;5744
2011;05;Polen;Europa ohne Deutschland;Ausland;1251;2374
2011;05;Schweden;Europa ohne Deutschland;Ausland;767;1349
2011;05;Schweiz;Europa ohne Deutschland;Ausland;2927;7184
2011;05;Russland;Europa ohne Deutschland;Ausland;1460;4208
2011;05;Spanien;Europa ohne Deutschland;Ausland;666;1223
2011;05;Tschechische Republik;Europa ohne Deutschland;Ausland;731;1283
2011;05;Großbritannien;Europa ohne Deutschland;Ausland;2284;4794
2011;05;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2155;4342
2011;05;afrikanische Länder;Sonst. Ausland;Ausland;132;362
2011;05;USA;Amerika;Ausland;3024;8015
2011;05;Kanada;Amerika;Ausland;662;1372
2011;05;amerik. Länder (o.USA, Kanada);Amerika;Ausland;863;1477
2011;05;China;Asien;Ausland;699;1023
2011;05;Japan;Asien;Ausland;1786;4493
2011;05;asiatische Länder (o.China, Japan);Asien;Ausland;1302;3035
2011;05;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;508;976
2011;05;Ausländer ohne Angabe;Sonst. Ausland;Ausland;178;391
2011;06;Deutschland;Deutschland;Deutschland;139568;318978
2011;06;Belgien;Europa ohne Deutschland;Ausland;722;1582
2011;06;Dänemark;Europa ohne Deutschland;Ausland;866;1860
2011;06;Frankreich;Europa ohne Deutschland;Ausland;1241;2622
2011;06;Italien;Europa ohne Deutschland;Ausland;1233;2246
2011;06;Niederlande;Europa ohne Deutschland;Ausland;1961;4423
2011;06;Österreich;Europa ohne Deutschland;Ausland;2446;5501
2011;06;Polen;Europa ohne Deutschland;Ausland;934;1490
2011;06;Schweden;Europa ohne Deutschland;Ausland;788;1147
2011;06;Schweiz;Europa ohne Deutschland;Ausland;3049;7327
2011;06;Russland;Europa ohne Deutschland;Ausland;1177;3061
2011;06;Spanien;Europa ohne Deutschland;Ausland;851;1658
2011;06;Tschechische Republik;Europa ohne Deutschland;Ausland;776;1273
2011;06;Großbritannien;Europa ohne Deutschland;Ausland;2563;5641
2011;06;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2206;4690
2011;06;afrikanische Länder;Sonst. Ausland;Ausland;226;569
2011;06;USA;Amerika;Ausland;4273;10564
2011;06;Kanada;Amerika;Ausland;501;1079
2011;06;amerik. Länder (o.USA, Kanada);Amerika;Ausland;951;1814
2011;06;China;Asien;Ausland;867;1278
2011;06;Japan;Asien;Ausland;1959;4374
2011;06;asiatische Länder (o.China, Japan);Asien;Ausland;1319;3561
2011;06;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;850;1959
2011;06;Ausländer ohne Angabe;Sonst. Ausland;Ausland;325;706
2011;07;Deutschland;Deutschland;Deutschland;125695;271498
2011;07;Belgien;Europa ohne Deutschland;Ausland;1206;2746
2011;07;Dänemark;Europa ohne Deutschland;Ausland;1601;3366
2011;07;Frankreich;Europa ohne Deutschland;Ausland;1544;3282
2011;07;Italien;Europa ohne Deutschland;Ausland;1463;2794
2011;07;Niederlande;Europa ohne Deutschland;Ausland;2795;5956
2011;07;Österreich;Europa ohne Deutschland;Ausland;2402;4889
2011;07;Polen;Europa ohne Deutschland;Ausland;1007;1604
2011;07;Schweden;Europa ohne Deutschland;Ausland;1101;1591
2011;07;Schweiz;Europa ohne Deutschland;Ausland;2912;6413
2011;07;Russland;Europa ohne Deutschland;Ausland;1436;2946
2011;07;Spanien;Europa ohne Deutschland;Ausland;1339;2324
2011;07;Tschechische Republik;Europa ohne Deutschland;Ausland;1026;1556
2011;07;Großbritannien;Europa ohne Deutschland;Ausland;2492;5104
2011;07;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3487;6275
2011;07;afrikanische Länder;Sonst. Ausland;Ausland;199;561
2011;07;USA;Amerika;Ausland;3222;7828
2011;07;Kanada;Amerika;Ausland;550;1190
2011;07;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1204;2320
2011;07;China;Asien;Ausland;960;2034
2011;07;Japan;Asien;Ausland;1523;3435
2011;07;asiatische Länder (o.China, Japan);Asien;Ausland;1838;3933
2011;07;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;856;1788
2011;07;Ausländer ohne Angabe;Sonst. Ausland;Ausland;154;311
2011;08;Deutschland;Deutschland;Deutschland;138450;312403
2011;08;Belgien;Europa ohne Deutschland;Ausland;986;2404
2011;08;Dänemark;Europa ohne Deutschland;Ausland;1336;3138
2011;08;Frankreich;Europa ohne Deutschland;Ausland;2065;4313
2011;08;Italien;Europa ohne Deutschland;Ausland;5278;8796
2011;08;Niederlande;Europa ohne Deutschland;Ausland;2432;6385
2011;08;Österreich;Europa ohne Deutschland;Ausland;2692;5780
2011;08;Polen;Europa ohne Deutschland;Ausland;1400;2198
2011;08;Schweden;Europa ohne Deutschland;Ausland;746;1074
2011;08;Schweiz;Europa ohne Deutschland;Ausland;2658;6318
2011;08;Russland;Europa ohne Deutschland;Ausland;1558;4239
2011;08;Spanien;Europa ohne Deutschland;Ausland;1881;3476
2011;08;Tschechische Republik;Europa ohne Deutschland;Ausland;833;1359
2011;08;Großbritannien;Europa ohne Deutschland;Ausland;2361;5518
2011;08;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3681;6892
2011;08;afrikanische Länder;Sonst. Ausland;Ausland;120;363
2011;08;USA;Amerika;Ausland;1997;5238
2011;08;Kanada;Amerika;Ausland;436;895
2011;08;amerik. Länder (o.USA, Kanada);Amerika;Ausland;816;1403
2011;08;China;Asien;Ausland;947;1478
2011;08;Japan;Asien;Ausland;2121;4679
2011;08;asiatische Länder (o.China, Japan);Asien;Ausland;1312;3941
2011;08;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;523;1159
2011;08;Ausländer ohne Angabe;Sonst. Ausland;Ausland;288;576
2011;09;Deutschland;Deutschland;Deutschland;139722;293475
2011;09;Belgien;Europa ohne Deutschland;Ausland;1095;2698
2011;09;Dänemark;Europa ohne Deutschland;Ausland;1005;2797
2011;09;Frankreich;Europa ohne Deutschland;Ausland;1395;2709
2011;09;Italien;Europa ohne Deutschland;Ausland;1262;2390
2011;09;Niederlande;Europa ohne Deutschland;Ausland;1938;5031
2011;09;Österreich;Europa ohne Deutschland;Ausland;2320;4822
2011;09;Polen;Europa ohne Deutschland;Ausland;966;1843
2011;09;Schweden;Europa ohne Deutschland;Ausland;985;1457
2011;09;Schweiz;Europa ohne Deutschland;Ausland;2803;6794
2011;09;Russland;Europa ohne Deutschland;Ausland;879;2097
2011;09;Spanien;Europa ohne Deutschland;Ausland;679;1382
2011;09;Tschechische Republik;Europa ohne Deutschland;Ausland;883;1451
2011;09;Großbritannien;Europa ohne Deutschland;Ausland;3108;6757
2011;09;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2612;5879
2011;09;afrikanische Länder;Sonst. Ausland;Ausland;121;309
2011;09;USA;Amerika;Ausland;3369;8050
2011;09;Kanada;Amerika;Ausland;512;1262
2011;09;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1013;1690
2011;09;China;Asien;Ausland;1219;1787
2011;09;Japan;Asien;Ausland;2575;5572
2011;09;asiatische Länder (o.China, Japan);Asien;Ausland;1384;4037
2011;09;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;945;2014
2011;09;Ausländer ohne Angabe;Sonst. Ausland;Ausland;166;378
2011;10;Deutschland;Deutschland;Deutschland;145433;324268
2011;10;Belgien;Europa ohne Deutschland;Ausland;616;1372
2011;10;Dänemark;Europa ohne Deutschland;Ausland;574;1379
2011;10;Frankreich;Europa ohne Deutschland;Ausland;1132;2867
2011;10;Italien;Europa ohne Deutschland;Ausland;1158;2550
2011;10;Niederlande;Europa ohne Deutschland;Ausland;1755;3930
2011;10;Österreich;Europa ohne Deutschland;Ausland;2100;4715
2011;10;Polen;Europa ohne Deutschland;Ausland;971;1733
2011;10;Schweden;Europa ohne Deutschland;Ausland;431;837
2011;10;Schweiz;Europa ohne Deutschland;Ausland;2212;5561
2011;10;Russland;Europa ohne Deutschland;Ausland;1115;2717
2011;10;Spanien;Europa ohne Deutschland;Ausland;585;1177
2011;10;Tschechische Republik;Europa ohne Deutschland;Ausland;1265;2050
2011;10;Großbritannien;Europa ohne Deutschland;Ausland;2045;4944
2011;10;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2047;4660
2011;10;afrikanische Länder;Sonst. Ausland;Ausland;105;252
2011;10;USA;Amerika;Ausland;2371;6304
2011;10;Kanada;Amerika;Ausland;333;685
2011;10;amerik. Länder (o.USA, Kanada);Amerika;Ausland;799;1459
2011;10;China;Asien;Ausland;968;1551
2011;10;Japan;Asien;Ausland;2146;4309
2011;10;asiatische Länder (o.China, Japan);Asien;Ausland;1572;4251
2011;10;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;459;1185
2011;10;Ausländer ohne Angabe;Sonst. Ausland;Ausland;234;463
2011;11;Deutschland;Deutschland;Deutschland;122027;231483
2011;11;Belgien;Europa ohne Deutschland;Ausland;336;610
2011;11;Dänemark;Europa ohne Deutschland;Ausland;390;970
2011;11;Frankreich;Europa ohne Deutschland;Ausland;656;1614
2011;11;Italien;Europa ohne Deutschland;Ausland;802;1837
2011;11;Niederlande;Europa ohne Deutschland;Ausland;926;2153
2011;11;Österreich;Europa ohne Deutschland;Ausland;1399;2955
2011;11;Polen;Europa ohne Deutschland;Ausland;780;1406
2011;11;Schweden;Europa ohne Deutschland;Ausland;183;397
2011;11;Schweiz;Europa ohne Deutschland;Ausland;1603;3679
2011;11;Russland;Europa ohne Deutschland;Ausland;827;1871
2011;11;Spanien;Europa ohne Deutschland;Ausland;404;838
2011;11;Tschechische Republik;Europa ohne Deutschland;Ausland;1206;1711
2011;11;Großbritannien;Europa ohne Deutschland;Ausland;1180;2672
2011;11;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2055;4495
2011;11;afrikanische Länder;Sonst. Ausland;Ausland;66;174
2011;11;USA;Amerika;Ausland;1459;3879
2011;11;Kanada;Amerika;Ausland;148;305
2011;11;amerik. Länder (o.USA, Kanada);Amerika;Ausland;448;799
2011;11;China;Asien;Ausland;676;1425
2011;11;Japan;Asien;Ausland;1645;3750
2011;11;asiatische Länder (o.China, Japan);Asien;Ausland;704;2406
2011;11;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;230;540
2011;11;Ausländer ohne Angabe;Sonst. Ausland;Ausland;173;395
2011;12;Deutschland;Deutschland;Deutschland;159019;307770
2011;12;Belgien;Europa ohne Deutschland;Ausland;299;569
2011;12;Dänemark;Europa ohne Deutschland;Ausland;272;749
2011;12;Frankreich;Europa ohne Deutschland;Ausland;706;2245
2011;12;Italien;Europa ohne Deutschland;Ausland;1148;2386
2011;12;Niederlande;Europa ohne Deutschland;Ausland;1112;2322
2011;12;Österreich;Europa ohne Deutschland;Ausland;1725;3878
2011;12;Polen;Europa ohne Deutschland;Ausland;764;1267
2011;12;Schweden;Europa ohne Deutschland;Ausland;240;528
2011;12;Schweiz;Europa ohne Deutschland;Ausland;2097;5265
2011;12;Russland;Europa ohne Deutschland;Ausland;1050;1895
2011;12;Spanien;Europa ohne Deutschland;Ausland;501;1080
2011;12;Tschechische Republik;Europa ohne Deutschland;Ausland;1685;2290
2011;12;Großbritannien;Europa ohne Deutschland;Ausland;1457;3573
2011;12;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1928;4211
2011;12;afrikanische Länder;Sonst. Ausland;Ausland;144;338
2011;12;USA;Amerika;Ausland;1626;3957
2011;12;Kanada;Amerika;Ausland;150;295
2011;12;amerik. Länder (o.USA, Kanada);Amerika;Ausland;400;781
2011;12;China;Asien;Ausland;731;1533
2011;12;Japan;Asien;Ausland;2444;4806
2011;12;asiatische Länder (o.China, Japan);Asien;Ausland;770;2145
2011;12;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;334;909
2011;12;Ausländer ohne Angabe;Sonst. Ausland;Ausland;240;570
2012;01;Deutschland;Deutschland;Deutschland;66792;128940
2012;01;Belgien;Europa ohne Deutschland;Ausland;200;452
2012;01;Dänemark;Europa ohne Deutschland;Ausland;87;138
2012;01;Frankreich;Europa ohne Deutschland;Ausland;436;1034
2012;01;Italien;Europa ohne Deutschland;Ausland;423;1032
2012;01;Niederlande;Europa ohne Deutschland;Ausland;444;894
2012;01;Österreich;Europa ohne Deutschland;Ausland;735;1496
2012;01;Polen;Europa ohne Deutschland;Ausland;770;1188
2012;01;Schweden;Europa ohne Deutschland;Ausland;73;174
2012;01;Schweiz;Europa ohne Deutschland;Ausland;812;1762
2012;01;Russland;Europa ohne Deutschland;Ausland;2102;3810
2012;01;Spanien;Europa ohne Deutschland;Ausland;267;560
2012;01;Tschechische Republik;Europa ohne Deutschland;Ausland;668;1063
2012;01;Großbritannien;Europa ohne Deutschland;Ausland;631;1862
2012;01;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1316;2790
2012;01;afrikanische Länder;Sonst. Ausland;Ausland;71;217
2012;01;USA;Amerika;Ausland;801;2230
2012;01;Kanada;Amerika;Ausland;87;232
2012;01;amerik. Länder (o.USA, Kanada);Amerika;Ausland;352;693
2012;01;China;Asien;Ausland;539;1098
2012;01;Japan;Asien;Ausland;722;2012
2012;01;asiatische Länder (o.China, Japan);Asien;Ausland;558;1820
2012;01;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;287;694
2012;01;Ausländer ohne Angabe;Sonst. Ausland;Ausland;89;146
2012;02;Deutschland;Deutschland;Deutschland;80206;153606
2012;02;Belgien;Europa ohne Deutschland;Ausland;370;1085
2012;02;Dänemark;Europa ohne Deutschland;Ausland;144;235
2012;02;Frankreich;Europa ohne Deutschland;Ausland;538;1453
2012;02;Italien;Europa ohne Deutschland;Ausland;665;1466
2012;02;Niederlande;Europa ohne Deutschland;Ausland;978;1847
2012;02;Österreich;Europa ohne Deutschland;Ausland;811;1621
2012;02;Polen;Europa ohne Deutschland;Ausland;532;897
2012;02;Schweden;Europa ohne Deutschland;Ausland;212;544
2012;02;Schweiz;Europa ohne Deutschland;Ausland;1134;2402
2012;02;Russland;Europa ohne Deutschland;Ausland;639;1518
2012;02;Spanien;Europa ohne Deutschland;Ausland;263;510
2012;02;Tschechische Republik;Europa ohne Deutschland;Ausland;532;853
2012;02;Großbritannien;Europa ohne Deutschland;Ausland;800;1963
2012;02;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1140;2665
2012;02;afrikanische Länder;Sonst. Ausland;Ausland;62;165
2012;02;USA;Amerika;Ausland;1054;3439
2012;02;Kanada;Amerika;Ausland;113;241
2012;02;amerik. Länder (o.USA, Kanada);Amerika;Ausland;318;576
2012;02;China;Asien;Ausland;623;1912
2012;02;Japan;Asien;Ausland;908;2469
2012;02;asiatische Länder (o.China, Japan);Asien;Ausland;848;2853
2012;02;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;133;341
2012;02;Ausländer ohne Angabe;Sonst. Ausland;Ausland;201;404
2012;03;Deutschland;Deutschland;Deutschland;117061;230262
2012;03;Belgien;Europa ohne Deutschland;Ausland;635;981
2012;03;Dänemark;Europa ohne Deutschland;Ausland;299;627
2012;03;Frankreich;Europa ohne Deutschland;Ausland;1074;2344
2012;03;Italien;Europa ohne Deutschland;Ausland;1331;2691
2012;03;Niederlande;Europa ohne Deutschland;Ausland;876;1927
2012;03;Österreich;Europa ohne Deutschland;Ausland;1675;3428
2012;03;Polen;Europa ohne Deutschland;Ausland;785;1560
2012;03;Schweden;Europa ohne Deutschland;Ausland;238;480
2012;03;Schweiz;Europa ohne Deutschland;Ausland;2167;4910
2012;03;Russland;Europa ohne Deutschland;Ausland;1135;2369
2012;03;Spanien;Europa ohne Deutschland;Ausland;392;803
2012;03;Tschechische Republik;Europa ohne Deutschland;Ausland;942;1642
2012;03;Großbritannien;Europa ohne Deutschland;Ausland;1159;2700
2012;03;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1712;3965
2012;03;afrikanische Länder;Sonst. Ausland;Ausland;120;319
2012;03;USA;Amerika;Ausland;1675;4419
2012;03;Kanada;Amerika;Ausland;241;625
2012;03;amerik. Länder (o.USA, Kanada);Amerika;Ausland;302;596
2012;03;China;Asien;Ausland;617;1227
2012;03;Japan;Asien;Ausland;1090;2616
2012;03;asiatische Länder (o.China, Japan);Asien;Ausland;942;2864
2012;03;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;291;499
2012;03;Ausländer ohne Angabe;Sonst. Ausland;Ausland;295;635
2012;04;Deutschland;Deutschland;Deutschland;129645;286945
2012;04;Belgien;Europa ohne Deutschland;Ausland;698;1362
2012;04;Dänemark;Europa ohne Deutschland;Ausland;678;1526
2012;04;Frankreich;Europa ohne Deutschland;Ausland;1224;3030
2012;04;Italien;Europa ohne Deutschland;Ausland;1757;3556
2012;04;Niederlande;Europa ohne Deutschland;Ausland;1738;3582
2012;04;Österreich;Europa ohne Deutschland;Ausland;2632;5786
2012;04;Polen;Europa ohne Deutschland;Ausland;1180;1995
2012;04;Schweden;Europa ohne Deutschland;Ausland;654;899
2012;04;Schweiz;Europa ohne Deutschland;Ausland;2205;5441
2012;04;Russland;Europa ohne Deutschland;Ausland;1515;3148
2012;04;Spanien;Europa ohne Deutschland;Ausland;1086;1900
2012;04;Tschechische Republik;Europa ohne Deutschland;Ausland;1044;1692
2012;04;Großbritannien;Europa ohne Deutschland;Ausland;1561;3772
2012;04;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2208;4533
2012;04;afrikanische Länder;Sonst. Ausland;Ausland;84;220
2012;04;USA;Amerika;Ausland;2128;5377
2012;04;Kanada;Amerika;Ausland;290;725
2012;04;amerik. Länder (o.USA, Kanada);Amerika;Ausland;550;1045
2012;04;China;Asien;Ausland;592;1140
2012;04;Japan;Asien;Ausland;1181;2848
2012;04;asiatische Länder (o.China, Japan);Asien;Ausland;1065;2638
2012;04;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;300;629
2012;04;Ausländer ohne Angabe;Sonst. Ausland;Ausland;376;479
2012;05;Deutschland;Deutschland;Deutschland;143191;309693
2012;05;Belgien;Europa ohne Deutschland;Ausland;933;2120
2012;05;Dänemark;Europa ohne Deutschland;Ausland;1318;3537
2012;05;Frankreich;Europa ohne Deutschland;Ausland;1627;3373
2012;05;Italien;Europa ohne Deutschland;Ausland;1498;2813
2012;05;Niederlande;Europa ohne Deutschland;Ausland;2409;5630
2012;05;Österreich;Europa ohne Deutschland;Ausland;2883;6709
2012;05;Polen;Europa ohne Deutschland;Ausland;1593;2497
2012;05;Schweden;Europa ohne Deutschland;Ausland;520;862
2012;05;Schweiz;Europa ohne Deutschland;Ausland;3311;8111
2012;05;Russland;Europa ohne Deutschland;Ausland;1980;3856
2012;05;Spanien;Europa ohne Deutschland;Ausland;629;1224
2012;05;Tschechische Republik;Europa ohne Deutschland;Ausland;870;1346
2012;05;Großbritannien;Europa ohne Deutschland;Ausland;2449;5127
2012;05;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2733;5387
2012;05;afrikanische Länder;Sonst. Ausland;Ausland;126;287
2012;05;USA;Amerika;Ausland;3272;7303
2012;05;Kanada;Amerika;Ausland;553;1135
2012;05;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1094;1921
2012;05;China;Asien;Ausland;1263;2306
2012;05;Japan;Asien;Ausland;2378;4902
2012;05;asiatische Länder (o.China, Japan);Asien;Ausland;1388;3581
2012;05;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;673;1417
2012;05;Ausländer ohne Angabe;Sonst. Ausland;Ausland;193;380
2012;06;Deutschland;Deutschland;Deutschland;136251;287899
2012;06;Belgien;Europa ohne Deutschland;Ausland;687;1613
2012;06;Dänemark;Europa ohne Deutschland;Ausland;797;1939
2012;06;Frankreich;Europa ohne Deutschland;Ausland;1492;3268
2012;06;Italien;Europa ohne Deutschland;Ausland;1490;3048
2012;06;Niederlande;Europa ohne Deutschland;Ausland;2419;5471
2012;06;Österreich;Europa ohne Deutschland;Ausland;3463;7751
2012;06;Polen;Europa ohne Deutschland;Ausland;1125;1737
2012;06;Schweden;Europa ohne Deutschland;Ausland;765;1204
2012;06;Schweiz;Europa ohne Deutschland;Ausland;3288;7684
2012;06;Russland;Europa ohne Deutschland;Ausland;1904;3697
2012;06;Spanien;Europa ohne Deutschland;Ausland;888;1760
2012;06;Tschechische Republik;Europa ohne Deutschland;Ausland;739;1196
2012;06;Großbritannien;Europa ohne Deutschland;Ausland;2422;5491
2012;06;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2836;6097
2012;06;afrikanische Länder;Sonst. Ausland;Ausland;182;383
2012;06;USA;Amerika;Ausland;3894;8681
2012;06;Kanada;Amerika;Ausland;549;1218
2012;06;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1060;1887
2012;06;China;Asien;Ausland;1339;2155
2012;06;Japan;Asien;Ausland;2629;4827
2012;06;asiatische Länder (o.China, Japan);Asien;Ausland;1852;4648
2012;06;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;750;1544
2012;06;Ausländer ohne Angabe;Sonst. Ausland;Ausland;138;229
2012;07;Deutschland;Deutschland;Deutschland;139962;302264
2012;07;Belgien;Europa ohne Deutschland;Ausland;1327;2610
2012;07;Dänemark;Europa ohne Deutschland;Ausland;1821;3564
2012;07;Frankreich;Europa ohne Deutschland;Ausland;1884;4345
2012;07;Italien;Europa ohne Deutschland;Ausland;2171;3653
2012;07;Niederlande;Europa ohne Deutschland;Ausland;3446;7465
2012;07;Österreich;Europa ohne Deutschland;Ausland;2764;5660
2012;07;Polen;Europa ohne Deutschland;Ausland;1201;1947
2012;07;Schweden;Europa ohne Deutschland;Ausland;1395;1983
2012;07;Schweiz;Europa ohne Deutschland;Ausland;3405;7598
2012;07;Russland;Europa ohne Deutschland;Ausland;2062;3790
2012;07;Spanien;Europa ohne Deutschland;Ausland;1685;2927
2012;07;Tschechische Republik;Europa ohne Deutschland;Ausland;1224;1828
2012;07;Großbritannien;Europa ohne Deutschland;Ausland;3021;6356
2012;07;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;4145;9834
2012;07;afrikanische Länder;Sonst. Ausland;Ausland;142;451
2012;07;USA;Amerika;Ausland;3362;8315
2012;07;Kanada;Amerika;Ausland;532;1070
2012;07;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1467;2733
2012;07;China;Asien;Ausland;1303;2050
2012;07;Japan;Asien;Ausland;1850;4378
2012;07;asiatische Länder (o.China, Japan);Asien;Ausland;2066;4708
2012;07;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;764;1555
2012;07;Ausländer ohne Angabe;Sonst. Ausland;Ausland;258;397
2012;08;Deutschland;Deutschland;Deutschland;151981;331490
2012;08;Belgien;Europa ohne Deutschland;Ausland;851;2142
2012;08;Dänemark;Europa ohne Deutschland;Ausland;1172;2933
2012;08;Frankreich;Europa ohne Deutschland;Ausland;2247;5005
2012;08;Italien;Europa ohne Deutschland;Ausland;5117;9069
2012;08;Niederlande;Europa ohne Deutschland;Ausland;3535;8092
2012;08;Österreich;Europa ohne Deutschland;Ausland;3484;7234
2012;08;Polen;Europa ohne Deutschland;Ausland;1485;2482
2012;08;Schweden;Europa ohne Deutschland;Ausland;814;1330
2012;08;Schweiz;Europa ohne Deutschland;Ausland;2933;6597
2012;08;Russland;Europa ohne Deutschland;Ausland;2245;4065
2012;08;Spanien;Europa ohne Deutschland;Ausland;2141;4126
2012;08;Tschechische Republik;Europa ohne Deutschland;Ausland;1125;1810
2012;08;Großbritannien;Europa ohne Deutschland;Ausland;2707;5785
2012;08;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3690;7303
2012;08;afrikanische Länder;Sonst. Ausland;Ausland;126;343
2012;08;USA;Amerika;Ausland;2392;6061
2012;08;Kanada;Amerika;Ausland;533;1115
2012;08;amerik. Länder (o.USA, Kanada);Amerika;Ausland;844;1461
2012;08;China;Asien;Ausland;1612;2381
2012;08;Japan;Asien;Ausland;2111;4850
2012;08;asiatische Länder (o.China, Japan);Asien;Ausland;1792;3962
2012;08;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;664;1353
2012;08;Ausländer ohne Angabe;Sonst. Ausland;Ausland;192;381
2012;09;Deutschland;Deutschland;Deutschland;156492;333563
2012;09;Belgien;Europa ohne Deutschland;Ausland;749;1869
2012;09;Dänemark;Europa ohne Deutschland;Ausland;1172;3234
2012;09;Frankreich;Europa ohne Deutschland;Ausland;1902;3967
2012;09;Italien;Europa ohne Deutschland;Ausland;1468;2877
2012;09;Niederlande;Europa ohne Deutschland;Ausland;2112;5139
2012;09;Österreich;Europa ohne Deutschland;Ausland;2671;6450
2012;09;Polen;Europa ohne Deutschland;Ausland;1283;2300
2012;09;Schweden;Europa ohne Deutschland;Ausland;911;1346
2012;09;Schweiz;Europa ohne Deutschland;Ausland;3760;8688
2012;09;Russland;Europa ohne Deutschland;Ausland;1855;3595
2012;09;Spanien;Europa ohne Deutschland;Ausland;1042;2216
2012;09;Tschechische Republik;Europa ohne Deutschland;Ausland;1160;1851
2012;09;Großbritannien;Europa ohne Deutschland;Ausland;2823;6400
2012;09;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2827;6268
