Jahr;Monat;Herkunftsland_24Auspr;Herkunftsland_05Auspr;Herkunftsland_D/A;Tourismus_Ankünfte;Tourismus_Übernachtungen
2025;02;Niederlande;Europa ohne Deutschland;Ausland;832;1744
2025;02;Österreich;Europa ohne Deutschland;Ausland;1080;2810
2025;02;Polen;Europa ohne Deutschland;Ausland;2680;5403
2025;02;Schweden;Europa ohne Deutschland;Ausland;179;374
2025;02;Schweiz;Europa ohne Deutschland;Ausland;622;1456
2025;02;Russland;Europa ohne Deutschland;Ausland;112;202
2025;02;Spanien;Europa ohne Deutschland;Ausland;731;1489
2025;02;Tschechische Republik;Europa ohne Deutschland;Ausland;1409;2436
2025;02;Großbritannien;Europa ohne Deutschland;Ausland;616;1196
2025;02;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3638;6880
2025;02;afrikanische Länder;Sonst. Ausland;Ausland;97;220
2025;02;USA;Amerika;Ausland;1397;2947
2025;02;Kanada;Amerika;Ausland;144;349
2025;02;amerik. Länder (o.USA, Kanada);Amerika;Ausland;498;937
2025;02;China;Asien;Ausland;503;856
2025;02;Japan;Asien;Ausland;314;889
2025;02;asiatische Länder (o.China, Japan);Asien;Ausland;1036;2774
2025;02;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;197;444
2025;02;Ausländer ohne Angabe;Sonst. Ausland;Ausland;209;379
2025;03;Deutschland;Deutschland;Deutschland;128355;262488
2025;03;Belgien;Europa ohne Deutschland;Ausland;441;698
2025;03;Dänemark;Europa ohne Deutschland;Ausland;281;648
2025;03;Frankreich;Europa ohne Deutschland;Ausland;567;1447
2025;03;Italien;Europa ohne Deutschland;Ausland;561;1403
2025;03;Niederlande;Europa ohne Deutschland;Ausland;947;1995
2025;03;Österreich;Europa ohne Deutschland;Ausland;1692;4225
2025;03;Polen;Europa ohne Deutschland;Ausland;2484;4339
2025;03;Schweden;Europa ohne Deutschland;Ausland;242;478
2025;03;Schweiz;Europa ohne Deutschland;Ausland;1104;2517
2025;03;Russland;Europa ohne Deutschland;Ausland;140;285
2025;03;Spanien;Europa ohne Deutschland;Ausland;938;2007
2025;03;Tschechische Republik;Europa ohne Deutschland;Ausland;1725;3111
2025;03;Großbritannien;Europa ohne Deutschland;Ausland;827;1692
2025;03;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;5207;10942
2025;03;afrikanische Länder;Sonst. Ausland;Ausland;86;143
2025;03;USA;Amerika;Ausland;1788;3804
2025;03;Kanada;Amerika;Ausland;218;515
2025;03;amerik. Länder (o.USA, Kanada);Amerika;Ausland;519;1245
2025;03;China;Asien;Ausland;582;1386
2025;03;Japan;Asien;Ausland;549;1540
2025;03;asiatische Länder (o.China, Japan);Asien;Ausland;1330;3494
2025;03;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;203;604
2025;03;Ausländer ohne Angabe;Sonst. Ausland;Ausland;329;749
2025;04;Deutschland;Deutschland;Deutschland;144462;314549
2025;04;Belgien;Europa ohne Deutschland;Ausland;472;842
2025;04;Dänemark;Europa ohne Deutschland;Ausland;978;2287
2025;04;Frankreich;Europa ohne Deutschland;Ausland;1003;2077
2025;04;Italien;Europa ohne Deutschland;Ausland;1020;2087
2025;04;Niederlande;Europa ohne Deutschland;Ausland;1956;4183
2025;04;Österreich;Europa ohne Deutschland;Ausland;2542;6056
2025;04;Polen;Europa ohne Deutschland;Ausland;3821;6917
2025;04;Schweden;Europa ohne Deutschland;Ausland;426;823
2025;04;Schweiz;Europa ohne Deutschland;Ausland;2101;5195
2025;04;Russland;Europa ohne Deutschland;Ausland;260;564
2025;04;Spanien;Europa ohne Deutschland;Ausland;1006;2657
2025;04;Tschechische Republik;Europa ohne Deutschland;Ausland;2058;3476
2025;04;Großbritannien;Europa ohne Deutschland;Ausland;1850;4204
2025;04;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;6051;12881
2025;04;afrikanische Länder;Sonst. Ausland;Ausland;124;329
2025;04;USA;Amerika;Ausland;2372;5118
2025;04;Kanada;Amerika;Ausland;432;1092
2025;04;amerik. Länder (o.USA, Kanada);Amerika;Ausland;807;1634
2025;04;China;Asien;Ausland;884;1879
2025;04;Japan;Asien;Ausland;467;1479
2025;04;asiatische Länder (o.China, Japan);Asien;Ausland;2047;4568
2025;04;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;384;988
2025;04;Ausländer ohne Angabe;Sonst. Ausland;Ausland;523;1294
2025;05;Deutschland;Deutschland;Deutschland;164583;352109
2025;05;Belgien;Europa ohne Deutschland;Ausland;594;1243
2025;05;Dänemark;Europa ohne Deutschland;Ausland;910;2906
2025;05;Frankreich;Europa ohne Deutschland;Ausland;1086;2501
2025;05;Italien;Europa ohne Deutschland;Ausland;785;1670
2025;05;Niederlande;Europa ohne Deutschland;Ausland;1945;4161
2025;05;Österreich;Europa ohne Deutschland;Ausland;3551;8413
2025;05;Polen;Europa ohne Deutschland;Ausland;6020;12209
2025;05;Schweden;Europa ohne Deutschland;Ausland;627;1560
2025;05;Schweiz;Europa ohne Deutschland;Ausland;2552;6462
2025;05;Russland;Europa ohne Deutschland;Ausland;164;298
2025;05;Spanien;Europa ohne Deutschland;Ausland;1029;2527
2025;05;Tschechische Republik;Europa ohne Deutschland;Ausland;2258;3899
2025;05;Großbritannien;Europa ohne Deutschland;Ausland;1496;3117
2025;05;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;6406;13295
2025;05;afrikanische Länder;Sonst. Ausland;Ausland;172;343
2025;05;USA;Amerika;Ausland;3815;7931
2025;05;Kanada;Amerika;Ausland;562;1424
2025;05;amerik. Länder (o.USA, Kanada);Amerika;Ausland;963;2082
2025;05;China;Asien;Ausland;1088;1902
2025;05;Japan;Asien;Ausland;672;2062
2025;05;asiatische Länder (o.China, Japan);Asien;Ausland;2338;5298
2025;05;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;452;1157
2025;05;Ausländer ohne Angabe;Sonst. Ausland;Ausland;673;1406
2025;06;Deutschland;Deutschland;Deutschland;156164;323853
2025;06;Belgien;Europa ohne Deutschland;Ausland;532;1033
2025;06;Dänemark;Europa ohne Deutschland;Ausland;944;2001
2025;06;Frankreich;Europa ohne Deutschland;Ausland;1118;2412
2025;06;Italien;Europa ohne Deutschland;Ausland;792;1525
2025;06;Niederlande;Europa ohne Deutschland;Ausland;2295;4890
2025;06;Österreich;Europa ohne Deutschland;Ausland;3660;7265
2025;06;Polen;Europa ohne Deutschland;Ausland;4867;8968
2025;06;Schweden;Europa ohne Deutschland;Ausland;990;1737
2025;06;Schweiz;Europa ohne Deutschland;Ausland;2304;5295
2025;06;Russland;Europa ohne Deutschland;Ausland;101;169
2025;06;Spanien;Europa ohne Deutschland;Ausland;910;2177
2025;06;Tschechische Republik;Europa ohne Deutschland;Ausland;1602;2810
2025;06;Großbritannien;Europa ohne Deutschland;Ausland;1219;2550
2025;06;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;7458;14568
2025;06;afrikanische Länder;Sonst. Ausland;Ausland;183;467
2025;06;USA;Amerika;Ausland;4378;9196
2025;06;Kanada;Amerika;Ausland;601;1478
2025;06;amerik. Länder (o.USA, Kanada);Amerika;Ausland;831;1618
2025;06;China;Asien;Ausland;1256;2106
2025;06;Japan;Asien;Ausland;807;2354
2025;06;asiatische Länder (o.China, Japan);Asien;Ausland;2348;5732
2025;06;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;523;1287
2025;06;Ausländer ohne Angabe;Sonst. Ausland;Ausland;410;823
2025;07;Deutschland;Deutschland;Deutschland;148318;308636
2025;07;Belgien;Europa ohne Deutschland;Ausland;1214;2255
2025;07;Dänemark;Europa ohne Deutschland;Ausland;3786;7374
2025;07;Frankreich;Europa ohne Deutschland;Ausland;1269;2524
2025;07;Italien;Europa ohne Deutschland;Ausland;1232;2441
2025;07;Niederlande;Europa ohne Deutschland;Ausland;3661;7304
2025;07;Österreich;Europa ohne Deutschland;Ausland;3551;7211
2025;07;Polen;Europa ohne Deutschland;Ausland;4762;8522
2025;07;Schweden;Europa ohne Deutschland;Ausland;2137;3298
2025;07;Schweiz;Europa ohne Deutschland;Ausland;2491;5541
2025;07;Russland;Europa ohne Deutschland;Ausland;127;257
2025;07;Spanien;Europa ohne Deutschland;Ausland;1399;3173
2025;07;Tschechische Republik;Europa ohne Deutschland;Ausland;2310;4063
2025;07;Großbritannien;Europa ohne Deutschland;Ausland;1561;3259
2025;07;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;9709;18586
2025;07;afrikanische Länder;Sonst. Ausland;Ausland;188;365
2025;07;USA;Amerika;Ausland;3219;6530
2025;07;Kanada;Amerika;Ausland;557;1453
2025;07;amerik. Länder (o.USA, Kanada);Amerika;Ausland;885;1705
2025;07;China;Asien;Ausland;1148;1930
2025;07;Japan;Asien;Ausland;667;1836
2025;07;asiatische Länder (o.China, Japan);Asien;Ausland;2086;4640
2025;07;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;618;1295
2025;07;Ausländer ohne Angabe;Sonst. Ausland;Ausland;267;528
2025;08;Deutschland;Deutschland;Deutschland;175744;372499
2025;08;Belgien;Europa ohne Deutschland;Ausland;999;2270
2025;08;Dänemark;Europa ohne Deutschland;Ausland;1384;2935
2025;08;Frankreich;Europa ohne Deutschland;Ausland;1898;3974
2025;08;Italien;Europa ohne Deutschland;Ausland;2999;5700
2025;08;Niederlande;Europa ohne Deutschland;Ausland;3796;7778
2025;08;Österreich;Europa ohne Deutschland;Ausland;4225;8080
2025;08;Polen;Europa ohne Deutschland;Ausland;5928;10700
2025;08;Schweden;Europa ohne Deutschland;Ausland;1121;1837
2025;08;Schweiz;Europa ohne Deutschland;Ausland;2199;5056
2025;08;Russland;Europa ohne Deutschland;Ausland;116;245
2025;08;Spanien;Europa ohne Deutschland;Ausland;2015;4692
2025;08;Tschechische Republik;Europa ohne Deutschland;Ausland;2430;4087
2025;08;Großbritannien;Europa ohne Deutschland;Ausland;2417;6485
2025;08;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;8850;18597
2025;08;afrikanische Länder;Sonst. Ausland;Ausland;268;1131
2025;08;USA;Amerika;Ausland;3429;7838
2025;08;Kanada;Amerika;Ausland;596;1799
2025;08;amerik. Länder (o.USA, Kanada);Amerika;Ausland;857;1832
2025;08;China;Asien;Ausland;1412;2550
2025;08;Japan;Asien;Ausland;733;1963
2025;08;asiatische Länder (o.China, Japan);Asien;Ausland;2648;6137
2025;08;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;572;1368
2025;08;Ausländer ohne Angabe;Sonst. Ausland;Ausland;1070;1905
2025;09;Deutschland;Deutschland;Deutschland;158569;339757
2025;09;Belgien;Europa ohne Deutschland;Ausland;792;1647
2025;09;Dänemark;Europa ohne Deutschland;Ausland;1178;3250
2025;09;Frankreich;Europa ohne Deutschland;Ausland;1149;2693
2025;09;Italien;Europa ohne Deutschland;Ausland;1064;2364
2025;09;Niederlande;Europa ohne Deutschland;Ausland;2582;5788
2025;09;Österreich;Europa ohne Deutschland;Ausland;3046;7447
2025;09;Polen;Europa ohne Deutschland;Ausland;4297;7710
2025;09;Schweden;Europa ohne Deutschland;Ausland;548;1140
2025;09;Schweiz;Europa ohne Deutschland;Ausland;2387;5736
2025;09;Russland;Europa ohne Deutschland;Ausland;150;308
2025;09;Spanien;Europa ohne Deutschland;Ausland;1120;2761
2025;09;Tschechische Republik;Europa ohne Deutschland;Ausland;1976;3366
2025;09;Großbritannien;Europa ohne Deutschland;Ausland;1888;4197
2025;09;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;6440;13656
2025;09;afrikanische Länder;Sonst. Ausland;Ausland;194;491
2025;09;USA;Amerika;Ausland;3995;8450
2025;09;Kanada;Amerika;Ausland;891;2400
2025;09;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1049;2153
2025;09;China;Asien;Ausland;1594;2659
2025;09;Japan;Asien;Ausland;876;2460
2025;09;asiatische Länder (o.China, Japan);Asien;Ausland;2261;5669
2025;09;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;573;1214
2025;09;Ausländer ohne Angabe;Sonst. Ausland;Ausland;488;842
2025;10;Deutschland;Deutschland;Deutschland;167165;357325
2025;10;Belgien;Europa ohne Deutschland;Ausland;375;758
2025;10;Dänemark;Europa ohne Deutschland;Ausland;784;2075
2025;10;Frankreich;Europa ohne Deutschland;Ausland;848;1842
2025;10;Italien;Europa ohne Deutschland;Ausland;793;1769
2025;10;Niederlande;Europa ohne Deutschland;Ausland;1803;4077
2025;10;Österreich;Europa ohne Deutschland;Ausland;2783;6212
2025;10;Polen;Europa ohne Deutschland;Ausland;3647;7022
2025;10;Schweden;Europa ohne Deutschland;Ausland;335;631
2025;10;Schweiz;Europa ohne Deutschland;Ausland;2234;5443
2025;10;Russland;Europa ohne Deutschland;Ausland;177;379
2025;10;Spanien;Europa ohne Deutschland;Ausland;922;2218
2025;10;Tschechische Republik;Europa ohne Deutschland;Ausland;2643;4492
2025;10;Großbritannien;Europa ohne Deutschland;Ausland;1784;4034
2025;10;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;6055;13390
2025;10;afrikanische Länder;Sonst. Ausland;Ausland;199;589
2025;10;USA;Amerika;Ausland;2984;6390
2025;10;Kanada;Amerika;Ausland;538;1326
2025;10;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1073;2073
2025;10;China;Asien;Ausland;1468;2539
2025;10;Japan;Asien;Ausland;674;1781
2025;10;asiatische Länder (o.China, Japan);Asien;Ausland;2476;5208
2025;10;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;565;1352
2025;10;Ausländer ohne Angabe;Sonst. Ausland;Ausland;1062;1876
2025;11;Deutschland;Deutschland;Deutschland;140403;277868
2025;11;Belgien;Europa ohne Deutschland;Ausland;282;579
2025;11;Dänemark;Europa ohne Deutschland;Ausland;245;579
2025;11;Frankreich;Europa ohne Deutschland;Ausland;577;1299
2025;11;Italien;Europa ohne Deutschland;Ausland;616;1607
2025;11;Niederlande;Europa ohne Deutschland;Ausland;892;1896
2025;11;Österreich;Europa ohne Deutschland;Ausland;1845;4118
2025;11;Polen;Europa ohne Deutschland;Ausland;4150;8433
2025;11;Schweden;Europa ohne Deutschland;Ausland;204;391
2025;11;Schweiz;Europa ohne Deutschland;Ausland;1267;2909
2025;11;Russland;Europa ohne Deutschland;Ausland;101;215
2025;11;Spanien;Europa ohne Deutschland;Ausland;972;2114
2025;11;Tschechische Republik;Europa ohne Deutschland;Ausland;2453;4117
2025;11;Großbritannien;Europa ohne Deutschland;Ausland;1104;2410
2025;11;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;5639;11891
2025;11;afrikanische Länder;Sonst. Ausland;Ausland;156;498
2025;11;USA;Amerika;Ausland;2280;4820
2025;11;Kanada;Amerika;Ausland;371;884
2025;11;amerik. Länder (o.USA, Kanada);Amerika;Ausland;481;1470
2025;11;China;Asien;Ausland;773;1609
2025;11;Japan;Asien;Ausland;732;2001
2025;11;asiatische Länder (o.China, Japan);Asien;Ausland;1614;3529
2025;11;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;349;739
2025;11;Ausländer ohne Angabe;Sonst. Ausland;Ausland;967;1465
2025;12;Deutschland;Deutschland;Deutschland;196855;398641
2025;12;Belgien;Europa ohne Deutschland;Ausland;460;887
2025;12;Dänemark;Europa ohne Deutschland;Ausland;506;1238
2025;12;Frankreich;Europa ohne Deutschland;Ausland;998;2303
2025;12;Italien;Europa ohne Deutschland;Ausland;907;1785
2025;12;Niederlande;Europa ohne Deutschland;Ausland;1546;3488
2025;12;Österreich;Europa ohne Deutschland;Ausland;2727;6090
2025;12;Polen;Europa ohne Deutschland;Ausland;5107;8523
2025;12;Schweden;Europa ohne Deutschland;Ausland;332;838
2025;12;Schweiz;Europa ohne Deutschland;Ausland;2255;5948
2025;12;Russland;Europa ohne Deutschland;Ausland;122;202
2025;12;Spanien;Europa ohne Deutschland;Ausland;1452;3784
2025;12;Tschechische Republik;Europa ohne Deutschland;Ausland;4637;6679
2025;12;Großbritannien;Europa ohne Deutschland;Ausland;1699;3571
2025;12;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;8221;18294
2025;12;afrikanische Länder;Sonst. Ausland;Ausland;196;440
2025;12;USA;Amerika;Ausland;5451;11388
2025;12;Kanada;Amerika;Ausland;661;1751
2025;12;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1122;2418
2025;12;China;Asien;Ausland;1012;1715
2025;12;Japan;Asien;Ausland;1785;3892
2025;12;asiatische Länder (o.China, Japan);Asien;Ausland;4199;7776
2025;12;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;994;2169
2025;12;Ausländer ohne Angabe;Sonst. Ausland;Ausland;1340;2552
2026;01;Deutschland;Deutschland;Deutschland;100419;196131
2026;01;Belgien;Europa ohne Deutschland;Ausland;231;366
2026;01;Dänemark;Europa ohne Deutschland;Ausland;162;286
2026;01;Frankreich;Europa ohne Deutschland;Ausland;442;956
2026;01;Italien;Europa ohne Deutschland;Ausland;534;1263
2026;01;Niederlande;Europa ohne Deutschland;Ausland;632;1356
2026;01;Österreich;Europa ohne Deutschland;Ausland;1110;2778
2026;01;Polen;Europa ohne Deutschland;Ausland;3084;5686
2026;01;Schweden;Europa ohne Deutschland;Ausland;188;342
2026;01;Schweiz;Europa ohne Deutschland;Ausland;697;1603
2026;01;Russland;Europa ohne Deutschland;Ausland;121;186
2026;01;Spanien;Europa ohne Deutschland;Ausland;576;1381
2026;01;Tschechische Republik;Europa ohne Deutschland;Ausland;1443;2589
2026;01;Großbritannien;Europa ohne Deutschland;Ausland;554;1183
2026;01;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;4068;7673
2026;01;afrikanische Länder;Sonst. Ausland;Ausland;98;181
2026;01;USA;Amerika;Ausland;1219;3230
2026;01;Kanada;Amerika;Ausland;214;555
2026;01;amerik. Länder (o.USA, Kanada);Amerika;Ausland;556;1240
2026;01;China;Asien;Ausland;442;761
2026;01;Japan;Asien;Ausland;343;1347
2026;01;asiatische Länder (o.China, Japan);Asien;Ausland;1198;3064
2026;01;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;264;599
2026;01;Ausländer ohne Angabe;Sonst. Ausland;Ausland;493;1025
2026;02;Deutschland;Deutschland;Deutschland;101812;196490
2026;02;Belgien;Europa ohne Deutschland;Ausland;216;380
2026;02;Dänemark;Europa ohne Deutschland;Ausland;157;353
2026;02;Frankreich;Europa ohne Deutschland;Ausland;536;1042
2026;02;Italien;Europa ohne Deutschland;Ausland;520;1327
2026;02;Niederlande;Europa ohne Deutschland;Ausland;759;1515
2026;02;Österreich;Europa ohne Deutschland;Ausland;1412;3458
2026;02;Polen;Europa ohne Deutschland;Ausland;2784;5910
2026;02;Schweden;Europa ohne Deutschland;Ausland;196;251
2026;02;Schweiz;Europa ohne Deutschland;Ausland;680;1454
2026;02;Russland;Europa ohne Deutschland;Ausland;82;170
2026;02;Spanien;Europa ohne Deutschland;Ausland;501;1118
2026;02;Tschechische Republik;Europa ohne Deutschland;Ausland;1902;3101
2026;02;Großbritannien;Europa ohne Deutschland;Ausland;689;1403
2026;02;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3318;6098
2026;02;afrikanische Länder;Sonst. Ausland;Ausland;79;149
2026;02;USA;Amerika;Ausland;1497;3230
2026;02;Kanada;Amerika;Ausland;442;1175
2026;02;amerik. Länder (o.USA, Kanada);Amerika;Ausland;455;815
2026;02;China;Asien;Ausland;674;907
2026;02;Japan;Asien;Ausland;604;2037
2026;02;asiatische Länder (o.China, Japan);Asien;Ausland;1048;2293
2026;02;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;167;375
2026;02;Ausländer ohne Angabe;Sonst. Ausland;Ausland;608;1284
2026;03;Deutschland;Deutschland;Deutschland;143589;295504
2026;03;Belgien;Europa ohne Deutschland;Ausland;481;844
2026;03;Dänemark;Europa ohne Deutschland;Ausland;464;1013
2026;03;Frankreich;Europa ohne Deutschland;Ausland;1046;2664
2026;03;Italien;Europa ohne Deutschland;Ausland;876;2174
2026;03;Niederlande;Europa ohne Deutschland;Ausland;921;2043
2026;03;Österreich;Europa ohne Deutschland;Ausland;2174;5859
2026;03;Polen;Europa ohne Deutschland;Ausland;2896;5332
2026;03;Schweden;Europa ohne Deutschland;Ausland;287;569
2026;03;Schweiz;Europa ohne Deutschland;Ausland;1098;2652
2026;03;Russland;Europa ohne Deutschland;Ausland;107;209
2026;03;Spanien;Europa ohne Deutschland;Ausland;801;2014
2026;03;Tschechische Republik;Europa ohne Deutschland;Ausland;1695;3200
2026;03;Großbritannien;Europa ohne Deutschland;Ausland;1029;2454
2026;03;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;4951;10006
2026;03;afrikanische Länder;Sonst. Ausland;Ausland;146;366
2026;03;USA;Amerika;Ausland;2188;5119
2026;03;Kanada;Amerika;Ausland;389;1056
