Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2014;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;140;107;33
2014;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;592;296;296
2014;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;408;272;136
2014;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;64;48;16
2014;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;1428;714;714
2014;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;669;446;223
2014;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;194;148;46
2014;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;902;451;451
2014;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;627;418;209
2014;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;3 u.m. Kinder;317;245;72
2014;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1 Kind;592;296;296
2014;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;2 Kinder;276;184;92
2014;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;3 u.m. Kinder;76;59;17
