Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2022;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);1 Kind;992;496;496
2022;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);2 Kinder;780;520;260
2022;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);3 u.m. Kinder;544;423;121
2022;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);1 Kind;930;465;465
2022;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);2 Kinder;534;356;178
2022;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);3 u.m. Kinder;219;169;50
2022;StB 8 Plauen;13 Südvorstadt, Zschertnitz;1 Kind;732;366;366
2022;StB 8 Plauen;13 Südvorstadt, Zschertnitz;2 Kinder;558;372;186
2022;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;204;157;47
2022;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;726;363;363
2022;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;363;242;121
2022;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;109;84;25
2022;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;1382;691;691
2022;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;759;506;253
2022;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;184;140;44
2022;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;950;475;475
2022;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;729;486;243
2022;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;3 u.m. Kinder;441;340;101
2022;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1 Kind;604;302;302
2022;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;2 Kinder;396;264;132
2022;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;3 u.m. Kinder;110;84;26
