Datum;Jahr;Monat;Tag;Laborbestätigte Fälle (Meldedatum);Laborbestätigte Fälle (kumuliert);Laborbestätigte Fälle (übermittelt);Einweisung Krankenhaus;Einweisung Krankenhaus (kumuliert);Sterbefälle;Sterbefälle (kumuliert);Genesene (geschätzt);Genesene (geschätzt, kumuliert)
2022-05-13;2022;05;13;228;208927;208929;6;5514;0;1709;389;202805
2022-05-14;2022;05;14;128;209055;209057;1;5515;1;1710;173;202978
2022-05-15;2022;05;15;94;209149;209151;1;5516;2;1712;98;203076
2022-05-16;2022;05;16;325;209474;209476;13;5529;0;1712;694;203770
2022-05-17;2022;05;17;291;209765;209767;7;5536;0;1712;581;204351
2022-05-18;2022;05;18;194;209959;209961;4;5540;1;1713;331;204682
2022-05-19;2022;05;19;220;210179;210181;3;5543;1;1714;391;205073
2022-05-20;2022;05;20;178;210357;210359;9;5552;2;1716;277;205350
2022-05-21;2022;05;21;70;210427;210429;1;5553;0;1716;128;205478
2022-05-22;2022;05;22;74;210501;210503;0;5553;0;1716;75;205553
2022-05-23;2022;05;23;262;210763;210765;8;5561;1;1717;503;206056
2022-05-24;2022;05;24;165;210928;210930;5;5566;0;1717;325;206381
2022-05-25;2022;05;25;122;211050;211052;5;5571;1;1718;293;206674
2022-05-26;2022;05;26;67;211117;211119;0;5571;2;1720;253;206927
2022-05-27;2022;05;27;158;211275;211277;6;5577;0;1720;229;207156
2022-05-28;2022;05;28;44;211319;211321;1;5578;1;1721;132;207288
2022-05-29;2022;05;29;42;211361;211363;0;5578;1;1722;104;207392
2022-05-30;2022;05;30;272;211633;211635;7;5585;1;1723;315;207707
2022-05-31;2022;05;31;246;211879;211881;2;5587;0;1723;288;207995
2022-06-01;2022;06;01;174;212053;212055;2;5589;1;1724;205;208200
2022-06-02;2022;06;02;218;212271;212273;5;5594;2;1726;223;208423
2022-06-03;2022;06;03;130;212401;212403;2;5596;0;1726;173;208596
2022-06-04;2022;06;04;145;212546;212548;3;5599;0;1726;74;208670
2022-06-05;2022;06;05;62;212608;212610;3;5602;0;1726;77;208747
2022-06-06;2022;06;06;137;212745;212747;2;5604;0;1726;257;209004
2022-06-07;2022;06;07;407;213152;213154;4;5608;0;1726;163;209167
2022-06-08;2022;06;08;402;213554;213556;9;5617;0;1726;127;209294
2022-06-09;2022;06;09;324;213878;213880;4;5621;2;1728;76;209370
2022-06-10;2022;06;10;311;214189;214191;2;5623;0;1728;154;209524
2022-06-11;2022;06;11;126;214315;214317;1;5624;0;1728;49;209573
2022-06-12;2022;06;12;89;214404;214406;1;5625;0;1728;48;209621
2022-06-13;2022;06;13;531;214935;214937;11;5636;0;1728;266;209887
2022-06-14;2022;06;14;528;215463;215465;3;5639;0;1728;245;210132
2022-06-15;2022;06;15;368;215831;215833;3;5642;0;1728;185;210317
2022-06-16;2022;06;16;453;216284;216286;6;5648;1;1729;219;210536
2022-06-17;2022;06;17;383;216667;216669;5;5653;0;1729;132;210668
2022-06-18;2022;06;18;217;216884;216886;0;5653;0;1729;145;210813
2022-06-19;2022;06;19;169;217053;217055;1;5654;0;1729;68;210881
2022-06-20;2022;06;20;699;217752;217754;5;5659;0;1729;136;211017
2022-06-21;2022;06;21;588;218340;218342;3;5662;0;1729;403;211420
2022-06-22;2022;06;22;561;218901;218903;0;5662;0;1729;401;211821
2022-06-23;2022;06;23;508;219409;219411;12;5674;0;1729;325;212146
2022-06-24;2022;06;24;493;219902;219904;4;5678;0;1729;314;212460
2022-06-25;2022;06;25;222;220124;220126;1;5679;0;1729;125;212585
2022-06-26;2022;06;26;141;220265;220267;0;5679;0;1729;94;212679
2022-06-27;2022;06;27;742;221007;221009;16;5695;0;1729;521;213200
2022-06-28;2022;06;28;788;221795;221797;10;5705;0;1729;525;213725
2022-06-29;2022;06;29;621;222416;222418;4;5709;0;1729;372;214097
2022-06-30;2022;06;30;490;222906;222908;14;5723;0;1729;449;214546
2022-07-01;2022;07;01;478;223384;223386;5;5728;0;1729;380;214926
2022-07-02;2022;07;02;181;223565;223567;0;5728;0;1729;222;215148
2022-07-03;2022;07;03;117;223682;223684;2;5730;0;1729;170;215318
2022-07-04;2022;07;04;621;224303;224305;17;5747;0;1729;697;216015
2022-07-05;2022;07;05;717;225020;225022;8;5755;0;1729;588;216603
2022-07-06;2022;07;06;563;225583;225585;7;5762;0;1729;563;217166
2022-07-07;2022;07;07;462;226045;226047;12;5774;0;1729;500;217666
2022-07-08;2022;07;08;395;226440;226442;6;5780;0;1729;498;218164
2022-07-09;2022;07;09;242;226682;226684;0;5780;0;1729;225;218389
2022-07-10;2022;07;10;130;226812;226814;0;5780;0;1729;143;218532
2022-07-11;2022;07;11;786;227598;227600;21;5801;0;1729;727;219259
2022-07-12;2022;07;12;722;228320;228322;31;5832;0;1729;779;220038
2022-07-13;2022;07;13;567;228887;228889;8;5840;1;1730;627;220665
2022-07-14;2022;07;14;266;229153;229155;13;5853;1;1731;478;221143
2022-07-15;2022;07;15;1122;230275;230277;25;5878;1;1732;475;221618
2022-07-16;2022;07;16;234;230509;230511;2;5880;2;1734;186;221804
2022-07-17;2022;07;17;189;230698;230700;3;5883;0;1734;120;221924
2022-07-18;2022;07;18;804;231502;231504;16;5899;0;1734;604;222528
2022-07-19;2022;07;19;854;232356;232358;16;5915;3;1737;709;223237
2022-07-20;2022;07;20;691;233047;233049;10;5925;0;1737;561;223798
2022-07-21;2022;07;21;562;233609;233611;27;5952;0;1737;453;224251
2022-07-22;2022;07;22;571;234180;234182;16;5968;0;1737;389;224640
2022-07-23;2022;07;23;245;234425;234427;3;5971;3;1740;251;224891
2022-07-24;2022;07;24;133;234558;234560;2;5973;0;1740;134;225025
2022-07-25;2022;07;25;762;235320;235322;20;5993;0;1740;766;225791
2022-07-26;2022;07;26;675;235995;235997;17;6010;3;1743;688;226479
2022-07-27;2022;07;27;522;236517;236519;15;6025;3;1746;574;227053
2022-07-28;2022;07;28;372;236889;236891;9;6034;2;1748;262;227315
2022-07-29;2022;07;29;430;237319;237321;7;6041;0;1748;1102;228417
2022-07-30;2022;07;30;119;237438;237440;2;6043;1;1749;245;228662
2022-07-31;2022;07;31;59;237497;237499;1;6044;0;1749;191;228853
2022-08-01;2022;08;01;573;238070;238072;28;6072;0;1749;789;229642
2022-08-02;2022;08;02;553;238623;238625;9;6081;1;1750;839;230481
2022-08-03;2022;08;03;357;238980;238982;10;6091;2;1752;696;231177
2022-08-04;2022;08;04;335;239315;239317;20;6111;2;1754;541;231718
2022-08-05;2022;08;05;310;239625;239627;7;6118;0;1754;562;232280
2022-08-06;2022;08;06;182;239807;239809;4;6122;1;1755;253;232533
2022-08-07;2022;08;07;86;239893;239895;1;6123;1;1756;136;232669
2022-08-08;2022;08;08;463;240356;240358;28;6151;0;1756;742;233411
2022-08-09;2022;08;09;461;240817;240819;10;6161;1;1757;657;234068
2022-08-10;2022;08;10;413;241230;241232;12;6173;0;1757;528;234596
2022-08-11;2022;08;11;306;241536;241538;9;6182;0;1757;396;234992
2022-08-12;2022;08;12;358;241894;241896;6;6188;1;1758;430;235422
2022-08-13;2022;08;13;95;241989;241991;4;6192;0;1758;130;235552
2022-08-14;2022;08;14;78;242067;242069;4;6196;1;1759;82;235634
2022-08-15;2022;08;15;455;242522;242524;16;6212;0;1759;548;236182
2022-08-16;2022;08;16;416;242938;242940;5;6217;1;1760;546;236728
2022-08-17;2022;08;17;274;243212;243214;13;6230;1;1761;362;237090
2022-08-18;2022;08;18;280;243492;243494;9;6239;1;1762;331;237421
2022-08-19;2022;08;19;239;243731;243733;4;6243;2;1764;311;237732
2022-08-20;2022;08;20;88;243819;243821;0;6243;0;1764;206;237938
2022-08-21;2022;08;21;37;243856;243858;2;6245;2;1766;99;238037
2022-08-22;2022;08;22;391;244247;244249;11;6256;2;1768;436;238473
2022-08-23;2022;08;23;313;244560;244562;4;6260;0;1768;452;238925
2022-08-24;2022;08;24;261;244821;244823;5;6265;1;1769;420;239345
2022-08-25;2022;08;25;278;245099;245101;2;6267;0;1769;315;239660
2022-08-26;2022;08;26;252;245351;245353;1;6268;0;1769;367;240027
2022-08-27;2022;08;27;83;245434;245436;1;6269;2;1771;98;240125
2022-08-28;2022;08;28;37;245471;245473;1;6270;0;1771;81;240206
2022-08-29;2022;08;29;353;245824;245826;11;6281;1;1772;440;240646
2022-08-30;2022;08;30;314;246138;246140;1;6282;0;1772;413;241059
2022-08-31;2022;08;31;215;246353;246355;3;6285;1;1773;287;241346
2022-09-01;2022;09;01;248;246601;246603;5;6290;1;1774;279;241625
2022-09-02;2022;09;02;235;246836;246838;3;6293;2;1776;243;241868
2022-09-03;2022;09;03;108;246944;246946;4;6297;0;1776;107;241975
2022-09-04;2022;09;04;48;246992;246994;3;6300;0;1776;42;242017
2022-09-05;2022;09;05;344;247336;247338;13;6313;0;1776;383;242400
2022-09-06;2022;09;06;300;247636;247638;11;6324;0;1776;310;242710
2022-09-07;2022;09;07;263;247899;247901;5;6329;0;1776;284;242994
2022-09-08;2022;09;08;248;248147;248149;2;6331;0;1776;286;243280
2022-09-09;2022;09;09;226;248373;248375;7;6338;0;1776;263;243543
2022-09-10;2022;09;10;97;248470;248472;1;6339;0;1776;91;243634
2022-09-11;2022;09;11;50;248520;248522;0;6339;0;1776;42;243676
2022-09-12;2022;09;12;358;248878;248880;10;6349;1;1777;345;244021
2022-09-13;2022;09;13;388;249266;249268;9;6358;0;1777;317;244338
2022-09-14;2022;09;14;284;249550;249552;4;6362;0;1777;228;244566
2022-09-15;2022;09;15;332;249882;249884;6;6368;0;1777;249;244815
2022-09-16;2022;09;16;253;250135;250137;5;6373;1;1778;244;245059
2022-09-17;2022;09;17;96;250231;250233;3;6376;0;1778;112;245171
2022-09-18;2022;09;18;55;250286;250288;3;6379;2;1780;48;245219
2022-09-19;2022;09;19;382;250668;250670;15;6394;0;1780;330;245549
2022-09-20;2022;09;20;366;251034;251036;5;6399;1;1781;289;245838
2022-09-21;2022;09;21;328;251362;251364;8;6407;0;1781;269;246107
2022-09-22;2022;09;22;285;251647;251649;14;6421;0;1781;250;246357
2022-09-23;2022;09;23;324;251971;251973;10;6431;2;1783;222;246579
2022-09-24;2022;09;24;143;252114;252116;2;6433;2;1785;96;246675
2022-09-25;2022;09;25;63;252177;252179;2;6435;0;1785;51;246726
2022-09-26;2022;09;26;539;252716;252718;19;6454;0;1785;349;247075
2022-09-27;2022;09;27;588;253304;253306;10;6464;0;1785;381;247456
2022-09-28;2022;09;28;523;253827;253829;11;6475;0;1785;291;247747
2022-09-29;2022;09;29;449;254276;254278;18;6493;0;1785;329;248076
2022-09-30;2022;09;30;478;254754;254756;14;6507;0;1785;250;248326
2022-10-01;2022;10;01;133;254887;254889;4;6511;0;1785;99;248425
2022-10-02;2022;10;02;126;255013;255015;1;6512;0;1785;55;248480
2022-10-03;2022;10;03;175;255188;255190;2;6514;0;1785;372;248852
2022-10-04;2022;10;04;859;256047;256049;30;6544;4;1789;362;249214
2022-10-05;2022;10;05;920;256967;256969;13;6557;0;1789;334;249548
2022-10-06;2022;10;06;638;257605;257607;18;6575;1;1790;281;249829
2022-10-07;2022;10;07;668;258273;258275;15;6590;2;1792;318;250147
2022-10-08;2022;10;08;237;258510;258512;4;6594;2;1794;142;250289
2022-10-09;2022;10;09;147;258657;258659;5;6599;0;1794;68;250357
2022-10-10;2022;10;10;866;259523;259525;36;6635;1;1795;521;250878
2022-10-11;2022;10;11;809;260332;260334;28;6663;2;1797;577;251455
2022-10-12;2022;10;12;617;260949;260951;27;6690;1;1798;521;251976
2022-10-13;2022;10;13;547;261496;261498;11;6701;0;1798;441;252417
2022-10-14;2022;10;14;527;262023;262025;18;6719;1;1799;466;252883
2022-10-15;2022;10;15;256;262279;262281;1;6720;0;1799;133;253016
2022-10-16;2022;10;16;127;262406;262408;3;6723;2;1801;129;253145
2022-10-17;2022;10;17;662;263068;263070;25;6748;2;1803;173;253318
2022-10-18;2022;10;18;721;263789;263791;16;6764;1;1804;829;254147
2022-10-19;2022;10;19;453;264242;264244;16;6780;1;1805;920;255067
2022-10-20;2022;10;20;414;264656;264658;16;6796;0;1805;625;255692
2022-10-21;2022;10;21;412;265068;265070;16;6812;1;1806;661;256353
2022-10-22;2022;10;22;194;265262;265264;0;6812;1;1807;246;256599
2022-10-23;2022;10;23;95;265357;265359;1;6813;1;1808;151;256750
2022-10-24;2022;10;24;507;265864;265866;22;6835;0;1808;832;257582
2022-10-25;2022;10;25;540;266404;266406;18;6853;1;1809;783;258365
2022-10-26;2022;10;26;370;266774;266776;9;6862;1;1810;607;258972
2022-10-27;2022;10;27;295;267069;267071;7;6869;4;1814;544;259516
2022-10-28;2022;10;28;217;267286;267288;8;6877;1;1815;520;260036
2022-10-29;2022;10;29;110;267396;267398;1;6878;0;1815;272;260308
2022-10-30;2022;10;30;77;267473;267475;0;6878;2;1817;136;260444
2022-10-31;2022;10;31;121;267594;267596;3;6881;2;1819;639;261083
2022-11-01;2022;11;01;421;268015;268017;24;6905;0;1819;707;261790
2022-11-02;2022;11;02;342;268357;268359;18;6923;0;1819;440;262230
2022-11-03;2022;11;03;314;268671;268673;13;6936;0;1819;430;262660
2022-11-04;2022;11;04;205;268876;268878;8;6944;1;1820;408;263068
2022-11-05;2022;11;05;53;268929;268931;1;6945;1;1821;212;263280
2022-11-06;2022;11;06;43;268972;268974;2;6947;0;1821;109;263389
2022-11-07;2022;11;07;308;269280;269282;14;6961;2;1823;487;263876
2022-11-08;2022;11;08;211;269491;269493;8;6969;1;1824;526;264402
2022-11-09;2022;11;09;147;269638;269640;6;6975;0;1824;397;264799
2022-11-10;2022;11;10;133;269771;269773;7;6982;0;1824;316;265115
2022-11-11;2022;11;11;153;269924;269926;10;6992;2;1826;234;265349
2022-11-12;2022;11;12;56;269980;269982;0;6992;0;1826;120;265469
2022-11-13;2022;11;13;34;270014;270016;0;6992;0;1826;92;265561
2022-11-14;2022;11;14;259;270273;270275;16;7008;2;1828;117;265678
2022-11-15;2022;11;15;225;270498;270500;12;7020;0;1828;400;266078
2022-11-16;2022;11;16;66;270564;270566;0;7020;1;1829;348;266426
2022-11-17;2022;11;17;199;270763;270765;7;7027;1;1830;316;266742
2022-11-18;2022;11;18;223;270986;270988;9;7036;1;1831;212;266954
2022-11-19;2022;11;19;77;271063;271065;0;7036;4;1835;67;267021
2022-11-20;2022;11;20;31;271094;271096;1;7037;0;1835;57;267078
2022-11-21;2022;11;21;278;271372;271374;19;7056;2;1837;292;267370
2022-11-22;2022;11;22;212;271584;271586;12;7068;0;1837;204;267574
2022-11-23;2022;11;23;239;271823;271825;7;7075;0;1837;163;267737
2022-11-24;2022;11;24;158;271981;271983;2;7077;1;1838;144;267881
2022-11-25;2022;11;25;176;272157;272159;11;7088;0;1838;152;268033
2022-11-26;2022;11;26;39;272196;272198;1;7089;1;1839;63;268096
2022-11-27;2022;11;27;39;272235;272237;1;7090;0;1839;42;268138
2022-11-28;2022;11;28;337;272572;272574;14;7104;0;1839;245;268383
2022-11-29;2022;11;29;327;272899;272901;11;7115;2;1841;212;268595
2022-11-30;2022;11;30;217;273116;273118;5;7120;0;1841;69;268664
2022-12-01;2022;12;01;209;273325;273327;13;7133;0;1841;216;268880
2022-12-02;2022;12;02;205;273530;273532;17;7150;5;1846;232;269112
2022-12-03;2022;12;03;89;273619;273621;0;7150;1;1847;90;269202
2022-12-04;2022;12;04;28;273647;273649;2;7152;3;1850;36;269238
2022-12-05;2022;12;05;294;273941;273943;13;7165;1;1851;259;269497
2022-12-06;2022;12;06;284;274225;274227;4;7169;0;1851;202;269699
2022-12-07;2022;12;07;232;274457;274459;14;7183;2;1853;247;269946
2022-12-08;2022;12;08;213;274670;274672;8;7191;1;1854;165;270111
2022-12-09;2022;12;09;248;274918;274920;13;7204;1;1855;171;270282
2022-12-10;2022;12;10;69;274987;274989;1;7205;0;1855;45;270327
2022-12-11;2022;12;11;19;275006;275008;1;7206;1;1856;48;270375
2022-12-12;2022;12;12;203;275209;275211;32;7238;0;1856;323;270698
2022-12-13;2022;12;13;326;275535;275537;12;7250;1;1857;315;271013
2022-12-14;2022;12;14;196;275731;275733;18;7268;3;1860;229;271242
2022-12-15;2022;12;15;217;275948;275950;5;7273;0;1860;208;271450
2022-12-16;2022;12;16;174;276122;276124;8;7281;3;1863;189;271639
2022-12-17;2022;12;17;70;276192;276194;1;7282;0;1863;96;271735
2022-12-18;2022;12;18;22;276214;276216;0;7282;0;1863;35;271770
2022-12-19;2022;12;19;260;276474;276476;21;7303;0;1863;280;272050
2022-12-20;2022;12;20;234;276708;276710;10;7313;0;1863;281;272331
2022-12-21;2022;12;21;220;276928;276930;14;7327;1;1864;230;272561
2022-12-22;2022;12;22;159;277087;277089;9;7336;2;1866;205;272766
2022-12-23;2022;12;23;157;277244;277246;20;7356;3;1869;237;273003
2022-12-24;2022;12;24;55;277299;277301;0;7356;2;1871;68;273071
2022-12-25;2022;12;25;25;277324;277326;3;7359;0;1871;29;273100
2022-12-26;2022;12;26;27;277351;277353;1;7360;1;1872;170;273270
2022-12-27;2022;12;27;189;277540;277542;17;7377;1;1873;313;273583
2022-12-28;2022;12;28;161;277701;277703;21;7398;1;1874;191;273774
2022-12-29;2022;12;29;111;277812;277814;5;7403;1;1875;212;273986
2022-12-30;2022;12;30;110;277922;277924;11;7414;4;1879;172;274158
2022-12-31;2022;12;31;48;277970;277972;2;7416;0;1879;80;274238
2023-01-01;2023;01;01;21;277991;277993;0;7416;0;1879;40;274278
2023-01-02;2023;01;02;156;278147;278149;16;7432;2;1881;253;274531
2023-01-03;2023;01;03;139;278286;278288;8;7440;2;1883;215;274746
2023-01-04;2023;01;04;121;278407;278409;10;7450;1;1884;263;275009
2023-01-05;2023;01;05;71;278478;278480;7;7457;1;1885;159;275168
2023-01-06;2023;01;06;89;278567;278569;12;7469;0;1885;139;275307
2023-01-07;2023;01;07;33;278600;278602;0;7469;2;1887;70;275377
2023-01-08;2023;01;08;12;278612;278614;0;7469;1;1888;29;275406
2023-01-09;2023;01;09;81;278693;278695;8;7477;0;1888;26;275432
2023-01-10;2023;01;10;82;278775;278777;8;7485;1;1889;173;275605
2023-01-11;2023;01;11;55;278830;278832;12;7497;0;1889;173;275778
2023-01-12;2023;01;12;49;278879;278881;6;7503;0;1889;117;275895
2023-01-13;2023;01;13;41;278920;278922;10;7513;0;1889;113;276008
2023-01-14;2023;01;14;18;278938;278940;0;7513;0;1889;52;276060
2023-01-15;2023;01;15;11;278949;278951;0;7513;0;1889;29;276089
2023-01-16;2023;01;16;59;279008;279010;6;7519;0;1889;147;276236
2023-01-17;2023;01;17;68;279076;279078;0;7519;0;1889;132;276368
2023-01-18;2023;01;18;53;279129;279131;10;7529;0;1889;126;276494
2023-01-19;2023;01;19;60;279189;279191;5;7534;0;1889;75;276569
2023-01-20;2023;01;20;45;279234;279236;2;7536;1;1890;89;276658
2023-01-21;2023;01;21;20;279254;279256;0;7536;0;1890;34;276692
2023-01-22;2023;01;22;9;279263;279265;0;7536;0;1890;33;276725
2023-01-23;2023;01;23;73;279336;279338;8;7544;0;1890;73;276798
2023-01-24;2023;01;24;63;279399;279401;11;7555;0;1890;78;276876
2023-01-25;2023;01;25;69;279468;279470;0;7555;0;1890;43;276919
2023-01-26;2023;01;26;53;279521;279523;5;7560;0;1890;60;276979
2023-01-27;2023;01;27;53;279574;279576;4;7564;0;1890;50;277029
2023-01-28;2023;01;28;33;279607;279609;1;7565;0;1890;23;277052
2023-01-29;2023;01;29;9;279616;279618;0;7565;0;1890;20;277072
2023-01-30;2023;01;30;67;279683;279685;11;7576;1;1891;55;277127
2023-01-31;2023;01;31;90;279773;279775;3;7579;1;1892;68;277195
2023-02-01;2023;02;01;45;279818;279820;3;7582;0;1892;59;277254
2023-02-02;2023;02;02;57;279875;279877;1;7583;0;1892;62;277316
2023-02-03;2023;02;03;36;279911;279913;4;7587;0;1892;53;277369
2023-02-04;2023;02;04;21;279932;279934;0;7587;1;1893;27;277396
2023-02-05;2023;02;05;11;279943;279945;1;7588;1;1894;21;277417
2023-02-06;2023;02;06;67;280010;280012;6;7594;0;1894;66;277483
2023-02-07;2023;02;07;45;280055;280057;0;7594;0;1894;52;277535
2023-02-08;2023;02;08;63;280118;280120;3;7597;0;1894;0;277535
2023-02-09;2023;02;09;45;280163;280165;0;7597;0;1894;0;277535
2023-02-10;2023;02;10;48;280211;280213;6;7603;1;1895;0;277535
2023-02-11;2023;02;11;13;280224;280226;0;7603;0;1895;0;277535
2023-02-12;2023;02;12;8;280232;280234;0;7603;0;1895;0;277535
2023-02-13;2023;02;13;61;280293;280295;10;7613;0;1895;0;277535
2023-02-14;2023;02;14;76;280369;280371;6;7619;0;1895;391;277926
2023-02-15;2023;02;15;58;280427;280429;5;7624;0;1895;49;277975
2023-02-16;2023;02;16;64;280491;280493;9;7633;0;1895;56;278031
2023-02-17;2023;02;17;55;280546;280548;2;7635;1;1896;43;278074
2023-02-18;2023;02;18;22;280568;280570;0;7635;0;1896;26;278100
2023-02-19;2023;02;19;10;280578;280580;0;7635;1;1897;12;278112
2023-02-20;2023;02;20;66;280644;280646;23;7658;0;1897;61;278173
2023-02-21;2023;02;21;78;280722;280724;8;7666;0;1897;45;278218
2023-02-22;2023;02;22;43;280765;280767;9;7675;0;1897;65;278283
2023-02-23;2023;02;23;62;280827;280829;8;7683;0;1897;55;278338
2023-02-24;2023;02;24;46;280873;280875;6;7689;0;1897;42;278380
2023-02-25;2023;02;25;12;280885;280887;0;7689;2;1899;18;278398
2023-02-26;2023;02;26;13;280898;280900;0;7689;1;1900;12;278410
2023-02-27;2023;02;27;45;280943;280945;11;7700;0;1900;52;278462
2023-02-28;2023;02;28;80;281023;281025;1;7701;0;1900;70;278532
2023-03-01;2023;03;01;24;281047;281049;5;7706;1;1901;59;278591
2023-03-02;2023;03;02;32;281079;281081;4;7710;0;1901;58;278649
2023-03-03;2023;03;03;36;281115;281117;6;7716;0;1901;56;278705
2023-03-04;2023;03;04;8;281123;281125;0;7716;0;1901;23;278728
2023-03-05;2023;03;05;12;281135;281137;0;7716;3;1904;14;278742
2023-03-06;2023;03;06;41;281176;281178;16;7732;1;1905;43;278785
2023-03-07;2023;03;07;44;281220;281222;5;7737;0;1905;72;278857
2023-03-08;2023;03;08;34;281254;281256;6;7743;2;1907;37;278894
2023-03-09;2023;03;09;33;281287;281289;2;7745;2;1909;54;278948
2023-03-10;2023;03;10;41;281328;281330;7;7752;0;1909;43;278991
2023-03-11;2023;03;11;16;281344;281346;0;7752;0;1909;12;279003
2023-03-12;2023;03;12;14;281358;281360;0;7752;0;1909;19;279022
2023-03-13;2023;03;13;47;281405;281407;10;7762;2;1911;34;279056
2023-03-14;2023;03;14;64;281469;281471;3;7765;1;1912;0;279056
2023-03-15;2023;03;15;37;281506;281508;11;7776;0;1912;29;279085
2023-03-16;2023;03;16;49;281555;281557;5;7781;0;1912;33;279118
2023-03-17;2023;03;17;25;281580;281582;6;7787;0;1912;35;279153
2023-03-18;2023;03;18;25;281605;281607;0;7787;0;1912;17;279170
2023-03-19;2023;03;19;14;281619;281621;0;7787;1;1913;14;279184
2023-03-20;2023;03;20;34;281653;281655;5;7792;0;1913;25;279209
2023-03-21;2023;03;21;66;281719;281721;6;7798;0;1913;40;279249
2023-03-22;2023;03;22;47;281766;281768;3;7801;0;1913;49;279298
2023-03-23;2023;03;23;24;281790;281792;7;7808;2;1915;38;279336
2023-03-24;2023;03;24;45;281835;281837;1;7809;2;1917;43;279379
2023-03-25;2023;03;25;14;281849;281851;0;7809;0;1917;24;279403
2023-03-26;2023;03;26;9;281858;281860;0;7809;0;1917;20;279423
2023-03-27;2023;03;27;24;281882;281884;4;7813;2;1919;37;279460
2023-03-28;2023;03;28;46;281928;281930;6;7819;1;1920;62;279522
2023-03-29;2023;03;29;21;281949;281951;4;7823;1;1921;36;279558
2023-03-30;2023;03;30;19;281968;281970;2;7825;1;1922;45;279603
2023-03-31;2023;03;31;20;281988;281990;2;7827;0;1922;24;279627
2023-04-01;2023;04;01;4;281992;281994;0;7827;0;1922;30;279657
2023-04-02;2023;04;02;5;281997;281999;0;7827;0;1922;20;279677
2023-04-03;2023;04;03;6;282003;282005;8;7835;1;1923;29;279706
2023-04-04;2023;04;04;25;282028;282030;3;7838;0;1923;60;279766
2023-04-05;2023;04;05;24;282052;282054;6;7844;1;1924;57;279823
2023-04-06;2023;04;06;22;282074;282076;6;7850;1;1925;22;279845
2023-04-07;2023;04;07;8;282082;282084;0;7850;0;1925;50;279895
2023-04-08;2023;04;08;5;282087;282089;0;7850;0;1925;16;279911
2023-04-09;2023;04;09;1;282088;282090;0;7850;0;1925;16;279927
2023-04-10;2023;04;10;4;282092;282094;0;7850;0;1925;20;279947
2023-04-11;2023;04;11;11;282103;282105;10;7860;0;1925;39;279986
2023-04-12;2023;04;12;14;282117;282119;7;7867;0;1925;24;280010
2023-04-13;2023;04;13;12;282129;282131;2;7869;0;1925;20;280030
2023-04-14;2023;04;14;11;282140;282142;4;7873;0;1925;30;280060
2023-04-15;2023;04;15;10;282150;282152;0;7873;0;1925;9;280069
2023-04-16;2023;04;16;3;282153;282155;0;7873;0;1925;11;280080
2023-04-17;2023;04;17;12;282165;282167;4;7877;0;1925;-2;280078
2023-04-18;2023;04;18;18;282183;282185;5;7882;0;1925;22;280100
2023-04-19;2023;04;19;20;282203;282205;1;7883;0;1925;16;280116
2023-04-20;2023;04;20;19;282222;282224;3;7886;0;1925;22;280138
2023-04-21;2023;04;21;15;282237;282239;0;7886;0;1925;11;280149
2023-04-22;2023;04;22;8;282245;282247;0;7886;0;1925;12;280161
2023-04-23;2023;04;23;11;282256;282258;0;7886;0;1925;2;280163
2023-04-24;2023;04;24;6;282262;282264;1;7887;0;1925;4;280167
2023-04-25;2023;04;25;20;282282;282284;3;7890;0;1925;1;280168
2023-04-26;2023;04;26;15;282297;282299;4;7894;0;1925;11;280179
2023-04-27;2023;04;27;7;282304;282306;1;7895;0;1925;16;280195
2023-04-28;2023;04;28;8;282312;282314;0;7895;0;1925;11;280206
2023-04-29;2023;04;29;7;282319;282321;0;7895;0;1925;11;280217
2023-04-30;2023;04;30;2;282321;282323;0;7895;0;1925;5;280222
2023-05-01;2023;05;01;3;282324;282326;0;7895;0;1925;7;280229
2023-05-02;2023;05;02;9;282333;282335;1;7896;0;1925;13;280242
2023-05-03;2023;05;03;15;282348;282350;3;7899;0;1925;29;280271
2023-05-04;2023;05;04;8;282356;282358;2;7901;0;1925;19;280290
2023-05-05;2023;05;05;12;282368;282370;1;7902;0;1925;21;280311
2023-05-06;2023;05;06;2;282370;282372;0;7902;0;1925;14;280325
2023-05-07;2023;05;07;4;282374;282376;0;7902;0;1925;11;280336
2023-05-08;2023;05;08;5;282379;282381;2;7904;0;1925;5;280341
2023-05-09;2023;05;09;12;282391;282393;0;7904;0;1925;17;280358
2023-05-10;2023;05;10;6;282397;282399;1;7905;0;1925;11;280369
2023-05-11;2023;05;11;12;282409;282411;1;7906;0;1925;16;280385
2023-05-12;2023;05;12;4;282413;282415;1;7907;0;1925;15;280400
2023-05-13;2023;05;13;2;282415;282417;0;7907;0;1925;9;280409
2023-05-14;2023;05;14;3;282418;282420;0;7907;0;1925;6;280415
2023-05-15;2023;05;15;6;282424;282426;1;7908;0;1925;3;280418
2023-05-16;2023;05;16;3;282427;282429;3;7911;0;1925;9;280427
2023-05-17;2023;05;17;5;282432;282432;1;7912;0;1925;16;280443
2023-05-18;2023;05;18;0;282432;282432;0;7912;0;1925;11;280454
2023-05-19;2023;05;19;3;282435;282435;0;7912;0;1925;12;280466
2023-05-20;2023;05;20;0;282435;282435;0;7912;0;1925;5;280471
2023-05-21;2023;05;21;4;282439;282439;0;7912;0;1925;4;280475
