Jahr;Monat;Betriebsart;Tourismus_Betriebe gesamt;Tourismus_Betriebe;Tourismus_Betten gesamt;Tourismus_Betten;Tourismus_Ankünfte;Tourismus_Übernachtungen
2013;05;Campingplätze;3;3;0;0;746;3145
2013;05;sonstige;14;14;420;402;1835;5920
2013;06;Hotels;84;84;16632;16396;120631;253819
2013;06;Hotels garni;33;33;3671;3644;26941;58236
2013;06;Gasthöfe;15;13;311;268;1601;3234
2013;06;Pensionen;40;40;889;877;4097;10762
2013;06;Jugendherbergen, Hütten und Hostels;8;8;942;942;6357;14914
2013;06;Campingplätze;3;3;0;0;259;534
2013;06;sonstige;13;13;368;354;901;3772
2013;07;Hotels;83;79;16468;15787;134405;280220
2013;07;Hotels garni;33;33;3805;3780;33272;65954
2013;07;Gasthöfe;15;12;324;266;1621;3305
2013;07;Pensionen;40;40;898;886;4556;11986
2013;07;Jugendherbergen, Hütten und Hostels;8;8;980;980;7448;18759
2013;07;Campingplätze;3;3;0;0;1293;2518
2013;07;sonstige;14;13;417;389;1856;5494
2013;08;Hotels;83;79;16471;15777;150097;324507
2013;08;Hotels garni;33;33;3805;3782;36246;74494
2013;08;Gasthöfe;15;12;326;268;1905;3372
2013;08;Pensionen;40;40;898;888;4961;13252
2013;08;Jugendherbergen, Hütten und Hostels;8;8;980;980;7251;15946
2013;08;Campingplätze;3;3;0;0;905;3515
2013;08;sonstige;14;13;429;399;1838;6114
2013;09;Hotels;83;81;16397;16174;141332;297718
2013;09;Hotels garni;33;33;3805;3780;31621;69693
2013;09;Gasthöfe;15;12;326;266;1797;3686
2013;09;Pensionen;40;40;898;885;5135;12594
2013;09;Jugendherbergen, Hütten und Hostels;8;8;980;950;7139;16679
2013;09;Campingplätze;3;3;0;0;332;1236
2013;09;sonstige;14;13;429;399;1479;5061
2013;10;Hotels;82;81;16354;16264;143789;304146
2013;10;Hotels garni;33;33;3805;3757;31951;70785
2013;10;Gasthöfe;15;12;330;270;1661;3295
2013;10;Pensionen;39;38;882;844;4767;12273
2013;10;Jugendherbergen, Hütten und Hostels;8;8;980;947;7443;17518
2013;10;Campingplätze;3;2;0;0;0;0
2013;10;sonstige;14;13;430;400;2090;7018
2013;11;Hotels;82;81;16354;16254;109019;208785
2013;11;Hotels garni;33;33;3806;3770;23343;47121
2013;11;Gasthöfe;15;11;330;259;1231;2224
2013;11;Pensionen;39;38;873;840;3482;8539
2013;11;Jugendherbergen, Hütten und Hostels;8;8;980;947;4153;8167
2013;11;Campingplätze;3;1;0;0;0;0
2013;11;sonstige;14;13;430;386;1378;5015
2013;12;Hotels;82;82;16377;16320;161642;317192
2013;12;Hotels garni;33;33;3806;3768;34326;66549
2013;12;Gasthöfe;15;11;330;259;1601;3305
2013;12;Pensionen;38;37;861;832;4786;11060
2013;12;Jugendherbergen, Hütten und Hostels;8;8;980;947;5823;11467
2013;12;Campingplätze;3;1;0;0;0;0
2013;12;sonstige;14;13;420;395;1917;5708
2014;01;Hotels;81;81;16359;16276;68602;132313
2014;01;Hotels garni;34;34;4381;4316;18718;35197
2014;01;Gasthöfe;15;12;329;264;1007;2022
2014;01;Pensionen;37;36;849;818;2455;5618
2014;01;Jugendherbergen, Hütten und Hostels;8;8;980;947;2540;5222
2014;01;Campingplätze;3;1;0;0;0;0
2014;01;sonstige;15;13;448;328;1252;4147
2014;02;Hotels;81;81;16350;16276;78191;145273
2014;02;Hotels garni;34;32;4233;4094;19145;36472
2014;02;Gasthöfe;15;11;340;267;1099;1964
2014;02;Pensionen;37;36;849;822;2617;6091
2014;02;Jugendherbergen, Hütten und Hostels;8;8;980;947;2501;6567
2014;02;Campingplätze;3;1;0;0;0;0
2014;02;sonstige;15;13;458;338;1131;3706
2014;03;Hotels;81;81;16356;16251;104133;202504
2014;03;Hotels garni;34;34;4234;4197;27577;54156
2014;03;Gasthöfe;15;12;340;279;1257;2747
2014;03;Pensionen;37;36;849;818;3291;7688
2014;03;Jugendherbergen, Hütten und Hostels;8;8;994;961;4474;9975
2014;03;Campingplätze;3;1;0;0;0;0
2014;03;sonstige;15;13;462;344;1419;4939
2014;04;Hotels;81;81;16354;16217;127782;276114
2014;04;Hotels garni;34;34;4234;4197;34420;73047
2014;04;Gasthöfe;15;15;340;327;1759;4258
2014;04;Pensionen;37;37;849;834;4058;10252
2014;04;Jugendherbergen, Hütten und Hostels;8;8;994;961;6955;16730
2014;04;Campingplätze;3;3;0;0;292;1178
2014;04;sonstige;15;14;462;433;1628;5559
2014;05;Hotels;79;79;16256;16188;149599;319311
2014;05;Hotels garni;34;34;4234;4197;38008;82663
2014;05;Gasthöfe;15;15;340;329;2092;4903
2014;05;Pensionen;36;36;811;790;4560;11337
2014;05;Jugendherbergen, Hütten und Hostels;8;8;994;961;7660;16687
2014;05;Campingplätze;3;3;0;0;2146;4745
2014;05;sonstige;15;14;462;430;2073;6465
2014;06;Hotels;79;79;16256;16122;142131;294221
2014;06;Hotels garni;34;34;4241;4168;34146;72757
2014;06;Gasthöfe;15;15;340;331;1906;4379
2014;06;Pensionen;36;36;808;794;4545;11407
2014;06;Jugendherbergen, Hütten und Hostels;8;8;994;961;7935;17435
2014;06;Campingplätze;3;3;0;0;2147;6302
2014;06;sonstige;15;15;462;441;2010;5995
2014;07;Hotels;80;80;16312;16169;141948;287413
2014;07;Hotels garni;34;34;4218;4198;37196;75422
2014;07;Gasthöfe;15;15;341;329;2078;4515
2014;07;Pensionen;35;34;792;754;4365;10990
2014;07;Jugendherbergen, Hütten und Hostels;8;8;994;961;7856;19529
2014;07;Campingplätze;3;3;0;0;2326;6622
2014;07;sonstige;14;14;448;436;2248;6535
2014;08;Hotels;80;80;16318;16183;166182;356435
2014;08;Hotels garni;34;34;4220;4090;41840;86811
2014;08;Gasthöfe;15;15;346;334;2681;5591
2014;08;Pensionen;34;34;772;744;4892;13050
2014;08;Jugendherbergen, Hütten und Hostels;8;8;964;961;7897;16923
2014;08;Campingplätze;3;3;0;0;3407;13989
2014;08;sonstige;14;14;448;432;1899;5426
2014;09;Hotels;80;80;16331;16146;142891;303171
2014;09;Hotels garni;34;34;4223;4201;38180;81532
2014;09;Gasthöfe;15;15;344;329;2088;4573
2014;09;Pensionen;34;34;772;744;4398;11430
2014;09;Jugendherbergen, Hütten und Hostels;8;8;964;961;7455;16790
2014;09;Campingplätze;3;3;0;0;1175;3501
2014;09;sonstige;14;14;448;427;1861;5648
2014;10;Hotels;80;80;16319;16156;145748;304103
2014;10;Hotels garni;34;34;4242;4222;39528;82388
2014;10;Gasthöfe;15;15;344;328;2358;4547
2014;10;Pensionen;34;34;772;749;5008;12099
2014;10;Jugendherbergen, Hütten und Hostels;8;8;961;961;7521;17353
2014;10;Campingplätze;3;3;0;0;947;2600
2014;10;sonstige;14;14;448;433;1866;5418
2014;11;Hotels;80;80;16308;16138;113410;218997
2014;11;Hotels garni;34;34;4241;4218;30959;59512
2014;11;Gasthöfe;15;14;343;318;1714;3314
2014;11;Pensionen;34;34;774;741;3460;7919
2014;11;Jugendherbergen, Hütten und Hostels;8;8;961;949;4161;8494
2014;11;Campingplätze;3;2;0;0;0;0
2014;11;sonstige;14;13;445;339;1324;4330
2014;12;Hotels;80;80;16310;16143;165572;332675
2014;12;Hotels garni;34;34;4241;4219;43791;83310
2014;12;Gasthöfe;15;14;343;322;2262;4589
2014;12;Pensionen;33;33;760;727;4898;11269
2014;12;Jugendherbergen, Hütten und Hostels;8;8;961;949;5746;10641
2014;12;Campingplätze;3;1;0;0;0;0
2014;12;sonstige;14;13;445;344;1796;5701
2015;01;Hotels;80;78;16296;15890;69970;135173
2015;01;Hotels garni;33;33;4160;3917;20784;38119
2015;01;Gasthöfe;16;14;359;327;1257;2233
2015;01;Pensionen;32;30;747;674;2382;6501
2015;01;Jugendherbergen, Hütten und Hostels;9;9;1054;1018;2467;5414
2015;01;Campingplätze;3;1;-;-;-;-
2015;01;sonstige;15;14;469;363;1133;3846
2015;02;Hotels;80;77;16302;15305;66190;131534
2015;02;Hotels garni;33;32;4160;3930;19992;37060
2015;02;Gasthöfe;16;14;357;327;1154;2032
2015;02;Pensionen;33;32;763;711;2199;5668
2015;02;Jugendherbergen, Hütten und Hostels;9;9;1054;1018;2724;5649
2015;02;Campingplätze;3;0;-;0;0;0
2015;02;sonstige;16;15;479;373;1105;3733
2015;03;Hotels;80;78;16312;15921;102086;200566
2015;03;Hotels garni;33;33;4155;4016;28485;53617
2015;03;Gasthöfe;16;15;357;339;1765;3516
2015;03;Pensionen;33;33;758;720;3080;7251
2015;03;Jugendherbergen, Hütten und Hostels;9;9;1054;1042;4532;10667
2015;03;Campingplätze;3;2;-;-;-;-
2015;03;sonstige;16;15;515;418;1491;4923
2015;04;Hotels;80;79;16326;16076;117867;243207
2015;04;Hotels garni;33;33;4155;4086;32765;63536
2015;04;Gasthöfe;16;16;357;349;1973;4078
2015;04;Pensionen;33;33;758;728;3724;9155
2015;04;Jugendherbergen, Hütten und Hostels;9;9;1054;1039;6363;14408
2015;04;Campingplätze;3;3;-;-;479;1229
2015;04;sonstige;16;16;507;469;1778;5906
2015;05;Hotels;79;77;16293;16073;151723;320852
2015;05;Hotels garni;34;34;4191;4083;40036;81773
2015;05;Gasthöfe;16;16;357;349;2209;4775
2015;05;Pensionen;33;33;754;723;5210;12408
2015;05;Jugendherbergen, Hütten und Hostels;9;9;1054;1031;8031;17591
2015;05;Campingplätze;3;3;-;-;1230;3498
2015;05;sonstige;16;16;511;510;2228;7234
2015;06;Hotels;79;77;16229;16065;140194;284515
2015;06;Hotels garni;34;33;4186;4085;36681;74031
2015;06;Gasthöfe;16;16;357;349;2006;4438
2015;06;Pensionen;33;33;754;719;4732;11524
2015;06;Jugendherbergen, Hütten und Hostels;9;9;1054;1026;7716;16302
2015;06;Campingplätze;3;3;-;-;1139;3010
2015;06;sonstige;16;16;510;510;2037;6974
2015;07;Hotels;78;76;16114;15988;152749;312536
2015;07;Hotels garni;33;32;4174;4060;40470;79406
2015;07;Gasthöfe;16;16;355;347;2648;5073
2015;07;Pensionen;31;31;724;710;4993;12448
2015;07;Jugendherbergen, Hütten und Hostels;9;9;1054;1023;7171;17520
2015;07;Campingplätze;3;3;-;-;1639;4236
2015;07;sonstige;16;16;510;510;2286;7481
2015;08;Hotels;78;76;16128;16004;156856;334632
2015;08;Hotels garni;33;31;4174;4037;40984;82157
2015;08;Gasthöfe;16;16;355;347;2702;5005
2015;08;Pensionen;31;31;727;721;4922;12102
2015;08;Jugendherbergen, Hütten und Hostels;9;9;1054;1036;6868;15215
2015;08;Campingplätze;3;3;-;-;2528;8719
2015;08;sonstige;16;16;486;484;2430;7468
2015;09;Hotels;78;76;16124;15998;145308;303680
2015;09;Hotels garni;32;31;4136;3910;34826;74799
2015;09;Gasthöfe;16;16;355;345;2310;4639
2015;09;Pensionen;31;31;727;719;4484;11167
2015;09;Jugendherbergen, Hütten und Hostels;9;9;1054;1031;6762;17776
2015;09;Campingplätze;3;3;-;-;1173;4602
2015;09;sonstige;16;16;512;510;1989;6550
2015;10;Hotels;78;76;16122;15925;138680;292461
2015;10;Hotels garni;32;31;4136;4020;36517;74630
2015;10;Gasthöfe;15;15;339;330;2148;4442
2015;10;Pensionen;31;31;726;716;4626;11810
2015;10;Jugendherbergen, Hütten und Hostels;9;9;1054;1035;6261;16060
2015;10;Campingplätze;3;3;-;-;659;2797
2015;10;sonstige;16;16;512;476;2105;6555
2015;11;Hotels;78;76;16096;16018;111422;209604
2015;11;Hotels garni;30;29;3956;3886;27685;50571
2015;11;Gasthöfe;15;14;330;320;1723;2983
2015;11;Pensionen;31;30;712;700;3557;9169
2015;11;Jugendherbergen, Hütten und Hostels;9;9;1031;1031;4874;12090
2015;11;Campingplätze;3;1;-;-;-;-
2015;11;sonstige;16;15;477;389;1551;6102
2015;12;Hotels;77;75;16032;15954;156716;317609
2015;12;Hotels garni;30;29;3945;3875;39369;73104
2015;12;Gasthöfe;16;15;345;335;2171;3948
2015;12;Pensionen;31;30;724;712;4706;11454
2015;12;Jugendherbergen, Hütten und Hostels;9;9;1033;1033;6029;13391
2015;12;Campingplätze;3;1;-;-;-;-
2015;12;sonstige;16;15;478;390;1933;7129
2016;01;Hotels;74;72;15848;15758;70509;136845
2016;01;Hotels garni;33;31;4145;3911;21327;38361
2016;01;Gasthöfe;16;14;351;316;1353;2484
2016;01;Pensionen;31;30;765;754;2849;7798
2016;01;Jugendherbergen, Hütten und Hostels;9;8;1034;960;2592;6881
2016;01;Campingplätze;3;2;-;-;-;-
2016;01;sonstige;18;17;547;461;1282;4663
2016;02;Hotels;73;71;15792;15055;76288;148432
2016;02;Hotels garni;31;28;4071;3811;22079;40538
2016;02;Gasthöfe;16;14;351;316;1662;2758
2016;02;Pensionen;31;30;761;747;3075;8621
2016;02;Jugendherbergen, Hütten und Hostels;9;8;1042;959;3034;7894
2016;02;Campingplätze;3;0;-;-;0;0
2016;02;sonstige;18;17;549;461;1342;4526
2016;03;Hotels;73;72;15805;15766;107233;221051
2016;03;Hotels garni;31;29;4070;3836;30099;58446
2016;03;Gasthöfe;16;14;351;316;1866;3420
2016;03;Pensionen;31;30;766;752;3855;10573
2016;03;Jugendherbergen, Hütten und Hostels;9;8;1042;957;4915;12276
2016;03;Campingplätze;3;1;-;-;-;-
2016;03;sonstige;18;17;549;461;1815;6216
2016;04;Hotels;73;72;15815;15736;112174;226845
2016;04;Hotels garni;31;30;4079;3861;30152;59451
2016;04;Gasthöfe;16;15;353;339;1990;3906
2016;04;Pensionen;31;30;771;754;3466;9610
2016;04;Jugendherbergen, Hütten und Hostels;9;8;1031;943;5351;13097
2016;04;Campingplätze;3;3;-;-;305;936
2016;04;sonstige;18;18;557;521;1517;4818
2016;05;Hotels;73;72;15831;15780;143860;304541
2016;05;Hotels garni;31;30;4121;3915;38339;79242
2016;05;Gasthöfe;15;15;345;338;2586;5004
2016;05;Pensionen;31;30;775;758;4961;13425
2016;05;Jugendherbergen, Hütten und Hostels;9;8;1042;943;7735;16614
2016;05;Campingplätze;3;3;-;-;1196;4311
2016;05;sonstige;18;18;596;553;2110;6575
2016;06;Hotels;73;72;15831;15761;132637;266508
2016;06;Hotels garni;31;30;4121;3909;35848;69913
2016;06;Gasthöfe;15;15;345;338;2472;4646
2016;06;Pensionen;31;30;783;760;4615;12417
2016;06;Jugendherbergen, Hütten und Hostels;9;8;1042;953;7266;14852
2016;06;Campingplätze;3;3;-;-;1501;4931
2016;06;sonstige;18;18;596;521;2031;6309
2016;07;Hotels;73;72;15831;15747;137769;275896
2016;07;Hotels garni;31;30;4130;3929;40888;74421
2016;07;Gasthöfe;15;15;341;338;2552;4268
2016;07;Pensionen;31;30;787;759;5109;12966
2016;07;Jugendherbergen, Hütten und Hostels;9;7;1039;895;6679;15450
2016;07;Campingplätze;3;3;-;-;2811;8830
2016;07;sonstige;18;18;596;521;2177;7099
2016;08;Hotels;73;72;15842;15768;152663;321332
2016;08;Hotels garni;31;29;4171;3953;43295;82458
2016;08;Gasthöfe;15;15;339;338;2858;5001
2016;08;Pensionen;31;30;785;759;5243;14315
2016;08;Jugendherbergen, Hütten und Hostels;9;7;1036;849;6078;14915
2016;08;Campingplätze;3;3;-;-;2332;7784
2016;08;sonstige;18;18;594;521;2209;7331
2016;09;Hotels;74;73;16130;16055;151036;300292
2016;09;Hotels garni;31;30;4171;3942;37847;75557
2016;09;Gasthöfe;15;15;339;338;2739;4719
2016;09;Pensionen;32;31;797;771;4746;13114
2016;09;Jugendherbergen, Hütten und Hostels;9;7;1035;849;6428;14873
2016;09;Campingplätze;3;3;-;-;1541;5294
2016;09;sonstige;18;18;594;521;1814;6088
2016;10;Hotels;74;73;16003;15972;141791;303261
2016;10;Hotels garni;31;30;4152;3964;39507;80756
2016;10;Gasthöfe;15;15;340;340;2581;4630
2016;10;Pensionen;34;33;814;793;4911;13745
2016;10;Jugendherbergen, Hütten und Hostels;9;8;948;877;6664;14958
2016;10;Campingplätze;3;3;-;-;732;3084
2016;10;sonstige;18;18;522;522;2012;6521
2016;11;Hotels;74;73;16042;16011;117466;218912
2016;11;Hotels garni;31;30;4145;3957;31675;57662
2016;11;Gasthöfe;15;15;338;338;1620;2744
2016;11;Pensionen;34;32;816;780;4036;10667
2016;11;Jugendherbergen, Hütten und Hostels;9;7;980;851;3287;6414
2016;11;Campingplätze;3;2;-;-;-;-
2016;11;sonstige;18;17;521;473;1696;5043
2016;12;Hotels;75;73;16311;16135;157958;313546
2016;12;Hotels garni;31;30;4173;3958;43044;78108
2016;12;Gasthöfe;15;15;339;338;2292;3936
2016;12;Pensionen;34;32;823;779;5424;13240
2016;12;Jugendherbergen, Hütten und Hostels;9;7;1034;855;5348;10452
2016;12;Campingplätze;3;2;-;-;-;-
2016;12;sonstige;18;17;521;473;2273;6544
2017;01;Hotels;73;71;16118;15895;77675;144980
2017;01;Hotels garni;32;30;4386;4072;22102;39299
2017;01;Gasthöfe;15;14;339;322;1264;2152
2017;01;Pensionen;34;31;829;733;2850;8029
2017;01;Jugendherbergen, Hütten und Hostels;9;7;1035;849;2372;5222
2017;01;Campingplätze;3;1;-;-;-;-
2017;01;sonstige;18;17;522;473;1226;3293
2017;02;Hotels;72;69;16132;15345;76851;143599
2017;02;Hotels garni;32;30;4386;4055;21237;37402
2017;02;Gasthöfe;15;15;339;332;1294;1998
2017;02;Pensionen;33;31;812;733;2894;7740
2017;02;Jugendherbergen, Hütten und Hostels;9;7;1034;851;2276;5493
2017;02;Campingplätze;3;1;-;-;0;0
2017;02;sonstige;18;17;522;473;1227;3428
2017;03;Hotels;71;69;15480;15298;108314;210743
2017;03;Hotels garni;32;31;4386;4158;31591;60049
2017;03;Gasthöfe;15;15;339;338;1607;2719
2017;03;Pensionen;33;31;812;728;3552;9937
2017;03;Jugendherbergen, Hütten und Hostels;9;8;1035;910;3634;8903
2017;03;Campingplätze;3;2;-;-;-;-
2017;03;sonstige;18;18;554;553;1706;4982
2017;04;Hotels;71;70;15481;15327;127755;270409
2017;04;Hotels garni;32;31;4386;4155;38142;75326
2017;04;Gasthöfe;15;15;339;338;2123;4185
2017;04;Pensionen;33;31;810;734;4185;11628
2017;04;Jugendherbergen, Hütten und Hostels;9;8;1063;938;6238;15853
2017;04;Campingplätze;3;3;-;-;491;2063
2017;04;sonstige;18;18;557;545;2054;6333
2017;05;Hotels;71;70;15483;15332;142866;288097
2017;05;Hotels garni;32;31;4386;4162;40141;78370
2017;05;Gasthöfe;15;15;338;338;2707;4474
2017;05;Pensionen;33;31;808;730;4443;12709
2017;05;Jugendherbergen, Hütten und Hostels;9;8;1077;952;7096;17114
2017;05;Campingplätze;3;3;-;-;778;3686
2017;05;sonstige;18;18;557;541;2354;6675
2017;06;Hotels;71;70;15483;15296;144707;288345
2017;06;Hotels garni;32;31;4386;4166;41478;78533
2017;06;Gasthöfe;15;15;340;340;2822;4932
2017;06;Pensionen;33;31;806;733;4489;11530
2017;06;Jugendherbergen, Hütten und Hostels;9;8;1077;950;7091;17232
2017;06;Campingplätze;3;3;-;-;1869;6803
2017;06;sonstige;18;18;557;544;2465;6997
2017;07;Hotels;71;70;15473;15370;144030;290518
2017;07;Hotels garni;32;31;4386;4177;42602;78518
2017;07;Gasthöfe;15;15;342;334;2477;4830
2017;07;Pensionen;33;31;811;744;4943;11732
2017;07;Jugendherbergen, Hütten und Hostels;9;9;1026;1007;6782;17477
2017;07;Campingplätze;3;3;-;-;3183;8574
2017;07;sonstige;18;18;562;550;2278;6920
2017;08;Hotels;71;70;15482;15347;163522;332303
2017;08;Hotels garni;33;32;4402;4208;43194;89090
2017;08;Gasthöfe;15;15;342;340;2705;5111
2017;08;Pensionen;35;33;853;783;5601;14033
2017;08;Jugendherbergen, Hütten und Hostels;9;9;1032;1021;6725;16361
2017;08;Campingplätze;3;3;-;-;3116;8724
2017;08;sonstige;18;18;562;550;2514;7915
2017;09;Hotels;71;70;15515;15339;152884;302348
2017;09;Hotels garni;33;32;4438;4206;38920;81792
2017;09;Gasthöfe;15;15;342;338;2561;4922
2017;09;Pensionen;35;33;890;812;5004;12162
2017;09;Jugendherbergen, Hütten und Hostels;9;9;1032;1020;7483;18427
2017;09;Campingplätze;3;3;-;-;2189;6273
2017;09;sonstige;18;18;562;542;2392;6909
2017;10;Hotels;71;70;15593;15447;142087;302024
2017;10;Hotels garni;36;34;4802;4465;41441;89423
2017;10;Gasthöfe;15;15;342;340;2459;5058
2017;10;Pensionen;34;32;834;762;4246;11659
2017;10;Jugendherbergen, Hütten und Hostels;9;9;1032;1021;6580;17346
2017;10;Campingplätze;3;3;-;-;1242;4114
2017;10;sonstige;21;19;763;643;2359;9400
2017;11;Hotels;71;70;15592;15471;112202;212964
2017;11;Hotels garni;35;34;4786;4511;32866;62587
2017;11;Gasthöfe;15;15;342;342;1853;3210
2017;11;Pensionen;34;32;838;752;3630;9946
2017;11;Jugendherbergen, Hütten und Hostels;9;9;1082;1070;4187;9553
2017;11;Campingplätze;3;2;-;-;-;-
2017;11;sonstige;21;20;796;691;2133;9420
2017;12;Hotels;70;70;15517;15455;161143;322504
2017;12;Hotels garni;35;34;4794;4524;46319;91521
2017;12;Gasthöfe;15;15;342;342;2763;4925
2017;12;Pensionen;32;31;806;745;4868;12231
2017;12;Jugendherbergen, Hütten und Hostels;9;9;1082;1070;5859;12829
2017;12;Campingplätze;3;2;-;-;-;-
2017;12;sonstige;20;19;774;657;3220;9798
2018;01;Hotels;70;69;15516;15281;85352;159640
2018;01;Hotels garni;35;34;4794;4500;27404;48957
2018;01;Gasthöfe;15;15;342;339;1610;2802
2018;01;Pensionen;32;32;768;752;3015;7713
2018;01;Jugendherbergen, Hütten und Hostels;9;9;1082;1075;3014;8026
2018;01;Campingplätze;3;2;-;-;-;-
2018;01;sonstige;20;19;774;651;2054;7675
2018;02;Hotels;70;70;15555;15421;87594;163750
2018;02;Hotels garni;35;34;4794;4374;26122;48145
2018;02;Gasthöfe;15;15;342;339;1497;2690
2018;02;Pensionen;33;30;790;723;2823;6695
2018;02;Jugendherbergen, Hütten und Hostels;9;9;1082;1073;2900;8260
2018;02;Campingplätze;3;1;-;-;-;-
2018;02;sonstige;21;19;806;646;1892;7037
2018;03;Hotels;70;70;15555;15392;122500;239266
2018;03;Hotels garni;35;34;4798;4392;37126;70542
2018;03;Gasthöfe;15;15;342;342;2067;3639
2018;03;Pensionen;33;32;791;765;4493;9990
2018;03;Jugendherbergen, Hütten und Hostels;9;9;1082;1074;5076;13243
2018;03;Campingplätze;3;3;-;-;-;-
2018;03;sonstige;21;20;812;693;2578;9361
2018;04;Hotels;70;70;15552;15357;125882;257688
2018;04;Hotels garni;35;34;4798;4513;37237;76267
2018;04;Gasthöfe;15;15;342;342;2161;4069
2018;04;Pensionen;33;33;785;779;4329;10653
2018;04;Jugendherbergen, Hütten und Hostels;9;9;1082;1074;5281;14694
2018;04;Campingplätze;3;3;-;-;370;1043
2018;04;sonstige;21;21;812;774;2795;8929
2018;05;Hotels;70;70;15553;15410;149285;306368
2018;05;Hotels garni;35;34;4798;4519;44251;90443
2018;05;Gasthöfe;15;15;342;342;2823;5391
2018;05;Pensionen;33;33;785;780;5397;13680
2018;05;Jugendherbergen, Hütten und Hostels;9;9;1082;1075;7819;19949
2018;05;Campingplätze;3;2;-;-;1089;2985
2018;05;sonstige;22;21;828;783;3394;10723
2018;06;Hotels;70;70;15555;15507;143368;286361
2018;06;Hotels garni;35;34;4798;4467;42859;86355
2018;06;Gasthöfe;15;15;342;342;2813;4935
2018;06;Pensionen;33;33;785;780;4946;12359
2018;06;Jugendherbergen, Hütten und Hostels;9;9;1080;1074;7574;18219
2018;06;Campingplätze;3;3;-;-;2718;8562
2018;06;sonstige;21;21;820;784;3440;9520
2018;07;Hotels;70;70;15557;15460;137270;279755
2018;07;Hotels garni;35;33;4801;4476;42981;83188
2018;07;Gasthöfe;15;15;343;343;2649;4721
2018;07;Pensionen;33;33;786;782;5123;12179
2018;07;Jugendherbergen, Hütten und Hostels;9;9;1076;1074;5756;16281
2018;07;Campingplätze;3;3;-;-;3439;12305
2018;07;sonstige;22;22;939;909;3664;11130
2018;08;Hotels;70;70;15557;15434;162786;322694
2018;08;Hotels garni;35;34;4769;4521;47181;95431
2018;08;Gasthöfe;15;15;343;343;2938;5508
2018;08;Pensionen;32;32;774;768;5694;13201
2018;08;Jugendherbergen, Hütten und Hostels;9;9;1076;1074;8002;19722
2018;08;Campingplätze;3;3;-;-;-;-
2018;08;sonstige;22;22;939;936;7213;20407
2018;09;Hotels;68;68;15473;15350;146625;298030
2018;09;Hotels garni;35;34;4748;4503;40890;88202
2018;09;Gasthöfe;15;15;343;342;2985;5330
2018;09;Pensionen;33;32;796;760;4633;11286
2018;09;Jugendherbergen, Hütten und Hostels;9;9;1076;1075;7229;18269
2018;09;Campingplätze;3;3;-;-;-;-
2018;09;sonstige;22;22;939;925;5203;15757
2018;10;Hotels;68;68;15437;15320;137396;287073
2018;10;Hotels garni;35;34;4748;4430;39105;86944
2018;10;Gasthöfe;15;15;343;342;2643;4915
2018;10;Pensionen;33;33;796;791;4864;12552
2018;10;Jugendherbergen, Hütten und Hostels;9;9;1076;1073;7096;16319
2018;10;Campingplätze;3;3;-;-;-;-
2018;10;sonstige;22;21;939;847;3865;13129
2018;11;Hotels;68;68;15437;15412;121245;224581
2018;11;Hotels garni;35;34;4748;4504;31975;62839
2018;11;Gasthöfe;15;15;343;342;2059;3807
2018;11;Pensionen;33;33;795;787;3964;9443
2018;11;Jugendherbergen, Hütten und Hostels;9;9;1076;1073;4876;9782
2018;11;Campingplätze;3;2;-;-;-;-
2018;11;sonstige;22;21;955;848;3179;10844
2018;12;Hotels;68;67;15441;15372;158456;324111
2018;12;Hotels garni;35;35;4748;4690;44657;90839
2018;12;Gasthöfe;15;15;343;342;2766;5195
2018;12;Pensionen;33;33;793;787;5431;12721
2018;12;Jugendherbergen, Hütten und Hostels;9;9;1076;1073;7703;15295
2018;12;Campingplätze;3;2;-;-;-;-
2018;12;sonstige;22;21;955;857;3980;12422
2019;01;Hotels;67;67;14826;14617;79218;147559
2019;01;Hotels garni;34;34;4560;4474;24424;45760
2019;01;Gasthöfe;15;14;343;331;1325;2362
2019;01;Pensionen;33;33;793;775;3178;7633
2019;01;Jugendherbergen, Hütten und Hostels;9;9;1076;1073;2793;7032
2019;01;Campingplätze;3;2;-;-;-;-
2019;01;sonstige;23;21;967;836;2390;8009
2019;02;Hotels;67;66;15438;15128;81315;149860
2019;02;Hotels garni;34;33;11806;4364;25864;46447
2019;02;Gasthöfe;15;13;343;308;1399;2364
2019;02;Pensionen;33;31;795;745;3087;7472
2019;02;Jugendherbergen, Hütten und Hostels;9;9;1075;1059;3318;8726
2019;02;Campingplätze;3;1;-;-;-;-
2019;02;sonstige;23;20;967;818;2162;7662
2019;03;Hotels;67;67;15447;15214;110026;211648
2019;03;Hotels garni;34;34;4552;4409;33809;65576
2019;03;Gasthöfe;15;14;343;331;2119;3666
2019;03;Pensionen;33;33;795;783;4112;10077
2019;03;Jugendherbergen, Hütten und Hostels;9;9;1075;1059;5524;13219
2019;03;Campingplätze;3;2;-;-;-;-
2019;03;sonstige;23;21;967;830;3020;10914
2019;04;Hotels;68;67;15725;15299;124205;257008
2019;04;Hotels garni;34;34;4576;4515;40163;81668
2019;04;Gasthöfe;15;14;344;332;2575;4652
2019;04;Pensionen;33;33;803;793;4567;11965
2019;04;Jugendherbergen, Hütten und Hostels;9;9;1075;1059;6574;16897
2019;04;Campingplätze;3;3;-;-;1376;3577
2019;04;sonstige;23;22;967;919;3297;11606
2019;05;Hotels;68;68;15751;15714;149959;302362
2019;05;Hotels garni;34;34;4576;4525;43112;85702
2019;05;Gasthöfe;15;15;344;343;2754;5319
