Jahr;Stadtraum;Heizenergie;Anteil in %
2014;05 Mickten, Kaditz, Trachau;Gas;"75,1 "
2014;05 Mickten, Kaditz, Trachau;Öl;"8,7  "
2014;05 Mickten, Kaditz, Trachau;Strom;"11,7 "
2014;05 Mickten, Kaditz, Trachau;sonstige;"2,2  "
2014;06 StB Klotzsche und nördliche OS;Kohle;"2,6  "
2014;06 StB Klotzsche und nördliche OS;Gas;"72   "
2014;06 StB Klotzsche und nördliche OS;Öl;"17,1 "
2014;06 StB Klotzsche und nördliche OS;Strom;"6,3  "
2014;06 StB Klotzsche und nördliche OS;sonstige;"2    "
2014;07 StB Loschwitz und OS Schönfeld-Weißig;Kohle;"3,1  "
2014;07 StB Loschwitz und OS Schönfeld-Weißig;Gas;"74,8 "
2014;07 StB Loschwitz und OS Schönfeld-Weißig;Öl;"10   "
2014;07 StB Loschwitz und OS Schönfeld-Weißig;Strom;"7,5  "
2014;07 StB Loschwitz und OS Schönfeld-Weißig;sonstige;"4,1  "
2014;08 Blasewitz, Striesen;Kohle;"0,9  "
2014;08 Blasewitz, Striesen;Gas;"87,7 "
2014;08 Blasewitz, Striesen;Öl;"6    "
2014;08 Blasewitz, Striesen;Strom;"4,3  "
2014;08 Blasewitz, Striesen;sonstige;"1,1  "
2014;09 Tolkewitz, Seidnitz, Gruna;Kohle;"13,1 "
2014;09 Tolkewitz, Seidnitz, Gruna;Gas;"72,1 "
2014;09 Tolkewitz, Seidnitz, Gruna;Öl;"1,3  "
2014;09 Tolkewitz, Seidnitz, Gruna;Strom;"8,1  "
2014;09 Tolkewitz, Seidnitz, Gruna;sonstige;"5,4  "
2014;10 StB Leuben;Kohle;"0    "
2014;10 StB Leuben;Gas;"86,8 "
2014;10 StB Leuben;Öl;"4,6  "
2014;10 StB Leuben;Strom;"5,5  "
2014;10 StB Leuben;sonstige;"3,1  "
2014;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Kohle;"k.A. "
2014;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Gas;"k.A. "
2014;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Öl;"k.A. "
2014;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Strom;"k.A. "
2014;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);sonstige;"k.A. "
2014;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Kohle;"0    "
2014;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Gas;"87,2 "
2014;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Öl;"6    "
2014;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Strom;"6,2  "
2014;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);sonstige;"0,6  "
2014;13 Südvorstadt, Zschertnitz;Kohle;"0    "
2014;13 Südvorstadt, Zschertnitz;Gas;"82,7 "
2014;13 Südvorstadt, Zschertnitz;Öl;"11,1 "
2014;13 Südvorstadt, Zschertnitz;Strom;"6,2  "
2014;13 Südvorstadt, Zschertnitz;sonstige;"0    "
2014;14 Mockritz, Coschütz, Plauen;Kohle;"0    "
2014;14 Mockritz, Coschütz, Plauen;Gas;"80,3 "
2014;14 Mockritz, Coschütz, Plauen;Öl;"10,4 "
2014;14 Mockritz, Coschütz, Plauen;Strom;"8,4  "
2014;14 Mockritz, Coschütz, Plauen;sonstige;"0,9  "
2014;15 Cotta, Löbtau, Naußlitz, Dölzschen;Kohle;"5,3  "
2014;15 Cotta, Löbtau, Naußlitz, Dölzschen;Gas;"77,1 "
2014;15 Cotta, Löbtau, Naußlitz, Dölzschen;Öl;"4,6  "
2014;15 Cotta, Löbtau, Naußlitz, Dölzschen;Strom;"9,7  "
2014;15 Cotta, Löbtau, Naußlitz, Dölzschen;sonstige;"3,1  "
2014;16 Gorbitz;Kohle;"k.A. "
2014;16 Gorbitz;Gas;"k.A. "
2014;16 Gorbitz;Öl;"k.A. "
2014;16 Gorbitz;Strom;"k.A. "
2014;16 Gorbitz;sonstige;"k.A. "
2014;17 Briesnitz und westliche OS;Kohle;"1,6  "
2014;17 Briesnitz und westliche OS;Gas;"72,8 "
2014;17 Briesnitz und westliche OS;Öl;"14,3 "
2014;17 Briesnitz und westliche OS;Strom;"7,3  "
2014;17 Briesnitz und westliche OS;sonstige;"4    "
2014;18 Dresden gesamt;Kohle;"3    "
2014;18 Dresden gesamt;Gas;"77,1 "
2014;18 Dresden gesamt;Öl;"8,6  "
2014;18 Dresden gesamt;Strom;"8,3  "
2014;18 Dresden gesamt;sonstige;"3    "
2016;01 StB Altstadt ohne Johannstadt;Kohle;"3,6  "
2016;01 StB Altstadt ohne Johannstadt;Gas;"49,5 "
2016;01 StB Altstadt ohne Johannstadt;Öl;"9,6  "
2016;01 StB Altstadt ohne Johannstadt;Strom;"23,8 "
2016;01 StB Altstadt ohne Johannstadt;sonstige;"13,5 "
2016;02 Johannstadt;Kohle;"k.A. "
2016;02 Johannstadt;Gas;"k.A. "
2016;02 Johannstadt;Öl;"k.A. "
2016;02 Johannstadt;Strom;"k.A. "
2016;02 Johannstadt;sonstige;"k.A. "
2016;03 StB Neustadt ohne Leipziger Vorstadt;Kohle;"8,4  "
2016;03 StB Neustadt ohne Leipziger Vorstadt;Gas;"50,8 "
2016;03 StB Neustadt ohne Leipziger Vorstadt;Öl;"16,8 "
2016;03 StB Neustadt ohne Leipziger Vorstadt;Strom;"18,5 "
2016;03 StB Neustadt ohne Leipziger Vorstadt;sonstige;"5,5  "
2016;04 Leipziger Vorstadt, Pieschen;Kohle;"0    "
2016;04 Leipziger Vorstadt, Pieschen;Gas;"73,2 "
2016;04 Leipziger Vorstadt, Pieschen;Öl;"9,8  "
2016;04 Leipziger Vorstadt, Pieschen;Strom;"8,7  "
2016;04 Leipziger Vorstadt, Pieschen;sonstige;"8,2  "
2016;05 Mickten, Kaditz, Trachau;Kohle;"1,7  "
2016;05 Mickten, Kaditz, Trachau;Gas;"75,9 "
2016;05 Mickten, Kaditz, Trachau;Öl;"7,1  "
2016;05 Mickten, Kaditz, Trachau;Strom;"11,2 "
2016;05 Mickten, Kaditz, Trachau;sonstige;"4,2  "
2016;06 StB Klotzsche und nördliche OS;Kohle;"0,6  "
2016;06 StB Klotzsche und nördliche OS;Gas;"80   "
2016;06 StB Klotzsche und nördliche OS;Öl;"14,2 "
2016;06 StB Klotzsche und nördliche OS;Strom;"3,3  "
2016;06 StB Klotzsche und nördliche OS;sonstige;"1,9  "
2016;07 StB Loschwitz und OS Schönfeld-Weißig;Kohle;"1,6  "
2016;07 StB Loschwitz und OS Schönfeld-Weißig;Gas;"79,2 "
2016;07 StB Loschwitz und OS Schönfeld-Weißig;Öl;"8,5  "
2016;07 StB Loschwitz und OS Schönfeld-Weißig;Strom;"6,5  "
2016;07 StB Loschwitz und OS Schönfeld-Weißig;sonstige;"4,2  "
2016;08 Blasewitz, Striesen;Kohle;"0    "
2016;08 Blasewitz, Striesen;Gas;"82,2 "
2016;08 Blasewitz, Striesen;Öl;"3,8  "
2016;08 Blasewitz, Striesen;Strom;"8,7  "
2016;08 Blasewitz, Striesen;sonstige;"5,3  "
2016;09 Tolkewitz, Seidnitz, Gruna;Kohle;"0,7  "
2016;09 Tolkewitz, Seidnitz, Gruna;Gas;"80,5 "
2016;09 Tolkewitz, Seidnitz, Gruna;Öl;"5    "
2016;09 Tolkewitz, Seidnitz, Gruna;Strom;"9,9  "
2016;09 Tolkewitz, Seidnitz, Gruna;sonstige;"3,8  "
2016;10 StB Leuben;Kohle;"0    "
2016;10 StB Leuben;Gas;"86,6 "
2016;10 StB Leuben;Öl;"3,5  "
2016;10 StB Leuben;Strom;"8,7  "
2016;10 StB Leuben;sonstige;"1,1  "
2016;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Kohle;"k.A. "
2016;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Gas;"k.A. "
2016;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Öl;"k.A. "
2016;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Strom;"k.A. "
2016;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);sonstige;"k.A. "
2016;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Kohle;"0,6  "
2016;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Gas;"85,2 "
2016;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Öl;"5,9  "
2016;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Strom;"3,4  "
2016;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);sonstige;"5    "
2016;13 Südvorstadt, Zschertnitz;Kohle;"0    "
2016;13 Südvorstadt, Zschertnitz;Gas;"84,3 "
2016;13 Südvorstadt, Zschertnitz;Öl;"2,8  "
2016;13 Südvorstadt, Zschertnitz;Strom;"5,2  "
2016;13 Südvorstadt, Zschertnitz;sonstige;"7,8  "
2016;14 Mockritz, Coschütz, Plauen;Kohle;"0    "
2016;14 Mockritz, Coschütz, Plauen;Gas;"82,2 "
2016;14 Mockritz, Coschütz, Plauen;Öl;"7,9  "
2016;14 Mockritz, Coschütz, Plauen;Strom;"4,7  "
2016;14 Mockritz, Coschütz, Plauen;sonstige;"5,2  "
2016;15 Cotta, Löbtau, Naußlitz, Dölzschen;Kohle;"0    "
2016;15 Cotta, Löbtau, Naußlitz, Dölzschen;Gas;"83,2 "
2016;15 Cotta, Löbtau, Naußlitz, Dölzschen;Öl;"7,2  "
2016;15 Cotta, Löbtau, Naußlitz, Dölzschen;Strom;"5,5  "
2016;15 Cotta, Löbtau, Naußlitz, Dölzschen;sonstige;"4,2  "
2016;16 Gorbitz;Kohle;"k.A. "
2016;16 Gorbitz;Gas;"k.A. "
2016;16 Gorbitz;Öl;"k.A. "
2016;16 Gorbitz;Strom;"k.A. "
2016;16 Gorbitz;sonstige;"k.A. "
2016;17 Briesnitz und westliche OS;Kohle;"0    "
2016;17 Briesnitz und westliche OS;Gas;"67,9 "
2016;17 Briesnitz und westliche OS;Öl;"19,8 "
2016;17 Briesnitz und westliche OS;Strom;"7,6  "
2016;17 Briesnitz und westliche OS;sonstige;"4,7  "
2016;18 Dresden gesamt;Kohle;"0,9  "
2016;18 Dresden gesamt;Gas;"76,6 "
2016;18 Dresden gesamt;Öl;"9    "
2016;18 Dresden gesamt;Strom;"8,5  "
2016;18 Dresden gesamt;sonstige;"4,9  "
2018;01 StB Altstadt ohne Johannstadt;Kohle;"k.A. "
2018;01 StB Altstadt ohne Johannstadt;Gas;"k.A. "
2018;01 StB Altstadt ohne Johannstadt;Öl;"k.A. "
2018;01 StB Altstadt ohne Johannstadt;Strom;"k.A. "
2018;01 StB Altstadt ohne Johannstadt;sonstige;"k.A. "
2018;02 Johannstadt;Kohle;"0    "
2018;02 Johannstadt;Gas;"55,4 "
2018;02 Johannstadt;Öl;"9,6  "
2018;02 Johannstadt;Strom;"21,1 "
2018;02 Johannstadt;sonstige;"13,9 "
2018;03 StB Neustadt ohne Leipziger Vorstadt;Kohle;"3,3  "
2018;03 StB Neustadt ohne Leipziger Vorstadt;Gas;"60,7 "
2018;03 StB Neustadt ohne Leipziger Vorstadt;Öl;"13,6 "
2018;03 StB Neustadt ohne Leipziger Vorstadt;Strom;"11,7 "
2018;03 StB Neustadt ohne Leipziger Vorstadt;sonstige;"10,7 "
2018;04 Leipziger Vorstadt, Pieschen;Kohle;"0,8  "
2018;04 Leipziger Vorstadt, Pieschen;Gas;"79,1 "
2018;04 Leipziger Vorstadt, Pieschen;Öl;"3,7  "
2018;04 Leipziger Vorstadt, Pieschen;Strom;"10,1 "
2018;04 Leipziger Vorstadt, Pieschen;sonstige;"6,4  "
2018;05 Mickten, Kaditz, Trachau;Kohle;"0    "
2018;05 Mickten, Kaditz, Trachau;Gas;"79,6 "
2018;05 Mickten, Kaditz, Trachau;Öl;"7,2  "
2018;05 Mickten, Kaditz, Trachau;Strom;"7,2  "
2018;05 Mickten, Kaditz, Trachau;sonstige;"6    "
2018;06 StB Klotzsche und nördliche OS;Kohle;"0    "
2018;06 StB Klotzsche und nördliche OS;Gas;"67,7 "
2018;06 StB Klotzsche und nördliche OS;Öl;"16,5 "
2018;06 StB Klotzsche und nördliche OS;Strom;"8,4  "
2018;06 StB Klotzsche und nördliche OS;sonstige;"7,5  "
2018;07 StB Loschwitz und OS Schönfeld-Weißig;Kohle;"1,5  "
2018;07 StB Loschwitz und OS Schönfeld-Weißig;Gas;"72,7 "
2018;07 StB Loschwitz und OS Schönfeld-Weißig;Öl;"12,1 "
2018;07 StB Loschwitz und OS Schönfeld-Weißig;Strom;"9,5  "
2018;07 StB Loschwitz und OS Schönfeld-Weißig;sonstige;"4,2  "
2018;08 Blasewitz, Striesen;Kohle;"0    "
2018;08 Blasewitz, Striesen;Gas;"75,5 "
2018;08 Blasewitz, Striesen;Öl;"6,1  "
2018;08 Blasewitz, Striesen;Strom;"13,9 "
2018;08 Blasewitz, Striesen;sonstige;"4,5  "
2018;09 Tolkewitz, Seidnitz, Gruna;Kohle;"0    "
2018;09 Tolkewitz, Seidnitz, Gruna;Gas;"75,7 "
2018;09 Tolkewitz, Seidnitz, Gruna;Öl;"4,8  "
2018;09 Tolkewitz, Seidnitz, Gruna;Strom;"9,4  "
2018;09 Tolkewitz, Seidnitz, Gruna;sonstige;"10,1 "
2018;10 StB Leuben;Kohle;"0    "
2018;10 StB Leuben;Gas;"83,5 "
2018;10 StB Leuben;Öl;"3,2  "
2018;10 StB Leuben;Strom;"10   "
2018;10 StB Leuben;sonstige;"3,3  "
2018;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Kohle;"k.A. "
2018;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Gas;"k.A. "
2018;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Öl;"k.A. "
2018;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Strom;"k.A. "
2018;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);sonstige;"k.A. "
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Kohle;"0    "
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Gas;"85   "
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Öl;"8,8  "
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Strom;"5,8  "
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);sonstige;"0,5  "
2018;13 Südvorstadt, Zschertnitz;Kohle;"0    "
2018;13 Südvorstadt, Zschertnitz;Gas;"69,1 "
2018;13 Südvorstadt, Zschertnitz;Öl;"13,1 "
2018;13 Südvorstadt, Zschertnitz;Strom;"15,7 "
2018;13 Südvorstadt, Zschertnitz;sonstige;"2    "
2018;14 Mockritz, Coschütz, Plauen;Kohle;"0    "
2018;14 Mockritz, Coschütz, Plauen;Gas;"85,4 "
2018;14 Mockritz, Coschütz, Plauen;Öl;"7,2  "
2018;14 Mockritz, Coschütz, Plauen;Strom;"7,5  "
2018;14 Mockritz, Coschütz, Plauen;sonstige;"0    "
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;Kohle;"1,3  "
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;Gas;"81,4 "
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;Öl;"4,3  "
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;Strom;"10,8 "
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;sonstige;"2,1  "
2018;16 Gorbitz;Kohle;"k.A. "
2018;16 Gorbitz;Gas;"k.A. "
2018;16 Gorbitz;Öl;"k.A. "
2018;16 Gorbitz;Strom;"k.A. "
2018;16 Gorbitz;sonstige;"k.A. "
2018;17 Briesnitz und westliche OS;Kohle;"0    "
2018;17 Briesnitz und westliche OS;Gas;"64,6 "
2018;17 Briesnitz und westliche OS;Öl;"21,9 "
2018;17 Briesnitz und westliche OS;Strom;"7,8  "
2018;17 Briesnitz und westliche OS;sonstige;"5,7  "
2018;18 Dresden gesamt;Kohle;"0,6  "
2018;18 Dresden gesamt;Gas;"74,5 "
2018;18 Dresden gesamt;Öl;"9,4  "
2018;18 Dresden gesamt;Strom;"10,5 "
2018;18 Dresden gesamt;sonstige;"5    "
2020;01 StB Altstadt ohne Johannstadt;Kohle;"6    "
2020;01 StB Altstadt ohne Johannstadt;Gas;"51,7 "
2020;01 StB Altstadt ohne Johannstadt;Öl;"6    "
2020;01 StB Altstadt ohne Johannstadt;Strom;"22,8 "
2020;01 StB Altstadt ohne Johannstadt;sonstige;"13,6 "
2020;02 Johannstadt;Kohle;"k.A. "
2020;02 Johannstadt;Gas;"k.A. "
2020;02 Johannstadt;Öl;"k.A. "
2020;02 Johannstadt;Strom;"k.A. "
2020;02 Johannstadt;sonstige;"k.A. "
2020;03 StB Neustadt ohne Leipziger Vorstadt;Kohle;"3,7  "
2020;03 StB Neustadt ohne Leipziger Vorstadt;Gas;"74,7 "
2020;03 StB Neustadt ohne Leipziger Vorstadt;Öl;"5    "
2020;03 StB Neustadt ohne Leipziger Vorstadt;Strom;"10,3 "
2020;03 StB Neustadt ohne Leipziger Vorstadt;sonstige;"6,3  "
2020;04 Leipziger Vorstadt, Pieschen;Kohle;"1    "
2020;04 Leipziger Vorstadt, Pieschen;Gas;"80,1 "
2020;04 Leipziger Vorstadt, Pieschen;Öl;"4,1  "
2020;04 Leipziger Vorstadt, Pieschen;Strom;"10,7 "
2020;04 Leipziger Vorstadt, Pieschen;sonstige;"4,2  "
2020;05 Mickten, Kaditz, Trachau;Kohle;"0    "
2020;05 Mickten, Kaditz, Trachau;Gas;"80,7 "
2020;05 Mickten, Kaditz, Trachau;Öl;"7,5  "
2020;05 Mickten, Kaditz, Trachau;Strom;"10,1 "
2020;05 Mickten, Kaditz, Trachau;sonstige;"1,8  "
2020;06 StB Klotzsche und nördliche OS;Kohle;"0,7  "
2020;06 StB Klotzsche und nördliche OS;Gas;"63,2 "
2020;06 StB Klotzsche und nördliche OS;Öl;"17,8 "
2020;06 StB Klotzsche und nördliche OS;Strom;"13,2 "
2020;06 StB Klotzsche und nördliche OS;sonstige;"5    "
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Kohle;"0,4  "
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Gas;"70,3 "
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Öl;"12,9 "
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Strom;"14,2 "
2020;07 StB Loschwitz und OS Schönfeld-Weißig;sonstige;"2,2  "
2020;08 Blasewitz, Striesen;Kohle;"1,6  "
2020;08 Blasewitz, Striesen;Gas;"78,7 "
2020;08 Blasewitz, Striesen;Öl;"4,9  "
2020;08 Blasewitz, Striesen;Strom;"7,3  "
2020;08 Blasewitz, Striesen;sonstige;"7,5  "
2020;09 Tolkewitz, Seidnitz, Gruna;Kohle;"0    "
2020;09 Tolkewitz, Seidnitz, Gruna;Gas;"77,3 "
2020;09 Tolkewitz, Seidnitz, Gruna;Öl;"2,8  "
2020;09 Tolkewitz, Seidnitz, Gruna;Strom;"14,9 "
2020;09 Tolkewitz, Seidnitz, Gruna;sonstige;"5    "
2020;10 StB Leuben;Kohle;"0    "
2020;10 StB Leuben;Gas;"86,1 "
2020;10 StB Leuben;Öl;"3,8  "
2020;10 StB Leuben;Strom;"6,7  "
2020;10 StB Leuben;sonstige;"3,4  "
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Kohle;"k.A. "
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Gas;"k.A. "
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Öl;"k.A. "
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Strom;"k.A. "
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);sonstige;"k.A. "
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Kohle;"0    "
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Gas;"88,1 "
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Öl;"5,1  "
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Strom;"4,8  "
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);sonstige;"1,9  "
2020;13 Südvorstadt, Zschertnitz;Kohle;"1,3  "
2020;13 Südvorstadt, Zschertnitz;Gas;"68,6 "
2020;13 Südvorstadt, Zschertnitz;Öl;"12,9 "
2020;13 Südvorstadt, Zschertnitz;Strom;"5,2  "
2020;13 Südvorstadt, Zschertnitz;sonstige;"12,1 "
2020;14 Mockritz, Coschütz, Plauen;Kohle;"0    "
2020;14 Mockritz, Coschütz, Plauen;Gas;"83,6 "
2020;14 Mockritz, Coschütz, Plauen;Öl;"7,3  "
2020;14 Mockritz, Coschütz, Plauen;Strom;"6,5  "
2020;14 Mockritz, Coschütz, Plauen;sonstige;"2,5  "
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Kohle;"0,8  "
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Gas;"77,5 "
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Öl;"6,4  "
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Strom;"11,4 "
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;sonstige;"4    "
2020;16 Gorbitz;Kohle;"k.A. "
2020;16 Gorbitz;Gas;"k.A. "
2020;16 Gorbitz;Öl;"k.A. "
2020;16 Gorbitz;Strom;"k.A. "
2020;16 Gorbitz;sonstige;"k.A. "
2020;17 Briesnitz und westliche OS;Kohle;"0    "
2020;17 Briesnitz und westliche OS;Gas;"77,1 "
2020;17 Briesnitz und westliche OS;Öl;"10,1 "
2020;17 Briesnitz und westliche OS;Strom;"8,8  "
2020;17 Briesnitz und westliche OS;sonstige;"4    "
2020;18 Dresden gesamt;Kohle;"0,8  "
2020;18 Dresden gesamt;Gas;"76,9 "
2020;18 Dresden gesamt;Öl;"7,7  "
2020;18 Dresden gesamt;Strom;"10,2 "
2020;18 Dresden gesamt;sonstige;"4,3  "
2022;01 StB Altstadt ohne Johannstadt;Kohle;"0    "
2022;01 StB Altstadt ohne Johannstadt;Gas;"68   "
2022;01 StB Altstadt ohne Johannstadt;Öl;"7,4  "
2022;01 StB Altstadt ohne Johannstadt;Strom;"16,9 "
2022;01 StB Altstadt ohne Johannstadt;sonstige;"7,7  "
2022;02 Johannstadt;Kohle;"k.A. "
2022;02 Johannstadt;Gas;"k.A. "
2022;02 Johannstadt;Öl;"k.A. "
2022;02 Johannstadt;Strom;"k.A. "
2022;02 Johannstadt;sonstige;"k.A. "
2022;03 StB Neustadt ohne Leipziger Vorstadt;Kohle;"0    "
2022;03 StB Neustadt ohne Leipziger Vorstadt;Gas;"77,1 "
2022;03 StB Neustadt ohne Leipziger Vorstadt;Öl;"1,2  "
2022;03 StB Neustadt ohne Leipziger Vorstadt;Strom;"10,7 "
2022;03 StB Neustadt ohne Leipziger Vorstadt;sonstige;"11,1 "
2022;04 Leipziger Vorstadt, Pieschen;Kohle;"1,7  "
2022;04 Leipziger Vorstadt, Pieschen;Gas;"77,9 "
2022;04 Leipziger Vorstadt, Pieschen;Öl;"2,7  "
2022;04 Leipziger Vorstadt, Pieschen;Strom;"9,5  "
2022;04 Leipziger Vorstadt, Pieschen;sonstige;"8,2  "
2022;05 Mickten, Kaditz, Trachau;Kohle;"0,5  "
2022;05 Mickten, Kaditz, Trachau;Gas;"84,1 "
2022;05 Mickten, Kaditz, Trachau;Öl;"3,1  "
2022;05 Mickten, Kaditz, Trachau;Strom;"7,2  "
2022;05 Mickten, Kaditz, Trachau;sonstige;"5,1  "
2022;06 StB Klotzsche und nördliche OS;Kohle;"0,7  "
2022;06 StB Klotzsche und nördliche OS;Gas;"70,5 "
2022;06 StB Klotzsche und nördliche OS;Öl;"13,2 "
2022;06 StB Klotzsche und nördliche OS;Strom;"10,4 "
2022;06 StB Klotzsche und nördliche OS;sonstige;"5,3  "
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Kohle;"0,3  "
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Gas;"75,3 "
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Öl;"6,8  "
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Strom;"12,3 "
2022;07 StB Loschwitz und OS Schönfeld-Weißig;sonstige;"5,2  "
2022;08 Blasewitz, Striesen;Kohle;"0,4  "
2022;08 Blasewitz, Striesen;Gas;"88   "
2022;08 Blasewitz, Striesen;Öl;"5,9  "
2022;08 Blasewitz, Striesen;Strom;"4,1  "
2022;08 Blasewitz, Striesen;sonstige;"1,6  "
2022;09 Tolkewitz, Seidnitz, Gruna;Kohle;"0    "
2022;09 Tolkewitz, Seidnitz, Gruna;Gas;"89,5 "
2022;09 Tolkewitz, Seidnitz, Gruna;Öl;"5,2  "
2022;09 Tolkewitz, Seidnitz, Gruna;Strom;"4,2  "
2022;09 Tolkewitz, Seidnitz, Gruna;sonstige;"1    "
2022;10 StB Leuben;Kohle;"0    "
2022;10 StB Leuben;Gas;"97,1 "
2022;10 StB Leuben;Öl;"0    "
2022;10 StB Leuben;Strom;"1,4  "
2022;10 StB Leuben;sonstige;"1,5  "
2022;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Kohle;"0    "
2022;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Gas;"96,9 "
2022;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Öl;"0    "
2022;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Strom;"3,1  "
2022;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);sonstige;"0    "
2022;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Kohle;"0,6  "
2022;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Gas;"89   "
2022;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Öl;"2,3  "
2022;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Strom;"4,8  "
2022;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);sonstige;"3,3  "
2022;13 Südvorstadt, Zschertnitz;Kohle;"2,7  "
2022;13 Südvorstadt, Zschertnitz;Gas;"72,5 "
2022;13 Südvorstadt, Zschertnitz;Öl;"2,1  "
2022;13 Südvorstadt, Zschertnitz;Strom;"13,2 "
2022;13 Südvorstadt, Zschertnitz;sonstige;"9,4  "
2022;14 Mockritz, Coschütz, Plauen;Kohle;"0    "
2022;14 Mockritz, Coschütz, Plauen;Gas;"85,2 "
2022;14 Mockritz, Coschütz, Plauen;Öl;"3,2  "
2022;14 Mockritz, Coschütz, Plauen;Strom;"8    "
2022;14 Mockritz, Coschütz, Plauen;sonstige;"3,7  "
2022;15 Cotta, Löbtau, Naußlitz, Dölzschen;Kohle;"3,1  "
