Jahr;Stadtteil zus. (Kriminalität);Stadtteil (Kriminalität);Stadtraum;Stadtbezirk mit zugeordneten Ortschaften;Fälle erfasst (Tatortprinzip);Fälle aufgeklärt;Tatverdächtige insgesamt
2007;75 Leubnitz-Neuostra;75 Leubnitz-Neuostra;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;460;216;207
2007;76 Strehlen;76 Strehlen;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;372;193;182
2007;76 Strehlen;76 Strehlen;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;645;334;315
2007;77 Reick;77 Reick;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;472;300;291
2007;81 Südvorstadt-West;81 Südvorstadt-West;13 Südvorstadt, Zschertnitz;StB 8 Plauen;1310;770;731
2007;82 Südvorstadt-Ost;82 Südvorstadt-Ost;13 Südvorstadt, Zschertnitz;StB 8 Plauen;466;155;155
2007;83 Räcknitz/Zschertnitz;83 Räcknitz/Zschertnitz;13 Südvorstadt, Zschertnitz;StB 8 Plauen;443;211;149
2007;84 Kleinpestitz/Mockritz;84 Kleinpestitz/Mockritz;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;257;125;121
2007;85 Coschütz/Gittersee;85 Coschütz/Gittersee;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;335;160;146
2007;86 Plauen;86 Plauen;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;587;310;190
2007;90 Cossebaude/Mobschatz/Oberw.;90 Cossebaude/Mobschatz/Oberw.;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;315;153;142
2007;91 Cotta;91 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;697;378;372
2007;92 Löbtau-Nord;92 Löbtau-Nord;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;1055;556;493
2007;93 Löbtau-Süd;93 Löbtau-Süd;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;681;371;352
2007;94 Naußlitz;94 Naußlitz;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;508;313;287
2007;95 Gorbitz-Süd;95 Gorbitz-Süd;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;557;321;277
2007;96 Gorbitz-Ost;96 Gorbitz-Ost;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;377;179;181
2007;97 Gorbitz-Nord/Neu-Omsewitz;97 Gorbitz-Nord/Neu-Omsewitz;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;609;330;297
2007;98 Briesnitz;98 Briesnitz;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;381;186;197
2007;99 Altfranken/Gompitz;99 Altfranken/Gompitz;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;197;142;150
2007;Korrektur Mehrfachzählung;Korrektur Mehrfachzählung;00 unbekannt;unbekannt;0;0;-2743
2008;unbekannt/unzutreffend;unbekannt/unzutreffend;00 unbekannt;unbekannt;4614;4101;0
2008;01 Innere Altstadt;01 Innere Altstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1919;1160;1072
2008;02 Pirnaische Vorstadt;02 Pirnaische Vorstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;739;379;390
2008;03 Seevorstadt-Ost;03 Seevorstadt-Ost;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1561;893;863
2008;04 Wilsdruffer Vs./Seevs.-West;04 Wilsdruffer Vs./Seevs.-West;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1301;792;733
2008;05 Friedrichstadt;05 Friedrichstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1119;594;523
2008;06 Johannstadt-Nord;06 Johannstadt-Nord;02 Johannstadt;StB 0 Altstadt;851;358;336
2008;07 Johannstadt-Süd;07 Johannstadt-Süd;02 Johannstadt;StB 0 Altstadt;600;276;250
2008;11 Äußere Neustadt (Antonstadt);11 Äußere Neustadt (Antonstadt);03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;2772;1329;1107
2008;12 Radeberger Vorstadt;12 Radeberger Vorstadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;478;235;223
2008;13 Innere Neustadt;13 Innere Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;1128;620;604
2008;14 Leipziger Vorstadt;14 Leipziger Vorstadt;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;1356;598;523
2008;15 Albertstadt;15 Albertstadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;617;407;399
2008;21 Pieschen-Süd;21 Pieschen-Süd;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;1287;662;559
2008;22 Mickten;22 Mickten;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;830;426;398
2008;23 Kaditz;23 Kaditz;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;937;609;570
2008;24 Trachau;24 Trachau;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;508;246;208
2008;25 Pieschen-N/Trachenberge;25 Pieschen-N/Trachenberge;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;932;433;378
2008;31 Klotzsche;31 Klotzsche;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;863;449;438
2008;32 Hellerau/Wilschdorf;32 Hellerau/Wilschdorf;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;210;137;117
2008;35 Weixdorf;35 Weixdorf;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;219;106;117
2008;36 Langebrück/Schönborn;36 Langebrück/Schönborn;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;87;43;43
2008;41 Loschwitz/Wachwitz;41 Loschwitz/Wachwitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;227;84;84
2008;42 Bühlau/Weißer Hirsch;42 Bühlau/Weißer Hirsch;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;345;178;187
2008;43 Hosterwitz/Pillnitz;43 Hosterwitz/Pillnitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;119;63;59
2008;45 Weißig;45 Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;269;172;175
2008;46 Gönnsdorf/Pappritz;46 Gönnsdorf/Pappritz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65;33;35
2008;47 Schönfeld/Schullwitz;47 Schönfeld/Schullwitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;85;29;28
2008;51 Blasewitz;51 Blasewitz;08 Blasewitz, Striesen;StB 5 Blasewitz;645;355;276
2008;52 Striesen-Ost;52 Striesen-Ost;08 Blasewitz, Striesen;StB 5 Blasewitz;464;216;213
2008;53 Striesen-Süd;53 Striesen-Süd;08 Blasewitz, Striesen;StB 5 Blasewitz;292;126;121
2008;54 Striesen-West;54 Striesen-West;08 Blasewitz, Striesen;StB 5 Blasewitz;538;315;303
2008;55 Tolkewitz/Seidnitz-Nord;55 Tolkewitz/Seidnitz-Nord;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;289;151;141
2008;56 Seidnitz/Dobritz;56 Seidnitz/Dobritz;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;951;569;514
2008;57 Gruna;57 Gruna;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;488;246;237
2008;61 Leuben;61 Leuben;10 StB Leuben;StB 6 Leuben;737;383;347
2008;62 Laubegast;62 Laubegast;10 StB Leuben;StB 6 Leuben;421;219;217
2008;63 Kleinzschachwitz;63 Kleinzschachwitz;10 StB Leuben;StB 6 Leuben;226;71;82
2008;64 Großzschachwitz;64 Großzschachwitz;10 StB Leuben;StB 6 Leuben;313;162;133
2008;71 Prohlis-Nord;71 Prohlis-Nord;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;533;339;311
2008;72 Prohlis-Süd;72 Prohlis-Süd;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;610;377;379
2008;73 Niedersedlitz;73 Niedersedlitz;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;13;5;5
2008;73 Niedersedlitz;73 Niedersedlitz;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;266;97;105
2008;74 Lockwitz;74 Lockwitz;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;584;404;422
2008;75 Leubnitz-Neuostra;75 Leubnitz-Neuostra;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;488;288;218
2008;76 Strehlen;76 Strehlen;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;350;208;175
2008;76 Strehlen;76 Strehlen;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;689;410;345
2008;77 Reick;77 Reick;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;467;284;282
2008;81 Südvorstadt-West;81 Südvorstadt-West;13 Südvorstadt, Zschertnitz;StB 8 Plauen;1212;706;665
2008;82 Südvorstadt-Ost;82 Südvorstadt-Ost;13 Südvorstadt, Zschertnitz;StB 8 Plauen;502;161;158
2008;83 Räcknitz/Zschertnitz;83 Räcknitz/Zschertnitz;13 Südvorstadt, Zschertnitz;StB 8 Plauen;372;196;175
2008;84 Kleinpestitz/Mockritz;84 Kleinpestitz/Mockritz;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;248;128;137
2008;85 Coschütz/Gittersee;85 Coschütz/Gittersee;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;320;170;148
2008;86 Plauen;86 Plauen;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;595;316;197
2008;90 Cossebaude/Mobschatz/Oberw.;90 Cossebaude/Mobschatz/Oberw.;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;326;148;135
2008;91 Cotta;91 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;632;328;313
2008;92 Löbtau-Nord;92 Löbtau-Nord;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;823;411;357
2008;93 Löbtau-Süd;93 Löbtau-Süd;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;772;426;332
2008;94 Naußlitz;94 Naußlitz;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;571;354;375
2008;95 Gorbitz-Süd;95 Gorbitz-Süd;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;556;316;253
2008;96 Gorbitz-Ost;96 Gorbitz-Ost;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;535;272;219
2008;97 Gorbitz-Nord/Neu-Omsewitz;97 Gorbitz-Nord/Neu-Omsewitz;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;593;307;265
2008;98 Briesnitz;98 Briesnitz;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;374;183;165
2008;99 Altfranken/Gompitz;99 Altfranken/Gompitz;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;181;101;95
2008;Korrektur Mehrfachzählung;Korrektur Mehrfachzählung;00 unbekannt;unbekannt;0;0;-2344
2009;unbekannt/unzutreffend;unbekannt/unzutreffend;00 unbekannt;unbekannt;3972;3683;0
2009;01 Innere Altstadt;01 Innere Altstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1980;1001;924
2009;02 Pirnaische Vorstadt;02 Pirnaische Vorstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;829;376;367
2009;03 Seevorstadt-Ost;03 Seevorstadt-Ost;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1849;1112;1057
2009;04 Wilsdruffer Vs./Seevs.-West;04 Wilsdruffer Vs./Seevs.-West;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;953;417;438
2009;05 Friedrichstadt;05 Friedrichstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1256;605;539
2009;06 Johannstadt-Nord;06 Johannstadt-Nord;02 Johannstadt;StB 0 Altstadt;880;421;363
2009;07 Johannstadt-Süd;07 Johannstadt-Süd;02 Johannstadt;StB 0 Altstadt;817;349;308
2009;11 Äußere Neustadt (Antonstadt);11 Äußere Neustadt (Antonstadt);03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;2419;1121;932
2009;12 Radeberger Vorstadt;12 Radeberger Vorstadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;496;239;232
2009;13 Innere Neustadt;13 Innere Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;1129;636;569
2009;14 Leipziger Vorstadt;14 Leipziger Vorstadt;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;1206;498;486
2009;15 Albertstadt;15 Albertstadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;736;461;447
2009;21 Pieschen-Süd;21 Pieschen-Süd;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;1132;534;477
2009;22 Mickten;22 Mickten;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;901;438;369
2009;23 Kaditz;23 Kaditz;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;956;584;539
2009;24 Trachau;24 Trachau;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;543;240;217
2009;25 Pieschen-N/Trachenberge;25 Pieschen-N/Trachenberge;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;923;435;399
2009;31 Klotzsche;31 Klotzsche;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;883;358;332
2009;32 Hellerau/Wilschdorf;32 Hellerau/Wilschdorf;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;188;99;105
2009;35 Weixdorf;35 Weixdorf;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;233;98;103
2009;36 Langebrück/Schönborn;36 Langebrück/Schönborn;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;81;35;36
2009;41 Loschwitz/Wachwitz;41 Loschwitz/Wachwitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;233;95;93
2009;42 Bühlau/Weißer Hirsch;42 Bühlau/Weißer Hirsch;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;339;162;157
2009;43 Hosterwitz/Pillnitz;43 Hosterwitz/Pillnitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;94;51;47
2009;45 Weißig;45 Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;266;141;129
2009;46 Gönnsdorf/Pappritz;46 Gönnsdorf/Pappritz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;61;32;54
2009;47 Schönfeld/Schullwitz;47 Schönfeld/Schullwitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65;20;21
2009;51 Blasewitz;51 Blasewitz;08 Blasewitz, Striesen;StB 5 Blasewitz;691;370;294
2009;52 Striesen-Ost;52 Striesen-Ost;08 Blasewitz, Striesen;StB 5 Blasewitz;542;263;210
2009;53 Striesen-Süd;53 Striesen-Süd;08 Blasewitz, Striesen;StB 5 Blasewitz;307;123;117
2009;54 Striesen-West;54 Striesen-West;08 Blasewitz, Striesen;StB 5 Blasewitz;617;337;278
2009;55 Tolkewitz/Seidnitz-Nord;55 Tolkewitz/Seidnitz-Nord;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;220;72;76
2009;56 Seidnitz/Dobritz;56 Seidnitz/Dobritz;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;1115;634;565
2009;57 Gruna;57 Gruna;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;513;245;214
2009;61 Leuben;61 Leuben;10 StB Leuben;StB 6 Leuben;620;382;335
2009;62 Laubegast;62 Laubegast;10 StB Leuben;StB 6 Leuben;404;180;179
2009;63 Kleinzschachwitz;63 Kleinzschachwitz;10 StB Leuben;StB 6 Leuben;155;52;47
2009;64 Großzschachwitz;64 Großzschachwitz;10 StB Leuben;StB 6 Leuben;221;106;102
2009;71 Prohlis-Nord;71 Prohlis-Nord;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;498;327;298
2009;72 Prohlis-Süd;72 Prohlis-Süd;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;533;303;264
2009;73 Niedersedlitz;73 Niedersedlitz;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;2;1;1
2009;73 Niedersedlitz;73 Niedersedlitz;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;294;116;130
2009;74 Lockwitz;74 Lockwitz;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;648;428;405
2009;75 Leubnitz-Neuostra;75 Leubnitz-Neuostra;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;530;353;211
2009;76 Strehlen;76 Strehlen;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;257;142;126
2009;76 Strehlen;76 Strehlen;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;574;318;283
2009;77 Reick;77 Reick;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;499;276;272
2009;81 Südvorstadt-West;81 Südvorstadt-West;13 Südvorstadt, Zschertnitz;StB 8 Plauen;1260;664;628
2009;82 Südvorstadt-Ost;82 Südvorstadt-Ost;13 Südvorstadt, Zschertnitz;StB 8 Plauen;556;136;118
2009;83 Räcknitz/Zschertnitz;83 Räcknitz/Zschertnitz;13 Südvorstadt, Zschertnitz;StB 8 Plauen;348;112;119
2009;84 Kleinpestitz/Mockritz;84 Kleinpestitz/Mockritz;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;280;128;120
2009;85 Coschütz/Gittersee;85 Coschütz/Gittersee;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;273;136;111
2009;86 Plauen;86 Plauen;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;539;202;164
2009;90 Cossebaude/Mobschatz/Oberw.;90 Cossebaude/Mobschatz/Oberw.;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;260;85;89
2009;91 Cotta;91 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;1812;1526;354
2009;92 Löbtau-Nord;92 Löbtau-Nord;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;852;434;401
2009;93 Löbtau-Süd;93 Löbtau-Süd;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;774;357;330
2009;94 Naußlitz;94 Naußlitz;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;510;286;295
2009;95 Gorbitz-Süd;95 Gorbitz-Süd;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;561;294;240
2009;96 Gorbitz-Ost;96 Gorbitz-Ost;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;476;243;223
2009;97 Gorbitz-Nord/Neu-Omsewitz;97 Gorbitz-Nord/Neu-Omsewitz;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;478;265;251
2009;98 Briesnitz;98 Briesnitz;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;397;165;127
2009;99 Altfranken/Gompitz;99 Altfranken/Gompitz;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;169;88;85
2009;Korrektur Mehrfachzählung;Korrektur Mehrfachzählung;00 unbekannt;unbekannt;0;0;-2245
2010;unbekannt/unzutreffend;unbekannt/unzutreffend;00 unbekannt;unbekannt;3183;2963;0
2010;01 Innere Altstadt;01 Innere Altstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1909;1075;938
2010;02 Pirnaische Vorstadt;02 Pirnaische Vorstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;823;361;371
2010;03 Seevorstadt-Ost;03 Seevorstadt-Ost;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;2445;1623;1474
2010;04 Wilsdruffer Vs./Seevs.-West;04 Wilsdruffer Vs./Seevs.-West;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1155;621;549
2010;05 Friedrichstadt;05 Friedrichstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1622;833;764
2010;06 Johannstadt-Nord;06 Johannstadt-Nord;02 Johannstadt;StB 0 Altstadt;928;469;373
2010;07 Johannstadt-Süd;07 Johannstadt-Süd;02 Johannstadt;StB 0 Altstadt;826;391;278
2010;11 Äußere Neustadt (Antonstadt);11 Äußere Neustadt (Antonstadt);03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;2890;1114;984
2010;12 Radeberger Vorstadt;12 Radeberger Vorstadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;452;166;179
2010;13 Innere Neustadt;13 Innere Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;1318;802;702
2010;14 Leipziger Vorstadt;14 Leipziger Vorstadt;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;1539;565;573
2010;15 Albertstadt;15 Albertstadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;714;395;392
2010;21 Pieschen-Süd;21 Pieschen-Süd;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;1199;565;479
2010;22 Mickten;22 Mickten;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;887;507;416
2010;23 Kaditz;23 Kaditz;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;814;431;412
2010;24 Trachau;24 Trachau;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;586;267;215
2010;25 Pieschen-N/Trachenberge;25 Pieschen-N/Trachenberge;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;844;416;340
2010;31 Klotzsche;31 Klotzsche;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;918;452;438
2010;32 Hellerau/Wilschdorf;32 Hellerau/Wilschdorf;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;233;140;122
2010;35 Weixdorf;35 Weixdorf;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;213;129;100
2010;36 Langebrück/Schönborn;36 Langebrück/Schönborn;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;112;52;51
2010;41 Loschwitz/Wachwitz;41 Loschwitz/Wachwitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;257;101;90
2010;42 Bühlau/Weißer Hirsch;42 Bühlau/Weißer Hirsch;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;287;127;135
2010;43 Hosterwitz/Pillnitz;43 Hosterwitz/Pillnitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;134;72;58
2010;45 Weißig;45 Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;280;153;145
2010;46 Gönnsdorf/Pappritz;46 Gönnsdorf/Pappritz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;75;32;41
2010;47 Schönfeld/Schullwitz;47 Schönfeld/Schullwitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;90;50;36
2010;51 Blasewitz;51 Blasewitz;08 Blasewitz, Striesen;StB 5 Blasewitz;676;289;235
2010;52 Striesen-Ost;52 Striesen-Ost;08 Blasewitz, Striesen;StB 5 Blasewitz;558;256;204
2010;53 Striesen-Süd;53 Striesen-Süd;08 Blasewitz, Striesen;StB 5 Blasewitz;363;113;108
2010;54 Striesen-West;54 Striesen-West;08 Blasewitz, Striesen;StB 5 Blasewitz;671;344;319
2010;55 Tolkewitz/Seidnitz-Nord;55 Tolkewitz/Seidnitz-Nord;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;207;84;79
2010;56 Seidnitz/Dobritz;56 Seidnitz/Dobritz;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;1136;620;543
2010;57 Gruna;57 Gruna;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;524;274;206
2010;61 Leuben;61 Leuben;10 StB Leuben;StB 6 Leuben;659;326;309
2010;62 Laubegast;62 Laubegast;10 StB Leuben;StB 6 Leuben;513;258;189
2010;63 Kleinzschachwitz;63 Kleinzschachwitz;10 StB Leuben;StB 6 Leuben;226;99;71
2010;64 Großzschachwitz;64 Großzschachwitz;10 StB Leuben;StB 6 Leuben;267;126;112
2010;71 Prohlis-Nord;71 Prohlis-Nord;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;623;427;384
2010;72 Prohlis-Süd;72 Prohlis-Süd;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;590;340;308
2010;73 Niedersedlitz;73 Niedersedlitz;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;0;0;0
2010;73 Niedersedlitz;73 Niedersedlitz;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;402;213;182
2010;74 Lockwitz;74 Lockwitz;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;679;512;518
2010;75 Leubnitz-Neuostra;75 Leubnitz-Neuostra;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;534;270;179
2010;76 Strehlen;76 Strehlen;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;310;158;155
2010;76 Strehlen;76 Strehlen;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;728;370;365
2010;77 Reick;77 Reick;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;493;273;264
