Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Stadtteil zus.;WZ-Abteilung 2008 (2 Ziffern);Beschäftigtengrößenklassen_4;Anzahl Niederlassungen
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;46-Großhandel (ohne Handel mit Kraftfahrzeugen);10-49 svB;2
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;9
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);10-49 svB;1
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;"49-Landverkehr; Transport in Rohrfernleitungen";0-9 svB;4
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;53-Post-, Kurier- und Expressdienste;0-9 svB;5
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;56-Gastronomie;0-9 svB;2
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;62-Erbr. von DL der Informationstechnologie;0-9 svB;3
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;62-Erbr. von DL der Informationstechnologie;10-49 svB;1
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;0-9 svB;3
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;68-Grundstücks- und Wohnungswesen;0-9 svB;6
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;0-9 svB;9
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";0-9 svB;3
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";0-9 svB;14
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";10-49 svB;1
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;72-Forschung und Entwicklung;0-9 svB;1
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;73-Werbung und Marktforschung;0-9 svB;1
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;74-Sonst. freiber., wiss. + techn. Tätigkeiten;0-9 svB;4
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;75-Veterinärwesen;10-49 svB;1
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;77-Verm. von beweglichen Sachen;0-9 svB;2
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;79-Reisebüros,-veranstalter,sonst. Reservier.DL;0-9 svB;1
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;"81-Gebäudebetreuung;Garten- und Landschaftsbau";0-9 svB;4
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;"81-Gebäudebetreuung;Garten- und Landschaftsbau";10-49 svB;1
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;85-Erziehung und Unterricht;0-9 svB;2
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;86-Gesundheitswesen;0-9 svB;7
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;87-Heime (ohne Erholungs- und Ferienheime);10-49 svB;1
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;88-Sozialwesen (ohne Heime);0-9 svB;2
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;88-Sozialwesen (ohne Heime);10-49 svB;1
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;90-Kreative,künstler.+ unterhaltende Tätigk.;0-9 svB;5
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;93-DL des Sports, der Unterhaltung+Erholung;0-9 svB;3
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);0-9 svB;2
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;95-Rep. von DVgeräten und Gebrauchsgütern;0-9 svB;1
2019;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;36 Langebrück/Schönborn;96-sonstige überwiegend persönliche DL;0-9 svB;7
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;25-Herst. von Metallerzeugnissen;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;32-Herst. von sonstigen Waren;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;35-Energieversorgung;0-9 svB;6
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;"38-Abfallsamml.,Behandl.,Beseitig.; Rückgewinn.";10-49 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;41-Hochbau;0-9 svB;3
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;0-9 svB;28
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;10-49 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;46-Großhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;8
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;32
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);10-49 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;"49-Landverkehr; Transport in Rohrfernleitungen";0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;"49-Landverkehr; Transport in Rohrfernleitungen";10-49 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;52-Lagerei sowie sonst. DL für den Verkehr;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;55-Beherbergung;0-9 svB;7
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;55-Beherbergung;10-49 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;55-Beherbergung;50-249 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;56-Gastronomie;0-9 svB;14
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;56-Gastronomie;10-49 svB;4
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;58-Verlagswesen;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;62-Erbr. von DL der Informationstechnologie;0-9 svB;8
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;62-Erbr. von DL der Informationstechnologie;10-49 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;63-InformationsDL;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;65-Versich.,Rückvers.,Pensionsk.(oh Sozialver.);0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;0-9 svB;8
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;68-Grundstücks- und Wohnungswesen;0-9 svB;32
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;0-9 svB;14
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;10-49 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";0-9 svB;29
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";0-9 svB;46
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";10-49 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;72-Forschung und Entwicklung;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;73-Werbung und Marktforschung;0-9 svB;7
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;74-Sonst. freiber., wiss. + techn. Tätigkeiten;0-9 svB;18
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;75-Veterinärwesen;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;77-Verm. von beweglichen Sachen;0-9 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;78-Vermittl. + Überlassung von Arbeitskräften;10-49 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;79-Reisebüros,-veranstalter,sonst. Reservier.DL;0-9 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;"81-Gebäudebetreuung;Garten- und Landschaftsbau";0-9 svB;5
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;0-9 svB;10
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;10-49 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;85-Erziehung und Unterricht;0-9 svB;7
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;86-Gesundheitswesen;0-9 svB;30
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;88-Sozialwesen (ohne Heime);0-9 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;88-Sozialwesen (ohne Heime);10-49 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;90-Kreative,künstler.+ unterhaltende Tätigk.;0-9 svB;28
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;93-DL des Sports, der Unterhaltung+Erholung;0-9 svB;9
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;93-DL des Sports, der Unterhaltung+Erholung;10-49 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);0-9 svB;8
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);10-49 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;41 Loschwitz/Wachwitz;96-sonstige überwiegend persönliche DL;0-9 svB;9
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;10-Herst. von Nahrungs- und Futtermitteln;0-9 svB;5
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;10-Herst. von Nahrungs- und Futtermitteln;10-49 svB;3
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;10-Herst. von Nahrungs- und Futtermitteln;50-249 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;14-Herst. von Bekleidung;0-9 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);0-9 svB;4
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";0-9 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;0-9 svB;3
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;25-Herst. von Metallerzeugnissen;0-9 svB;3
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;0-9 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;29-Herst. von Kraftwagen und Kraftwagenteilen;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;31-Herst. von Möbeln;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;32-Herst. von sonstigen Waren;0-9 svB;8
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;32-Herst. von sonstigen Waren;10-49 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;33-Rep. + Install. v. Maschinen + Ausrüstungen;0-9 svB;3
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;35-Energieversorgung;0-9 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;"38-Abfallsamml.,Behandl.,Beseitig.; Rückgewinn.";0-9 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;41-Hochbau;0-9 svB;4
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;41-Hochbau;10-49 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;42-Tiefbau;0-9 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;0-9 svB;36
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;10-49 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";0-9 svB;8
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;46-Großhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;17
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;46-Großhandel (ohne Handel mit Kraftfahrzeugen);10-49 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;40
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;"49-Landverkehr; Transport in Rohrfernleitungen";0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;"49-Landverkehr; Transport in Rohrfernleitungen";10-49 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;52-Lagerei sowie sonst. DL für den Verkehr;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;55-Beherbergung;0-9 svB;6
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;56-Gastronomie;0-9 svB;23
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;56-Gastronomie;10-49 svB;3
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;56-Gastronomie;50-249 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;58-Verlagswesen;0-9 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;62-Erbr. von DL der Informationstechnologie;0-9 svB;8
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;62-Erbr. von DL der Informationstechnologie;10-49 svB;2
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;63-InformationsDL;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;64-Erbr. von FinanzDL;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;0-9 svB;11
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;68-Grundstücks- und Wohnungswesen;0-9 svB;32
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;0-9 svB;27
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;10-49 svB;3
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";0-9 svB;30
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";0-9 svB;65
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;72-Forschung und Entwicklung;0-9 svB;4
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;73-Werbung und Marktforschung;0-9 svB;7
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;73-Werbung und Marktforschung;10-49 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;74-Sonst. freiber., wiss. + techn. Tätigkeiten;0-9 svB;22
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;75-Veterinärwesen;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;77-Verm. von beweglichen Sachen;0-9 svB;5
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;79-Reisebüros,-veranstalter,sonst. Reservier.DL;0-9 svB;6
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;80-Wach- + Sicherheitsdienste sowie Detekteien;0-9 svB;1
2019;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;42 Bühlau/Weißer Hirsch;"81-Gebäudebetreuung;Garten- und Landschaftsbau";0-9 svB;16
