Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Bautätigkeit - Art;Genehmigungsjahr;Anzahl Gebäude;Wohnungen gesamt
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2020;12;79
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2021;5;21
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2022;1;17
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2023;2;29
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2024;4;14
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2025;2;22
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1992;2;7
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1993;13;142
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1994;18;231
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1995;27;472
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1996;37;445
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1997;20;242
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1998;3;7
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1999;2;16
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2000;3;24
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2001;2;16
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2002;2;7
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2003;1;6
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2004;4;10
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2005;2;7
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2006;6;2
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2007;2;2
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2008;5;22
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2009;7;6
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2010;13;71
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2011;14;68
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2012;9;66
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2013;20;138
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2014;8;114
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2015;4;20
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2016;2;7
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2017;4;30
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2018;2;35
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2019;8;76
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2020;3;17
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2021;8;66
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2023;1;0
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2024;1;9
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2025;2;12
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1993;4;18
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1994;9;54
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1995;5;61
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1996;12;134
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1997;30;281
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1998;30;327
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1999;58;631
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2000;46;442
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2001;14;146
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2002;6;44
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2003;4;21
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2004;4;29
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2005;5;51
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2006;5;53
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2007;18;164
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2008;9;88
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2009;6;32
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2010;6;32
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2011;2;4
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2012;12;136
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2013;9;103
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2014;3;33
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2015;1;9
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2016;3;18
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2017;3;17
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2018;4;26
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2019;1;0
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2020;11;170
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2021;5;34
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2022;2;11
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2023;6;28
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2024;4;5
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2025;3;22
54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2026;1;23
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1992;11;115
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1993;2;1
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1994;22;268
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1995;48;399
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1996;34;296
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1997;16;29
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1998;5;15
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1999;6;4
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2000;6;21
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2002;4;3
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2003;4;3
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2004;1;1
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2005;6;7
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2006;3;10
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2007;2;2
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2008;2;2
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2009;2;5
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2011;2;2
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2014;2;26
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2015;2;14
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2016;6;12
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2017;1;3
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2018;3;31
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2019;1;8
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2021;1;10
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2022;2;17
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2023;1;1
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2024;2;0
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2025;5;99
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1992;2;2
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1993;6;35
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1994;2;17
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1995;1;9
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1996;9;46
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1997;11;54
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1998;5;40
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1999;23;178
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2000;38;256
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2001;18;108
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2002;14;113
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2003;12;90
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2004;10;61
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2005;7;41
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2006;10;70
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2007;18;136
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2008;4;12
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2009;38;318
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2010;15;93
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2011;21;127
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2012;7;37
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2013;6;35
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2014;15;134
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2015;1;0
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2016;6;33
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2017;18;174
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2018;2;13
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2019;30;304
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2020;9;86
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2021;20;180
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2023;1;5
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2024;2;21
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2025;3;6
55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2026;1;6
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1992;22;247
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1993;9;22
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1994;11;32
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1995;17;81
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1996;1;1
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1997;5;7
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1998;2;7
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1999;1;11
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2000;1;2
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2002;5;6
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2003;42;40
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2004;3;0
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2005;16;14
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2006;18;16
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2007;2;0
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2008;8;5
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2009;5;3
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2010;10;14
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2011;33;29
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2012;20;20
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2013;10;18
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2014;16;119
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2015;3;32
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2016;2;52
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2017;7;11
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2018;5;25
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2019;5;2
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2020;6;15
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2021;5;2
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2022;4;0
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2023;5;1
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2024;3;28
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2025;4;14
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1993;2;1
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1994;30;44
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1995;7;54
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1996;7;42
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1997;41;386
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1998;37;245
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1999;27;257
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2000;24;226
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2001;22;167
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2002;18;57
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2003;4;10
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2004;4;24
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2005;3;12
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2006;48;364
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2007;9;13
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2008;6;45
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2009;2;6
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2010;16;150
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2011;18;56
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2012;21;175
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2013;22;205
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2014;8;12
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2015;15;17
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2016;8;20
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2017;19;17
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2018;5;12
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2019;1;1
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2020;40;435
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2021;2;10
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2022;8;13
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2023;3;6
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2024;3;5
56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;2025;4;3
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1992;7;3
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1993;10;42
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1994;9;47
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1995;11;75
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1996;11;145
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1997;21;213
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1998;2;14
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;1999;8;11
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2000;7;7
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2001;16;20
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2002;9;3
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2003;1;1
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2004;1;1
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2005;6;3
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2006;3;1
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2007;5;8
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2008;2;2
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2009;5;3
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2010;7;16
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2011;8;7
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2012;20;33
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2013;15;36
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2014;1;0
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2015;3;17
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2016;4;16
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2017;2;0
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2018;2;10
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2019;4;3
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2021;4;21
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2022;3;10
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2023;2;13
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2024;1;6
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2025;1;9
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Neubau;2026;3;37
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1992;1;0
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1993;12;45
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1994;5;34
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1995;3;10
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1996;8;71
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1997;16;234
57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;Umbau;1998;17;114
