Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Bautätigkeit - Art;Genehmigungsjahr;Anzahl Gebäude;Wohnungen gesamt
46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2024;4;3
46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2025;4;14
46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2026;3;6
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;1999;32;31
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2000;14;15
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2001;12;14
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2002;11;9
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2003;12;8
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2004;9;9
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2005;10;8
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2006;13;11
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2007;12;8
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2008;10;7
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2009;6;4
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2010;8;6
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2011;9;3
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2012;7;4
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2013;12;38
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2014;5;5
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2015;7;7
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2016;10;9
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2017;28;26
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2018;9;7
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2019;7;6
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2020;5;4
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2021;10;5
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2022;8;7
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2023;1;0
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2024;2;0
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2025;3;1
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Neubau;2026;5;1
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;1999;4;3
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2000;4;4
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2001;7;9
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2002;9;15
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2003;9;12
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2004;7;9
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2005;12;11
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2006;8;7
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2007;5;6
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2008;10;13
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2009;5;3
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2010;6;35
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2011;11;12
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2012;6;7
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2013;9;7
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2015;2;2
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2016;4;6
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2017;10;18
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2018;9;7
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2019;5;5
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2020;12;24
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2021;3;3
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2022;3;4
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2023;11;19
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2024;6;23
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2025;2;2
47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;Umbau;2026;1;1
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1992;8;45
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1993;10;80
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1994;36;259
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1995;21;197
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1996;47;477
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1997;13;86
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1998;13;99
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1999;23;75
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2000;13;27
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2001;7;29
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2002;6;16
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2003;6;8
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2004;16;27
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2005;7;20
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2006;17;30
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2007;4;4
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2008;10;42
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2009;6;21
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2010;7;8
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2011;6;4
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2012;13;59
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2013;7;25
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2014;9;38
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2015;5;21
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2016;3;9
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2017;1;6
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2018;6;61
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2019;1;22
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2020;2;19
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2021;5;15
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2022;4;10
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2023;4;29
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2024;1;0
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2026;2;8
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1992;1;6
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1993;16;88
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1994;14;45
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1995;17;65
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1996;45;240
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1997;21;118
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1998;25;158
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1999;39;202
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2000;17;93
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2001;17;94
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2002;9;44
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2003;18;61
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2004;10;39
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2005;16;49
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2006;14;49
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2007;10;41
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2008;17;59
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2009;20;96
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2010;30;268
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2011;12;45
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2012;17;52
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2013;12;57
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2014;15;41
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2015;11;51
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2016;10;34
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2017;12;35
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2018;11;44
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2019;5;6
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2020;4;11
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2021;7;36
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2022;9;40
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2023;4;9
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2024;8;32
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2025;12;24
51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2026;5;21
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1992;2;9
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1993;9;99
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1994;16;211
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1995;3;34
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1996;14;117
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1997;8;89
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1998;7;61
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1999;5;34
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2000;5;31
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2002;2;2
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2003;3;26
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2004;3;10
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2005;9;9
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2006;7;49
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2007;14;36
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2008;10;36
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2009;15;28
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2010;6;45
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2011;13;60
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2012;6;39
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2013;4;38
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2014;35;266
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2015;3;32
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2016;2;14
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2018;4;52
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2019;6;69
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2020;1;19
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2021;1;0
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2024;5;38
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2025;8;145
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1992;4;16
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1993;12;70
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1994;9;66
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1995;12;118
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1996;37;378
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1997;57;626
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1998;50;605
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1999;51;472
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2000;32;444
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2001;15;93
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2002;12;81
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2003;7;50
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2004;7;70
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2005;15;128
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2006;13;72
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2007;9;47
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2008;12;111
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2009;9;53
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2010;3;36
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2011;15;199
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2012;13;108
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2013;8;53
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2014;3;41
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2015;9;57
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2016;4;55
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2017;6;85
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2018;11;179
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2019;6;120
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2020;10;178
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2021;2;24
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2022;7;44
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2023;6;62
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2024;7;46
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2025;2;22
52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2026;2;23
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1992;3;1
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1993;9;56
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1994;7;51
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1995;15;154
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1996;3;20
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1997;1;11
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1998;12;199
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;1999;1;8
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2000;1;2
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2001;1;0
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2003;1;0
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2004;1;0
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2005;7;6
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2006;3;2
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2007;8;16
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2008;2;1
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2009;6;7
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2010;8;28
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2011;9;37
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2012;5;35
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2013;6;69
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2014;22;261
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2015;17;165
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2016;20;233
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2017;1;6
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2018;5;55
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2019;2;2
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2020;3;9
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2021;5;36
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2022;3;3
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2023;2;11
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2024;1;1
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2025;3;22
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Neubau;2026;1;8
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1993;7;22
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1994;10;32
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1995;7;11
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1996;6;55
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1997;5;47
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1998;17;233
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;1999;37;354
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2000;13;137
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2001;21;240
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2003;3;20
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2004;1;9
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2005;4;23
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2006;13;136
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2007;4;18
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2008;9;89
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2009;7;60
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2010;3;26
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2011;2;6
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2012;3;2
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2013;6;42
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2014;2;17
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2015;13;154
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2016;1;12
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2018;12;136
53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;Umbau;2019;3;11
