Jahr;Quartal;Monat;Wirtschaftszweig 2-Steller;Anzahl Betriebe;Tätige Personen (absolut);"Tätige Personen (Anteil an Gesamtbeschäftigten; in Prozent)";Geleistete Arbeitsstunden (gesamt in 1000h);Geleistete Arbeitsstunden je tätiger Person;Brutto-Entgelte (in 1000 EUR);Brutto-Entgelte je tätiger Person;Gesamtumsatz (in 1000 EUR);"Umsatzanteil Ausland am Gesamtumsatz (absolut; in 1000 EUR)";"Umsatzanteil Eurozone am Gesamtumsatz (absolut; in 1000 EUR)";Gesamtumsatz je tätiger Person;"Umsatzanteil (Anteil an Gesamtsumme des Verarb. Gewerbes; in Prozent)";Umsatz aus eigenen Erzeugnissen gesamt (in 1000 EUR);Umsatz aus eigenen Erzeugnissen Ausland (in 1000 EUR);Umsatz aus eigenen Erzeugnissen je tätiger Person
2019;3. Quartal;08;21-Herst. von pharmazeutischen Erzeugnissen;6;1569;6,2;181;115;6429;4098;27509;-;-;17533;5,3;25892;-;16502
2019;3. Quartal;08;22-Herst. von Gummi- und Kunststoffwaren;3;344;1,4;45;131;867;2520;6190;-;-;17994;1,2;6184;-;17977
2019;3. Quartal;08;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;3. Quartal;08;25-Herst. von Metallerzeugnissen;10;970;3,8;126;130;2413;2488;7897;265;230;8141;1,5;7867;264;8110
2019;3. Quartal;08;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;25;8781;34,5;1170;133;37848;4310;223510;137861;94226;25454;43,2;212561;134327;24207
2019;3. Quartal;08;27-Herst. von elektrischen Ausrüstungen;11;1556;6,1;218;140;5598;3598;23138;12247;1460;14870;4,5;22863;12120;14693
2019;3. Quartal;08;28-Maschinenbau;23;4669;18,3;636;136;17207;3685;58474;40106;7139;12524;11,3;56026;39571;12000
2019;3. Quartal;08;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;3. Quartal;08;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;3. Quartal;08;31-Herst. von Möbeln;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;3. Quartal;08;32-Herst. von sonstigen Waren;6;691;2,7;86;124;1777;2572;4215;-;-;6100;0,8;2274;-;3291
2019;3. Quartal;08;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;935;3,7;131;140;4111;4397;16783;4080;2444;17950;3,2;15442;3209;16516
2019;3. Quartal;09;Verarbeitendes Gewerbe gesamt;122;25639;100;3397;132;92690;3615;580094;339148;164513;22625;100;557132;332118;21730
2019;3. Quartal;09;10-Herst. von Nahrungs- und Futtermitteln;7;676;2,6;86;127;1597;2362;14277;-;-;21120;2,5;13967;-;20661
2019;3. Quartal;09;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;3. Quartal;09;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;3. Quartal;09;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;3. Quartal;09;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";7;1592;6,2;209;131;4253;2671;18468;-;-;11601;3,2;16865;-;10594
2019;3. Quartal;09;20-Herst. von chemischen Erzeugnissen;4;364;1,4;50;137;975;2679;8363;2318;1582;22975;1,4;7292;2295;20033
2019;3. Quartal;09;21-Herst. von pharmazeutischen Erzeugnissen;6;1571;6,1;182;116;6536;4160;28089;-;-;17880;4,8;24872;-;15832
2019;3. Quartal;09;22-Herst. von Gummi- und Kunststoffwaren;3;346;1,3;46;133;848;2451;-;-;-;-;-;-;-;-
2019;3. Quartal;09;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;3. Quartal;09;25-Herst. von Metallerzeugnissen;10;967;3,8;130;134;2428;2511;7113;598;579;7356;1,2;7072;598;7313
2019;3. Quartal;09;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;25;8838;34,5;1197;135;34770;3934;193997;141416;105462;21950;33,4;183842;136244;20801
2019;3. Quartal;09;27-Herst. von elektrischen Ausrüstungen;11;1560;6,1;212;136;5627;3607;26313;10123;3650;16867;4,5;26133;10057;16752
2019;3. Quartal;09;28-Maschinenbau;23;4678;18,2;640;137;16729;3576;115874;80325;11623;24770;20;113682;79712;24301
2019;3. Quartal;09;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;3. Quartal;09;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;3. Quartal;09;31-Herst. von Möbeln;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;3. Quartal;09;32-Herst. von sonstigen Waren;6;697;2,7;86;123;1723;2472;4523;-;-;6489;0,8;2763;-;3964
2019;3. Quartal;09;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;946;3,7;136;144;4223;4464;16428;-;-;17366;2,8;15806;-;16708
2019;4. Quartal;10;Verarbeitendes Gewerbe gesamt;122;25675;100;3372;131;94426;3678;583557;354539;230726;22729;100;565651;352358;22031
2019;4. Quartal;10;10-Herst. von Nahrungs- und Futtermitteln;7;675;2,6;91;135;1636;2424;17424;2451;2118;25813;3;17054;2404;25265
2019;4. Quartal;10;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;10;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;10;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;10;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";7;1599;6,2;201;126;4371;2734;18416;-;-;11517;3,2;16756;-;10479
2019;4. Quartal;10;20-Herst. von chemischen Erzeugnissen;4;357;1,4;47;132;1105;3095;10227;2831;1951;28647;1,8;9203;2791;25779
2019;4. Quartal;10;21-Herst. von pharmazeutischen Erzeugnissen;6;1561;6,1;191;122;6373;4083;34781;-;-;22281;6;30725;-;19683
2019;4. Quartal;10;22-Herst. von Gummi- und Kunststoffwaren;3;351;1,4;46;131;905;2578;-;-;-;-;-;-;-;-
2019;4. Quartal;10;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;10;25-Herst. von Metallerzeugnissen;10;968;3,8;128;132;2532;2616;6092;414;394;6293;1;6015;414;6214
2019;4. Quartal;10;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;25;8852;34,5;1180;133;35428;4002;255568;-;-;28871;43,8;251507;-;28412
2019;4. Quartal;10;27-Herst. von elektrischen Ausrüstungen;11;1565;6,1;221;141;5446;3480;22336;14069;4900;14272;3,8;22128;13973;14139
2019;4. Quartal;10;28-Maschinenbau;23;4709;18,3;642;136;17505;3717;91422;71690;19538;19414;15,7;88483;70994;18790
2019;4. Quartal;10;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;10;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;10;31-Herst. von Möbeln;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;10;32-Herst. von sonstigen Waren;6;696;2,7;86;124;1761;2530;4275;-;-;6142;0,7;2504;-;3598
2019;4. Quartal;10;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;939;3,7;133;142;4171;4442;16580;-;-;17657;2,8;16257;-;17313
2019;4. Quartal;11;Verarbeitendes Gewerbe gesamt;122;25709;100;3384;132;130558;5078;568234;310359;183961;22103;100;547625;307299;21301
2019;4. Quartal;11;10-Herst. von Nahrungs- und Futtermitteln;7;654;2,5;88;135;1965;3005;18370;1765;1550;28089;3,2;17963;1765;27466
2019;4. Quartal;11;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;11;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;11;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;11;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";7;1607;6,3;211;131;4964;3089;18242;-;-;11352;3,2;16431;-;10225
2019;4. Quartal;11;20-Herst. von chemischen Erzeugnissen;4;351;1,4;47;134;1179;3359;8401;2289;1508;23934;1,5;7131;2222;20316
2019;4. Quartal;11;21-Herst. von pharmazeutischen Erzeugnissen;6;1567;6,1;188;120;11119;7096;38687;-;-;24689;6,8;33980;-;21685
2019;4. Quartal;11;22-Herst. von Gummi- und Kunststoffwaren;3;350;1,4;45;129;873;2494;-;-;-;-;-;-;-;-
2019;4. Quartal;11;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;11;25-Herst. von Metallerzeugnissen;10;965;3,8;122;126;2562;2655;5648;331;253;5853;1;5569;319;5771
2019;4. Quartal;11;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;25;8879;34,5;1201;135;52776;5944;221047;153934;122823;24895;38,9;215711;152720;24295
2019;4. Quartal;11;27-Herst. von elektrischen Ausrüstungen;11;1566;6,1;207;132;5964;3808;19876;9035;1926;12692;3,5;19679;8946;12566
2019;4. Quartal;11;28-Maschinenbau;23;4719;18,4;640;136;22596;4788;72681;40890;7803;15402;12,8;69649;40444;14759
2019;4. Quartal;11;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;11;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;11;31-Herst. von Möbeln;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;11;32-Herst. von sonstigen Waren;6;700;2,7;87;124;1840;2629;4673;-;-;6676;0,8;2650;-;3786
2019;4. Quartal;11;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;944;3,7;134;142;4690;4968;17831;-;-;18889;3,1;17149;-;18166
2019;4. Quartal;12;Verarbeitendes Gewerbe gesamt;122;25722;100;2946;115;103008;4005;551722;320724;167921;21449;100;528038;316531;20529
2019;4. Quartal;12;10-Herst. von Nahrungs- und Futtermitteln;7;625;2,4;73;117;1641;2626;10937;-;-;17499;2;10721;-;17154
2019;4. Quartal;12;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;12;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;12;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;12;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";7;1590;6,2;181;114;4146;2608;16090;-;-;10119;2,9;14532;-;9140
2019;4. Quartal;12;20-Herst. von chemischen Erzeugnissen;4;349;1,4;36;103;951;2725;6746;2140;1509;19330;1,2;5945;2114;17034
2019;4. Quartal;12;21-Herst. von pharmazeutischen Erzeugnissen;6;1562;6,1;167;107;6800;4353;45258;-;-;28974;8,2;38632;-;24732
2019;4. Quartal;12;22-Herst. von Gummi- und Kunststoffwaren;3;346;1,3;38;110;864;2497;4685;-;-;13540;0,8;4646;-;13428
2019;4. Quartal;12;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;12;25-Herst. von Metallerzeugnissen;10;956;3,7;97;101;2345;2453;5272;362;335;5515;1;5060;362;5293
2019;4. Quartal;12;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;25;8992;35;1071;119;42639;4742;196109;138312;101978;21809;35,5;191231;136986;21267
2019;4. Quartal;12;27-Herst. von elektrischen Ausrüstungen;11;1568;6,1;195;124;6407;4086;22938;11361;4749;14629;4,2;22253;11315;14192
2019;4. Quartal;12;28-Maschinenbau;23;4694;18,2;549;117;17755;3782;113772;78869;7464;24238;20,6;111064;77694;23661
2019;4. Quartal;12;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;12;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;12;31-Herst. von Möbeln;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;4. Quartal;12;32-Herst. von sonstigen Waren;6;697;2,7;77;110;1826;2620;5967;-;-;8561;1,1;3082;-;4422
2019;4. Quartal;12;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;930;3,6;119;128;4443;4777;23067;6841;5931;24803;4,2;22060;6130;23720
2020;1. Quartal;01;Verarbeitendes Gewerbe gesamt;123;25756;100;3684;143;103651;4024;476206;223335;126318;18489;100;452082;220567;17552
2020;1. Quartal;01;10-Herst. von Nahrungs- und Futtermitteln;8;638;2,5;93;146;1571;2462;9509;-;-;14904;2;9231;-;14469
2020;1. Quartal;01;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;01;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;01;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;01;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";7;1614;6,3;228;141;4285;2655;15689;-;-;9721;3,3;14352;-;8892
2020;1. Quartal;01;20-Herst. von chemischen Erzeugnissen;4;341;1,3;53;155;982;2880;7112;2352;1583;20856;1,5;5909;2308;17328
2020;1. Quartal;01;21-Herst. von pharmazeutischen Erzeugnissen;6;1567;6,1;212;135;6591;4206;33736;-;-;21529;7,1;28835;-;18401
2020;1. Quartal;01;22-Herst. von Gummi- und Kunststoffwaren;3;346;1,3;51;147;908;2624;-;-;-;-;-;-;-;-
2020;1. Quartal;01;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;01;25-Herst. von Metallerzeugnissen;10;961;3,7;140;146;2445;2544;7269;463;356;7564;1,5;7248;463;7542
2020;1. Quartal;01;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;9019;35;1293;143;44271;4909;184098;118955;82567;20412;38,7;175076;118359;19412
2020;1. Quartal;01;27-Herst. von elektrischen Ausrüstungen;8;1403;5,4;197;140;5168;3684;16504;5376;1666;11763;3,5;16294;5285;11614
2020;1. Quartal;01;28-Maschinenbau;25;4829;18,7;718;149;17176;3557;61797;29426;6400;12797;13;57783;28705;11966
2020;1. Quartal;01;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;01;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;01;32-Herst. von sonstigen Waren;6;703;2,7;95;135;2755;3919;3262;-;-;4640;0,7;1870;-;2660
2020;1. Quartal;01;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;922;3,6;141;153;4602;4991;18460;2842;2276;20022;3,9;17545;2326;19029
2020;1. Quartal;02;Verarbeitendes Gewerbe gesamt;123;25722;100;3376;131;97468;3789;451892;198597;98838;17568;100;431519;194655;16776
2020;1. Quartal;02;10-Herst. von Nahrungs- und Futtermitteln;8;668;2,6;90;135;1644;2461;9477;-;-;14187;2,1;9101;-;13624
2020;1. Quartal;02;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;02;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;02;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;02;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";7;1625;6,3;206;127;4499;2769;14537;-;-;8946;3,2;13242;-;8149
2020;1. Quartal;02;20-Herst. von chemischen Erzeugnissen;4;325;1,3;46;142;963;2963;6182;1935;1251;19022;1,4;5077;1885;15622
2020;1. Quartal;02;21-Herst. von pharmazeutischen Erzeugnissen;6;1574;6,1;188;119;7036;4470;30230;-;-;19206;6,7;26222;-;16659
2020;1. Quartal;02;22-Herst. von Gummi- und Kunststoffwaren;3;350;1,4;47;134;845;2414;-;-;-;-;-;-;-;-
2020;1. Quartal;02;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;02;25-Herst. von Metallerzeugnissen;10;958;3,7;124;129;2405;2510;7043;-;-;7352;1,6;7004;-;7311
2020;1. Quartal;02;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;8945;34,8;1186;133;38277;4279;161484;94952;55819;18053;35,7;154793;92966;17305
2020;1. Quartal;02;27-Herst. von elektrischen Ausrüstungen;8;1403;5,5;193;138;5216;3718;18586;9587;3668;13247;4,1;18153;9446;12939
2020;1. Quartal;02;28-Maschinenbau;25;4834;18,8;653;135;17327;3584;52859;33238;6224;10935;11,7;49696;32644;10281
2020;1. Quartal;02;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;02;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;02;32-Herst. von sonstigen Waren;6;698;2,7;85;122;1761;2523;3506;-;-;5023;0,8;2018;-;2891
2020;1. Quartal;02;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;931;3,6;135;145;4227;4540;28077;-;-;30158;6,2;27399;-;29430
2020;1. Quartal;03;Verarbeitendes Gewerbe gesamt;123;25747;100;3585;139;101073;3926;532219;279555;182337;20671;100;503967;270332;19574
2020;1. Quartal;03;10-Herst. von Nahrungs- und Futtermitteln;8;668;2,6;94;141;1673;2504;11746;-;-;17584;2,2;11214;-;16787
2020;1. Quartal;03;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;03;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;03;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;03;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";7;1630;6,3;202;124;4646;2850;14893;-;-;9137;2,8;13676;-;8390
2020;1. Quartal;03;20-Herst. von chemischen Erzeugnissen;4;335;1,3;49;146;939;2803;9062;-;-;27051;1,7;7755;-;23149
2020;1. Quartal;03;21-Herst. von pharmazeutischen Erzeugnissen;6;1578;6,1;205;130;11047;7001;42716;-;-;27070;8;37646;-;23857
2020;1. Quartal;03;22-Herst. von Gummi- und Kunststoffwaren;3;351;1,4;50;142;926;2638;5980;-;-;17037;1,1;5968;-;17003
2020;1. Quartal;03;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;03;25-Herst. von Metallerzeugnissen;10;962;3,7;133;138;2441;2537;6565;488;402;6824;1,2;6522;488;6780
2020;1. Quartal;03;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;8929;34,7;1284;144;36795;4121;214243;158220;114716;23994;40,3;203353;151478;22774
2020;1. Quartal;03;27-Herst. von elektrischen Ausrüstungen;8;1394;5,4;209;150;5307;3807;28803;7008;4900;20662;5,4;28471;6903;20424
2020;1. Quartal;03;28-Maschinenbau;25;4840;18,8;673;139;17473;3610;65691;42662;14410;13573;12,3;60404;41413;12480
2020;1. Quartal;03;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;03;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;1. Quartal;03;32-Herst. von sonstigen Waren;6;699;2,7;94;134;1742;2492;4316;-;-;6175;0,8;2320;-;3319
2020;1. Quartal;03;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;936;3,6;146;156;4695;5016;17403;3618;2527;18593;3,3;16948;3514;18107
2020;2. Quartal;04;Verarbeitendes Gewerbe gesamt;126;25979;100;3262;126;108777;4187;434249;237232;149170;16715;100;414491;232592;15955
2020;2. Quartal;04;10-Herst. von Nahrungs- und Futtermitteln;9;761;2,9;92;121;1835;2411;9496;1227;1097;12478;2,2;8983;1227;11804
2020;2. Quartal;04;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;04;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;04;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;04;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";9;1693;6,5;188;111;3949;2333;10818;-;-;6390;2,5;9897;-;5846
2020;2. Quartal;04;20-Herst. von chemischen Erzeugnissen;4;334;1,3;46;138;928;2778;6151;2546;1303;18416;1,4;5242;2518;15695
2020;2. Quartal;04;21-Herst. von pharmazeutischen Erzeugnissen;6;1580;6,1;201;127;6659;4215;27723;-;-;17546;6,4;26044;-;16484
2020;2. Quartal;04;22-Herst. von Gummi- und Kunststoffwaren;3;353;1,4;49;139;919;2603;6274;-;-;17773;1,4;6262;-;17739
2020;2. Quartal;04;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;04;25-Herst. von Metallerzeugnissen;10;962;3,7;101;105;2274;2364;7183;-;-;7467;1,7;7082;-;7362
2020;2. Quartal;04;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;9010;34,7;1208;134;46903;5206;205886;145198;107797;22851;47,4;197426;142361;21912
2020;2. Quartal;04;27-Herst. von elektrischen Ausrüstungen;8;1399;5,4;197;141;5498;3930;21837;9048;1479;15609;5;20697;8980;14794
2020;2. Quartal;04;28-Maschinenbau;25;4832;18,6;607;126;19928;4124;50540;30554;3598;10459;11,6;48903;29715;10121
2020;2. Quartal;04;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;04;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;04;32-Herst. von sonstigen Waren;6;680;2,6;84;124;1616;2376;3967;-;-;5834;0,9;2189;-;3219
2020;2. Quartal;04;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;922;3,5;130;141;4214;4570;28258;-;-;30649;6,5;27483;-;29808
2020;2. Quartal;05;Verarbeitendes Gewerbe gesamt;125;25925;100;3162;122;104619;4035;414574;182191;84882;15991;100;392368;176866;15135
2020;2. Quartal;05;10-Herst. von Nahrungs- und Futtermitteln;9;781;3;92;118;1861;2383;9387;1286;1042;12019;2,3;8886;1286;11378
2020;2. Quartal;05;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;05;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;05;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;05;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";9;1670;6,4;179;107;3776;2261;11671;-;-;6989;2,8;10635;-;6368
2020;2. Quartal;05;20-Herst. von chemischen Erzeugnissen;4;336;1,3;43;128;904;2690;5533;1792;1153;16467;1,3;4588;1779;13655
2020;2. Quartal;05;21-Herst. von pharmazeutischen Erzeugnissen;6;1590;6,1;184;116;7691;4837;27023;-;-;16996;6,5;23340;-;14679
2020;2. Quartal;05;22-Herst. von Gummi- und Kunststoffwaren;3;349;1,3;46;132;891;2553;-;-;-;-;-;-;-;-
2020;2. Quartal;05;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;05;25-Herst. von Metallerzeugnissen;10;958;3,7;95;99;2425;2531;4300;579;493;4489;1;4262;579;4449
2020;2. Quartal;05;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;25;8903;34,3;1194;134;39933;4485;150724;89218;49616;16930;36,4;140056;85875;15731
2020;2. Quartal;05;27-Herst. von elektrischen Ausrüstungen;8;1423;5,5;187;131;5596;3933;20632;8007;1955;14499;5;20165;7823;14171
2020;2. Quartal;05;28-Maschinenbau;25;4825;18,6;580;120;19021;3942;40332;24284;6652;8359;9,7;38533;23283;7986
2020;2. Quartal;05;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;05;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;05;32-Herst. von sonstigen Waren;6;686;2,6;82;120;1679;2448;4258;-;-;6207;1;2390;-;3484
2020;2. Quartal;05;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;919;3,5;125;136;4064;4422;16002;3305;1542;17412;3,9;15604;3171;16979
2020;2. Quartal;06;Verarbeitendes Gewerbe gesamt;126;26107;100;3408;131;106061;4063;470276;223303;138932;18013;100;443042;214246;16970
2020;2. Quartal;06;10-Herst. von Nahrungs- und Futtermitteln;9;787;3;104;132;1934;2457;10224;-;-;12991;2,2;9781;-;12428
2020;2. Quartal;06;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;06;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;06;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;06;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";9;1664;6,4;209;126;4590;2758;13262;-;-;7970;2,8;12104;-;7274
2020;2. Quartal;06;20-Herst. von chemischen Erzeugnissen;4;333;1,3;45;135;1018;3057;6620;2256;1351;19880;1,4;5625;2207;16892
2020;2. Quartal;06;21-Herst. von pharmazeutischen Erzeugnissen;6;1590;6,1;200;126;8192;5152;32541;-;-;20466;6,9;27675;-;17406
2020;2. Quartal;06;22-Herst. von Gummi- und Kunststoffwaren;3;349;1,3;46;132;1088;3117;-;-;-;-;-;-;-;-
2020;2. Quartal;06;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;06;25-Herst. von Metallerzeugnissen;10;955;3,7;107;112;2194;2297;5675;-;-;5942;1,2;5645;-;5911
2020;2. Quartal;06;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;9118;34,9;1265;139;42902;4705;180847;122876;86224;19834;38,5;169090;116851;18545
