Jahr;Quartal;Monat;Wirtschaftszweig 2-Steller;Anzahl Betriebe;Tätige Personen (absolut);"Tätige Personen (Anteil an Gesamtbeschäftigten; in Prozent)";Geleistete Arbeitsstunden (gesamt in 1000h);Geleistete Arbeitsstunden je tätiger Person;Brutto-Entgelte (in 1000 EUR);Brutto-Entgelte je tätiger Person;Gesamtumsatz (in 1000 EUR);"Umsatzanteil Ausland am Gesamtumsatz (absolut; in 1000 EUR)";"Umsatzanteil Eurozone am Gesamtumsatz (absolut; in 1000 EUR)";Gesamtumsatz je tätiger Person;"Umsatzanteil (Anteil an Gesamtsumme des Verarb. Gewerbes; in Prozent)";Umsatz aus eigenen Erzeugnissen gesamt (in 1000 EUR);Umsatz aus eigenen Erzeugnissen Ausland (in 1000 EUR);Umsatz aus eigenen Erzeugnissen je tätiger Person
2020;2. Quartal;06;27-Herst. von elektrischen Ausrüstungen;8;1420;5,4;195;137;5585;3933;23764;10149;2713;16735;5,1;23264;9856;16383
2020;2. Quartal;06;28-Maschinenbau;25;4818;18,5;639;133;17995;3735;57671;25052;5301;11970;12,3;55610;23925;11542
2020;2. Quartal;06;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;06;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;2. Quartal;06;32-Herst. von sonstigen Waren;6;681;2,6;87;128;1805;2651;5439;-;-;7987;1,2;2933;-;4307
2020;2. Quartal;06;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;918;3,5;130;142;4420;4815;18273;4102;3546;19905;3,9;17099;3278;18626
2020;3. Quartal;07;Verarbeitendes Gewerbe gesamt;126;26099;100;3438;132;96735;3706;432634;204597;101796;16577;100;409772;199973;15701
2020;3. Quartal;07;10-Herst. von Nahrungs- und Futtermitteln;9;775;3;107;138;2029;2618;11502;2344;1476;14841;2,7;10977;2344;14164
2020;3. Quartal;07;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;07;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;07;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;07;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";9;1650;6,3;197;119;3800;2303;13363;-;-;8099;3,1;11689;-;7084
2020;3. Quartal;07;20-Herst. von chemischen Erzeugnissen;4;331;1,3;47;142;996;3009;6605;2195;1444;19955;1,5;5520;2175;16677
2020;3. Quartal;07;21-Herst. von pharmazeutischen Erzeugnissen;6;1597;6,1;211;132;6707;4200;29515;19007;18232;18482;6,8;26384;18730;16521
2020;3. Quartal;07;22-Herst. von Gummi- und Kunststoffwaren;3;356;1,4;47;132;941;2643;5245;-;-;14733;1,2;5239;-;14716
2020;3. Quartal;07;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;07;25-Herst. von Metallerzeugnissen;10;942;3,6;108;115;2080;2208;4451;-;-;4725;1;4432;-;4705
2020;3. Quartal;07;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;9161;35,1;1246;136;38347;4186;149218;88886;57881;16288;34,5;139804;87095;15261
2020;3. Quartal;07;27-Herst. von elektrischen Ausrüstungen;8;1422;5,4;210;148;5456;3837;22928;10602;1350;16124;5,3;22717;10475;15975
2020;3. Quartal;07;28-Maschinenbau;25;4803;18,4;662;138;17088;3558;71900;31311;7124;14970;16,6;69128;30515;14393
2020;3. Quartal;07;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;07;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;07;32-Herst. von sonstigen Waren;6;681;2,6;87;128;1755;2577;4089;-;-;6004;0,9;2394;-;3515
2020;3. Quartal;07;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;917;3,5;134;146;4392;4790;16636;3123;2595;18142;3,8;15350;2299;16739
2020;3. Quartal;08;Verarbeitendes Gewerbe gesamt;126;26242;100;3042;116;95076;3623;448163;236574;134440;17078;100;421682;228769;16069
2020;3. Quartal;08;10-Herst. von Nahrungs- und Futtermitteln;9;787;3;103;131;2006;2549;12197;1784;1418;15498;2,7;11733;1784;14909
2020;3. Quartal;08;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;08;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;08;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;08;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";9;1644;6,3;182;111;4154;2527;12484;1958;1550;7594;2,8;11294;1811;6870
2020;3. Quartal;08;20-Herst. von chemischen Erzeugnissen;4;340;1,3;42;124;955;2809;5662;1964;1315;16653;1,3;4689;1938;13791
2020;3. Quartal;08;21-Herst. von pharmazeutischen Erzeugnissen;6;1598;6,1;183;115;6520;4080;30244;-;-;18926;6,7;27366;-;17125
2020;3. Quartal;08;22-Herst. von Gummi- und Kunststoffwaren;3;357;1,4;46;129;866;2426;-;-;-;-;-;-;-;-
2020;3. Quartal;08;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;08;25-Herst. von Metallerzeugnissen;10;934;3,6;103;110;2065;2211;4188;-;-;4484;0,9;4147;-;4440
2020;3. Quartal;08;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;9191;35;1129;123;37224;4050;199456;132946;97590;21701;44,5;190803;129571;20760
2020;3. Quartal;08;27-Herst. von elektrischen Ausrüstungen;8;1417;5,4;192;135;5244;3701;20097;11168;1255;14183;4,5;19856;11042;14013
2020;3. Quartal;08;28-Maschinenbau;25;4801;18,3;539;112;16766;3492;49553;31664;6781;10321;11,1;44691;28651;9309
2020;3. Quartal;08;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;08;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;08;32-Herst. von sonstigen Waren;6;736;2,8;79;107;1833;2490;4215;-;-;5727;0,9;2072;-;2815
2020;3. Quartal;08;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;918;3,5;120;131;4258;4638;16336;2917;2339;17795;3,6;15422;2389;16800
2020;3. Quartal;09;Verarbeitendes Gewerbe gesamt;126;26292;100;3446;131;97014;3690;547957;259820;141129;20841;100;474254;235255;18038
2020;3. Quartal;09;10-Herst. von Nahrungs- und Futtermitteln;9;798;3;107;134;2011;2520;16496;2116;1864;20672;3;15966;2116;20008
2020;3. Quartal;09;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;09;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;09;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;09;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";9;1648;6,3;217;132;4725;2867;15441;-;-;9370;2,8;14114;-;8564
2020;3. Quartal;09;20-Herst. von chemischen Erzeugnissen;4;339;1,3;49;145;1022;3015;7687;2398;1488;22676;1,4;6558;2339;19345
2020;3. Quartal;09;21-Herst. von pharmazeutischen Erzeugnissen;6;1607;6,1;191;119;6542;4071;28765;-;-;17900;5,2;25455;-;15840
2020;3. Quartal;09;22-Herst. von Gummi- und Kunststoffwaren;3;359;1,4;47;131;880;2451;6945;-;-;19345;1,3;6912;-;19253
2020;3. Quartal;09;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;09;25-Herst. von Metallerzeugnissen;10;947;3,6;115;121;2205;2328;6482;-;-;6845;1,2;6457;-;6818
2020;3. Quartal;09;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;9261;35,2;1259;136;37985;4102;217573;144066;100412;23493;39,7;158329;121954;17096
2020;3. Quartal;09;27-Herst. von elektrischen Ausrüstungen;8;1439;5,5;203;141;5262;3657;26007;12632;1382;18073;4,7;25754;12520;17897
2020;3. Quartal;09;28-Maschinenbau;25;4805;18,3;618;129;17179;3575;86204;58314;9747;17940;15,7;82628;57033;17196
2020;3. Quartal;09;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;09;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;3. Quartal;09;32-Herst. von sonstigen Waren;6;672;2,6;89;132;1680;2500;4424;-;-;6583;0,8;2407;-;3582
2020;3. Quartal;09;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;920;3,5;134;146;4460;4848;17327;-;-;18834;3,2;16628;-;18074
2020;4. Quartal;10;Verarbeitendes Gewerbe gesamt;126;26301;100;3409;130;99295;3775;459570;208876;124476;17473;100;438609;205238;16677
2020;4. Quartal;10;10-Herst. von Nahrungs- und Futtermitteln;9;805;3,1;111;138;1977;2456;18344;1716;1539;22788;4;17993;1716;22352
2020;4. Quartal;10;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;10;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;10;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;10;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";9;1631;6,2;211;129;4295;2633;16045;-;-;9838;3,5;14385;-;8820
2020;4. Quartal;10;20-Herst. von chemischen Erzeugnissen;4;338;1,3;47;139;1143;3382;9219;2706;1830;27275;2;8221;2591;24322
2020;4. Quartal;10;21-Herst. von pharmazeutischen Erzeugnissen;6;1620;6,2;195;120;7091;4377;30136;-;-;18602;6,6;26107;-;16115
2020;4. Quartal;10;22-Herst. von Gummi- und Kunststoffwaren;3;357;1,4;47;132;897;2513;5400;-;-;15126;1,2;5382;-;15076
2020;4. Quartal;10;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;10;25-Herst. von Metallerzeugnissen;10;939;3,6;114;121;2172;2313;7552;-;-;8043;1,6;7387;-;7867
2020;4. Quartal;10;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;9381;35,7;1264;135;39066;4164;163767;105439;68298;17457;35,6;158568;104188;16903
2020;4. Quartal;10;27-Herst. von elektrischen Ausrüstungen;8;1433;5,4;200;140;4913;3428;21453;14537;6487;14971;4,7;21286;14488;14854
2020;4. Quartal;10;28-Maschinenbau;25;4772;18,1;616;129;18131;3799;59313;33444;17082;12429;12,9;54629;32273;11448
2020;4. Quartal;10;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;10;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;10;32-Herst. von sonstigen Waren;6;678;2,6;90;133;1820;2684;4559;-;-;6724;1;2480;-;3658
2020;4. Quartal;10;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;920;3,5;132;143;4446;4833;17086;3537;1932;18572;3,7;16432;3284;17861
2020;4. Quartal;11;Verarbeitendes Gewerbe gesamt;126;26339;100;3349;127;126055;4786;517980;237455;130707;19666;100;493525;231602;18737
2020;4. Quartal;11;10-Herst. von Nahrungs- und Futtermitteln;9;792;3;108;136;2380;3005;18571;1224;978;23448;3,6;17977;1224;22698
2020;4. Quartal;11;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;11;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;11;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;11;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";9;1630;6,2;206;126;5120;3141;16537;-;-;10145;3,2;14654;-;8990
2020;4. Quartal;11;20-Herst. von chemischen Erzeugnissen;4;339;1,3;45;133;1037;3059;8232;2644;1765;24283;1,6;7201;2621;21242
2020;4. Quartal;11;21-Herst. von pharmazeutischen Erzeugnissen;6;1620;6,2;197;122;11038;6814;30577;-;-;18875;5,9;26031;-;16069
2020;4. Quartal;11;22-Herst. von Gummi- und Kunststoffwaren;3;359;1,4;43;120;891;2482;5596;-;-;15588;1,1;5565;-;15501
2020;4. Quartal;11;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;11;25-Herst. von Metallerzeugnissen;10;933;3,5;111;119;2245;2406;5523;-;-;5920;1,1;5485;-;5879
2020;4. Quartal;11;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;9397;35,7;1272;135;50644;5389;175799;121179;81475;18708;33,9;170253;120292;18118
2020;4. Quartal;11;27-Herst. von elektrischen Ausrüstungen;8;1449;5,5;196;135;5511;3803;19209;8002;1482;13257;3,7;18920;7929;13057
2020;4. Quartal;11;28-Maschinenbau;25;4727;17,9;594;126;21807;4613;81258;57547;18311;17190;15,7;74217;53800;15701
2020;4. Quartal;11;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;11;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;11;32-Herst. von sonstigen Waren;6;686;2,6;88;128;1905;2777;4446;-;-;6481;0,9;2512;-;3662
2020;4. Quartal;11;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;925;3,5;128;138;4915;5314;19034;4758;3329;20577;3,7;18476;4506;19974
2020;4. Quartal;12;Verarbeitendes Gewerbe gesamt;126;26225;100;3017;115;105115;4008;668780;384244;252608;25502;100;647998;378102;24709
2020;4. Quartal;12;10-Herst. von Nahrungs- und Futtermitteln;9;736;2,8;89;121;1913;2599;11384;1370;1187;15467;1,7;11018;1370;14970
2020;4. Quartal;12;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;12;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;12;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;12;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";9;1620;6,2;202;125;4436;2738;15517;-;-;9578;2,3;14009;-;8648
2020;4. Quartal;12;20-Herst. von chemischen Erzeugnissen;4;335;1,3;38;113;990;2955;7071;2235;1413;21107;1,1;6106;2199;18227
2020;4. Quartal;12;21-Herst. von pharmazeutischen Erzeugnissen;6;1630;6,2;185;113;7160;4393;37307;-;-;22888;5,6;34161;-;20958
2020;4. Quartal;12;22-Herst. von Gummi- und Kunststoffwaren;3;357;1,4;40;112;917;2569;-;-;-;-;-;-;-;-
2020;4. Quartal;12;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;12;25-Herst. von Metallerzeugnissen;10;934;3,6;95;102;2322;2486;5328;469;454;5704;0,8;5270;441;5642
2020;4. Quartal;12;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;9397;35,8;1183;126;43494;4628;272550;190253;144168;29004;40,8;264871;186729;28187
2020;4. Quartal;12;27-Herst. von elektrischen Ausrüstungen;8;1434;5,5;194;135;5850;4079;24484;11820;2251;17074;3,7;24297;11668;16944
2020;4. Quartal;12;28-Maschinenbau;25;4701;17,9;516;110;18122;3855;137491;86636;36053;29247;20,6;136087;86073;28949
2020;4. Quartal;12;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;12;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2020;4. Quartal;12;32-Herst. von sonstigen Waren;6;685;2,6;81;118;1867;2726;5833;-;-;8515;0,9;3216;-;4695
2020;4. Quartal;12;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;925;3,5;117;126;4650;5027;31722;13502;12737;34294;4,7;30538;12601;33014
2021;1. Quartal;01;Verarbeitendes Gewerbe gesamt;123;26048;100;3423;131;103908;3989;395543;222384;53285;15185;100;378103;218494;14516
2021;1. Quartal;01;10-Herst. von Nahrungs- und Futtermitteln;9;718;2,8;90;125;1681;2341;8482;1175;1074;11813;2,1;8198;1175;11418
2021;1. Quartal;01;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;01;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;01;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;01;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";7;1514;5,8;180;119;3877;2561;11053;-;-;7301;2,8;9965;-;6582
2021;1. Quartal;01;20-Herst. von chemischen Erzeugnissen;4;328;1,3;45;137;935;2851;6492;-;-;19793;1,6;5570;-;16982
2021;1. Quartal;01;21-Herst. von pharmazeutischen Erzeugnissen;6;1628;6,3;205;126;6888;4231;30921;-;-;18993;7,8;27498;-;16891
2021;1. Quartal;01;22-Herst. von Gummi- und Kunststoffwaren;3;363;1,4;48;132;901;2482;-;-;-;-;-;-;-;-
2021;1. Quartal;01;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;01;25-Herst. von Metallerzeugnissen;10;930;3,6;113;122;2147;2309;5020;447;375;5398;1,3;4970;446;5344
2021;1. Quartal;01;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;9425;36,2;1331;141;46368;4920;181314;115397;16358;19238;45,8;176157;113559;18690
2021;1. Quartal;01;27-Herst. von elektrischen Ausrüstungen;8;1443;5,5;185;128;5360;3714;18395;12757;3509;12748;4,7;18249;12676;12647
2021;1. Quartal;01;28-Maschinenbau;24;4643;17,8;632;136;16858;3631;66965;52850;6267;14423;16,9;62922;51795;13552
2021;1. Quartal;01;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;01;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;01;32-Herst. von sonstigen Waren;6;684;2,6;90;132;1789;2615;2853;-;-;4171;0,7;1912;-;2795
2021;1. Quartal;01;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;929;3,6;130;140;4541;4888;15529;2099;1613;16716;3,9;15078;2008;16230
2021;1. Quartal;02;Verarbeitendes Gewerbe gesamt;123;26124;100;3403;130;99128;3795;396956;212860;51853;15195;100;378886;209062;14503
2021;1. Quartal;02;10-Herst. von Nahrungs- und Futtermitteln;9;693;2,7;90;130;1724;2488;8980;-;-;12958;2,3;8538;-;12320
2021;1. Quartal;02;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;02;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;02;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;02;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";7;1501;5,7;170;113;3717;2476;11592;-;-;7723;2,9;10485;-;6985
2021;1. Quartal;02;20-Herst. von chemischen Erzeugnissen;4;329;1,3;45;137;999;3036;6370;2273;1426;19362;1,6;5297;2206;16100
2021;1. Quartal;02;21-Herst. von pharmazeutischen Erzeugnissen;6;1627;6,2;203;125;7253;4458;28585;-;-;17569;7,2;25068;-;15407
2021;1. Quartal;02;22-Herst. von Gummi- und Kunststoffwaren;3;365;1,4;47;129;884;2422;5459;-;-;14956;1,4;5444;-;14915
2021;1. Quartal;02;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;02;25-Herst. von Metallerzeugnissen;10;925;3,5;111;120;2120;2292;4342;-;-;4694;1,1;4306;-;4655
2021;1. Quartal;02;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;9456;36,2;1303;138;40479;4281;178458;123206;15226;18872;45;173075;121265;18303
2021;1. Quartal;02;27-Herst. von elektrischen Ausrüstungen;8;1445;5,5;197;136;5183;3587;20014;9621;2068;13851;5;19743;9547;13663
2021;1. Quartal;02;28-Maschinenbau;24;4627;17,7;618;134;16593;3586;55217;37940;6607;11934;13,9;53122;37169;11481
2021;1. Quartal;02;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;02;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;02;32-Herst. von sonstigen Waren;6;782;3;101;129;2026;2591;4345;-;-;5556;1,1;2661;-;3403
2021;1. Quartal;02;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;934;3,6;132;141;4230;4529;15852;-;-;16972;4;15427;-;16517
2021;1. Quartal;03;Verarbeitendes Gewerbe gesamt;123;26118;100;3748;144;114424;4381;641176;384572;65390;24549;100;615760;377861;23576
2021;1. Quartal;03;10-Herst. von Nahrungs- und Futtermitteln;9;708;2,7;102;144;1769;2499;12384;1883;1244;17492;1,9;11942;1883;16867
2021;1. Quartal;03;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;03;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;03;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;03;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";7;1496;5,7;202;135;3904;2610;15191;-;-;10154;2,4;14052;-;9393
2021;1. Quartal;03;20-Herst. von chemischen Erzeugnissen;4;331;1,3;50;151;1045;3157;9771;2738;1615;29520;1,5;7219;2673;21810
2021;1. Quartal;03;21-Herst. von pharmazeutischen Erzeugnissen;6;1618;6,2;222;137;8949;5531;32259;20267;18937;19938;5;28594;20201;17672
2021;1. Quartal;03;22-Herst. von Gummi- und Kunststoffwaren;3;363;1,4;52;143;1075;2961;-;-;-;-;-;-;-;-
2021;1. Quartal;03;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;03;25-Herst. von Metallerzeugnissen;10;921;3,5;129;140;2269;2464;5586;-;-;6065;0,9;5468;-;5937
2021;1. Quartal;03;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;26;9458;36,2;1417;150;52909;5594;212352;143184;19985;22452;33,1;206867;142159;21872
2021;1. Quartal;03;27-Herst. von elektrischen Ausrüstungen;8;1438;5,5;230;160;5243;3646;23956;11550;2143;16659;3,7;23683;11484;16469
2021;1. Quartal;03;28-Maschinenbau;24;4639;17,8;692;149;17236;3715;196357;-;-;42327;30,6;189971;-;40951
2021;1. Quartal;03;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;03;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;1. Quartal;03;32-Herst. von sonstigen Waren;6;783;3;113;144;1974;2521;5284;-;-;6748;0,8;3115;-;3978
2021;1. Quartal;03;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;940;3,6;148;157;5349;5690;48543;-;-;51641;7,6;47785;-;50835
2021;2. Quartal;04;Verarbeitendes Gewerbe gesamt;124;26244;100;3382;129;104996;4001;412543;214921;58557;15720;100;389030;211031;14824
2021;2. Quartal;04;10-Herst. von Nahrungs- und Futtermitteln;9;713;2,7;95;133;1862;2612;9534;1390;1217;13372;2,3;9219;1390;12930
2021;2. Quartal;04;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;2. Quartal;04;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;2. Quartal;04;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;2. Quartal;04;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";7;1485;5,7;180;121;4075;2744;12622;-;-;8500;3,1;11487;-;7735
2021;2. Quartal;04;20-Herst. von chemischen Erzeugnissen;4;333;1,3;45;135;1081;3246;7602;2211;1625;22829;1,8;5128;2050;15399
2021;2. Quartal;04;21-Herst. von pharmazeutischen Erzeugnissen;6;1625;6,2;204;126;7186;4422;28646;18143;17554;17628;6,9;25474;18061;15676
2021;2. Quartal;04;22-Herst. von Gummi- und Kunststoffwaren;3;365;1,4;45;123;974;2668;5682;-;-;15567;1,4;5655;-;15493
2021;2. Quartal;04;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;2. Quartal;04;25-Herst. von Metallerzeugnissen;10;916;3,5;114;124;2305;2516;7109;463;408;7761;1,7;7026;463;7670
2021;2. Quartal;04;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;27;9583;36,5;1304;136;40917;4270;173905;114779;19632;18147;42,2;167699;113593;17500
2021;2. Quartal;04;27-Herst. von elektrischen Ausrüstungen;8;1450;5,5;201;139;5767;3977;21860;9564;1566;15076;5,3;21624;9504;14913
2021;2. Quartal;04;28-Maschinenbau;24;4643;17,7;611;132;19395;4177;46786;28271;6675;10077;11,3;41705;26756;8982
2021;2. Quartal;04;29-Herst. von Kraftwagen und Kraftwagenteilen;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;2. Quartal;04;30-Sonstiger Fahrzeugbau;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;2. Quartal;04;32-Herst. von sonstigen Waren;6;779;3;100;128;2049;2630;4957;-;-;6363;1,2;2923;-;3752
2021;2. Quartal;04;33-Rep. + Install. v. Maschinen + Ausrüstungen;10;940;3,6;130;138;4498;4785;19229;3282;2677;20456;4,7;18596;3092;19783
2021;2. Quartal;05;Verarbeitendes Gewerbe gesamt;124;26258;100;3240;123;110697;4216;483824;271321;82845;18426;100;460594;266926;17541
2021;2. Quartal;05;10-Herst. von Nahrungs- und Futtermitteln;9;725;2,8;96;132;1843;2542;10489;1671;1561;14468;2,2;10053;1671;13866
2021;2. Quartal;05;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
