Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2023;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;196;152;44
2023;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;722;361;361
2023;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;357;238;119
2023;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;107;81;26
2023;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;1400;700;700
2023;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;771;514;257
2023;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;151;115;36
2023;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;946;473;473
2023;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;753;502;251
2023;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;3 u.m. Kinder;425;329;96
2023;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1 Kind;622;311;311
2023;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;2 Kinder;402;268;134
2023;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;3 u.m. Kinder;106;81;25
