Jahr;Stadtraum;Eigentümer des Gebäudes;Anteil in %
2016;01 StB Altstadt ohne Johannstadt;Eigentümer Wohnungsgenossenschaft;33,6
2016;01 StB Altstadt ohne Johannstadt;Eigentümer Stadt;28,9
2016;01 StB Altstadt ohne Johannstadt;Eigentümer privat;36,4
2016;02 Johannstadt;Eigennutzung;1,1
2016;02 Johannstadt;Eigentümer Wohnungsgenossenschaft;37,5
2016;02 Johannstadt;Eigentümer Stadt;29,4
2016;02 Johannstadt;Eigentümer privat;32
2016;03 StB Neustadt ohne Leipziger Vorstadt;Eigennutzung;4,3
2016;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer Wohnungsgenossenschaft;8,2
2016;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer Stadt;10,1
2016;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer privat;77,3
2016;04 Leipziger Vorstadt, Pieschen;Eigennutzung;7,3
2016;04 Leipziger Vorstadt, Pieschen;Eigentümer Wohnungsgenossenschaft;13,6
2016;04 Leipziger Vorstadt, Pieschen;Eigentümer Stadt;5,1
2016;04 Leipziger Vorstadt, Pieschen;Eigentümer privat;74,1
2016;05 Mickten, Kaditz, Trachau;Eigennutzung;13,6
2016;05 Mickten, Kaditz, Trachau;Eigentümer Wohnungsgenossenschaft;32,9
2016;05 Mickten, Kaditz, Trachau;Eigentümer Stadt;6,1
2016;05 Mickten, Kaditz, Trachau;Eigentümer privat;47,4
2016;06 StB Klotzsche und nördliche OS;Eigennutzung;44,7
2016;06 StB Klotzsche und nördliche OS;Eigentümer Wohnungsgenossenschaft;13,6
2016;06 StB Klotzsche und nördliche OS;Eigentümer Stadt;2
2016;06 StB Klotzsche und nördliche OS;Eigentümer privat;39,8
2016;07 StB Loschwitz und OS Schönfeld-Weißig;Eigennutzung;48,7
2016;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer Wohnungsgenossenschaft;0,8
2016;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer Stadt;0,3
2016;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer privat;50,2
2016;08 Blasewitz, Striesen;Eigennutzung;12,1
2016;08 Blasewitz, Striesen;Eigentümer Wohnungsgenossenschaft;22,6
2016;08 Blasewitz, Striesen;Eigentümer Stadt;10,6
2016;08 Blasewitz, Striesen;Eigentümer privat;54,7
2016;09 Tolkewitz, Seidnitz, Gruna;Eigennutzung;5,6
2016;09 Tolkewitz, Seidnitz, Gruna;Eigentümer Wohnungsgenossenschaft;34,5
2016;09 Tolkewitz, Seidnitz, Gruna;Eigentümer Stadt;19,2
2016;09 Tolkewitz, Seidnitz, Gruna;Eigentümer privat;40,6
2016;10 StB Leuben;Eigennutzung;21,4
2016;10 StB Leuben;Eigentümer Wohnungsgenossenschaft;25,6
2016;10 StB Leuben;Eigentümer Stadt;15
2016;10 StB Leuben;Eigentümer privat;38
2016;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigennutzung;5,7
2016;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer Wohnungsgenossenschaft;33,5
2016;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer Stadt;38,4
2016;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer privat;22,4
2016;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigennutzung;31
2016;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer Wohnungsgenossenschaft;12,2
2016;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer Stadt;8,8
2016;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer privat;48
2016;13 Südvorstadt, Zschertnitz;Eigennutzung;8
2016;13 Südvorstadt, Zschertnitz;Eigentümer Wohnungsgenossenschaft;27,1
2016;13 Südvorstadt, Zschertnitz;Eigentümer Stadt;34,8
2016;13 Südvorstadt, Zschertnitz;Eigentümer privat;30,1
2016;14 Mockritz, Coschütz, Plauen;Eigennutzung;19,9
2016;14 Mockritz, Coschütz, Plauen;Eigentümer Wohnungsgenossenschaft;17,4
2016;14 Mockritz, Coschütz, Plauen;Eigentümer Stadt;5,6
2016;14 Mockritz, Coschütz, Plauen;Eigentümer privat;57,2
2016;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigennutzung;14,2
2016;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer Wohnungsgenossenschaft;12,1
2016;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer Stadt;2,9
2016;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer privat;70,8
2016;16 Gorbitz;Eigennutzung;5,4
2016;16 Gorbitz;Eigentümer Wohnungsgenossenschaft;45,1
2016;16 Gorbitz;Eigentümer Stadt;34,9
2016;16 Gorbitz;Eigentümer privat;14,6
2016;17 Briesnitz und westliche OS;Eigennutzung;45
2016;17 Briesnitz und westliche OS;Eigentümer Wohnungsgenossenschaft;7,3
2016;17 Briesnitz und westliche OS;Eigentümer Stadt;3,6
2016;17 Briesnitz und westliche OS;Eigentümer privat;44,1
2016;18 Dresden gesamt;Eigennutzung;15,3
2016;18 Dresden gesamt;Eigentümer Wohnungsgenossenschaft;21,4
2016;18 Dresden gesamt;Eigentümer Stadt;13,9
2016;18 Dresden gesamt;Eigentümer privat;49,3
2018;01 StB Altstadt ohne Johannstadt;Eigennutzung;5,5
2018;01 StB Altstadt ohne Johannstadt;Eigentümer Wohnungsgenossenschaft;32,7
2018;01 StB Altstadt ohne Johannstadt;Eigentümer Stadt;20,7
2018;01 StB Altstadt ohne Johannstadt;Eigentümer privat;41
2018;02 Johannstadt;Eigennutzung;4,3
2018;02 Johannstadt;Eigentümer Wohnungsgenossenschaft;48,5
2018;02 Johannstadt;Eigentümer Stadt;19,5
2018;02 Johannstadt;Eigentümer privat;27,7
2018;03 StB Neustadt ohne Leipziger Vorstadt;Eigennutzung;10,4
2018;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer Wohnungsgenossenschaft;6
2018;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer Stadt;12,3
2018;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer privat;71,2
2018;04 Leipziger Vorstadt, Pieschen;Eigennutzung;6,5
2018;04 Leipziger Vorstadt, Pieschen;Eigentümer Wohnungsgenossenschaft;10,7
2018;04 Leipziger Vorstadt, Pieschen;Eigentümer Stadt;4,1
2018;04 Leipziger Vorstadt, Pieschen;Eigentümer privat;78,7
2018;05 Mickten, Kaditz, Trachau;Eigennutzung;14,8
2018;05 Mickten, Kaditz, Trachau;Eigentümer Wohnungsgenossenschaft;26,5
2018;05 Mickten, Kaditz, Trachau;Eigentümer Stadt;3,2
2018;05 Mickten, Kaditz, Trachau;Eigentümer privat;55,5
2018;06 StB Klotzsche und nördliche OS;Eigennutzung;46,5
2018;06 StB Klotzsche und nördliche OS;Eigentümer Wohnungsgenossenschaft;16,1
2018;06 StB Klotzsche und nördliche OS;Eigentümer Stadt;4,3
2018;06 StB Klotzsche und nördliche OS;Eigentümer privat;33,1
2018;07 StB Loschwitz und OS Schönfeld-Weißig;Eigennutzung;44,5
2018;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer Wohnungsgenossenschaft;0,4
2018;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer Stadt;0,9
2018;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer privat;54,2
2018;08 Blasewitz, Striesen;Eigennutzung;11,9
2018;08 Blasewitz, Striesen;Eigentümer Wohnungsgenossenschaft;15,4
2018;08 Blasewitz, Striesen;Eigentümer Stadt;11,4
2018;08 Blasewitz, Striesen;Eigentümer privat;61,3
2018;09 Tolkewitz, Seidnitz, Gruna;Eigennutzung;9,5
2018;09 Tolkewitz, Seidnitz, Gruna;Eigentümer Wohnungsgenossenschaft;37,3
2018;09 Tolkewitz, Seidnitz, Gruna;Eigentümer Stadt;16
2018;09 Tolkewitz, Seidnitz, Gruna;Eigentümer privat;37,2
2018;10 StB Leuben;Eigennutzung;17,1
2018;10 StB Leuben;Eigentümer Wohnungsgenossenschaft;32,2
2018;10 StB Leuben;Eigentümer Stadt;16,6
2018;10 StB Leuben;Eigentümer privat;34,2
2018;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigennutzung;4,3
2018;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer Wohnungsgenossenschaft;36,1
2018;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer Stadt;38,8
2018;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer privat;20,7
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigennutzung;30,3
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer Wohnungsgenossenschaft;13,4
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer Stadt;3,7
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer privat;52,6
2018;13 Südvorstadt, Zschertnitz;Eigennutzung;6,6
2018;13 Südvorstadt, Zschertnitz;Eigentümer Wohnungsgenossenschaft;31,9
2018;13 Südvorstadt, Zschertnitz;Eigentümer Stadt;32,3
2018;13 Südvorstadt, Zschertnitz;Eigentümer privat;29,2
2018;14 Mockritz, Coschütz, Plauen;Eigennutzung;33,7
2018;14 Mockritz, Coschütz, Plauen;Eigentümer Wohnungsgenossenschaft;9,5
2018;14 Mockritz, Coschütz, Plauen;Eigentümer Stadt;8,9
2018;14 Mockritz, Coschütz, Plauen;Eigentümer privat;47,9
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigennutzung;12,3
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer Wohnungsgenossenschaft;18,9
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer Stadt;4,1
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer privat;64,7
2018;16 Gorbitz;Eigennutzung;4
2018;16 Gorbitz;Eigentümer Wohnungsgenossenschaft;47,8
2018;16 Gorbitz;Eigentümer Stadt;31,3
2018;16 Gorbitz;Eigentümer privat;16,8
2018;17 Briesnitz und westliche OS;Eigennutzung;44,1
2018;17 Briesnitz und westliche OS;Eigentümer Wohnungsgenossenschaft;9,3
2018;17 Briesnitz und westliche OS;Eigentümer Stadt;2,8
2018;17 Briesnitz und westliche OS;Eigentümer privat;43,8
2018;18 Dresden gesamt;Eigennutzung;16,3
2018;18 Dresden gesamt;Eigentümer Wohnungsgenossenschaft;22,3
2018;18 Dresden gesamt;Eigentümer Stadt;13
2018;18 Dresden gesamt;Eigentümer privat;48,4
2020;01 StB Altstadt ohne Johannstadt;Eigennutzung;2,5
2020;01 StB Altstadt ohne Johannstadt;Eigentümer Wohnungsgenossenschaft;27,1
2020;01 StB Altstadt ohne Johannstadt;Eigentümer Stadt;21
2020;01 StB Altstadt ohne Johannstadt;Eigentümer privat;41,7
2020;02 Johannstadt;Eigennutzung;3,1
2020;02 Johannstadt;Eigentümer Wohnungsgenossenschaft;44,4
2020;02 Johannstadt;Eigentümer Stadt;21,4
2020;02 Johannstadt;Eigentümer privat;26,8
2020;03 StB Neustadt ohne Leipziger Vorstadt;Eigennutzung;10,4
2020;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer Wohnungsgenossenschaft;5,4
2020;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer Stadt;11,5
2020;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer privat;70,8
2020;04 Leipziger Vorstadt, Pieschen;Eigennutzung;9,6
2020;04 Leipziger Vorstadt, Pieschen;Eigentümer Wohnungsgenossenschaft;10,4
2020;04 Leipziger Vorstadt, Pieschen;Eigentümer Stadt;2,8
2020;04 Leipziger Vorstadt, Pieschen;Eigentümer privat;75,7
2020;05 Mickten, Kaditz, Trachau;Eigennutzung;12,2
2020;05 Mickten, Kaditz, Trachau;Eigentümer Wohnungsgenossenschaft;28,5
2020;05 Mickten, Kaditz, Trachau;Eigentümer Stadt;4,6
2020;05 Mickten, Kaditz, Trachau;Eigentümer privat;54,5
2020;06 StB Klotzsche und nördliche OS;Eigennutzung;50,7
2020;06 StB Klotzsche und nördliche OS;Eigentümer Wohnungsgenossenschaft;11,8
2020;06 StB Klotzsche und nördliche OS;Eigentümer Stadt;0,7
2020;06 StB Klotzsche und nördliche OS;Eigentümer privat;34,8
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Eigennutzung;50,3
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer Wohnungsgenossenschaft;3,6
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer Stadt;0,1
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer privat;43,9
2020;08 Blasewitz, Striesen;Eigennutzung;14,8
2020;08 Blasewitz, Striesen;Eigentümer Wohnungsgenossenschaft;15,2
2020;08 Blasewitz, Striesen;Eigentümer Stadt;12,7
2020;08 Blasewitz, Striesen;Eigentümer privat;56,4
2020;09 Tolkewitz, Seidnitz, Gruna;Eigennutzung;9,2
2020;09 Tolkewitz, Seidnitz, Gruna;Eigentümer Wohnungsgenossenschaft;33
2020;09 Tolkewitz, Seidnitz, Gruna;Eigentümer Stadt;19,7
2020;09 Tolkewitz, Seidnitz, Gruna;Eigentümer privat;37,5
2020;10 StB Leuben;Eigennutzung;19,7
2020;10 StB Leuben;Eigentümer Wohnungsgenossenschaft;29,5
2020;10 StB Leuben;Eigentümer Stadt;13,8
2020;10 StB Leuben;Eigentümer privat;35,6
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigennutzung;5,9
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer Wohnungsgenossenschaft;37,2
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer Stadt;32,5
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer privat;23,8
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigennutzung;38,5
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer Wohnungsgenossenschaft;11,6
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer Stadt;4,5
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer privat;43,7
2020;13 Südvorstadt, Zschertnitz;Eigennutzung;9,1
2020;13 Südvorstadt, Zschertnitz;Eigentümer Wohnungsgenossenschaft;21,1
2020;13 Südvorstadt, Zschertnitz;Eigentümer Stadt;28,5
2020;13 Südvorstadt, Zschertnitz;Eigentümer privat;28,3
2020;14 Mockritz, Coschütz, Plauen;Eigennutzung;20,7
2020;14 Mockritz, Coschütz, Plauen;Eigentümer Wohnungsgenossenschaft;12
2020;14 Mockritz, Coschütz, Plauen;Eigentümer Stadt;11,5
2020;14 Mockritz, Coschütz, Plauen;Eigentümer privat;54,2
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigennutzung;10,7
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer Wohnungsgenossenschaft;15
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer Stadt;5,4
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer privat;67,1
2020;16 Gorbitz;Eigennutzung;4,9
2020;16 Gorbitz;Eigentümer Wohnungsgenossenschaft;51
2020;16 Gorbitz;Eigentümer Stadt;22,2
2020;16 Gorbitz;Eigentümer privat;22
2020;17 Briesnitz und westliche OS;Eigennutzung;40,8
2020;17 Briesnitz und westliche OS;Eigentümer Wohnungsgenossenschaft;6,9
2020;17 Briesnitz und westliche OS;Eigentümer Stadt;1,1
2020;17 Briesnitz und westliche OS;Eigentümer privat;48,9
2020;18 Dresden gesamt;Eigennutzung;16,8
2020;18 Dresden gesamt;Eigentümer Wohnungsgenossenschaft;20,4
2020;18 Dresden gesamt;Eigentümer Stadt;12,5
2020;18 Dresden gesamt;Eigentümer privat;47,6
2022;01 StB Altstadt ohne Johannstadt;Eigennutzung;3,5
2022;01 StB Altstadt ohne Johannstadt;Eigentümer Wohnungsgenossenschaft;31,4
2022;01 StB Altstadt ohne Johannstadt;Eigentümer Stadt;22,2
2022;01 StB Altstadt ohne Johannstadt;Eigentümer privat;42,8
2022;02 Johannstadt;Eigennutzung;1,7
2022;02 Johannstadt;Eigentümer Wohnungsgenossenschaft;49,2
2022;02 Johannstadt;Eigentümer Stadt;20,2
2022;02 Johannstadt;Eigentümer privat;28,8
2022;03 StB Neustadt ohne Leipziger Vorstadt;Eigennutzung;12,2
2022;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer Wohnungsgenossenschaft;6,7
2022;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer Stadt;11,4
2022;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer privat;69,7
2022;04 Leipziger Vorstadt, Pieschen;Eigennutzung;7,8
2022;04 Leipziger Vorstadt, Pieschen;Eigentümer Wohnungsgenossenschaft;5,9
2022;04 Leipziger Vorstadt, Pieschen;Eigentümer Stadt;2,9
2022;04 Leipziger Vorstadt, Pieschen;Eigentümer privat;83,3
2022;05 Mickten, Kaditz, Trachau;Eigennutzung;13,3
2022;05 Mickten, Kaditz, Trachau;Eigentümer Wohnungsgenossenschaft;28,1
2022;05 Mickten, Kaditz, Trachau;Eigentümer Stadt;3,9
2022;05 Mickten, Kaditz, Trachau;Eigentümer privat;54,7
2022;06 StB Klotzsche und nördliche OS;Eigennutzung;49,3
2022;06 StB Klotzsche und nördliche OS;Eigentümer Wohnungsgenossenschaft;12,3
2022;06 StB Klotzsche und nördliche OS;Eigentümer Stadt;1,4
2022;06 StB Klotzsche und nördliche OS;Eigentümer privat;37
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Eigennutzung;53,3
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer Wohnungsgenossenschaft;3,1
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer Stadt;0,3
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer privat;43,2
2022;08 Blasewitz, Striesen;Eigennutzung;18,7
2022;08 Blasewitz, Striesen;Eigentümer Wohnungsgenossenschaft;18
2022;08 Blasewitz, Striesen;Eigentümer Stadt;9,9
2022;08 Blasewitz, Striesen;Eigentümer privat;53,4
2022;09 Tolkewitz, Seidnitz, Gruna;Eigennutzung;6,8
2022;09 Tolkewitz, Seidnitz, Gruna;Eigentümer Wohnungsgenossenschaft;36,9
2022;09 Tolkewitz, Seidnitz, Gruna;Eigentümer Stadt;16,2
2022;09 Tolkewitz, Seidnitz, Gruna;Eigentümer privat;40,2
2022;10 StB Leuben;Eigennutzung;20,8
2022;10 StB Leuben;Eigentümer Wohnungsgenossenschaft;30,5
2022;10 StB Leuben;Eigentümer Stadt;12,2
2022;10 StB Leuben;Eigentümer privat;36,4
2022;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigennutzung;5,1
2022;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer Wohnungsgenossenschaft;37,4
2022;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer Stadt;28,4
2022;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer privat;29,1
2022;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigennutzung;33,6
2022;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer Wohnungsgenossenschaft;12,8
2022;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer Stadt;6,4
2022;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer privat;47,2
2022;13 Südvorstadt, Zschertnitz;Eigennutzung;10,7
2022;13 Südvorstadt, Zschertnitz;Eigentümer Wohnungsgenossenschaft;30,7
2022;13 Südvorstadt, Zschertnitz;Eigentümer Stadt;34,4
2022;13 Südvorstadt, Zschertnitz;Eigentümer privat;24,3
2022;14 Mockritz, Coschütz, Plauen;Eigennutzung;26,9
2022;14 Mockritz, Coschütz, Plauen;Eigentümer Wohnungsgenossenschaft;16,5
2022;14 Mockritz, Coschütz, Plauen;Eigentümer Stadt;5,3
2022;14 Mockritz, Coschütz, Plauen;Eigentümer privat;51,2
2022;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigennutzung;14,3
2022;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer Wohnungsgenossenschaft;9,5
2022;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer Stadt;4,2
2022;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer privat;72
2022;16 Gorbitz;Eigennutzung;5,4
2022;16 Gorbitz;Eigentümer Wohnungsgenossenschaft;50,8
2022;16 Gorbitz;Eigentümer Stadt;26,8
2022;16 Gorbitz;Eigentümer privat;17,1
2022;17 Briesnitz und westliche OS;Eigennutzung;44,6
2022;17 Briesnitz und westliche OS;Eigentümer Wohnungsgenossenschaft;10,5
2022;17 Briesnitz und westliche OS;Eigentümer Stadt;0,7
2022;17 Briesnitz und westliche OS;Eigentümer privat;44,2
2022;18 Dresden gesamt;Eigennutzung;17,8
2022;18 Dresden gesamt;Eigentümer Wohnungsgenossenschaft;21,9
2022;18 Dresden gesamt;Eigentümer Stadt;11,9
2022;18 Dresden gesamt;Eigentümer privat;48,4
2024;01 StB Altstadt ohne Johannstadt;Eigennutzung;3,6
2024;01 StB Altstadt ohne Johannstadt;Eigentümer Wohnungsgenossenschaft;28
2024;01 StB Altstadt ohne Johannstadt;Eigentümer Stadt;19,6
2024;01 StB Altstadt ohne Johannstadt;Eigentümer privat;47,1
2024;02 Johannstadt;Eigennutzung;2,5
2024;02 Johannstadt;Eigentümer Wohnungsgenossenschaft;45,7
2024;02 Johannstadt;Eigentümer Stadt;23,9
2024;02 Johannstadt;Eigentümer privat;25,6
2024;03 StB Neustadt ohne Leipziger Vorstadt;Eigennutzung;10,9
2024;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer Wohnungsgenossenschaft;6
2024;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer Stadt;15
2024;03 StB Neustadt ohne Leipziger Vorstadt;Eigentümer privat;66,4
2024;04 Leipziger Vorstadt, Pieschen;Eigennutzung;10,8
2024;04 Leipziger Vorstadt, Pieschen;Eigentümer Wohnungsgenossenschaft;6,6
2024;04 Leipziger Vorstadt, Pieschen;Eigentümer Stadt;3,7
2024;04 Leipziger Vorstadt, Pieschen;Eigentümer privat;77,5
2024;05 Mickten, Kaditz, Trachau;Eigennutzung;16,8
2024;05 Mickten, Kaditz, Trachau;Eigentümer Wohnungsgenossenschaft;25,2
2024;05 Mickten, Kaditz, Trachau;Eigentümer Stadt;5,8
2024;05 Mickten, Kaditz, Trachau;Eigentümer privat;52
2024;06 StB Klotzsche und nördliche OS;Eigennutzung;45,7
2024;06 StB Klotzsche und nördliche OS;Eigentümer Wohnungsgenossenschaft;19,6
2024;06 StB Klotzsche und nördliche OS;Eigentümer Stadt;1,5
2024;06 StB Klotzsche und nördliche OS;Eigentümer privat;32,5
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Eigennutzung;55,9
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer Wohnungsgenossenschaft;3,3
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer Stadt;0,3
2024;07 StB Loschwitz und OS Schönfeld-Weißig;Eigentümer privat;40,1
2024;08 Blasewitz, Striesen;Eigennutzung;16,1
2024;08 Blasewitz, Striesen;Eigentümer Wohnungsgenossenschaft;17,3
2024;08 Blasewitz, Striesen;Eigentümer Stadt;10,6
2024;08 Blasewitz, Striesen;Eigentümer privat;55,8
2024;09 Tolkewitz, Seidnitz, Gruna;Eigennutzung;11,9
2024;09 Tolkewitz, Seidnitz, Gruna;Eigentümer Wohnungsgenossenschaft;37,3
2024;09 Tolkewitz, Seidnitz, Gruna;Eigentümer Stadt;11,6
2024;09 Tolkewitz, Seidnitz, Gruna;Eigentümer privat;39,2
2024;10 StB Leuben;Eigennutzung;22,2
2024;10 StB Leuben;Eigentümer Wohnungsgenossenschaft;28,2
2024;10 StB Leuben;Eigentümer Stadt;14,6
2024;10 StB Leuben;Eigentümer privat;34,3
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigennutzung;3,8
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer Wohnungsgenossenschaft;36,5
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer Stadt;44,7
2024;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Eigentümer privat;15,1
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigennutzung;27,7
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer Wohnungsgenossenschaft;14,3
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer Stadt;8,2
2024;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Eigentümer privat;48,7
2024;13 Südvorstadt, Zschertnitz;Eigennutzung;7,6
2024;13 Südvorstadt, Zschertnitz;Eigentümer Wohnungsgenossenschaft;33
2024;13 Südvorstadt, Zschertnitz;Eigentümer Stadt;32,7
2024;13 Südvorstadt, Zschertnitz;Eigentümer privat;26,4
2024;14 Mockritz, Coschütz, Plauen;Eigennutzung;26,8
2024;14 Mockritz, Coschütz, Plauen;Eigentümer Wohnungsgenossenschaft;20,6
2024;14 Mockritz, Coschütz, Plauen;Eigentümer Stadt;5,4
2024;14 Mockritz, Coschütz, Plauen;Eigentümer privat;47,1
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigennutzung;11,6
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer Wohnungsgenossenschaft;12,6
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer Stadt;4,8
2024;15 Cotta, Löbtau, Naußlitz, Dölzschen;Eigentümer privat;68,7
2024;16 Gorbitz;Eigennutzung;5,1
2024;16 Gorbitz;Eigentümer Wohnungsgenossenschaft;48,6
2024;16 Gorbitz;Eigentümer Stadt;25,1
2024;16 Gorbitz;Eigentümer privat;18,6
2024;17 Briesnitz und westliche OS;Eigennutzung;45,7
2024;17 Briesnitz und westliche OS;Eigentümer Wohnungsgenossenschaft;14,7
2024;17 Briesnitz und westliche OS;Eigentümer Stadt;1,4
2024;17 Briesnitz und westliche OS;Eigentümer privat;38,2
2024;18 Dresden gesamt;Eigennutzung;17,2
2024;18 Dresden gesamt;Eigentümer Wohnungsgenossenschaft;22,2
2024;18 Dresden gesamt;Eigentümer Stadt;13
2024;18 Dresden gesamt;Eigentümer privat;47,2
