Jahr;Statistischer Bezirk;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtbezirk/Ortschaft;Stadtraum;Rückbaugebiete;Rückbau-Art;Gebäudeanzahl;Anzahl Wohnungen
1997;311  Klotzsche(Altklotzsche);31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;StB 3 Klotzsche;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;1
1997;321  Wilschdorf;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;StB 3 Klotzsche;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;1
1997;322  Rähnitz;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;StB 3 Klotzsche;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;6
1997;421  Weißer Hirsch;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;2
1997;422  Loschwitz-Nordost(Rißweg);42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;1
1997;423  Loschwitz-NO(Am Weißen Adler);42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;2;4
1997;425  Bühlau(Neukircher Str);42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;3;9
1997;426  Bühlau(Ullersdorfer Str);42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;1
1997;429  Neu-Rochwitz;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;2;6
1997;431  Niederpoyritz;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;1
1997;432  Hosterwitz;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;2;2
1997;511  Blasewitz(Händelallee);51 Blasewitz;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;4
1997;512  Blasewitz(Schillerpl);51 Blasewitz;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;2
1997;514  Blasewitz(Kretschmerstr);51 Blasewitz;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;2
1997;516  Neugruna(Gustav-Freytag-Str);51 Blasewitz;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;4
1997;525  Striesen-Ost(Ermelstr);52 Striesen-Ost;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;13
1997;526  Striesen-Ost(Voglerstr);52 Striesen-Ost;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;8
1997;534  Johannst.-SO(Lipsiusstr);53 Striesen-Süd;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;6
1997;545  Striesen-West(Alemannenstr);54 Striesen-West;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;2;16
1997;561  Seidnitz(Rennbahn);56 Seidnitz/Dobritz;StB 5 Blasewitz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;000;Totalabriss;1;2
1997;576  Gruna(Papstdorfer Str);57 Gruna;StB 5 Blasewitz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;000;Totalabriss;1;5
1997;611  Leuben(Altleuben);61 Leuben;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;1;1
1997;612  Leuben(Stephensonstr);61 Leuben;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;1;1
1997;624  Laubegast(Altlaubegast);62 Laubegast;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;1;2
1997;634  Zschieren;63 Kleinzschachwitz;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;2;5
1997;731  Niedersedlitz-Südost;73 Niedersedlitz;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;1
1997;742  Lockwitz;74 Lockwitz;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;1
1997;743  Nickern;74 Lockwitz;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;2
1997;756  Leubnitz(Wieckestr);75 Leubnitz-Neuostra;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;3
1997;761  Strehlen(August-Bebel-Str);76 Strehlen;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;3;15
1997;762  Strehlen(Rayskistr);76 Strehlen;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;2;3
1997;823  Südvs.-Ost(Lukasplatz);82 Südvorstadt-Ost;StB 8 Plauen;StB 8 Plauen;13 Südvorstadt, Zschertnitz;000;Totalabriss;1;2
1997;839  Strehlen-SW(Donndorfstr);83 Räcknitz/Zschertnitz;StB 8 Plauen;StB 8 Plauen;13 Südvorstadt, Zschertnitz;000;Totalabriss;1;2
1997;846  Gostritz;84 Kleinpestitz/Mockritz;StB 8 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;000;Totalabriss;1;1
