Jahr;Quartal;Einwohnerbewegung;Wanderungsgebiet;Staatsangehörigkeit;Geschlecht;Anzahl Einwohner
2010;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;700
2010;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;766
2010;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;56
2010;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;52
2010;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;674
2010;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;729
2010;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;21
2010;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;30
2010;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;708
2010;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;803
2010;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;58
2010;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;45
2010;3. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;902
2010;3. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;944
2010;3. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;75
2010;3. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;59
2010;3. Quartal;Fortzug;unbekannt;Deutsche;männlich;243
2010;3. Quartal;Fortzug;unbekannt;Deutsche;weiblich;92
2010;3. Quartal;Fortzug;unbekannt;Ausländer;männlich;155
2010;3. Quartal;Fortzug;unbekannt;Ausländer;weiblich;69
2010;3. Quartal;Fortzug;Ausland;Deutsche;männlich;141
2010;3. Quartal;Fortzug;Ausland;Deutsche;weiblich;149
2010;3. Quartal;Fortzug;Ausland;Ausländer;männlich;387
2010;3. Quartal;Fortzug;Ausland;Ausländer;weiblich;384
2010;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;695
2010;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;694
2010;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;118
2010;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;99
2010;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;545
2010;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;564
2010;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;39
2010;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;39
2010;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;441
2010;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;526
2010;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;24
2010;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;24
2010;3. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;760
2010;3. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;774
2010;3. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;20
2010;3. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;20
2010;3. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;5285
2010;3. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;5299
2010;3. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;454
2010;3. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;375
2010;4. Quartal;Zuzug;unbekannt;Deutsche;männlich;127
2010;4. Quartal;Zuzug;unbekannt;Deutsche;weiblich;35
2010;4. Quartal;Zuzug;unbekannt;Ausländer;männlich;6
2010;4. Quartal;Zuzug;unbekannt;Ausländer;weiblich;2
2010;4. Quartal;Zuzug;Ausland;Deutsche;männlich;83
2010;4. Quartal;Zuzug;Ausland;Deutsche;weiblich;58
2010;4. Quartal;Zuzug;Ausland;Ausländer;männlich;650
2010;4. Quartal;Zuzug;Ausland;Ausländer;weiblich;437
2010;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;834
2010;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;787
2010;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;85
2010;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;64
2010;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;963
2010;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;804
2010;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;33
2010;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;26
2010;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;858
2010;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;688
2010;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;90
2010;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;71
2010;4. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;831
2010;4. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;736
2010;4. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;57
2010;4. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;53
2010;4. Quartal;Fortzug;unbekannt;Deutsche;männlich;228
2010;4. Quartal;Fortzug;unbekannt;Deutsche;weiblich;93
2010;4. Quartal;Fortzug;unbekannt;Ausländer;männlich;121
2010;4. Quartal;Fortzug;unbekannt;Ausländer;weiblich;45
2010;4. Quartal;Fortzug;Ausland;Deutsche;männlich;121
2010;4. Quartal;Fortzug;Ausland;Deutsche;weiblich;114
2010;4. Quartal;Fortzug;Ausland;Ausländer;männlich;212
2010;4. Quartal;Fortzug;Ausland;Ausländer;weiblich;154
2010;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;591
2010;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;535
2010;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;96
2010;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;86
2010;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;471
2010;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;527
2010;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;36
2010;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;28
2010;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;372
2010;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;397
2010;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;14
2010;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;10
2010;4. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;637
2010;4. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;659
2010;4. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;18
2010;4. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;17
2010;4. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;5056
2010;4. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;5130
2010;4. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;521
2010;4. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;461
2011;1. Quartal;Zuzug;unbekannt;Deutsche;männlich;124
2011;1. Quartal;Zuzug;unbekannt;Deutsche;weiblich;55
2011;1. Quartal;Zuzug;unbekannt;Ausländer;männlich;23
2011;1. Quartal;Zuzug;unbekannt;Ausländer;weiblich;9
2011;1. Quartal;Zuzug;Ausland;Deutsche;männlich;80
2011;1. Quartal;Zuzug;Ausland;Deutsche;weiblich;52
2011;1. Quartal;Zuzug;Ausland;Ausländer;männlich;550
2011;1. Quartal;Zuzug;Ausland;Ausländer;weiblich;402
2011;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;465
2011;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;427
2011;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;91
2011;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;44
2011;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;464
2011;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;418
2011;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;27
2011;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;23
2011;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;543
2011;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;427
2011;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;45
2011;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;33
2011;1. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;786
2011;1. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;754
2011;1. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;52
2011;1. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;34
2011;1. Quartal;Fortzug;unbekannt;Deutsche;männlich;290
2011;1. Quartal;Fortzug;unbekannt;Deutsche;weiblich;133
2011;1. Quartal;Fortzug;unbekannt;Ausländer;männlich;215
2011;1. Quartal;Fortzug;unbekannt;Ausländer;weiblich;76
2011;1. Quartal;Fortzug;Ausland;Deutsche;männlich;105
2011;1. Quartal;Fortzug;Ausland;Deutsche;weiblich;112
2011;1. Quartal;Fortzug;Ausland;Ausländer;männlich;256
2011;1. Quartal;Fortzug;Ausland;Ausländer;weiblich;238
2011;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;496
2011;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;512
2011;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;92
2011;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;62
2011;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;379
2011;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;363
2011;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;31
2011;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;31
2011;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;291
2011;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;285
2011;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;19
2011;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;8
2011;1. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;608
2011;1. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;658
2011;1. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;22
2011;1. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;10
2011;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;4648
2011;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;4761
2011;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;460
2011;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;384
2011;2. Quartal;Zuzug;unbekannt;Deutsche;männlich;145
2011;2. Quartal;Zuzug;unbekannt;Deutsche;weiblich;62
2011;2. Quartal;Zuzug;unbekannt;Ausländer;männlich;25
2011;2. Quartal;Zuzug;unbekannt;Ausländer;weiblich;8
2011;2. Quartal;Zuzug;Ausland;Deutsche;männlich;97
2011;2. Quartal;Zuzug;Ausland;Deutsche;weiblich;71
2011;2. Quartal;Zuzug;Ausland;Ausländer;männlich;470
2011;2. Quartal;Zuzug;Ausland;Ausländer;weiblich;335
2011;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;441
2011;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;399
2011;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;58
2011;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;37
2011;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;435
2011;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;418
2011;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;26
2011;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;17
2011;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;504
2011;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;425
2011;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;59
2011;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;28
2011;2. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;748
2011;2. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;700
2011;2. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;57
2011;2. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;28
2011;2. Quartal;Fortzug;unbekannt;Deutsche;männlich;229
2011;2. Quartal;Fortzug;unbekannt;Deutsche;weiblich;85
2011;2. Quartal;Fortzug;unbekannt;Ausländer;männlich;166
2011;2. Quartal;Fortzug;unbekannt;Ausländer;weiblich;54
2011;2. Quartal;Fortzug;Ausland;Deutsche;männlich;97
2011;2. Quartal;Fortzug;Ausland;Deutsche;weiblich;85
2011;2. Quartal;Fortzug;Ausland;Ausländer;männlich;341
2011;2. Quartal;Fortzug;Ausland;Ausländer;weiblich;203
2011;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;564
2011;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;435
2011;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;110
2011;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;85
2011;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;317
2011;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;346
2011;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;33
2011;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;20
2011;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;283
2011;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;310
2011;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;15
2011;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;19
2011;2. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;600
2011;2. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;680
2011;2. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;28
2011;2. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;24
2011;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;4950
2011;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;4978
2011;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;533
2011;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;445
2011;3. Quartal;Zuzug;unbekannt;Deutsche;männlich;183
2011;3. Quartal;Zuzug;unbekannt;Deutsche;weiblich;68
2011;3. Quartal;Zuzug;unbekannt;Ausländer;männlich;39
