Jahr;Quartal;Einwohnerbewegung;Wanderungsgebiet;Staatsangehörigkeit;Geschlecht;Anzahl Einwohner
2013;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;79
2013;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;341
2013;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;328
2013;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;33
2013;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;22
2013;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;297
2013;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;261
2013;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;33
2013;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;12
2013;1. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;642
2013;1. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;610
2013;1. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;32
2013;1. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;17
2013;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;4536
2013;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;4231
2013;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;524
2013;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;442
2013;2. Quartal;Zuzug;unbekannt;Deutsche;männlich;48
2013;2. Quartal;Zuzug;unbekannt;Deutsche;weiblich;27
2013;2. Quartal;Zuzug;unbekannt;Ausländer;männlich;22
2013;2. Quartal;Zuzug;unbekannt;Ausländer;weiblich;14
2013;2. Quartal;Zuzug;Ausland;Deutsche;männlich;93
2013;2. Quartal;Zuzug;Ausland;Deutsche;weiblich;77
2013;2. Quartal;Zuzug;Ausland;Ausländer;männlich;639
2013;2. Quartal;Zuzug;Ausland;Ausländer;weiblich;470
2013;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;495
2013;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;401
2013;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;62
2013;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;45
2013;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;424
2013;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;346
2013;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;28
2013;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;33
2013;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;489
2013;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;391
2013;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;48
2013;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;44
2013;2. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;649
2013;2. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;585
2013;2. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;35
2013;2. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;26
2013;2. Quartal;Fortzug;unbekannt;Deutsche;männlich;329
2013;2. Quartal;Fortzug;unbekannt;Deutsche;weiblich;148
2013;2. Quartal;Fortzug;unbekannt;Ausländer;männlich;363
2013;2. Quartal;Fortzug;unbekannt;Ausländer;weiblich;171
2013;2. Quartal;Fortzug;Ausland;Deutsche;männlich;84
2013;2. Quartal;Fortzug;Ausland;Deutsche;weiblich;99
2013;2. Quartal;Fortzug;Ausland;Ausländer;männlich;218
2013;2. Quartal;Fortzug;Ausland;Ausländer;weiblich;172
2013;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;407
2013;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;406
2013;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;130
2013;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;70
2013;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;334
2013;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;328
2013;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;38
2013;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;25
2013;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;309
2013;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;255
2013;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;14
2013;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;10
2013;2. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;755
2013;2. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;803
2013;2. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;45
2013;2. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;26
2013;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;4624
2013;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;4498
2013;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;594
2013;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;475
2013;3. Quartal;Zuzug;unbekannt;Deutsche;männlich;167
2013;3. Quartal;Zuzug;unbekannt;Deutsche;weiblich;111
2013;3. Quartal;Zuzug;unbekannt;Ausländer;männlich;10
2013;3. Quartal;Zuzug;unbekannt;Ausländer;weiblich;2
2013;3. Quartal;Zuzug;Ausland;Deutsche;männlich;148
2013;3. Quartal;Zuzug;Ausland;Deutsche;weiblich;123
2013;3. Quartal;Zuzug;Ausland;Ausländer;männlich;913
2013;3. Quartal;Zuzug;Ausland;Ausländer;weiblich;728
2013;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;765
2013;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;774
2013;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;83
2013;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;77
2013;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;587
2013;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;670
2013;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;25
2013;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;38
2013;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;701
2013;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;726
2013;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;110
2013;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;66
2013;3. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;867
2013;3. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;784
2013;3. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;33
2013;3. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;42
2013;3. Quartal;Fortzug;unbekannt;Deutsche;männlich;357
2013;3. Quartal;Fortzug;unbekannt;Deutsche;weiblich;158
2013;3. Quartal;Fortzug;unbekannt;Ausländer;männlich;192
2013;3. Quartal;Fortzug;unbekannt;Ausländer;weiblich;82
2013;3. Quartal;Fortzug;Ausland;Deutsche;männlich;170
2013;3. Quartal;Fortzug;Ausland;Deutsche;weiblich;161
2013;3. Quartal;Fortzug;Ausland;Ausländer;männlich;550
2013;3. Quartal;Fortzug;Ausland;Ausländer;weiblich;515
2013;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;675
2013;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;693
2013;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;132
2013;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;118
2013;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;501
2013;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;508
2013;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;56
2013;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;29
2013;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;489
2013;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;485
2013;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;27
2013;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;20
2013;3. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;842
2013;3. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;882
2013;3. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;34
2013;3. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;32
2013;3. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;5172
2013;3. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;4934
2013;3. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;675
2013;3. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;545
2013;4. Quartal;Zuzug;unbekannt;Deutsche;männlich;158
2013;4. Quartal;Zuzug;unbekannt;Deutsche;weiblich;124
2013;4. Quartal;Zuzug;unbekannt;Ausländer;männlich;11
2013;4. Quartal;Zuzug;unbekannt;Ausländer;weiblich;6
2013;4. Quartal;Zuzug;Ausland;Deutsche;männlich;88
2013;4. Quartal;Zuzug;Ausland;Deutsche;weiblich;59
2013;4. Quartal;Zuzug;Ausland;Ausländer;männlich;819
2013;4. Quartal;Zuzug;Ausland;Ausländer;weiblich;680
2013;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;1023
2013;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;870
2013;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;91
2013;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;76
2013;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;903
2013;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;729
2013;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;40
2013;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;49
2013;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;780
2013;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;621
2013;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;281
2013;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;186
2013;4. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;760
2013;4. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;640
2013;4. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;48
2013;4. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;44
2013;4. Quartal;Fortzug;unbekannt;Deutsche;männlich;548
2013;4. Quartal;Fortzug;unbekannt;Deutsche;weiblich;251
2013;4. Quartal;Fortzug;unbekannt;Ausländer;männlich;206
2013;4. Quartal;Fortzug;unbekannt;Ausländer;weiblich;105
2013;4. Quartal;Fortzug;Ausland;Deutsche;männlich;126
2013;4. Quartal;Fortzug;Ausland;Deutsche;weiblich;98
2013;4. Quartal;Fortzug;Ausland;Ausländer;männlich;332
2013;4. Quartal;Fortzug;Ausland;Ausländer;weiblich;217
2013;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;522
2013;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;502
2013;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;124
2013;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;95
2013;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;447
2013;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;430
2013;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;44
2013;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;48
2013;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;375
2013;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;373
2013;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;19
2013;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;20
2013;4. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;777
2013;4. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;745
2013;4. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;18
2013;4. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;17
2013;4. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;4365
2013;4. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;4266
2013;4. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;822
2013;4. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;609
2014;1. Quartal;Zuzug;unbekannt;Deutsche;männlich;50
2014;1. Quartal;Zuzug;unbekannt;Deutsche;weiblich;30
2014;1. Quartal;Zuzug;unbekannt;Ausländer;männlich;10
2014;1. Quartal;Zuzug;unbekannt;Ausländer;weiblich;4
2014;1. Quartal;Zuzug;Ausland;Deutsche;männlich;85
2014;1. Quartal;Zuzug;Ausland;Deutsche;weiblich;65
2014;1. Quartal;Zuzug;Ausland;Ausländer;männlich;655
2014;1. Quartal;Zuzug;Ausland;Ausländer;weiblich;452
2014;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;455
2014;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;395
2014;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;120
2014;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;54
2014;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;443
2014;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;407
2014;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;38
2014;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;33
2014;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;507
2014;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;406
2014;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;211
2014;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;71
2014;1. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;704
2014;1. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;622
2014;1. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;44
2014;1. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;32
2014;1. Quartal;Fortzug;unbekannt;Deutsche;männlich;316
2014;1. Quartal;Fortzug;unbekannt;Deutsche;weiblich;115
2014;1. Quartal;Fortzug;unbekannt;Ausländer;männlich;157
2014;1. Quartal;Fortzug;unbekannt;Ausländer;weiblich;77
2014;1. Quartal;Fortzug;Ausland;Deutsche;männlich;126
2014;1. Quartal;Fortzug;Ausland;Deutsche;weiblich;112
2014;1. Quartal;Fortzug;Ausland;Ausländer;männlich;406
2014;1. Quartal;Fortzug;Ausland;Ausländer;weiblich;360
2014;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;477
2014;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;402
2014;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;128
2014;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;107
2014;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;390
2014;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;323
2014;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;40
2014;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;31
2014;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;340
2014;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;311
2014;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;23
2014;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;21
2014;1. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;704
2014;1. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;695
2014;1. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;39
2014;1. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;19
2014;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;4576
2014;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;4438
2014;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;687
2014;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;484
2014;2. Quartal;Zuzug;unbekannt;Deutsche;männlich;38
2014;2. Quartal;Zuzug;unbekannt;Deutsche;weiblich;31
2014;2. Quartal;Zuzug;unbekannt;Ausländer;männlich;6
2014;2. Quartal;Zuzug;unbekannt;Ausländer;weiblich;1
2014;2. Quartal;Zuzug;Ausland;Deutsche;männlich;103
2014;2. Quartal;Zuzug;Ausland;Deutsche;weiblich;84
2014;2. Quartal;Zuzug;Ausland;Ausländer;männlich;699
2014;2. Quartal;Zuzug;Ausland;Ausländer;weiblich;534
2014;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;402
2014;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;400
2014;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;109
2014;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;37
2014;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;388
2014;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;325
2014;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;38
2014;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;27
2014;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;402
2014;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;333
2014;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;210
2014;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;69
2014;2. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;627
2014;2. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;552
2014;2. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;38
2014;2. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;31
2014;2. Quartal;Fortzug;unbekannt;Deutsche;männlich;259
2014;2. Quartal;Fortzug;unbekannt;Deutsche;weiblich;77
2014;2. Quartal;Fortzug;unbekannt;Ausländer;männlich;173
2014;2. Quartal;Fortzug;unbekannt;Ausländer;weiblich;33
2014;2. Quartal;Fortzug;Ausland;Deutsche;männlich;101
2014;2. Quartal;Fortzug;Ausland;Deutsche;weiblich;87
2014;2. Quartal;Fortzug;Ausland;Ausländer;männlich;277
2014;2. Quartal;Fortzug;Ausland;Ausländer;weiblich;226
2014;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;520
2014;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;400
2014;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;144
2014;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;106
2014;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;333
2014;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;325
2014;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;38
2014;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;28
2014;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;360
2014;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;280
2014;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;20
2014;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;13
2014;2. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;750
2014;2. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;761
2014;2. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;35
2014;2. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;22
2014;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;4910
2014;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;4731
2014;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;766
2014;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;608
2014;3. Quartal;Zuzug;unbekannt;Deutsche;männlich;206
2014;3. Quartal;Zuzug;unbekannt;Deutsche;weiblich;119
2014;3. Quartal;Zuzug;unbekannt;Ausländer;männlich;51
2014;3. Quartal;Zuzug;unbekannt;Ausländer;weiblich;13
2014;3. Quartal;Zuzug;Ausland;Deutsche;männlich;144
2014;3. Quartal;Zuzug;Ausland;Deutsche;weiblich;105
2014;3. Quartal;Zuzug;Ausland;Ausländer;männlich;947
2014;3. Quartal;Zuzug;Ausland;Ausländer;weiblich;782
2014;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;711
2014;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;732
2014;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;155
2014;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;105
2014;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;654
2014;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;703
2014;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;58
2014;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;68
2014;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;875
2014;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;812
2014;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;347
2014;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;130
2014;3. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;833
2014;3. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;830
2014;3. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;40
2014;3. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;42
2014;3. Quartal;Fortzug;unbekannt;Deutsche;männlich;324
2014;3. Quartal;Fortzug;unbekannt;Deutsche;weiblich;160
2014;3. Quartal;Fortzug;unbekannt;Ausländer;männlich;229
2014;3. Quartal;Fortzug;unbekannt;Ausländer;weiblich;62
2014;3. Quartal;Fortzug;Ausland;Deutsche;männlich;161
2014;3. Quartal;Fortzug;Ausland;Deutsche;weiblich;150
2014;3. Quartal;Fortzug;Ausland;Ausländer;männlich;629
2014;3. Quartal;Fortzug;Ausland;Ausländer;weiblich;580
2014;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;768
2014;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;707
2014;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;191
2014;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;135
2014;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;478
2014;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;496
2014;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;56
2014;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;49
2014;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;605
2014;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;546
2014;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;51
2014;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;41
2014;3. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;879
2014;3. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;960
2014;3. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;31
2014;3. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;27
2014;3. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;5004
2014;3. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;4804
2014;3. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;771
2014;3. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;583
2014;4. Quartal;Zuzug;unbekannt;Deutsche;männlich;207
2014;4. Quartal;Zuzug;unbekannt;Deutsche;weiblich;90
2014;4. Quartal;Zuzug;unbekannt;Ausländer;männlich;67
2014;4. Quartal;Zuzug;unbekannt;Ausländer;weiblich;15
2014;4. Quartal;Zuzug;Ausland;Deutsche;männlich;90
2014;4. Quartal;Zuzug;Ausland;Deutsche;weiblich;67
2014;4. Quartal;Zuzug;Ausland;Ausländer;männlich;852
2014;4. Quartal;Zuzug;Ausland;Ausländer;weiblich;706
2014;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;1030
2014;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;873
2014;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;131
2014;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;96
2014;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;823
2014;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;738
