Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2021;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;0 Kinder;26228;0;19555
2021;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;6851;2455;2455
2021;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;6544;3366;1683
2021;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;2120;1322;412
2021;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;0 Kinder;13551;0;10251
2021;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;2748;1034;1034
2021;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;2689;1430;715
2021;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;3 u.m. Kinder;2071;1348;392
2021;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;0 Kinder;13941;0;8791
2021;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1 Kind;3858;1308;1308
2021;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;2 Kinder;4296;2178;1089
2021;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;3 u.m. Kinder;1362;836;263
