Jahr;WZ-Abschnitt 2008 (1 Buchstabe) zus.;WZ-Abschnitt 2008 (1 Buchstabe);WZ-Abteilung 2008 (2 Ziffern);Anzahl Betriebe
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;10-Herst. von Nahrungs- und Futtermitteln;49
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;11-Getränkeherstellung;7
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;12-TabakVerarb.;1
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;13-Herst. von Textilien;25
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;14-Herst. von Bekleidung;9
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;15-Herst. von Leder, Lederwaren und Schuhen;1
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);26
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;17-Herst. von Papier, Pappe und Waren daraus;11
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";121
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;19-Kokerei und MineralölVerarb.;1
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;20-Herst. von chemischen Erzeugnissen;23
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;21-Herst. von pharmazeutischen Erzeugnissen;8
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;22-Herst. von Gummi- und Kunststoffwaren;42
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;52
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;24-Metallerzeugung und -bearbeitung;12
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;25-Herst. von Metallerzeugnissen;102
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;136
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;27-Herst. von elektrischen Ausrüstungen;58
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;28-Maschinenbau;93
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;29-Herst. von Kraftwagen und Kraftwagenteilen;11
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;30-Sonstiger Fahrzeugbau;13
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;31-Herst. von Möbeln;10
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;32-Herst. von sonstigen Waren;137
2009;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;33-Rep. + Install. v. Maschinen + Ausrüstungen;84
2009;F - Baugewerbe;F - Baugewerbe;41-Hochbau;261
2009;F - Baugewerbe;F - Baugewerbe;42-Tiefbau;24
2009;F - Baugewerbe;F - Baugewerbe;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;873
2009;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";673
2009;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;46-Großhandel (ohne Handel mit Kraftfahrzeugen);2322
2009;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);4837
2009;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;"49-Landverkehr; Transport in Rohrfernleitungen";666
2009;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;50-Schifffahrt;4
2009;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;51-Luftfahrt;9
2009;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;52-Lagerei sowie sonst. DL für den Verkehr;213
2009;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;53-Post-, Kurier- und Expressdienste;240
2009;I - Gastgewerbe;I - Gastgewerbe;55-Beherbergung;300
2009;I - Gastgewerbe;I - Gastgewerbe;56-Gastronomie;1544
2009;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;58-Verlagswesen;154
2009;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";132
2009;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;60-Rundfunkveranstalter;22
2009;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;61-Telekommunikation;70
2009;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;62-Erbr. von DL der Informationstechnologie;1272
2009;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;63-InformationsDL;267
2009;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;64-Erbr. von FinanzDL;199
2009;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;65-Versich.,Rückvers.,Pensionsk.(oh Sozialver.);52
2009;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;1818
2009;L - Grundstücks- u. Wohnungswesen;L - Grundstücks- u. Wohnungswesen;68-Grundstücks- und Wohnungswesen;1522
2009;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;405
2009;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";1350
2009;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";851
2009;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;72-Forschung und Entwicklung;96
2009;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;73-Werbung und Marktforschung;2267
2009;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;74-Sonst. freiber., wiss. + techn. Tätigkeiten;776
2009;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;75-Veterinärwesen;3
2009;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;77-Verm. von beweglichen Sachen;286
2009;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;78-Vermittl. + Überlassung von Arbeitskräften;239
2009;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;79-Reisebüros,-veranstalter,sonst. Reservier.DL;440
2009;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;80-Wach- + Sicherheitsdienste sowie Detekteien;81
2009;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;"81-Gebäudebetreuung;Garten- und Landschaftsbau";1505
2009;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;1978
2009;S - Sonstige DL;S - Sonstige DL;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);7
2009;S - Sonstige DL;S - Sonstige DL;95-Rep. von DVgeräten und Gebrauchsgütern;76
2009;S - Sonstige DL;S - Sonstige DL;96-sonstige überwiegend persönliche DL;2294
2009;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;01-Landwirtschaft,Jagd,damit verb. Tätigkeiten;42
2009;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;02-Forstwirtschaft und Holzeinschlag;8
2009;X - übrige Wirtschaftszweige;B - Bergbau u. Gewinn. v. Steinen u. Erden;08-Gewinn. v. Steinen+Erden, sonstiger Bergbau;9
2009;X - übrige Wirtschaftszweige;D - Energieversorgung;35-Energieversorgung;194
2009;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;36-Wasserversorgung;2
2009;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;37-Abwasserentsorgung;26
2009;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;"38-Abfallsamml.,Behandl.,Beseitig.; Rückgewinn.";74
2009;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;39-Beseit. v. Umweltverschmutz.+sonst. Entsorg.;5
2009;X - übrige Wirtschaftszweige;O - Öff. Verwaltung,Verteidigung - Sozialvers.;"84-Öff. Verw.,Verteidigung;Sozialversicherung";14
2009;X - übrige Wirtschaftszweige;P - Erziehung u. Unterricht;85-Erziehung und Unterricht;367
2009;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;86-Gesundheitswesen;201
2009;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;87-Heime (ohne Erholungs- und Ferienheime);18
2009;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;88-Sozialwesen (ohne Heime);390
2009;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;90-Kreative,künstler.+ unterhaltende Tätigk.;333
2009;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;27
2009;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;92-Spiel-, Wett- und Lotteriewesen;97
2009;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;93-DL des Sports, der Unterhaltung+Erholung;263
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;10-Herst. von Nahrungs- und Futtermitteln;55
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;11-Getränkeherstellung;6
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;12-TabakVerarb.;2
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;13-Herst. von Textilien;40
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;14-Herst. von Bekleidung;11
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;15-Herst. von Leder, Lederwaren und Schuhen;1
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);26
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;17-Herst. von Papier, Pappe und Waren daraus;11
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";128
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;19-Kokerei und MineralölVerarb.;2
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;20-Herst. von chemischen Erzeugnissen;21
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;21-Herst. von pharmazeutischen Erzeugnissen;11
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;22-Herst. von Gummi- und Kunststoffwaren;42
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;50
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;24-Metallerzeugung und -bearbeitung;12
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;25-Herst. von Metallerzeugnissen;104
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;138
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;27-Herst. von elektrischen Ausrüstungen;58
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;28-Maschinenbau;89
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;29-Herst. von Kraftwagen und Kraftwagenteilen;12
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;30-Sonstiger Fahrzeugbau;14
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;31-Herst. von Möbeln;9
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;32-Herst. von sonstigen Waren;158
2010;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;33-Rep. + Install. v. Maschinen + Ausrüstungen;90
2010;F - Baugewerbe;F - Baugewerbe;41-Hochbau;270
2010;F - Baugewerbe;F - Baugewerbe;42-Tiefbau;28
2010;F - Baugewerbe;F - Baugewerbe;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;1055
2010;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";701
2010;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;46-Großhandel (ohne Handel mit Kraftfahrzeugen);2390
2010;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);5082
2010;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;"49-Landverkehr; Transport in Rohrfernleitungen";661
2010;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;50-Schifffahrt;4
2010;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;51-Luftfahrt;9
2010;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;52-Lagerei sowie sonst. DL für den Verkehr;220
2010;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;53-Post-, Kurier- und Expressdienste;225
2010;I - Gastgewerbe;I - Gastgewerbe;55-Beherbergung;310
2010;I - Gastgewerbe;I - Gastgewerbe;56-Gastronomie;1668
2010;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;58-Verlagswesen;145
2010;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";143
2010;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;60-Rundfunkveranstalter;21
2010;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;61-Telekommunikation;69
2010;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;62-Erbr. von DL der Informationstechnologie;1403
2010;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;63-InformationsDL;285
2010;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;64-Erbr. von FinanzDL;228
2010;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;65-Versich.,Rückvers.,Pensionsk.(oh Sozialver.);54
2010;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;1661
2010;L - Grundstücks- u. Wohnungswesen;L - Grundstücks- u. Wohnungswesen;68-Grundstücks- und Wohnungswesen;1591
2010;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;425
2010;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";1461
2010;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";904
2010;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;72-Forschung und Entwicklung;114
2010;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;73-Werbung und Marktforschung;2502
2010;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;74-Sonst. freiber., wiss. + techn. Tätigkeiten;882
2010;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;75-Veterinärwesen;3
2010;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;77-Verm. von beweglichen Sachen;297
2010;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;78-Vermittl. + Überlassung von Arbeitskräften;267
2010;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;79-Reisebüros,-veranstalter,sonst. Reservier.DL;457
2010;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;80-Wach- + Sicherheitsdienste sowie Detekteien;86
2010;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;"81-Gebäudebetreuung;Garten- und Landschaftsbau";1612
2010;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;2207
2010;S - Sonstige DL;S - Sonstige DL;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);8
2010;S - Sonstige DL;S - Sonstige DL;95-Rep. von DVgeräten und Gebrauchsgütern;68
2010;S - Sonstige DL;S - Sonstige DL;96-sonstige überwiegend persönliche DL;2692
2010;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;01-Landwirtschaft,Jagd,damit verb. Tätigkeiten;50
2010;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;02-Forstwirtschaft und Holzeinschlag;13
2010;X - übrige Wirtschaftszweige;B - Bergbau u. Gewinn. v. Steinen u. Erden;08-Gewinn. v. Steinen+Erden, sonstiger Bergbau;9
2010;X - übrige Wirtschaftszweige;D - Energieversorgung;35-Energieversorgung;256
2010;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;36-Wasserversorgung;3
2010;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;37-Abwasserentsorgung;20
2010;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;"38-Abfallsamml.,Behandl.,Beseitig.; Rückgewinn.";80
2010;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;39-Beseit. v. Umweltverschmutz.+sonst. Entsorg.;6
2010;X - übrige Wirtschaftszweige;O - Öff. Verwaltung,Verteidigung - Sozialvers.;"84-Öff. Verw.,Verteidigung;Sozialversicherung";14
2010;X - übrige Wirtschaftszweige;P - Erziehung u. Unterricht;85-Erziehung und Unterricht;426
2010;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;86-Gesundheitswesen;207
2010;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;87-Heime (ohne Erholungs- und Ferienheime);14
2010;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;88-Sozialwesen (ohne Heime);447
2010;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;90-Kreative,künstler.+ unterhaltende Tätigk.;385
2010;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;24
2010;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;92-Spiel-, Wett- und Lotteriewesen;97
2010;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;93-DL des Sports, der Unterhaltung+Erholung;286
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;10-Herst. von Nahrungs- und Futtermitteln;60
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;11-Getränkeherstellung;7
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;12-TabakVerarb.;2
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;13-Herst. von Textilien;42
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;14-Herst. von Bekleidung;11
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;15-Herst. von Leder, Lederwaren und Schuhen;1
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);28
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;17-Herst. von Papier, Pappe und Waren daraus;11
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";132
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;19-Kokerei und MineralölVerarb.;2
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;20-Herst. von chemischen Erzeugnissen;26
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;21-Herst. von pharmazeutischen Erzeugnissen;11
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;22-Herst. von Gummi- und Kunststoffwaren;46
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;52
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;24-Metallerzeugung und -bearbeitung;11
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;25-Herst. von Metallerzeugnissen;103
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;147
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;27-Herst. von elektrischen Ausrüstungen;61
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;28-Maschinenbau;94
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;29-Herst. von Kraftwagen und Kraftwagenteilen;13
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;30-Sonstiger Fahrzeugbau;11
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;31-Herst. von Möbeln;10
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;32-Herst. von sonstigen Waren;182
2011;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;33-Rep. + Install. v. Maschinen + Ausrüstungen;112
2011;F - Baugewerbe;F - Baugewerbe;41-Hochbau;279
2011;F - Baugewerbe;F - Baugewerbe;42-Tiefbau;26
2011;F - Baugewerbe;F - Baugewerbe;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;1246
2011;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";737
2011;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;46-Großhandel (ohne Handel mit Kraftfahrzeugen);2433
2011;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);5180
2011;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;"49-Landverkehr; Transport in Rohrfernleitungen";638
2011;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;50-Schifffahrt;4
2011;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;51-Luftfahrt;10
2011;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;52-Lagerei sowie sonst. DL für den Verkehr;226
2011;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;53-Post-, Kurier- und Expressdienste;232
2011;I - Gastgewerbe;I - Gastgewerbe;55-Beherbergung;323
2011;I - Gastgewerbe;I - Gastgewerbe;56-Gastronomie;1797
2011;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;58-Verlagswesen;142
2011;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";158
2011;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;60-Rundfunkveranstalter;18
2011;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;61-Telekommunikation;75
2011;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;62-Erbr. von DL der Informationstechnologie;1487
2011;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;63-InformationsDL;309
2011;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;64-Erbr. von FinanzDL;249
2011;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;65-Versich.,Rückvers.,Pensionsk.(oh Sozialver.);53
2011;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;1586
2011;L - Grundstücks- u. Wohnungswesen;L - Grundstücks- u. Wohnungswesen;68-Grundstücks- und Wohnungswesen;1614
2011;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;443
2011;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";1507
2011;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";934
2011;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;72-Forschung und Entwicklung;116
2011;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;73-Werbung und Marktforschung;2597
2011;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;74-Sonst. freiber., wiss. + techn. Tätigkeiten;993
2011;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;75-Veterinärwesen;3
2011;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;77-Verm. von beweglichen Sachen;306
2011;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;78-Vermittl. + Überlassung von Arbeitskräften;282
2011;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;79-Reisebüros,-veranstalter,sonst. Reservier.DL;475
2011;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;80-Wach- + Sicherheitsdienste sowie Detekteien;90
2011;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;"81-Gebäudebetreuung;Garten- und Landschaftsbau";1702
2011;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;2379
2011;S - Sonstige DL;S - Sonstige DL;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);11
2011;S - Sonstige DL;S - Sonstige DL;95-Rep. von DVgeräten und Gebrauchsgütern;73
2011;S - Sonstige DL;S - Sonstige DL;96-sonstige überwiegend persönliche DL;3041
2011;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;01-Landwirtschaft,Jagd,damit verb. Tätigkeiten;52
2011;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;02-Forstwirtschaft und Holzeinschlag;12
2011;X - übrige Wirtschaftszweige;B - Bergbau u. Gewinn. v. Steinen u. Erden;08-Gewinn. v. Steinen+Erden, sonstiger Bergbau;8
2011;X - übrige Wirtschaftszweige;D - Energieversorgung;35-Energieversorgung;291
2011;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;36-Wasserversorgung;3
