Jahr;Quartal;Stadtbezirk mit zugeordneten Ortschaften;BedarfsGem. -insgesamt;BedarfsGem. -1 Person-;BedarfsGem. -2 Personen-;BedarfsGem. -3 u.mehr Personen-;Single-BG;Alleinerziehenden-BG;Partner-BG ohne Kinder;Partner-BG mit Kindern;BG mit Zahlungsanspruch Gesamtregelleistung;BG mit Zahlungsanspruch KdU;Personen in BG - insgesamt;Kinder in BG - insgesamt;Leistungsberechtigte (LB) - insgesamt;Nicht Leistungsberechtigte (NLB) - insgesamt;Regelleistungsberechtigte (RLB) - insgesamt;Erwerbsfähige Leistungsberechtigte (ELB) - insgesamt;Erwerbsfähige Leistungsberechtigte (ELB) - Männer;Erwerbsfähige Leistungsberechtigte (ELB) - Frauen;Erwerbsfähige Leistungsberechtigte (ELB) - Deutsche;Erwerbsfähige Leistungsberechtigte (ELB) - Ausländer;Erwerbsfähige Leistungsberechtigte (ELB) - unter 25 Jahre;Erwerbsfähige Leistungsberechtigte (ELB) - 25 bis unter 35 Jahre;Erwerbsfähige Leistungsberechtigte (ELB) - 35 bis unter 45 Jahre;Erwerbsfähige Leistungsberechtigte (ELB) - 45 bis unter 55 Jahre;Erwerbsfähige Leistungsberechtigte (ELB) - über 55 Jahre;Erwerbsfähige Leistungsberechtigte (ELB) - alleinerziehend;Erwerbsfähige Leistungsberechtigte (ELB) - erwerbstätig;"Nichterwerbsfähige Leistungsberechtigte (NEF) - insgesamt ";Sonstige Leistungsberechtigte (SLB) - insgesamt
2018;2. Quartal;StB 8 Plauen;2354;1417;332;605;1417;309;155;445;2350;2307;4598;1511;4476;122;4454;3158;1746;1412;1601;1531;704;962;619;466;407;309;755;1296;22
2018;2. Quartal;StB 9 Cotta/westliche Ortschaften;5184;3278;919;987;3273;904;377;552;5167;5018;8867;2568;8570;297;8473;6339;3409;2930;4939;1382;1099;1756;1325;1005;1154;900;1844;2134;97
2018;2. Quartal;unbekannt;341;331;2;8;331;2;1;6;339;32;364;14;361;3;361;349;264;85;326;23;79;140;86;33;11;2;27;12;0
2018;3. Quartal;StB 0 Altstadt;3274;1996;569;709;1996;414;300;508;3268;3198;5949;1683;5749;200;5740;4265;2291;1974;2427;1825;775;1159;832;735;764;411;1258;1475;9
2018;3. Quartal;StB 1 Neustadt;2384;1611;351;422;1611;411;114;221;2374;2313;3830;1041;3690;140;3665;2790;1535;1255;2148;631;422;842;703;456;367;401;969;875;25
2018;3. Quartal;StB 2 Pieschen;2650;1569;549;532;1569;611;169;264;2642;2578;4591;1417;4400;191;4384;3189;1533;1656;2790;399;427;856;768;544;594;596;1133;1195;16
2018;3. Quartal;StB 3 Klotzsche/nördliche Ortschaften;540;356;91;93;356;101;31;43;540;508;873;242;824;49;823;638;347;291;595;43;81;144;154;110;149;100;202;185;1
2018;3. Quartal;StB 4 Loschwitz/OS Schönfeld-Weißig;480;319;81;80;319;76;36;45;478;453;792;218;760;32;757;578;311;267;512;66;66;123;151;121;117;75;209;179;3
2018;3. Quartal;StB 5 Blasewitz;2506;1527;523;456;1527;485;188;267;2500;2428;4210;1168;4034;176;4022;3076;1488;1588;2522;552;450;754;657;589;626;481;1040;946;12
2018;3. Quartal;StB 6 Leuben;1430;848;325;257;848;336;103;130;1428;1388;2430;728;2301;129;2297;1711;791;920;1551;160;249;413;339;327;383;336;530;586;4
2018;3. Quartal;StB 7 Prohlis;3869;2450;597;822;2449;619;261;479;3855;3772;6837;2070;6564;273;6554;4825;2664;2161;3467;1336;859;1269;1013;829;855;615;1256;1729;10
2018;3. Quartal;StB 8 Plauen;2317;1388;330;599;1388;311;155;434;2313;2264;4556;1519;4429;127;4423;3118;1719;1399;1523;1568;696;933;619;462;408;310;770;1305;6
2018;3. Quartal;StB 9 Cotta/westliche Ortschaften;4961;3141;865;955;3141;871;356;530;4952;4839;8486;2467;8169;317;8153;6062;3236;2826;4685;1359;1051;1638;1272;947;1154;867;1763;2091;16
2018;3. Quartal;unbekannt;361;347;4;10;347;6;1;6;356;45;389;19;387;2;387;369;280;89;338;30;83;144;91;39;12;6;39;18;0
2018;4. Quartal;StB 0 Altstadt;3208;1948;548;712;1947;408;290;510;3201;3131;5875;1695;5677;198;5657;4170;2233;1937;2356;1803;740;1147;824;695;764;401;1259;1487;20
2018;4. Quartal;StB 1 Neustadt;2267;1527;337;403;1527;406;107;201;2255;2196;3645;1003;3510;135;3473;2641;1439;1202;2027;603;396;791;668;431;355;395;912;832;37
2018;4. Quartal;StB 2 Pieschen;2578;1515;537;526;1512;600;168;266;2563;2500;4493;1409;4317;176;4277;3095;1494;1601;2713;382;403;843;738;526;585;586;1105;1182;40
2018;4. Quartal;StB 3 Klotzsche/nördliche Ortschaften;528;353;89;86;353;98;28;41;526;497;848;234;817;31;810;619;339;280;573;46;74;141;152;109;143;96;187;191;7
2018;4. Quartal;StB 4 Loschwitz/OS Schönfeld-Weißig;457;308;71;78;308;70;36;40;455;432;740;194;712;28;707;543;290;253;493;50;50;106;147;120;120;69;196;164;5
2018;4. Quartal;StB 5 Blasewitz;2424;1479;505;440;1479;472;183;256;2421;2366;4071;1135;3920;151;3899;2963;1428;1535;2431;527;404;732;641;570;616;469;1005;936;21
2018;4. Quartal;StB 6 Leuben;1401;833;312;256;833;330;97;128;1399;1375;2394;728;2271;123;2262;1677;775;902;1510;167;233;402;341;317;384;330;515;585;9
2018;4. Quartal;StB 7 Prohlis;3765;2417;571;777;2414;600;246;450;3747;3688;6599;2000;6362;237;6331;4678;2595;2083;3333;1324;825;1200;996;800;857;593;1224;1653;31
2018;4. Quartal;StB 8 Plauen;2307;1364;336;607;1363;314;152;445;2301;2247;4597;1563;4473;124;4457;3112;1695;1417;1447;1635;704;932;624;447;405;311;744;1345;16
2018;4. Quartal;StB 9 Cotta/westliche Ortschaften;4829;3062;848;919;3058;851;336;523;4815;4693;8259;2425;7985;274;7939;5892;3148;2744;4546;1329;997;1588;1261;911;1135;846;1725;2047;46
2018;4. Quartal;unbekannt;348;333;5;10;333;8;2;4;345;47;376;20;372;4;371;354;255;99;328;25;80;133;90;39;12;8;39;17;1
2019;1. Quartal;StB 0 Altstadt;3197;1956;531;710;1956;402;296;499;3186;3121;5830;1676;5610;220;5589;4143;2214;1929;2308;1824;724;1137;822;701;759;395;1176;1446;21
2019;1. Quartal;StB 1 Neustadt;2223;1489;334;400;1489;400;105;202;2215;2168;3596;995;3457;139;3434;2596;1428;1168;1964;622;396;760;653;418;369;387;856;838;23
2019;1. Quartal;StB 2 Pieschen;2538;1505;526;507;1505;578;171;256;2529;2467;4394;1347;4221;173;4204;3059;1488;1571;2675;383;397;803;757;521;581;567;1026;1145;17
2019;1. Quartal;StB 3 Klotzsche/nördliche Ortschaften;534;359;90;85;359;96;31;40;532;502;858;235;819;39;817;624;360;264;575;49;76;137;157;113;141;94;181;193;2
2019;1. Quartal;StB 4 Loschwitz/OS Schönfeld-Weißig;463;307;75;81;307;76;34;42;461;431;752;202;715;37;712;547;288;259;485;60;52;114;144;119;118;75;183;165;3
2019;1. Quartal;StB 5 Blasewitz;2424;1477;504;443;1477;469;181;257;2421;2357;4070;1122;3911;159;3902;2975;1439;1536;2437;533;433;719;643;556;624;467;952;927;9
2019;1. Quartal;StB 6 Leuben;1412;843;307;262;843;325;96;132;1408;1384;2416;737;2286;130;2279;1690;775;915;1526;164;222;435;345;307;381;325;475;589;7
2019;1. Quartal;StB 7 Prohlis;3751;2426;550;775;2426;592;234;452;3740;3671;6586;1994;6350;236;6340;4663;2612;2051;3296;1344;814;1182;1029;784;854;587;1156;1677;10
2019;1. Quartal;StB 8 Plauen;2315;1344;339;632;1344;317;150;467;2312;2260;4685;1606;4547;138;4543;3157;1711;1446;1457;1671;702;944;662;440;409;315;749;1386;4
2019;1. Quartal;StB 9 Cotta/westliche Ortschaften;4818;3039;863;916;3039;850;340;530;4808;4688;8278;2443;7978;300;7965;5885;3145;2740;4504;1365;1008;1558;1290;902;1127;846;1640;2080;13
2019;1. Quartal;unbekannt;356;338;8;10;338;11;1;4;354;38;390;26;383;7;383;366;261;105;324;41;90;127;87;46;16;11;31;17;0
2019;2. Quartal;StB 0 Altstadt;3107;1891;521;695;1890;400;291;480;3101;3046;5709;1659;5516;193;5500;4063;2157;1906;2238;1808;711;1097;817;678;760;394;1177;1437;16
2019;2. Quartal;StB 1 Neustadt;2141;1434;316;391;1434;398;95;188;2134;2078;3476;975;3348;128;3313;2511;1374;1137;1911;593;407;708;639;396;361;384;806;802;35
2019;2. Quartal;StB 2 Pieschen;2485;1461;529;495;1458;574;167;247;2463;2406;4313;1335;4147;166;4096;2977;1453;1524;2595;382;388;787;733;497;572;563;990;1119;51
2019;2. Quartal;StB 3 Klotzsche/nördliche Ortschaften;531;361;90;80;361;95;32;37;530;491;836;220;806;30;803;620;356;264;573;47;70;136;159;104;151;94;182;183;3
2019;2. Quartal;StB 4 Loschwitz/OS Schönfeld-Weißig;435;289;74;72;289;74;32;35;433;410;693;178;663;30;658;511;270;241;450;59;45;112;122;118;114;73;169;147;5
2019;2. Quartal;StB 5 Blasewitz;2367;1450;484;433;1449;455;177;246;2359;2308;3970;1095;3833;137;3807;2900;1391;1509;2361;534;419;690;630;537;624;453;927;907;26
2019;2. Quartal;StB 6 Leuben;1387;819;316;252;819;324;96;128;1384;1358;2379;727;2285;94;2273;1674;775;899;1509;165;226;427;344;309;368;324;485;599;12
2019;2. Quartal;StB 7 Prohlis;3720;2391;543;786;2387;592;223;459;3704;3618;6581;2027;6346;235;6316;4634;2570;2064;3264;1347;811;1201;1007;753;862;586;1133;1682;30
2019;2. Quartal;StB 8 Plauen;2243;1306;318;619;1305;310;139;451;2240;2195;4563;1584;4438;125;4419;3063;1676;1387;1401;1633;680;910;648;423;402;307;733;1356;19
2019;2. Quartal;StB 9 Cotta/westliche Ortschaften;4710;2958;822;930;2953;844;323;529;4695;4587;8176;2460;7925;251;7876;5774;3066;2708;4413;1345;999;1472;1276;895;1132;843;1655;2102;49
2019;2. Quartal;unbekannt;335;317;9;9;317;10;2;5;332;43;367;24;364;3;363;344;252;92;299;45;87;119;78;48;12;10;37;19;1
2019;3. Quartal;StB 0 Altstadt;3031;1837;499;695;1835;389;284;478;3024;2952;5609;1664;5445;164;5412;3967;2107;1860;2170;1779;705;1040;809;663;750;383;1173;1445;33
2019;3. Quartal;StB 1 Neustadt;2090;1407;306;377;1406;387;88;183;2080;2024;3377;948;3262;115;3220;2446;1349;1097;1843;595;390;696;604;403;353;380;781;774;42
2019;3. Quartal;StB 2 Pieschen;2422;1439;502;481;1434;559;158;233;2403;2346;4183;1294;4036;147;3968;2892;1412;1480;2529;363;381;748;719;471;573;551;965;1076;68
2019;3. Quartal;StB 3 Klotzsche/nördliche Ortschaften;524;368;85;71;367;86;30;35;521;486;800;200;769;31;765;603;348;255;557;46;67;137;145;104;150;86;175;162;4
2019;3. Quartal;StB 4 Loschwitz/OS Schönfeld-Weißig;423;288;68;67;288;70;29;32;421;397;667;172;642;25;630;490;258;232;444;46;44;105;122;106;113;68;159;140;12
2019;3. Quartal;StB 5 Blasewitz;2282;1419;465;398;1416;445;168;212;2274;2224;3779;1039;3649;130;3603;2744;1315;1429;2235;505;373;638;618;506;609;441;888;859;46
2019;3. Quartal;StB 6 Leuben;1356;800;308;248;799;318;92;126;1353;1321;2344;730;2228;116;2205;1636;764;872;1456;177;233;407;330;300;366;317;472;569;23
2019;3. Quartal;StB 7 Prohlis;3589;2272;543;774;2268;591;221;451;3575;3504;6425;2010;6207;218;6155;4480;2443;2037;3172;1287;804;1117;987;722;850;587;1177;1675;52
2019;3. Quartal;StB 8 Plauen;2224;1283;312;629;1281;313;143;454;2216;2162;4577;1617;4465;112;4439;3056;1650;1406;1363;1660;687;869;673;418;409;311;728;1383;26
2019;3. Quartal;StB 9 Cotta/westliche Ortschaften;4520;2812;806;902;2807;834;308;510;4501;4382;7875;2392;7621;254;7531;5553;2928;2625;4252;1288;936;1391;1242;876;1108;834;1648;1978;90
2019;3. Quartal;unbekannt;311;291;10;10;291;11;3;4;309;33;346;24;343;3;343;323;239;84;283;40;76;112;74;48;13;11;25;20;0
2019;4. Quartal;StB 0 Altstadt;2930;1774;478;678;1770;389;266;463;2922;2857;5447;1645;5287;160;5262;3831;2027;1804;2084;1728;678;1004;796;629;724;382;1148;1431;25
2019;4. Quartal;StB 1 Neustadt;1996;1321;313;362;1321;387;91;171;1993;1945;3249;922;3139;110;3108;2348;1290;1058;1767;575;348;642;624;393;341;380;769;760;31
2019;4. Quartal;StB 2 Pieschen;2284;1363;471;450;1358;528;145;221;2276;2221;3932;1211;3784;148;3749;2733;1333;1400;2379;354;357;684;698;436;558;521;927;1016;35
2019;4. Quartal;StB 3 Klotzsche/nördliche Ortschaften;510;363;75;72;363;83;25;35;508;466;780;201;749;31;741;587;346;241;541;46;70;127;151;92;147;83;170;154;8
2019;4. Quartal;StB 4 Loschwitz/OS Schönfeld-Weißig;414;299;67;48;299;63;23;25;411;385;606;140;581;25;572;456;240;216;409;47;37;103;105;99;112;61;151;116;9
2019;4. Quartal;StB 5 Blasewitz;2189;1362;450;377;1362;439;161;197;2187;2141;3606;990;3471;135;3441;2632;1278;1354;2131;497;340;621;598;476;597;434;870;809;30
2019;4. Quartal;StB 6 Leuben;1294;761;289;244;760;308;90;120;1292;1264;2250;707;2136;114;2116;1573;739;834;1383;189;233;373;326;292;349;306;474;543;20
2019;4. Quartal;StB 7 Prohlis;3480;2201;520;759;2201;583;208;445;3473;3379;6263;1987;6036;227;5991;4342;2356;1986;3041;1278;769;1078;974;702;819;576;1170;1649;45
2019;4. Quartal;StB 8 Plauen;2181;1254;302;625;1253;316;134;442;2177;2124;4512;1620;4399;113;4377;2982;1608;1374;1298;1649;656;844;669;414;399;312;732;1395;22
2019;4. Quartal;StB 9 Cotta/westliche Ortschaften;4304;2658;768;878;2653;810;297;488;4296;4183;7572;2334;7313;259;7258;5296;2780;2516;4028;1251;887;1310;1199;833;1067;810;1572;1962;55
2019;4. Quartal;unbekannt;301;282;10;9;282;8;4;6;301;37;338;25;330;8;330;312;234;78;283;28;70;108;77;40;17;8;30;18;0
2020;1. Quartal;StB 0 Altstadt;3002;1817;489;696;1814;392;278;480;2997;2924;5587;1666;5391;196;5363;3940;2098;1842;2103;1818;735;1003;829;626;747;385;1145;1423;28
2020;1. Quartal;StB 1 Neustadt;2111;1434;315;362;1432;386;89;173;2102;2043;3368;925;3267;101;3224;2459;1368;1091;1851;602;375;670;651;408;355;373;837;765;43
2020;1. Quartal;StB 2 Pieschen;2348;1418;483;447;1414;532;145;222;2337;2274;4014;1227;3857;157;3804;2794;1360;1434;2419;375;351;693;735;443;572;527;960;1010;53
2020;1. Quartal;StB 3 Klotzsche/nördliche Ortschaften;497;352;68;77;352;76;28;36;497;462;775;201;744;31;737;586;336;250;546;40;68;126;149;99;144;76;161;151;7
2020;1. Quartal;StB 4 Loschwitz/OS Schönfeld-Weißig;418;301;67;50;301;67;22;25;417;390;616;143;587;29;581;465;249;216;415;50;44;98;109;103;111;65;144;116;6
2020;1. Quartal;StB 5 Blasewitz;2222;1395;456;371;1393;419;174;201;2217;2157;3629;962;3501;128;3468;2677;1311;1366;2158;516;346;615;617;491;608;414;865;791;33
2020;1. Quartal;StB 6 Leuben;1349;789;302;258;788;324;89;131;1347;1319;2357;747;2244;113;2223;1645;761;884;1441;203;258;390;348;308;341;322;483;578;21
2020;1. Quartal;StB 7 Prohlis;3493;2215;510;768;2212;574;203;454;3485;3406;6293;1999;6062;231;6007;4365;2393;1972;3034;1307;748;1110;973;711;823;567;1093;1642;55
2020;1. Quartal;StB 8 Plauen;2198;1267;304;627;1266;318;137;446;2195;2149;4534;1614;4419;115;4395;3020;1633;1387;1297;1691;659;861;679;420;401;317;707;1375;24
2020;1. Quartal;StB 9 Cotta/westliche Ortschaften;4317;2666;766;885;2664;813;296;490;4311;4206;7622;2366;7337;285;7264;5320;2774;2546;4008;1293;888;1307;1212;856;1057;812;1536;1944;73
2020;1. Quartal;unbekannt;312;295;9;8;295;8;1;7;311;39;346;24;342;4;341;323;232;91;288;35;74;112;77;43;17;8;28;18;1
2020;2. Quartal;StB 0 Altstadt;3248;1996;526;726;1995;398;302;512;3240;3163;5951;1716;5757;194;5729;4248;2278;1970;2284;1943;784;1106;906;675;777;392;1119;1481;28
2020;2. Quartal;StB 1 Neustadt;2437;1694;344;399;1692;411;106;196;2430;2359;3820;1005;3710;110;3673;2846;1588;1258;2202;635;416;839;758;452;381;400;857;827;37
2020;2. Quartal;StB 2 Pieschen;2522;1557;499;466;1554;538;156;239;2512;2445;4241;1246;4089;152;4044;3012;1473;1539;2626;386;387;740;825;473;587;533;914;1032;45
2020;2. Quartal;StB 3 Klotzsche/nördliche Ortschaften;539;381;78;80;381;84;31;38;538;497;831;209;798;33;790;634;359;275;589;45;76;124;165;119;150;84;167;156;8
2020;2. Quartal;StB 4 Loschwitz/OS Schönfeld-Weißig;491;352;83;56;352;71;36;31;490;452;722;159;690;32;685;553;290;263;495;57;47;124;135;116;131;69;169;132;5
2020;2. Quartal;StB 5 Blasewitz;2449;1569;484;396;1569;435;192;218;2444;2370;3951;1008;3813;138;3780;2950;1439;1511;2429;517;403;647;700;547;653;427;833;830;33
2020;2. Quartal;StB 6 Leuben;1424;836;319;269;836;349;88;131;1423;1394;2468;777;2342;126;2325;1730;795;935;1531;198;277;404;367;319;363;347;453;595;17
2020;2. Quartal;StB 7 Prohlis;3631;2327;523;781;2325;567;210;470;3624;3529;6484;2013;6232;252;6174;4536;2484;2052;3156;1356;774;1144;1017;749;852;560;1025;1638;58
2020;2. Quartal;StB 8 Plauen;2338;1375;305;658;1375;322;142;468;2336;2265;4773;1677;4642;131;4618;3202;1757;1445;1412;1757;689;918;724;456;415;320;668;1416;24
2020;2. Quartal;StB 9 Cotta/westliche Ortschaften;4618;2884;816;918;2883;838;327;514;4611;4481;8038;2411;7735;303;7650;5687;2963;2724;4318;1350;947;1416;1324;896;1104;836;1469;1963;85
2020;2. Quartal;unbekannt;299;282;6;11;282;9;3;5;299;34;334;26;330;4;330;310;231;79;273;37;77;98;77;43;15;9;18;20;0
2020;3. Quartal;StB 0 Altstadt;3137;1913;498;726;1913;396;279;509;3133;3061;5825;1720;5637;188;5605;4134;2201;1933;2170;1940;793;1036;888;647;770;391;1127;1471;32
2020;3. Quartal;StB 1 Neustadt;2333;1608;334;391;1607;401;95;199;2327;2264;3691;991;3607;84;3574;2739;1529;1210;2113;618;394;805;746;427;367;392;831;835;33
2020;3. Quartal;StB 2 Pieschen;2403;1493;482;428;1491;512;148;217;2395;2327;4013;1168;3881;132;3825;2859;1439;1420;2489;369;396;663;787;444;569;507;878;966;56
2020;3. Quartal;StB 3 Klotzsche/nördliche Ortschaften;513;361;75;77;361;84;31;36;510;467;791;200;766;25;751;602;346;256;566;36;73;117;152;113;147;84;163;149;15
2020;3. Quartal;StB 4 Loschwitz/OS Schönfeld-Weißig;467;334;76;57;334;65;33;32;466;428;695;158;667;28;661;529;278;251;477;51;41;122;127;112;127;64;153;132;6
2020;3. Quartal;StB 5 Blasewitz;2292;1476;433;383;1476;401;172;212;2290;2221;3724;963;3588;136;3563;2764;1356;1408;2254;505;385;608;639;502;630;393;798;799;25
2020;3. Quartal;StB 6 Leuben;1414;830;312;272;827;333;81;147;1409;1376;2480;791;2354;126;2328;1723;808;915;1524;198;276;408;382;305;352;332;468;605;26
2020;3. Quartal;StB 7 Prohlis;3519;2285;492;742;2281;548;198;437;3508;3407;6235;1919;6021;214;5963;4383;2397;1986;3024;1335;764;1085;972;724;838;544;1000;1580;58
2020;3. Quartal;StB 8 Plauen;2261;1321;294;646;1319;313;129;463;2258;2183;4652;1650;4525;127;4493;3102;1699;1403;1347;1722;669;864;715;440;414;311;662;1391;32
2020;3. Quartal;StB 9 Cotta/westliche Ortschaften;4402;2760;770;872;2756;792;312;491;4393;4259;7644;2294;7363;281;7302;5408;2798;2610;4063;1325;928;1320;1243;862;1055;790;1444;1894;61
2020;3. Quartal;unbekannt;300;283;5;12;283;11;2;4;300;42;339;32;338;1;337;309;235;74;269;39;68;101;79;45;16;11;24;28;1
2020;4. Quartal;StB 0 Altstadt;3117;1897;508;712;1894;404;273;504;3110;3032;5778;1736;5579;199;5541;4071;2149;1922;2112;1934;761;992;905;649;764;399;1107;1470;38
2020;4. Quartal;StB 1 Neustadt;2238;1537;332;369;1537;388;92;191;2237;2164;3545;951;3442;103;3415;2624;1467;1157;2005;610;373;766;709;412;364;380;775;791;27
2020;4. Quartal;StB 2 Pieschen;2338;1486;446;406;1486;488;140;198;2329;2249;3858;1119;3717;141;3666;2760;1381;1379;2391;369;370;621;777;437;555;487;829;906;51
2020;4. Quartal;StB 3 Klotzsche/nördliche Ortschaften;496;352;70;74;352;79;25;33;493;457;758;190;727;31;714;569;333;236;531;38;69;106;150;104;140;78;145;145;13
2020;4. Quartal;StB 4 Loschwitz/OS Schönfeld-Weißig;442;328;67;47;328;59;26;26;439;407;635;134;603;32;595;489;258;231;453;36;38;96;120;112;123;58;142;106;8
2020;4. Quartal;StB 5 Blasewitz;2247;1448;431;368;1447;398;164;204;2243;2178;3638;946;3502;136;3475;2699;1323;1376;2194;503;371;582;641;471;634;392;756;776;27
2020;4. Quartal;StB 6 Leuben;1382;811;304;267;811;322;85;140;1381;1351;2428;764;2314;114;2295;1688;799;889;1493;194;262;394;379;303;350;320;456;607;19
2020;4. Quartal;StB 7 Prohlis;3443;2221;483;739;2217;545;196;437;3434;3309;6174;1952;5920;254;5872;4296;2344;1952;2984;1289;741;1054;975;718;808;541;993;1576;48
2020;4. Quartal;StB 8 Plauen;2159;1240;287;632;1239;307;127;452;2155;2095;4522;1619;4408;114;4377;3009;1640;1369;1309;1666;638;826;698;424;423;304;670;1368;31
2020;4. Quartal;StB 9 Cotta/westliche Ortschaften;4267;2643;756;868;2638;775;311;489;4259;4123;7487;2272;7192;295;7141;5278;2716;2562;3942;1314;897;1267;1233;826;1055;774;1437;1863;51
2020;4. Quartal;unbekannt;318;298;7;13;298;9;4;6;318;49;362;32;359;3;359;330;245;85;292;37;78;106;86;39;21;9;24;29;0
2021;1. Quartal;StB 0 Altstadt;3230;1973;512;745;1973;415;273;529;3226;3146;5981;1775;5764;217;5750;4251;2269;1982;2168;2059;799;1069;949;670;764;407;1019;1499;14
2021;1. Quartal;StB 1 Neustadt;2418;1675;357;386;1675;397;114;203;2416;2341;3790;974;3681;109;3668;2854;1605;1249;2202;642;404;810;788;460;392;389;782;814;13
2021;1. Quartal;StB 2 Pieschen;2453;1565;470;418;1565;500;155;201;2445;2357;4012;1127;3834;178;3814;2915;1447;1468;2537;378;415;654;811;452;583;495;803;899;20
2021;1. Quartal;StB 3 Klotzsche/nördliche Ortschaften;509;362;76;71;362;80;30;30;507;470;759;175;725;34;721;586;343;243;547;39;63;108;149;112;154;79;135;135;4
2021;1. Quartal;StB 4 Loschwitz/OS Schönfeld-Weißig;473;341;82;50;341;63;31;33;471;441;685;140;648;37;644;538;288;250;497;41;45;102;128;121;142;62;150;106;4
2021;1. Quartal;StB 5 Blasewitz;2327;1497;456;374;1497;404;177;211;2322;2254;3767;970;3609;158;3593;2800;1392;1408;2272;524;389;595;668;485;663;399;725;793;16
2021;1. Quartal;StB 6 Leuben;1419;837;313;269;837;328;89;142;1418;1374;2481;772;2362;119;2357;1744;839;905;1536;207;278;412;385;300;369;327;421;613;5
2021;1. Quartal;StB 7 Prohlis;3547;2290;499;758;2290;556;211;441;3543;3408;6335;1972;6057;278;6035;4443;2429;2014;3066;1354;761;1095;1012;741;834;553;911;1592;22
2021;1. Quartal;StB 8 Plauen;2241;1297;295;649;1297;306;138;464;2238;2166;4647;1646;4487;160;4473;3114;1684;1430;1383;1695;640;869;719;444;442;302;625;1359;14
2021;1. Quartal;StB 9 Cotta/westliche Ortschaften;4400;2753;780;867;2753;779;330;498;4399;4250;7647;2275;7300;347;7285;5454;2824;2630;4054;1378;924;1320;1273;863;1074;778;1288;1831;15
2021;1. Quartal;unbekannt;298;277;6;15;277;13;2;5;298;54;348;41;345;3;345;311;231;80;267;44;77;96;88;31;19;13;22;34;0
2021;2. Quartal;StB 0 Altstadt;3170;1937;496;737;1937;411;257;524;3168;3076;5904;1776;5681;223;5665;4163;2202;1961;2108;2055;761;1057;929;649;767;399;1007;1502;16
2021;2. Quartal;StB 1 Neustadt;2304;1590;351;363;1590;382;120;180;2301;2232;3618;934;3478;140;3454;2709;1517;1192;2085;624;382;732;750;450;395;374;756;745;24
2021;2. Quartal;StB 2 Pieschen;2392;1542;466;384;1542;487;148;184;2383;2294;3866;1068;3702;164;3682;2835;1424;1411;2464;371;405;626;776;453;575;485;783;847;20
2021;2. Quartal;StB 3 Klotzsche/nördliche Ortschaften;484;345;73;66;345;76;29;29;481;445;725;169;689;36;682;559;330;229;519;40;60;96;144;106;153;75;140;123;7
2021;2. Quartal;StB 4 Loschwitz/OS Schönfeld-Weißig;442;328;65;49;328;57;25;29;440;416;631;128;602;29;595;496;267;229;463;33;40;86;114;116;140;57;135;99;7
2021;2. Quartal;StB 5 Blasewitz;2250;1452;430;368;1452;388;173;199;2249;2186;3646;935;3489;157;3476;2719;1341;1378;2200;519;381;565;636;477;660;382;701;757;13
2021;2. Quartal;StB 6 Leuben;1407;825;317;265;825;332;91;137;1406;1373;2467;773;2348;119;2337;1731;827;904;1514;217;278;394;385;310;364;331;424;606;11
2021;2. Quartal;StB 7 Prohlis;3508;2244;500;764;2244;566;205;445;3504;3370;6315;1988;6013;302;5983;4423;2424;1999;3039;1384;759;1080;1010;731;843;562;929;1560;30
2021;2. Quartal;StB 8 Plauen;2141;1225;275;641;1225;296;134;454;2138;2076;4514;1616;4380;134;4358;3009;1625;1384;1324;1685;625;811;702;423;448;293;591;1349;22
2021;2. Quartal;StB 9 Cotta/westliche Ortschaften;4244;2654;734;856;2654;753;303;490;4239;4072;7439;2247;7101;338;7065;5289;2737;2552;3930;1359;905;1240;1263;836;1045;750;1250;1776;36
2021;2. Quartal;unbekannt;327;303;12;12;303;16;3;5;327;59;371;34;365;6;365;337;252;85;297;40;77;117;84;39;20;16;20;28;0
2021;3. Quartal;StB 0 Altstadt;2991;1804;480;707;1804;409;245;490;2989;2873;5618;1706;5397;221;5369;3947;2071;1876;2023;1924;752;961;859;626;749;397;1026;1422;28
2021;3. Quartal;StB 1 Neustadt;2146;1487;332;327;1487;364;112;154;2144;2078;3352;861;3246;106;3224;2510;1391;1119;1929;581;367;667;677;416;383;356;743;714;22
2021;3. Quartal;StB 2 Pieschen;2302;1472;450;380;1472;480;143;181;2298;2229;3758;1061;3599;159;3578;2733;1375;1358;2374;359;368;609;760;436;560;477;784;845;21
2021;3. Quartal;StB 3 Klotzsche/nördliche Ortschaften;454;324;67;63;324;67;29;28;452;421;683;157;648;35;640;529;306;223;491;38;64;91;133;93;148;67;140;111;8
2021;3. Quartal;StB 4 Loschwitz/OS Schönfeld-Weißig;398;294;60;44;294;50;25;27;397;369;578;123;555;23;551;450;252;198;416;34;34;73;115;99;129;50;134;101;4
2021;3. Quartal;StB 5 Blasewitz;2150;1382;411;357;1382;373;162;197;2149;2081;3502;905;3356;146;3331;2601;1266;1335;2083;518;382;517;613;456;633;366;711;730;25
2021;3. Quartal;StB 6 Leuben;1366;811;299;256;811;321;83;131;1365;1332;2390;756;2283;107;2269;1673;797;876;1465;208;264;392;367;298;352;320;450;596;14
2021;3. Quartal;StB 7 Prohlis;3368;2130;493;745;2130;579;194;422;3362;3239;6093;1954;5795;298;5748;4226;2269;1957;2917;1309;710;1019;972;718;807;572;932;1522;47
