Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Baujahrgr-18-45-69-90-;Gebäudeart;Anzahl Wohnungen;Anzahl leerstehende Wohnungen
2013;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;ab 1991;Eigenheim;22;1
2013;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;ab 1991;Mehrfamilienhaus;693;55
2013;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;" bis 1918";Eigenheim;8;2
2013;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;" bis 1918";Mehrfamilienhaus;4225;350
2013;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1919 - 1945;Eigenheim;4;0
2013;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1919 - 1945;Mehrfamilienhaus;1045;58
2013;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1946 - 1969;Eigenheim;5;1
2013;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1946 - 1969;Mehrfamilienhaus;83;5
2013;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1970 - 1990;Eigenheim;2;0
2013;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1970 - 1990;Mehrfamilienhaus;26;4
2013;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;ab 1991;Eigenheim;3;0
2013;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;ab 1991;Mehrfamilienhaus;978;51
2013;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;" bis 1918";Eigenheim;265;23
2013;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;" bis 1918";Mehrfamilienhaus;1410;349
2013;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1919 - 1945;Eigenheim;741;19
2013;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1919 - 1945;Mehrfamilienhaus;1824;267
2013;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1946 - 1969;Eigenheim;48;1
2013;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1946 - 1969;Mehrfamilienhaus;61;5
2013;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1970 - 1990;Eigenheim;92;1
2013;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1970 - 1990;Mehrfamilienhaus;6;3
2013;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;ab 1991;Eigenheim;443;3
2013;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;ab 1991;Mehrfamilienhaus;293;20
2013;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;" bis 1918";Eigenheim;25;0
2013;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;" bis 1918";Mehrfamilienhaus;43;9
2013;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1919 - 1945;Eigenheim;211;6
2013;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1919 - 1945;Mehrfamilienhaus;22;1
2013;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1946 - 1969;Eigenheim;2;0
2013;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1970 - 1990;Eigenheim;1;0
2013;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1970 - 1990;Mehrfamilienhaus;4786;260
2013;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;ab 1991;Eigenheim;15;0
2013;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;ab 1991;Mehrfamilienhaus;69;2
2013;96 Gorbitz-Ost;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;" bis 1918";Eigenheim;4;2
2013;96 Gorbitz-Ost;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;" bis 1918";Mehrfamilienhaus;4;1
2013;96 Gorbitz-Ost;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1970 - 1990;Mehrfamilienhaus;3764;303
2013;96 Gorbitz-Ost;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;ab 1991;Eigenheim;10;0
2013;96 Gorbitz-Ost;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;ab 1991;Mehrfamilienhaus;1;0
2013;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;" bis 1918";Eigenheim;8;2
2013;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1919 - 1945;Eigenheim;2;0
2013;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1970 - 1990;Eigenheim;1;0
2013;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1970 - 1990;Mehrfamilienhaus;3878;235
2013;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;ab 1991;Eigenheim;5;0
2013;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;ab 1991;Mehrfamilienhaus;1;1
2013;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;" bis 1918";Eigenheim;469;30
2013;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;" bis 1918";Mehrfamilienhaus;1819;397
2013;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1919 - 1945;Eigenheim;804;23
2013;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1919 - 1945;Mehrfamilienhaus;1273;159
2013;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1946 - 1969;Eigenheim;38;0
2013;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1946 - 1969;Mehrfamilienhaus;56;4
2013;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1970 - 1990;Eigenheim;88;1
2013;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1970 - 1990;Mehrfamilienhaus;41;4
2013;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;ab 1991;Eigenheim;408;9
2013;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;ab 1991;Mehrfamilienhaus;954;71
2013;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;" bis 1918";Eigenheim;148;16
2013;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;" bis 1918";Mehrfamilienhaus;170;47
2013;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1919 - 1945;Eigenheim;97;2
2013;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1919 - 1945;Mehrfamilienhaus;24;8
2013;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1946 - 1969;Eigenheim;36;1
2013;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1946 - 1969;Mehrfamilienhaus;27;1
2013;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1970 - 1990;Eigenheim;71;1
2013;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1970 - 1990;Mehrfamilienhaus;15;1
2013;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;ab 1991;Eigenheim;906;7
2013;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;ab 1991;Mehrfamilienhaus;425;26
2014;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1919 - 1945;Mehrfamilienhaus;5;4
2014;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Mehrfamilienhaus;879;62
2014;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1970 - 1990;Mehrfamilienhaus;1;0
2014;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Mehrfamilienhaus;136;44
2014;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;" bis 1918";Mehrfamilienhaus;7;0
2014;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Mehrfamilienhaus;3788;222
2014;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1970 - 1990;Mehrfamilienhaus;84;0
2014;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Mehrfamilienhaus;82;0
2014;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;" bis 1918";Eigenheim;16;3
2014;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;" bis 1918";Mehrfamilienhaus;68;9
2014;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1919 - 1945;Eigenheim;17;4
2014;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1919 - 1945;Mehrfamilienhaus;33;6
2014;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Eigenheim;6;0
2014;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Mehrfamilienhaus;3232;73
2014;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1970 - 1990;Eigenheim;1;0
2014;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1970 - 1990;Mehrfamilienhaus;497;10
2014;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Eigenheim;15;0
2014;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Mehrfamilienhaus;324;40
2014;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;" bis 1918";Eigenheim;2;0
2014;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;" bis 1918";Mehrfamilienhaus;277;23
2014;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1919 - 1945;Mehrfamilienhaus;45;4
2014;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Mehrfamilienhaus;4280;212
2014;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1970 - 1990;Mehrfamilienhaus;72;2
2014;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Eigenheim;6;1
2014;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Mehrfamilienhaus;384;53
2014;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;" bis 1918";Eigenheim;7;1
2014;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;" bis 1918";Mehrfamilienhaus;1995;233
2014;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1919 - 1945;Mehrfamilienhaus;258;24
2014;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Eigenheim;3;0
2014;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1946 - 1969;Mehrfamilienhaus;120;25
2014;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1970 - 1990;Eigenheim;1;0
2014;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1970 - 1990;Mehrfamilienhaus;540;8
2014;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Eigenheim;35;1
2014;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;ab 1991;Mehrfamilienhaus;1113;40
2014;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;" bis 1918";Mehrfamilienhaus;1124;41
2014;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;1919 - 1945;Eigenheim;7;0
2014;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;1919 - 1945;Mehrfamilienhaus;707;121
2014;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;1946 - 1969;Mehrfamilienhaus;47;2
2014;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;1970 - 1990;Mehrfamilienhaus;3607;86
2014;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;ab 1991;Eigenheim;1;0
2014;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;ab 1991;Mehrfamilienhaus;683;57
2014;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;" bis 1918";Mehrfamilienhaus;90;1
2014;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;1919 - 1945;Eigenheim;2;0
2014;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;1919 - 1945;Mehrfamilienhaus;16;0
2014;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;1946 - 1969;Eigenheim;2;0
2014;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;1946 - 1969;Mehrfamilienhaus;3052;77
2014;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;1970 - 1990;Mehrfamilienhaus;3450;138
2014;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;ab 1991;Mehrfamilienhaus;522;49
2014;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Eigenheim;73;9
2014;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Mehrfamilienhaus;7242;461
2014;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Eigenheim;2;0
2014;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Mehrfamilienhaus;612;46
2014;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Eigenheim;3;2
2014;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Mehrfamilienhaus;156;0
2014;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Mehrfamilienhaus;437;3
2014;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Eigenheim;15;0
2014;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Mehrfamilienhaus;1113;72
2014;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Eigenheim;142;12
2014;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Mehrfamilienhaus;1186;148
2014;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Eigenheim;56;1
2014;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Mehrfamilienhaus;372;32
2014;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Eigenheim;16;1
2014;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Mehrfamilienhaus;174;9
2014;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Eigenheim;18;0
2014;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Mehrfamilienhaus;1150;57
2014;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Eigenheim;85;1
2014;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Mehrfamilienhaus;1340;115
2014;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Eigenheim;21;3
2014;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Mehrfamilienhaus;1377;158
2014;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Mehrfamilienhaus;54;5
2014;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Mehrfamilienhaus;336;6
2014;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Mehrfamilienhaus;1581;40
2014;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Eigenheim;12;1
2014;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Mehrfamilienhaus;625;63
2014;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;" bis 1918";Eigenheim;34;5
2014;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;" bis 1918";Mehrfamilienhaus;4007;294
2014;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Eigenheim;108;5
2014;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Mehrfamilienhaus;1528;36
2014;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Eigenheim;8;0
2014;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Mehrfamilienhaus;194;2
2014;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1970 - 1990;Eigenheim;1;1
2014;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1970 - 1990;Mehrfamilienhaus;1;0
2014;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;ab 1991;Eigenheim;19;2
2014;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;ab 1991;Mehrfamilienhaus;578;28
2014;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Eigenheim;6;1
2014;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Mehrfamilienhaus;449;48
2014;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Eigenheim;2;2
2014;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Mehrfamilienhaus;254;28
2014;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Eigenheim;1;0
2014;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Mehrfamilienhaus;28;3
2014;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Eigenheim;1;0
2014;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Mehrfamilienhaus;252;20
2014;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Eigenheim;67;1
2014;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Mehrfamilienhaus;271;19
2014;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;" bis 1918";Eigenheim;24;1
2014;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;" bis 1918";Mehrfamilienhaus;4237;335
2014;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Eigenheim;9;2
2014;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Mehrfamilienhaus;1222;75
2014;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Eigenheim;4;0
2014;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Mehrfamilienhaus;45;3
2014;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1970 - 1990;Mehrfamilienhaus;12;3
2014;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;ab 1991;Eigenheim;43;0
2014;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;ab 1991;Mehrfamilienhaus;826;52
2014;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Eigenheim;116;17
2014;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Mehrfamilienhaus;2618;320
2014;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Eigenheim;16;2
2014;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Mehrfamilienhaus;1403;54
2014;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Eigenheim;7;1
2014;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Mehrfamilienhaus;675;18
2014;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Eigenheim;2;0
2014;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Mehrfamilienhaus;732;21
2014;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Eigenheim;93;4
2014;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Mehrfamilienhaus;1557;66
2014;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Eigenheim;130;9
2014;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Mehrfamilienhaus;1196;169
2014;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Eigenheim;400;10
2014;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Mehrfamilienhaus;774;34
2014;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Eigenheim;25;4
2014;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Mehrfamilienhaus;333;17
2014;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Eigenheim;19;0
2014;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Eigenheim;76;1
2014;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Mehrfamilienhaus;133;13
2014;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Eigenheim;91;2
2014;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Mehrfamilienhaus;1806;161
2014;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Eigenheim;447;17
2014;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Mehrfamilienhaus;2557;183
2014;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Eigenheim;9;1
2014;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Mehrfamilienhaus;129;4
2014;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Eigenheim;11;0
2014;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Mehrfamilienhaus;1;0
2014;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Eigenheim;46;1
2014;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Mehrfamilienhaus;345;31
2014;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;" bis 1918";Eigenheim;124;10
2014;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;" bis 1918";Mehrfamilienhaus;3551;314
2014;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Eigenheim;200;2
2014;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Mehrfamilienhaus;1688;112
2014;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Eigenheim;25;2
2014;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Mehrfamilienhaus;18;0
