Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Baujahrgr-18-45-69-90-;Gebäudeart;Anzahl Wohnungen;Anzahl leerstehende Wohnungen
2014;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1970 - 1990;Eigenheim;28;1
2014;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1970 - 1990;Mehrfamilienhaus;329;2
2014;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;ab 1991;Eigenheim;69;0
2014;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;ab 1991;Mehrfamilienhaus;910;34
2014;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Eigenheim;359;14
2014;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Mehrfamilienhaus;1060;211
2014;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Eigenheim;490;14
2014;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Mehrfamilienhaus;690;64
2014;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Eigenheim;36;2
2014;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Mehrfamilienhaus;178;9
2014;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Eigenheim;67;2
2014;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Mehrfamilienhaus;2546;383
2014;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Eigenheim;541;2
2014;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Mehrfamilienhaus;1570;90
2014;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Eigenheim;698;31
2014;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Mehrfamilienhaus;350;85
2014;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Eigenheim;792;28
2014;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Mehrfamilienhaus;254;40
2014;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Eigenheim;131;9
2014;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Mehrfamilienhaus;4;1
2014;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Eigenheim;180;8
2014;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Mehrfamilienhaus;80;7
2014;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Eigenheim;435;6
2014;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Mehrfamilienhaus;109;11
2014;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Eigenheim;544;23
2014;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Mehrfamilienhaus;175;42
2014;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Eigenheim;642;24
2014;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Mehrfamilienhaus;170;48
2014;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Eigenheim;91;4
2014;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Mehrfamilienhaus;23;2
2014;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Eigenheim;137;2
2014;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Eigenheim;786;6
2014;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Mehrfamilienhaus;221;19
2014;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Eigenheim;433;14
2014;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Mehrfamilienhaus;442;109
2014;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Eigenheim;256;5
2014;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Mehrfamilienhaus;104;21
2014;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Eigenheim;15;0
2014;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Mehrfamilienhaus;5;1
2014;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Eigenheim;69;0
2014;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Mehrfamilienhaus;6;2
2014;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Eigenheim;472;13
2014;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Mehrfamilienhaus;188;10
2014;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;570;37
2014;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;909;226
2014;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;315;15
2014;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;254;50
2014;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;88;5
2014;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;14;5
2014;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;43;2
2014;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;17;4
2014;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;211;7
2014;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;612;67
2014;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;519;32
2014;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;1911;352
2014;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;767;31
2014;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;836;136
2014;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;144;8
2014;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;51;4
2014;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;195;5
2014;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;377;12
2014;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;840;58
2014;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;357;14
2014;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;389;102
2014;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;250;6
2014;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;92;20
2014;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;82;3
2014;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;83;6
2014;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;45;1
2014;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;15;0
2014;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;204;1
2014;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;195;15
2014;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;224;7
2014;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;101;34
2014;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;159;5
2014;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;69;15
2014;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;49;1
2014;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;53;4
2014;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;27;1
2014;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;717;12
2014;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;1651;144
2014;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;160;13
2014;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;76;31
2014;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;112;2
2014;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;54;18
2014;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;53;1
2014;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;8;2
2014;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;82;1
2014;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;7;2
2014;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;894;14
2014;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;346;39
2014;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;487;31
2014;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;151;35
2014;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;133;9
2014;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;62;19
2014;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;59;5
2014;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;35;6
2014;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;64;0
2014;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;44;4
2014;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;431;4
2014;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;58;4
2014;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Eigenheim;405;23
2014;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Mehrfamilienhaus;2177;331
2014;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Eigenheim;62;2
2014;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Mehrfamilienhaus;415;37
2014;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Eigenheim;18;1
2014;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Mehrfamilienhaus;147;8
2014;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;1970 - 1990;Eigenheim;20;0
2014;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;1970 - 1990;Mehrfamilienhaus;220;23
2014;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Eigenheim;93;5
2014;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Mehrfamilienhaus;1648;136
2014;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Eigenheim;80;0
2014;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Mehrfamilienhaus;4720;265
2014;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Eigenheim;3;1
2014;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Mehrfamilienhaus;596;49
2014;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Eigenheim;3;0
2014;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Mehrfamilienhaus;506;50
2014;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;1970 - 1990;Eigenheim;2;0
2014;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;1970 - 1990;Mehrfamilienhaus;7;2
2014;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Eigenheim;61;1
2014;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Mehrfamilienhaus;1372;97
2014;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Eigenheim;11;0
2014;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Mehrfamilienhaus;855;38
2014;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Eigenheim;23;2
2014;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Mehrfamilienhaus;853;22
2014;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Eigenheim;3;0
2014;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Mehrfamilienhaus;2326;36
2014;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;1970 - 1990;Eigenheim;1;0
2014;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;1970 - 1990;Mehrfamilienhaus;1199;21
2014;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Eigenheim;32;2
2014;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Mehrfamilienhaus;692;32
2014;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Eigenheim;14;0
2014;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;" bis 1918";Mehrfamilienhaus;1513;106
2014;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Eigenheim;2;2
2014;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;1919 - 1945;Mehrfamilienhaus;213;23
2014;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Eigenheim;13;1
2014;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;1946 - 1969;Mehrfamilienhaus;3275;54
2014;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;1970 - 1990;Mehrfamilienhaus;31;0
2014;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Eigenheim;29;0
2014;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;ab 1991;Mehrfamilienhaus;1938;115
2014;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;" bis 1918";Eigenheim;35;1
2014;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;" bis 1918";Mehrfamilienhaus;646;78
2014;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1919 - 1945;Eigenheim;49;0
2014;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1919 - 1945;Mehrfamilienhaus;1524;45
2014;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1946 - 1969;Eigenheim;2;0
2014;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1946 - 1969;Mehrfamilienhaus;1790;143
2014;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1970 - 1990;Eigenheim;16;0
2014;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1970 - 1990;Mehrfamilienhaus;899;19
2014;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;ab 1991;Eigenheim;79;2
2014;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;ab 1991;Mehrfamilienhaus;1155;39
2014;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;" bis 1918";Eigenheim;90;3
2014;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;" bis 1918";Mehrfamilienhaus;491;74
2014;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1919 - 1945;Eigenheim;155;3
2014;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1919 - 1945;Mehrfamilienhaus;2064;118
2014;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1946 - 1969;Eigenheim;15;1
2014;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1946 - 1969;Mehrfamilienhaus;955;46
2014;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1970 - 1990;Eigenheim;10;0
2014;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1970 - 1990;Mehrfamilienhaus;3434;98
2014;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;ab 1991;Eigenheim;159;2
2014;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;ab 1991;Mehrfamilienhaus;465;24
2014;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;" bis 1918";Eigenheim;50;3
2014;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;" bis 1918";Mehrfamilienhaus;698;63
2014;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1919 - 1945;Eigenheim;217;10
2014;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1919 - 1945;Mehrfamilienhaus;1962;67
2014;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1946 - 1969;Eigenheim;23;0
2014;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1946 - 1969;Mehrfamilienhaus;1589;74
2014;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1970 - 1990;Eigenheim;24;1
2014;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1970 - 1990;Mehrfamilienhaus;2024;46
2014;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;ab 1991;Eigenheim;72;1
2014;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;ab 1991;Mehrfamilienhaus;626;44
2014;61 Leuben;StB 6 Leuben;10 StB Leuben;" bis 1918";Eigenheim;48;3
2014;61 Leuben;StB 6 Leuben;10 StB Leuben;" bis 1918";Mehrfamilienhaus;703;86
2014;61 Leuben;StB 6 Leuben;10 StB Leuben;1919 - 1945;Eigenheim;88;2
2014;61 Leuben;StB 6 Leuben;10 StB Leuben;1919 - 1945;Mehrfamilienhaus;1486;97
2014;61 Leuben;StB 6 Leuben;10 StB Leuben;1946 - 1969;Eigenheim;10;0
2014;61 Leuben;StB 6 Leuben;10 StB Leuben;1946 - 1969;Mehrfamilienhaus;781;14
2014;61 Leuben;StB 6 Leuben;10 StB Leuben;1970 - 1990;Eigenheim;8;1
2014;61 Leuben;StB 6 Leuben;10 StB Leuben;1970 - 1990;Mehrfamilienhaus;3404;166
2014;61 Leuben;StB 6 Leuben;10 StB Leuben;ab 1991;Eigenheim;152;1
2014;61 Leuben;StB 6 Leuben;10 StB Leuben;ab 1991;Mehrfamilienhaus;220;17
2014;62 Laubegast;StB 6 Leuben;10 StB Leuben;" bis 1918";Eigenheim;147;11
2014;62 Laubegast;StB 6 Leuben;10 StB Leuben;" bis 1918";Mehrfamilienhaus;1023;134
2014;62 Laubegast;StB 6 Leuben;10 StB Leuben;1919 - 1945;Eigenheim;139;11
2014;62 Laubegast;StB 6 Leuben;10 StB Leuben;1919 - 1945;Mehrfamilienhaus;2046;135
2014;62 Laubegast;StB 6 Leuben;10 StB Leuben;1946 - 1969;Eigenheim;11;1
2014;62 Laubegast;StB 6 Leuben;10 StB Leuben;1946 - 1969;Mehrfamilienhaus;276;8
2014;62 Laubegast;StB 6 Leuben;10 StB Leuben;1970 - 1990;Eigenheim;42;0
