Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Bautätigkeit - Art;Fertigstellungsjahr;Anzahl Gebäude;Wohnungen gesamt
62 Laubegast;StB 6 Leuben;10 StB Leuben;Neubau;2014;21;34
62 Laubegast;StB 6 Leuben;10 StB Leuben;Neubau;2015;12;12
62 Laubegast;StB 6 Leuben;10 StB Leuben;Neubau;2016;6;19
62 Laubegast;StB 6 Leuben;10 StB Leuben;Neubau;2017;15;22
62 Laubegast;StB 6 Leuben;10 StB Leuben;Neubau;2018;23;23
62 Laubegast;StB 6 Leuben;10 StB Leuben;Neubau;2019;13;25
62 Laubegast;StB 6 Leuben;10 StB Leuben;Neubau;2020;16;15
62 Laubegast;StB 6 Leuben;10 StB Leuben;Neubau;2021;4;11
62 Laubegast;StB 6 Leuben;10 StB Leuben;Neubau;2022;3;12
62 Laubegast;StB 6 Leuben;10 StB Leuben;Neubau;2024;7;6
62 Laubegast;StB 6 Leuben;10 StB Leuben;Neubau;unbekannt;6;17
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;1992;1;5
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;1994;2;3
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;1995;4;4
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;1996;5;28
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;1997;24;171
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;1998;15;120
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;1999;25;195
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2000;38;178
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2001;33;161
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2002;40;290
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2003;23;118
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2004;67;353
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2005;14;64
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2006;16;64
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2007;18;84
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2008;5;16
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2009;17;84
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2010;14;68
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2011;14;49
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2012;12;48
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2013;9;42
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2014;11;56
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2015;8;35
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2016;17;96
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2017;22;125
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2018;7;14
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2019;7;27
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2020;2;4
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2021;11;47
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2022;4;20
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2023;4;3
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2024;4;6
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2025;8;38
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;2026;1;1
62 Laubegast;StB 6 Leuben;10 StB Leuben;Umbau;unbekannt;11;57
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1992;24;65
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1993;46;75
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1994;33;115
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1995;45;208
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1996;50;297
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1997;95;361
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1998;45;84
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1999;40;74
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2000;50;90
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2001;19;21
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2002;21;22
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2003;22;27
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2004;21;26
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2005;17;15
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2006;18;17
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2007;8;9
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2008;19;20
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2009;9;16
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2010;17;18
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2011;25;25
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2012;16;25
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2013;15;16
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2014;9;14
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2015;11;23
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2016;6;4
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2017;5;5
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2018;7;12
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2019;7;20
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2020;2;2
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2021;10;12
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2022;10;16
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2023;8;7
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2024;8;34
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2025;2;4
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;unbekannt;13;32
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;1993;5;6
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;1994;8;10
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;1995;8;31
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;1996;6;18
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;1997;19;56
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;1998;18;78
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;1999;31;88
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2000;15;42
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2001;12;40
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2002;16;47
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2003;12;34
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2004;24;35
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2005;12;18
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2006;9;20
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2007;16;84
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2008;22;33
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2009;16;35
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2010;11;30
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2011;17;32
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2012;13;25
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2013;2;2
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2014;17;48
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2015;10;13
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2016;11;23
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2017;9;25
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2018;9;19
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2019;8;20
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2020;9;30
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2021;4;6
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2022;6;7
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2023;6;15
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2024;7;16
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2025;5;6
63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;unbekannt;32;92
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1992;1;0
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1993;1;0
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1994;8;42
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1995;7;33
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1996;5;37
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1997;5;39
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1998;5;15
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;1999;20;26
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2000;8;6
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2001;3;2
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2002;3;1
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2003;5;4
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2004;6;5
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2005;1;1
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2006;2;1
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2007;7;7
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2008;4;3
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2009;2;3
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2010;1;0
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2011;3;2
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2012;6;7
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2013;3;1
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2014;1;1
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2015;2;10
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2016;4;8
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2017;1;1
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2018;13;10
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2019;1;0
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2020;3;4
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2021;1;0
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2022;3;2
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2023;3;2
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2025;2;0
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;2026;1;28
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Neubau;unbekannt;5;2
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;1992;1;0
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;1993;1;1
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;1995;2;0
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;1997;4;23
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;1998;5;29
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;1999;7;50
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2000;8;51
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2001;7;32
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2002;6;22
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2003;10;52
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2004;7;20
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2005;5;30
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2006;8;31
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2007;6;55
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2008;4;5
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2009;4;7
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2010;8;44
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2011;1;6
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2012;2;13
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2013;3;16
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2014;2;3
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2015;13;57
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2016;16;133
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2017;3;16
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2018;13;105
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2019;4;20
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2020;2;13
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2021;2;169
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2022;4;11
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2023;3;16
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2024;5;10
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;2025;4;36
64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;Umbau;unbekannt;6;14
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;1996;2;6
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;1999;1;0
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2000;28;28
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2001;2;1
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2009;2;0
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2010;1;0
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2013;1;0
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2017;1;0
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2018;1;1
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2022;2;2
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2024;1;1
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;unbekannt;3;0
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;1995;1;2
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;1997;2;75
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;1998;2;13
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;1999;10;73
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2000;6;44
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2001;9;332
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2002;1;49
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2003;6;66
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2004;11;157
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2005;3;83
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2006;1;0
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2007;13;148
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2008;6;36
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2009;2;24
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2010;4;48
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2012;1;0
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2014;1;6
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2015;4;119
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2017;2;12
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2019;5;48
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2020;1;6
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2022;17;163
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2024;1;0
71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;unbekannt;4;297
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;1996;1;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;1998;1;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;1999;1;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2001;1;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2003;1;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2008;1;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2013;1;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2014;1;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2018;1;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2020;1;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2021;1;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2022;2;159
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;2024;1;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Neubau;unbekannt;2;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;1999;16;264
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2000;15;180
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2001;76;1070
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2002;1;4
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2003;1;40
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2004;1;40
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2005;4;136
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2006;1;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2007;3;132
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2008;2;104
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2009;1;38
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2010;2;74
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2014;1;0
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2016;3;36
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2018;1;37
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2019;26;300
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;2024;2;208
72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Umbau;unbekannt;4;33
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;1993;5;8
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;1994;50;372
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;1995;6;10
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;1996;14;128
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;1997;11;68
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;1998;10;30
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;1999;50;53
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;2000;25;23
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;2001;9;7
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;2002;13;13
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;2003;25;24
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;2004;6;5
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;2005;21;20
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;2006;8;8
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;2007;6;6
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;2008;6;5
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;2009;1;3
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;2010;7;5
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;2011;14;13
73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Neubau;2012;4;4
