Jahr;Quartal;Einwohnerbewegung;Staatsangehörigkeit;Geschlecht;Anzahl Einwohner
2023;1. Quartal;Geborene;Deutsche;männlich;496
2023;1. Quartal;Geborene;Deutsche;weiblich;462
2023;1. Quartal;Geborene;Ausländer;männlich;81
2023;1. Quartal;Geborene;Ausländer;weiblich;74
2023;1. Quartal;Gestorbene;Deutsche;männlich;876
2023;1. Quartal;Gestorbene;Deutsche;weiblich;872
2023;1. Quartal;Gestorbene;Ausländer;männlich;16
2023;1. Quartal;Gestorbene;Ausländer;weiblich;11
2023;2. Quartal;Eheschließung;Deutsche;männlich;685
2023;2. Quartal;Eheschließung;Deutsche;weiblich;674
2023;2. Quartal;Eheschließung;Ausländer;männlich;111
2023;2. Quartal;Eheschließung;Ausländer;weiblich;130
2023;2. Quartal;Ehescheidung;Deutsche;männlich;164
2023;2. Quartal;Ehescheidung;Deutsche;weiblich;171
2023;2. Quartal;Ehescheidung;Ausländer;männlich;13
2023;2. Quartal;Ehescheidung;Ausländer;weiblich;18
2023;2. Quartal;Geborene;Deutsche;männlich;471
2023;2. Quartal;Geborene;Deutsche;weiblich;458
2023;2. Quartal;Geborene;Ausländer;männlich;75
2023;2. Quartal;Geborene;Ausländer;weiblich;86
2023;2. Quartal;Gestorbene;Deutsche;männlich;700
2023;2. Quartal;Gestorbene;Deutsche;weiblich;725
2023;2. Quartal;Gestorbene;Ausländer;männlich;23
2023;2. Quartal;Gestorbene;Ausländer;weiblich;13
2023;3. Quartal;Eheschließung;Deutsche;männlich;868
2023;3. Quartal;Eheschließung;Deutsche;weiblich;860
2023;3. Quartal;Eheschließung;Ausländer;männlich;128
2023;3. Quartal;Eheschließung;Ausländer;weiblich;136
2023;3. Quartal;Ehescheidung;Deutsche;männlich;178
2023;3. Quartal;Ehescheidung;Deutsche;weiblich;181
2023;3. Quartal;Ehescheidung;Ausländer;männlich;13
2023;3. Quartal;Ehescheidung;Ausländer;weiblich;21
2023;3. Quartal;Geborene;Deutsche;männlich;488
2023;3. Quartal;Geborene;Deutsche;weiblich;417
2023;3. Quartal;Geborene;Ausländer;männlich;86
2023;3. Quartal;Geborene;Ausländer;weiblich;79
2023;3. Quartal;Gestorbene;Deutsche;männlich;652
2023;3. Quartal;Gestorbene;Deutsche;weiblich;642
2023;3. Quartal;Gestorbene;Ausländer;männlich;14
2023;3. Quartal;Gestorbene;Ausländer;weiblich;10
2023;4. Quartal;Eheschließung;Deutsche;männlich;510
2023;4. Quartal;Eheschließung;Deutsche;weiblich;465
2023;4. Quartal;Eheschließung;Ausländer;männlich;98
2023;4. Quartal;Eheschließung;Ausländer;weiblich;124
2023;4. Quartal;Ehescheidung;Deutsche;männlich;145
2023;4. Quartal;Ehescheidung;Deutsche;weiblich;168
2023;4. Quartal;Ehescheidung;Ausländer;männlich;13
2023;4. Quartal;Ehescheidung;Ausländer;weiblich;14
2023;4. Quartal;Geborene;Deutsche;männlich;459
2023;4. Quartal;Geborene;Deutsche;weiblich;385
2023;4. Quartal;Geborene;Ausländer;männlich;72
2023;4. Quartal;Geborene;Ausländer;weiblich;79
2023;4. Quartal;Gestorbene;Deutsche;männlich;745
2023;4. Quartal;Gestorbene;Deutsche;weiblich;700
2023;4. Quartal;Gestorbene;Ausländer;männlich;21
2023;4. Quartal;Gestorbene;Ausländer;weiblich;12
2024;1. Quartal;Eheschließung;Deutsche;männlich;270
2024;1. Quartal;Eheschließung;Deutsche;weiblich;233
2024;1. Quartal;Eheschließung;Ausländer;männlich;118
2024;1. Quartal;Eheschließung;Ausländer;weiblich;111
2024;1. Quartal;Ehescheidung;Deutsche;männlich;187
2024;1. Quartal;Ehescheidung;Deutsche;weiblich;200
2024;1. Quartal;Ehescheidung;Ausländer;männlich;14
2024;1. Quartal;Ehescheidung;Ausländer;weiblich;19
2024;1. Quartal;Geborene;Deutsche;männlich;452
2024;1. Quartal;Geborene;Deutsche;weiblich;428
2024;1. Quartal;Geborene;Ausländer;männlich;98
2024;1. Quartal;Geborene;Ausländer;weiblich;78
2024;1. Quartal;Gestorbene;Deutsche;männlich;827
2024;1. Quartal;Gestorbene;Deutsche;weiblich;805
2024;1. Quartal;Gestorbene;Ausländer;männlich;22
2024;1. Quartal;Gestorbene;Ausländer;weiblich;11
2024;2. Quartal;Eheschließung;Deutsche;männlich;724
2024;2. Quartal;Eheschließung;Deutsche;weiblich;706
2024;2. Quartal;Eheschließung;Ausländer;männlich;109
2024;2. Quartal;Eheschließung;Ausländer;weiblich;108
2024;2. Quartal;Ehescheidung;Deutsche;männlich;184
2024;2. Quartal;Ehescheidung;Deutsche;weiblich;201
2024;2. Quartal;Ehescheidung;Ausländer;männlich;22
2024;2. Quartal;Ehescheidung;Ausländer;weiblich;27
2024;2. Quartal;Geborene;Deutsche;männlich;450
2024;2. Quartal;Geborene;Deutsche;weiblich;382
2024;2. Quartal;Geborene;Ausländer;männlich;64
2024;2. Quartal;Geborene;Ausländer;weiblich;68
2024;2. Quartal;Gestorbene;Deutsche;männlich;671
2024;2. Quartal;Gestorbene;Deutsche;weiblich;670
2024;2. Quartal;Gestorbene;Ausländer;männlich;21
2024;2. Quartal;Gestorbene;Ausländer;weiblich;20
2024;3. Quartal;Eheschließung;Deutsche;männlich;934
2024;3. Quartal;Eheschließung;Deutsche;weiblich;844
2024;3. Quartal;Eheschließung;Ausländer;männlich;104
2024;3. Quartal;Eheschließung;Ausländer;weiblich;129
2024;3. Quartal;Ehescheidung;Deutsche;männlich;167
2024;3. Quartal;Ehescheidung;Deutsche;weiblich;178
2024;3. Quartal;Ehescheidung;Ausländer;männlich;17
2024;3. Quartal;Ehescheidung;Ausländer;weiblich;21
2024;3. Quartal;Geborene;Deutsche;männlich;491
2024;3. Quartal;Geborene;Deutsche;weiblich;494
2024;3. Quartal;Geborene;Ausländer;männlich;58
2024;3. Quartal;Geborene;Ausländer;weiblich;73
2024;3. Quartal;Gestorbene;Deutsche;männlich;674
2024;3. Quartal;Gestorbene;Deutsche;weiblich;722
2024;3. Quartal;Gestorbene;Ausländer;männlich;16
2024;3. Quartal;Gestorbene;Ausländer;weiblich;13
2024;4. Quartal;Eheschließung;Deutsche;männlich;459
2024;4. Quartal;Eheschließung;Deutsche;weiblich;410
2024;4. Quartal;Eheschließung;Ausländer;männlich;108
2024;4. Quartal;Eheschließung;Ausländer;weiblich;126
2024;4. Quartal;Ehescheidung;Deutsche;männlich;157
2024;4. Quartal;Ehescheidung;Deutsche;weiblich;166
2024;4. Quartal;Ehescheidung;Ausländer;männlich;23
2024;4. Quartal;Ehescheidung;Ausländer;weiblich;29
2024;4. Quartal;Geborene;Deutsche;männlich;397
2024;4. Quartal;Geborene;Deutsche;weiblich;413
2024;4. Quartal;Geborene;Ausländer;männlich;85
2024;4. Quartal;Geborene;Ausländer;weiblich;75
2024;4. Quartal;Gestorbene;Deutsche;männlich;627
2024;4. Quartal;Gestorbene;Deutsche;weiblich;688
2024;4. Quartal;Gestorbene;Ausländer;männlich;20
2024;4. Quartal;Gestorbene;Ausländer;weiblich;9
2025;1. Quartal;Eheschließung;Deutsche;männlich;245
2025;1. Quartal;Eheschließung;Deutsche;weiblich;239
2025;1. Quartal;Eheschließung;Ausländer;männlich;109
2025;1. Quartal;Eheschließung;Ausländer;weiblich;112
2025;1. Quartal;Ehescheidung;Deutsche;männlich;174
2025;1. Quartal;Ehescheidung;Deutsche;weiblich;183
2025;1. Quartal;Ehescheidung;Ausländer;männlich;19
2025;1. Quartal;Ehescheidung;Ausländer;weiblich;24
2025;1. Quartal;Geborene;Deutsche;männlich;497
2025;1. Quartal;Geborene;Deutsche;weiblich;425
2025;1. Quartal;Geborene;Ausländer;männlich;60
2025;1. Quartal;Geborene;Ausländer;weiblich;65
2025;1. Quartal;Gestorbene;Deutsche;männlich;846
2025;1. Quartal;Gestorbene;Deutsche;weiblich;919
2025;1. Quartal;Gestorbene;Ausländer;männlich;21
2025;1. Quartal;Gestorbene;Ausländer;weiblich;19
2025;2. Quartal;Eheschließung;Deutsche;männlich;695
2025;2. Quartal;Eheschließung;Deutsche;weiblich;703
2025;2. Quartal;Eheschließung;Ausländer;männlich;125
2025;2. Quartal;Eheschließung;Ausländer;weiblich;132
2025;2. Quartal;Ehescheidung;Deutsche;männlich;210
2025;2. Quartal;Ehescheidung;Deutsche;weiblich;223
2025;2. Quartal;Ehescheidung;Ausländer;männlich;19
2025;2. Quartal;Ehescheidung;Ausländer;weiblich;20
2025;2. Quartal;Geborene;Deutsche;männlich;447
2025;2. Quartal;Geborene;Deutsche;weiblich;385
2025;2. Quartal;Geborene;Ausländer;männlich;72
2025;2. Quartal;Geborene;Ausländer;weiblich;66
2025;2. Quartal;Gestorbene;Deutsche;männlich;717
2025;2. Quartal;Gestorbene;Deutsche;weiblich;692
2025;2. Quartal;Gestorbene;Ausländer;männlich;18
2025;2. Quartal;Gestorbene;Ausländer;weiblich;13
2025;3. Quartal;Eheschließung;Deutsche;männlich;892
2025;3. Quartal;Eheschließung;Deutsche;weiblich;846
2025;3. Quartal;Eheschließung;Ausländer;männlich;137
2025;3. Quartal;Eheschließung;Ausländer;weiblich;163
2025;3. Quartal;Ehescheidung;Deutsche;männlich;159
2025;3. Quartal;Ehescheidung;Deutsche;weiblich;173
2025;3. Quartal;Ehescheidung;Ausländer;männlich;16
2025;3. Quartal;Ehescheidung;Ausländer;weiblich;26
2025;3. Quartal;Geborene;Deutsche;männlich;430
2025;3. Quartal;Geborene;Deutsche;weiblich;433
2025;3. Quartal;Geborene;Ausländer;männlich;85
2025;3. Quartal;Geborene;Ausländer;weiblich;85
2025;3. Quartal;Gestorbene;Deutsche;männlich;653
2025;3. Quartal;Gestorbene;Deutsche;weiblich;664
2025;3. Quartal;Gestorbene;Ausländer;männlich;20
2025;3. Quartal;Gestorbene;Ausländer;weiblich;10
2025;4. Quartal;Eheschließung;Deutsche;männlich;456
2025;4. Quartal;Eheschließung;Deutsche;weiblich;419
2025;4. Quartal;Eheschließung;Ausländer;männlich;117
2025;4. Quartal;Eheschließung;Ausländer;weiblich;125
2025;4. Quartal;Ehescheidung;Deutsche;männlich;148
2025;4. Quartal;Ehescheidung;Deutsche;weiblich;164
2025;4. Quartal;Ehescheidung;Ausländer;männlich;16
2025;4. Quartal;Ehescheidung;Ausländer;weiblich;12
2025;4. Quartal;Geborene;Deutsche;männlich;326
2025;4. Quartal;Geborene;Deutsche;weiblich;351
2025;4. Quartal;Geborene;Ausländer;männlich;80
2025;4. Quartal;Geborene;Ausländer;weiblich;83
2025;4. Quartal;Gestorbene;Deutsche;männlich;608
2025;4. Quartal;Gestorbene;Deutsche;weiblich;651
2025;4. Quartal;Gestorbene;Ausländer;männlich;17
2025;4. Quartal;Gestorbene;Ausländer;weiblich;13
2026;1. Quartal;Eheschließung;Deutsche;männlich;299
2026;1. Quartal;Eheschließung;Deutsche;weiblich;265
2026;1. Quartal;Eheschließung;Ausländer;männlich;105
2026;1. Quartal;Eheschließung;Ausländer;weiblich;100
2026;1. Quartal;Ehescheidung;Deutsche;männlich;198
2026;1. Quartal;Ehescheidung;Deutsche;weiblich;209
2026;1. Quartal;Ehescheidung;Ausländer;männlich;29
2026;1. Quartal;Ehescheidung;Ausländer;weiblich;36
2026;1. Quartal;Geborene;Deutsche;männlich;431
2026;1. Quartal;Geborene;Deutsche;weiblich;401
2026;1. Quartal;Geborene;Ausländer;männlich;116
2026;1. Quartal;Geborene;Ausländer;weiblich;108
2026;1. Quartal;Gestorbene;Deutsche;männlich;896
2026;1. Quartal;Gestorbene;Deutsche;weiblich;929
2026;1. Quartal;Gestorbene;Ausländer;männlich;25
2026;1. Quartal;Gestorbene;Ausländer;weiblich;13
2026;2. Quartal;Eheschließung;Deutsche;männlich;777
2026;2. Quartal;Eheschließung;Deutsche;weiblich;761
2026;2. Quartal;Eheschließung;Ausländer;männlich;109
2026;2. Quartal;Eheschließung;Ausländer;weiblich;121
2026;2. Quartal;Ehescheidung;Deutsche;männlich;192
2026;2. Quartal;Ehescheidung;Deutsche;weiblich;203
2026;2. Quartal;Ehescheidung;Ausländer;männlich;19
2026;2. Quartal;Ehescheidung;Ausländer;weiblich;22
2026;2. Quartal;Geborene;Deutsche;männlich;373
2026;2. Quartal;Geborene;Deutsche;weiblich;379
2026;2. Quartal;Geborene;Ausländer;männlich;99
2026;2. Quartal;Geborene;Ausländer;weiblich;77
2026;2. Quartal;Gestorbene;Deutsche;männlich;712
2026;2. Quartal;Gestorbene;Deutsche;weiblich;697
2026;2. Quartal;Gestorbene;Ausländer;männlich;16
2026;2. Quartal;Gestorbene;Ausländer;weiblich;9
