Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2024;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);3 u.m. Kinder;212;163;49
2024;StB 8 Plauen;13 Südvorstadt, Zschertnitz;1 Kind;708;354;354
2024;StB 8 Plauen;13 Südvorstadt, Zschertnitz;2 Kinder;549;366;183
2024;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;178;136;42
2024;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;706;353;353
2024;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;366;244;122
2024;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;90;68;22
2024;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;1382;691;691
2024;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;813;542;271
2024;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;176;134;42
2024;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;890;445;445
2024;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;714;476;238
2024;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;3 u.m. Kinder;474;366;108
2024;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1 Kind;634;317;317
2024;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;2 Kinder;375;250;125
2024;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;3 u.m. Kinder;116;88;28
