Jahr;Stadtraum;Stadtbezirk mit zugeordneten Ortschaften;AltK_03A__-17-64-;Migrationshintergrund M2 (aggregiert);Anzahl Einwohner
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Deutsche mit Migrationshintergrund;447
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Ausländer;200
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;18794
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Deutsche mit Migrationshintergrund;552
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Ausländer;1381
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;7937
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Deutsche mit Migrationshintergrund;137
2018;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Ausländer;52
2018;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;2614
2018;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 17 Jahre;Deutsche mit Migrationshintergrund;602
2018;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 17 Jahre;Ausländer;1275
2018;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;14559
2018;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 64 Jahre;Deutsche mit Migrationshintergrund;900
2018;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 64 Jahre;Ausländer;5864
2018;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;6408
2018;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 Jahre u.älter;Deutsche mit Migrationshintergrund;140
2018;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 Jahre u.älter;Ausländer;94
2018;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;3745
2018;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 17 Jahre;Deutsche mit Migrationshintergrund;385
2018;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 17 Jahre;Ausländer;142
2018;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;13665
2018;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 64 Jahre;Deutsche mit Migrationshintergrund;468
2018;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 64 Jahre;Ausländer;1155
2018;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;5513
2018;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 Jahre u.älter;Deutsche mit Migrationshintergrund;83
2018;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 Jahre u.älter;Ausländer;38
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;6113
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;664
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Ausländer;224
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;26778
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;834
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Ausländer;1937
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;5480
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;72
2018;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Ausländer;111
2018;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;2422
2018;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;307
2018;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Ausländer;760
2018;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;10181
2018;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;371
2018;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Ausländer;2575
2018;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;4583
2018;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;114
2018;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Ausländer;46
2018;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;3910
2018;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;244
2018;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Ausländer;60
2018;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;13406
2018;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;276
2018;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Ausländer;424
2018;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;5047
2018;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;72
2018;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Ausländer;21
