Jahresquartal;Stadtraum;Stadtbezirk mit zugeordneten Ortschaften;AltK_13IRB-2-5-9-14-17-24-29-44-59-64-74-84-;Geschlecht;Anzahl Einwohner
20261;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;60 - 64 Jahre;weiblich;1370
20261;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 - 74 Jahre;männlich;1728
20261;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 - 74 Jahre;weiblich;2317
20261;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;75 - 84 Jahre;männlich;1530
20261;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;75 - 84 Jahre;weiblich;2323
20261;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;85 Jahre u.älter;männlich;907
20261;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;85 Jahre u.älter;weiblich;1390
20261;10 StB Leuben;StB 6 Leuben;00 - 02 Jahre;männlich;301
20261;10 StB Leuben;StB 6 Leuben;00 - 02 Jahre;weiblich;317
20261;10 StB Leuben;StB 6 Leuben;03 - 05 Jahre;männlich;465
20261;10 StB Leuben;StB 6 Leuben;03 - 05 Jahre;weiblich;400
20261;10 StB Leuben;StB 6 Leuben;06 - 09 Jahre;männlich;738
20261;10 StB Leuben;StB 6 Leuben;06 - 09 Jahre;weiblich;703
20261;10 StB Leuben;StB 6 Leuben;10 - 14 Jahre;männlich;1007
20261;10 StB Leuben;StB 6 Leuben;10 - 14 Jahre;weiblich;909
20261;10 StB Leuben;StB 6 Leuben;15 - 17 Jahre;männlich;600
20261;10 StB Leuben;StB 6 Leuben;15 - 17 Jahre;weiblich;554
20261;10 StB Leuben;StB 6 Leuben;18 - 24 Jahre;männlich;1355
20261;10 StB Leuben;StB 6 Leuben;18 - 24 Jahre;weiblich;1335
20261;10 StB Leuben;StB 6 Leuben;25 - 29 Jahre;männlich;847
20261;10 StB Leuben;StB 6 Leuben;25 - 29 Jahre;weiblich;786
20261;10 StB Leuben;StB 6 Leuben;30 - 44 Jahre;männlich;3226
20261;10 StB Leuben;StB 6 Leuben;30 - 44 Jahre;weiblich;3245
20261;10 StB Leuben;StB 6 Leuben;45 - 59 Jahre;männlich;4018
20261;10 StB Leuben;StB 6 Leuben;45 - 59 Jahre;weiblich;3944
20261;10 StB Leuben;StB 6 Leuben;60 - 64 Jahre;männlich;1471
20261;10 StB Leuben;StB 6 Leuben;60 - 64 Jahre;weiblich;1484
20261;10 StB Leuben;StB 6 Leuben;65 - 74 Jahre;männlich;2102
20261;10 StB Leuben;StB 6 Leuben;65 - 74 Jahre;weiblich;2627
20261;10 StB Leuben;StB 6 Leuben;75 - 84 Jahre;männlich;1757
20261;10 StB Leuben;StB 6 Leuben;75 - 84 Jahre;weiblich;2511
20261;10 StB Leuben;StB 6 Leuben;85 Jahre u.älter;männlich;939
20261;10 StB Leuben;StB 6 Leuben;85 Jahre u.älter;weiblich;1358
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;männlich;280
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;weiblich;268
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;männlich;354
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;weiblich;347
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;männlich;525
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;weiblich;493
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;männlich;761
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;weiblich;654
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;männlich;409
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;weiblich;397
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;männlich;1158
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;weiblich;950
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;männlich;824
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;weiblich;650
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;männlich;2556
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;weiblich;2262
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;45 - 59 Jahre;männlich;2147
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;45 - 59 Jahre;weiblich;1874
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;60 - 64 Jahre;männlich;726
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;60 - 64 Jahre;weiblich;677
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 - 74 Jahre;männlich;1266
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 - 74 Jahre;weiblich;1685
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;75 - 84 Jahre;männlich;1035
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;75 - 84 Jahre;weiblich;1427
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;85 Jahre u.älter;männlich;406
20261;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;85 Jahre u.älter;weiblich;777
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;männlich;330
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;weiblich;298
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;männlich;380
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;weiblich;440
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;männlich;648
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;weiblich;660
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;männlich;920
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;weiblich;898
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;männlich;553
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;weiblich;569
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;männlich;1396
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;weiblich;1329
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;männlich;1063
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;weiblich;938
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;männlich;3246
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;weiblich;2988
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;45 - 59 Jahre;männlich;3458
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;45 - 59 Jahre;weiblich;3431
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;60 - 64 Jahre;männlich;1271
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;60 - 64 Jahre;weiblich;1349
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 - 74 Jahre;männlich;1893
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 - 74 Jahre;weiblich;2171
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;75 - 84 Jahre;männlich;1318
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;75 - 84 Jahre;weiblich;1764
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;85 Jahre u.älter;männlich;659
20261;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;85 Jahre u.älter;weiblich;884
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 02 Jahre;männlich;280
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 02 Jahre;weiblich;297
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;03 - 05 Jahre;männlich;402
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;03 - 05 Jahre;weiblich;344
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;06 - 09 Jahre;männlich;566
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;06 - 09 Jahre;weiblich;504
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;10 - 14 Jahre;männlich;703
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;10 - 14 Jahre;weiblich;677
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;15 - 17 Jahre;männlich;421
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;15 - 17 Jahre;weiblich;351
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 24 Jahre;männlich;3261
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 24 Jahre;weiblich;2548
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;25 - 29 Jahre;männlich;2306
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;25 - 29 Jahre;weiblich;1579
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;30 - 44 Jahre;männlich;3538
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;30 - 44 Jahre;weiblich;2803
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;45 - 59 Jahre;männlich;2073
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;45 - 59 Jahre;weiblich;1896
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;60 - 64 Jahre;männlich;646
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;60 - 64 Jahre;weiblich;638
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 - 74 Jahre;männlich;1100
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 - 74 Jahre;weiblich;1353
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;75 - 84 Jahre;männlich;960
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;75 - 84 Jahre;weiblich;1448
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;85 Jahre u.älter;männlich;546
20261;13 Südvorstadt, Zschertnitz;StB 8 Plauen;85 Jahre u.älter;weiblich;839
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 02 Jahre;männlich;219
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 02 Jahre;weiblich;187
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;03 - 05 Jahre;männlich;278
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;03 - 05 Jahre;weiblich;263
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;06 - 09 Jahre;männlich;456
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;06 - 09 Jahre;weiblich;447
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;10 - 14 Jahre;männlich;635
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;10 - 14 Jahre;weiblich;578
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;15 - 17 Jahre;männlich;376
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;15 - 17 Jahre;weiblich;347
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 24 Jahre;männlich;1013
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 24 Jahre;weiblich;910
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;25 - 29 Jahre;männlich;842
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;25 - 29 Jahre;weiblich;687
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;30 - 44 Jahre;männlich;2482
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;30 - 44 Jahre;weiblich;2186
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;45 - 59 Jahre;männlich;2344
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;45 - 59 Jahre;weiblich;2171
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;60 - 64 Jahre;männlich;809
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;60 - 64 Jahre;weiblich;875
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 - 74 Jahre;männlich;1320
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 - 74 Jahre;weiblich;1528
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;75 - 84 Jahre;männlich;888
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;75 - 84 Jahre;weiblich;1131
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;85 Jahre u.älter;männlich;468
20261;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;85 Jahre u.älter;weiblich;699
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 02 Jahre;männlich;483
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 02 Jahre;weiblich;457
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;03 - 05 Jahre;männlich;605
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;03 - 05 Jahre;weiblich;549
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;06 - 09 Jahre;männlich;890
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;06 - 09 Jahre;weiblich;753
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;10 - 14 Jahre;männlich;1057
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;10 - 14 Jahre;weiblich;918
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;15 - 17 Jahre;männlich;558
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;15 - 17 Jahre;weiblich;519
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 24 Jahre;männlich;2140
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 24 Jahre;weiblich;2416
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;25 - 29 Jahre;männlich;2433
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;25 - 29 Jahre;weiblich;2171
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;30 - 44 Jahre;männlich;5895
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;30 - 44 Jahre;weiblich;4960
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;45 - 59 Jahre;männlich;3633
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;45 - 59 Jahre;weiblich;3205
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;60 - 64 Jahre;männlich;1138
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;60 - 64 Jahre;weiblich;1219
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 - 74 Jahre;männlich;1609
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 - 74 Jahre;weiblich;1916
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;75 - 84 Jahre;männlich;885
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;75 - 84 Jahre;weiblich;1158
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;85 Jahre u.älter;männlich;364
20261;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;85 Jahre u.älter;weiblich;602
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 02 Jahre;männlich;271
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 02 Jahre;weiblich;244
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;03 - 05 Jahre;männlich;344
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;03 - 05 Jahre;weiblich;303
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;06 - 09 Jahre;männlich;492
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;06 - 09 Jahre;weiblich;445
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;10 - 14 Jahre;männlich;630
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;10 - 14 Jahre;weiblich;575
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;15 - 17 Jahre;männlich;429
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;15 - 17 Jahre;weiblich;355
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 24 Jahre;männlich;1276
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 24 Jahre;weiblich;820
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;25 - 29 Jahre;männlich;976
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;25 - 29 Jahre;weiblich;577
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;30 - 44 Jahre;männlich;2650
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;30 - 44 Jahre;weiblich;1948
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;45 - 59 Jahre;männlich;1703
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;45 - 59 Jahre;weiblich;1449
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;60 - 64 Jahre;männlich;610
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;60 - 64 Jahre;weiblich;640
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 - 74 Jahre;männlich;1356
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 - 74 Jahre;weiblich;1649
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;75 - 84 Jahre;männlich;721
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;75 - 84 Jahre;weiblich;951
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;85 Jahre u.älter;männlich;243
20261;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;85 Jahre u.älter;weiblich;521
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 02 Jahre;männlich;238
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 02 Jahre;weiblich;189
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;03 - 05 Jahre;männlich;275
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;03 - 05 Jahre;weiblich;246
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;06 - 09 Jahre;männlich;452
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;06 - 09 Jahre;weiblich;520
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;10 - 14 Jahre;männlich;735
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;10 - 14 Jahre;weiblich;702
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;15 - 17 Jahre;männlich;380
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;15 - 17 Jahre;weiblich;390
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 24 Jahre;männlich;732
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 24 Jahre;weiblich;656
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;25 - 29 Jahre;männlich;391
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;25 - 29 Jahre;weiblich;370
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;30 - 44 Jahre;männlich;1974
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;30 - 44 Jahre;weiblich;2066
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;45 - 59 Jahre;männlich;2652
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;45 - 59 Jahre;weiblich;2471
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;60 - 64 Jahre;männlich;938
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;60 - 64 Jahre;weiblich;969
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 - 74 Jahre;männlich;1543
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 - 74 Jahre;weiblich;1658
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;75 - 84 Jahre;männlich;901
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;75 - 84 Jahre;weiblich;1030
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;85 Jahre u.älter;männlich;370
20261;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;85 Jahre u.älter;weiblich;514
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;00 - 02 Jahre;männlich;497
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;00 - 02 Jahre;weiblich;503
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;03 - 05 Jahre;männlich;526
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;03 - 05 Jahre;weiblich;462
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;06 - 09 Jahre;männlich;633
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;06 - 09 Jahre;weiblich;572
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;10 - 14 Jahre;männlich;720
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;10 - 14 Jahre;weiblich;631
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;15 - 17 Jahre;männlich;371
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;15 - 17 Jahre;weiblich;351
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;18 - 24 Jahre;männlich;2537
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;18 - 24 Jahre;weiblich;2520
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;25 - 29 Jahre;männlich;3063
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;25 - 29 Jahre;weiblich;2540
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;30 - 44 Jahre;männlich;6362
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;30 - 44 Jahre;weiblich;4530
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;45 - 59 Jahre;männlich;2554
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;45 - 59 Jahre;weiblich;2111
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;60 - 64 Jahre;männlich;795
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;60 - 64 Jahre;weiblich;794
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;65 - 74 Jahre;männlich;1265
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;65 - 74 Jahre;weiblich;1483
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;75 - 84 Jahre;männlich;798
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;75 - 84 Jahre;weiblich;1379
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;85 Jahre u.älter;männlich;832
20262;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;85 Jahre u.älter;weiblich;1947
20262;02 Johannstadt;StB 0 Altstadt;00 - 02 Jahre;männlich;327
20262;02 Johannstadt;StB 0 Altstadt;00 - 02 Jahre;weiblich;315
20262;02 Johannstadt;StB 0 Altstadt;03 - 05 Jahre;männlich;334
20262;02 Johannstadt;StB 0 Altstadt;03 - 05 Jahre;weiblich;321
20262;02 Johannstadt;StB 0 Altstadt;06 - 09 Jahre;männlich;443
20262;02 Johannstadt;StB 0 Altstadt;06 - 09 Jahre;weiblich;451
20262;02 Johannstadt;StB 0 Altstadt;10 - 14 Jahre;männlich;543
20262;02 Johannstadt;StB 0 Altstadt;10 - 14 Jahre;weiblich;473
20262;02 Johannstadt;StB 0 Altstadt;15 - 17 Jahre;männlich;267
20262;02 Johannstadt;StB 0 Altstadt;15 - 17 Jahre;weiblich;295
