Jahr;Quartal;Jahresquartal;Alter;Geschlecht;Anzahl Einwohner
2024;1. Quartal;20241;" 63 Jahre";weiblich;2
2025;3. Quartal;20253;" 59 Jahre";weiblich;3
2022;4. Quartal;20224;" 56 Jahre";männlich;4
2025;4. Quartal;20254;" 70 Jahre";männlich;9
2016;3. Quartal;20163;" 89 Jahre";weiblich;28
2021;1. Quartal;20211;" 69 Jahre";männlich;15
2024;3. Quartal;20243;" 45 Jahre";männlich;2
2023;4. Quartal;20234;" 78 Jahre";weiblich;9
2019;1. Quartal;20191;" 74 Jahre";weiblich;10
2022;2. Quartal;20222;" 82 Jahre";weiblich;23
2023;4. Quartal;20234;" 86 Jahre";männlich;31
2017;3. Quartal;20173;" 22 Jahre";weiblich;1
2024;1. Quartal;20241;" 97 Jahre";weiblich;17
2016;4. Quartal;20164;" 78 Jahre";weiblich;21
2023;4. Quartal;20234;" 58 Jahre";männlich;5
2025;3. Quartal;20253;" 95 Jahre";weiblich;21
2020;2. Quartal;20202;" 61 Jahre";weiblich;7
2016;1. Quartal;20161;" 35 Jahre";männlich;1
2018;1. Quartal;20181;" 46 Jahre";männlich;2
2020;1. Quartal;20201;" 73 Jahre";weiblich;1
2018;4. Quartal;20184;" 56 Jahre";weiblich;3
2021;4. Quartal;20214;" 55 Jahre";weiblich;2
2025;2. Quartal;20252;" 59 Jahre";weiblich;4
2016;2. Quartal;20162;" 68 Jahre";männlich;8
2019;4. Quartal;20194;" 67 Jahre";männlich;9
2022;3. Quartal;20223;" 95 Jahre";männlich;7
2022;3. Quartal;20223;" 60 Jahre";männlich;12
2017;2. Quartal;20172;"  5 Jahre";männlich;1
2024;3. Quartal;20243;" 98 Jahre";weiblich;8
2023;2. Quartal;20232;" 80 Jahre";männlich;22
2024;2. Quartal;20242;" 92 Jahre";männlich;18
2025;2. Quartal;20252;" 69 Jahre";männlich;14
2019;1. Quartal;20191;" 45 Jahre";weiblich;1
2020;1. Quartal;20201;" 88 Jahre";weiblich;30
2016;4. Quartal;20164;" 25 Jahre";männlich;1
2021;3. Quartal;20213;" 80 Jahre";weiblich;27
2020;3. Quartal;20203;" 23 Jahre";männlich;1
2022;4. Quartal;20224;" 87 Jahre";männlich;44
2025;4. Quartal;20254;" 38 Jahre";weiblich;1
2025;1. Quartal;20251;" 99 Jahre";weiblich;11
2023;3. Quartal;20233;" 47 Jahre";männlich;1
2020;4. Quartal;20204;" 97 Jahre";weiblich;24
2022;2. Quartal;20222;" 51 Jahre";männlich;2
2016;1. Quartal;20161;" 76 Jahre";weiblich;22
2016;4. Quartal;20164;" 86 Jahre";männlich;24
2017;2. Quartal;20172;" 61 Jahre";weiblich;6
2021;2. Quartal;20212;" 54 Jahre";männlich;8
2022;4. Quartal;20224;" 46 Jahre";weiblich;1
2023;1. Quartal;20231;" 75 Jahre";männlich;19
2018;1. Quartal;20181;" 31 Jahre";männlich;2
2018;1. Quartal;20181;" 61 Jahre";weiblich;4
2023;4. Quartal;20234;" 80 Jahre";männlich;26
2022;4. Quartal;20224;" 76 Jahre";männlich;8
2022;2. Quartal;20222;" 71 Jahre";männlich;16
2025;1. Quartal;20251;" 48 Jahre";männlich;3
2025;2. Quartal;20252;" 87 Jahre";männlich;22
2021;4. Quartal;20214;"  0 Jahre";männlich;4
2017;3. Quartal;20173;" 25 Jahre";männlich;1
2018;3. Quartal;20183;" 91 Jahre";männlich;12
2019;3. Quartal;20193;" 86 Jahre";weiblich;34
2020;1. Quartal;20201;" 22 Jahre";männlich;1
2021;2. Quartal;20212;" 44 Jahre";männlich;2
2026;2. Quartal;20262;" 72 Jahre";männlich;15
2016;1. Quartal;20161;" 88 Jahre";männlich;17
2020;2. Quartal;20202;" 24 Jahre";männlich;2
2022;2. Quartal;20222;" 91 Jahre";weiblich;26
2019;2. Quartal;20192;" 90 Jahre";weiblich;20
2022;1. Quartal;20221;" 48 Jahre";männlich;2
2025;1. Quartal;20251;" 79 Jahre";männlich;21
2025;2. Quartal;20252;" 56 Jahre";männlich;7
2019;1. Quartal;20191;" 75 Jahre";weiblich;20
2024;4. Quartal;20244;" 90 Jahre";weiblich;38
2018;1. Quartal;20181;" 89 Jahre";männlich;24
2024;2. Quartal;20242;" 95 Jahre";weiblich;17
2019;4. Quartal;20194;" 72 Jahre";weiblich;4
2022;3. Quartal;20223;" 98 Jahre";weiblich;12
2021;1. Quartal;20211;" 89 Jahre";weiblich;51
2024;1. Quartal;20241;" 49 Jahre";männlich;1
2026;2. Quartal;20262;" 89 Jahre";männlich;21
2025;4. Quartal;20254;" 85 Jahre";männlich;40
2023;2. Quartal;20232;" 77 Jahre";weiblich;16
2021;4. Quartal;20214;" 50 Jahre";weiblich;2
2024;2. Quartal;20242;" 69 Jahre";weiblich;12
2022;4. Quartal;20224;" 96 Jahre";weiblich;22
2019;1. Quartal;20191;" 91 Jahre";männlich;13
2017;3. Quartal;20173;" 77 Jahre";weiblich;9
2016;3. Quartal;20163;" 84 Jahre";weiblich;15
2026;1. Quartal;20261;" 82 Jahre";männlich;37
2021;4. Quartal;20214;" 64 Jahre";weiblich;5
2022;1. Quartal;20221;" 89 Jahre";weiblich;30
2021;2. Quartal;20212;" 81 Jahre";weiblich;29
2025;3. Quartal;20253;" 81 Jahre";männlich;23
2023;2. Quartal;20232;" 86 Jahre";männlich;35
2019;3. Quartal;20193;" 29 Jahre";männlich;3
2024;3. Quartal;20243;" 40 Jahre";männlich;3
2023;1. Quartal;20231;" 86 Jahre";weiblich;48
2022;1. Quartal;20221;" 84 Jahre";weiblich;42
2019;2. Quartal;20192;" 50 Jahre";männlich;2
2023;4. Quartal;20234;" 82 Jahre";weiblich;36
2025;1. Quartal;20251;" 90 Jahre";männlich;28
2016;2. Quartal;20162;" 93 Jahre";weiblich;26
2021;1. Quartal;20211;" 99 Jahre";männlich;6
2026;2. Quartal;20262;" 84 Jahre";männlich;26
2018;4. Quartal;20184;" 43 Jahre";männlich;2
2022;2. Quartal;20222;" 45 Jahre";männlich;2
2023;1. Quartal;20231;" 74 Jahre";männlich;13
2025;1. Quartal;20251;102 Jahre;weiblich;3
2018;4. Quartal;20184;" 72 Jahre";weiblich;7
2017;1. Quartal;20171;" 48 Jahre";weiblich;1
2024;3. Quartal;20243;" 73 Jahre";weiblich;10
2016;3. Quartal;20163;" 31 Jahre";männlich;1
2016;4. Quartal;20164;" 49 Jahre";männlich;4
2022;4. Quartal;20224;" 42 Jahre";männlich;3
2025;2. Quartal;20252;" 84 Jahre";männlich;21
2019;4. Quartal;20194;" 84 Jahre";männlich;29
2026;1. Quartal;20261;" 52 Jahre";männlich;3
2020;4. Quartal;20204;" 52 Jahre";weiblich;4
2019;3. Quartal;20193;" 48 Jahre";weiblich;1
2018;3. Quartal;20183;" 47 Jahre";weiblich;3
2020;1. Quartal;20201;" 53 Jahre";männlich;7
2018;3. Quartal;20183;" 88 Jahre";männlich;19
2022;4. Quartal;20224;" 73 Jahre";männlich;22
2016;2. Quartal;20162;106 Jahre;weiblich;1
2025;3. Quartal;20253;" 44 Jahre";männlich;1
2018;2. Quartal;20182;" 63 Jahre";männlich;8
2021;4. Quartal;20214;" 67 Jahre";weiblich;12
2018;1. Quartal;20181;" 56 Jahre";weiblich;4
2021;3. Quartal;20213;" 61 Jahre";männlich;10
2024;2. Quartal;20242;"  0 Jahre";weiblich;2
2020;2. Quartal;20202;" 79 Jahre";weiblich;28
2021;1. Quartal;20211;" 68 Jahre";männlich;22
2025;2. Quartal;20252;" 70 Jahre";weiblich;5
2023;1. Quartal;20231;" 45 Jahre";männlich;1
2017;1. Quartal;20171;" 74 Jahre";männlich;19
2020;4. Quartal;20204;" 67 Jahre";männlich;18
2018;2. Quartal;20182;" 41 Jahre";weiblich;1
2022;2. Quartal;20222;" 98 Jahre";weiblich;6
2017;3. Quartal;20173;" 49 Jahre";weiblich;1
2026;2. Quartal;20262;" 27 Jahre";männlich;1
2018;2. Quartal;20182;" 97 Jahre";männlich;6
2024;4. Quartal;20244;" 60 Jahre";männlich;7
2025;2. Quartal;20252;" 55 Jahre";männlich;7
2025;4. Quartal;20254;" 50 Jahre";weiblich;1
2019;4. Quartal;20194;" 55 Jahre";männlich;3
2021;2. Quartal;20212;" 72 Jahre";männlich;12
2019;4. Quartal;20194;" 56 Jahre";männlich;4
2019;3. Quartal;20193;" 94 Jahre";männlich;3
2017;4. Quartal;20174;" 88 Jahre";männlich;25
2020;2. Quartal;20202;" 96 Jahre";weiblich;15
2017;3. Quartal;20173;" 60 Jahre";weiblich;3
2018;1. Quartal;20181;" 70 Jahre";männlich;12
2020;2. Quartal;20202;" 71 Jahre";weiblich;8
2026;1. Quartal;20261;" 90 Jahre";männlich;43
2020;4. Quartal;20204;" 84 Jahre";männlich;45
2022;4. Quartal;20224;" 26 Jahre";männlich;2
2023;4. Quartal;20234;" 90 Jahre";weiblich;38
2017;1. Quartal;20171;" 87 Jahre";weiblich;32
2018;4. Quartal;20184;" 98 Jahre";männlich;3
2021;4. Quartal;20214;" 26 Jahre";männlich;1
2022;3. Quartal;20223;" 74 Jahre";männlich;11
2017;2. Quartal;20172;"  0 Jahre";männlich;3
2019;3. Quartal;20193;" 91 Jahre";weiblich;38
2017;3. Quartal;20173;" 98 Jahre";männlich;1
2025;3. Quartal;20253;" 40 Jahre";männlich;1
2021;3. Quartal;20213;" 94 Jahre";weiblich;22
2026;2. Quartal;20262;" 85 Jahre";männlich;35
2021;1. Quartal;20211;" 76 Jahre";weiblich;18
2021;1. Quartal;20211;" 38 Jahre";männlich;4
2026;1. Quartal;20261;" 99 Jahre";weiblich;7
2024;4. Quartal;20244;" 87 Jahre";männlich;32
2025;4. Quartal;20254;" 92 Jahre";männlich;13
2026;1. Quartal;20261;" 57 Jahre";männlich;6
2020;3. Quartal;20203;" 46 Jahre";männlich;2
2016;4. Quartal;20164;" 51 Jahre";männlich;7
2019;2. Quartal;20192;" 92 Jahre";männlich;15
2019;1. Quartal;20191;" 86 Jahre";männlich;24
2021;1. Quartal;20211;105 Jahre;weiblich;1
2020;3. Quartal;20203;" 92 Jahre";männlich;17
2023;4. Quartal;20234;101 Jahre;weiblich;3
2021;3. Quartal;20213;" 73 Jahre";männlich;12
2021;2. Quartal;20212;" 94 Jahre";weiblich;20
2024;1. Quartal;20241;" 69 Jahre";weiblich;8
2020;4. Quartal;20204;" 55 Jahre";weiblich;2
2023;3. Quartal;20233;" 53 Jahre";weiblich;3
2016;2. Quartal;20162;" 50 Jahre";weiblich;1
2022;1. Quartal;20221;" 73 Jahre";weiblich;9
2019;1. Quartal;20191;103 Jahre;weiblich;2
2025;4. Quartal;20254;" 84 Jahre";weiblich;27
2023;2. Quartal;20232;" 45 Jahre";weiblich;3
2018;2. Quartal;20182;" 62 Jahre";weiblich;2
2023;2. Quartal;20232;" 53 Jahre";männlich;2
2019;4. Quartal;20194;" 65 Jahre";weiblich;5
2018;2. Quartal;20182;" 39 Jahre";weiblich;1
2019;1. Quartal;20191;" 34 Jahre";männlich;2
2016;1. Quartal;20161;" 59 Jahre";männlich;12
2016;3. Quartal;20163;" 76 Jahre";männlich;19
2018;4. Quartal;20184;" 61 Jahre";männlich;10
2021;4. Quartal;20214;" 97 Jahre";männlich;2
2019;1. Quartal;20191;" 33 Jahre";weiblich;1
2017;1. Quartal;20171;" 86 Jahre";männlich;20
2025;4. Quartal;20254;" 65 Jahre";weiblich;1
2025;3. Quartal;20253;" 85 Jahre";weiblich;33
2025;2. Quartal;20252;" 43 Jahre";weiblich;2
2018;3. Quartal;20183;" 85 Jahre";männlich;23
2020;3. Quartal;20203;" 84 Jahre";weiblich;37
2023;3. Quartal;20233;" 92 Jahre";weiblich;18
2024;3. Quartal;20243;" 91 Jahre";weiblich;22
2021;4. Quartal;20214;" 68 Jahre";weiblich;6
2018;2. Quartal;20182;" 50 Jahre";männlich;3
2025;2. Quartal;20252;" 69 Jahre";weiblich;6
2023;4. Quartal;20234;" 96 Jahre";weiblich;15
2017;3. Quartal;20173;" 73 Jahre";männlich;14
2023;1. Quartal;20231;" 76 Jahre";weiblich;5
2020;3. Quartal;20203;" 75 Jahre";männlich;16
2022;3. Quartal;20223;" 59 Jahre";männlich;5
2022;1. Quartal;20221;" 95 Jahre";weiblich;23
2018;2. Quartal;20182;" 17 Jahre";männlich;1
2017;1. Quartal;20171;" 82 Jahre";weiblich;28
2018;2. Quartal;20182;" 81 Jahre";weiblich;18
2018;3. Quartal;20183;" 50 Jahre";männlich;2
2022;2. Quartal;20222;" 85 Jahre";weiblich;39
2024;2. Quartal;20242;" 94 Jahre";weiblich;18
2017;2. Quartal;20172;" 71 Jahre";weiblich;6
2026;1. Quartal;20261;100 Jahre;weiblich;16
2018;3. Quartal;20183;" 35 Jahre";männlich;1
2024;3. Quartal;20243;" 71 Jahre";männlich;15
2017;2. Quartal;20172;" 20 Jahre";männlich;1
2016;1. Quartal;20161;" 54 Jahre";weiblich;3
2018;3. Quartal;20183;" 95 Jahre";weiblich;16
2020;1. Quartal;20201;" 63 Jahre";männlich;12
2023;3. Quartal;20233;" 42 Jahre";männlich;2
2021;2. Quartal;20212;" 91 Jahre";männlich;19
2016;4. Quartal;20164;" 89 Jahre";männlich;23
2016;4. Quartal;20164;" 52 Jahre";weiblich;2
2020;3. Quartal;20203;" 40 Jahre";männlich;2
2026;2. Quartal;20262;" 41 Jahre";männlich;3
2021;4. Quartal;20214;102 Jahre;männlich;2
2021;3. Quartal;20213;" 36 Jahre";weiblich;2
2018;3. Quartal;20183;" 59 Jahre";weiblich;5
2022;1. Quartal;20221;" 99 Jahre";männlich;2
2022;2. Quartal;20222;" 65 Jahre";männlich;12
2025;3. Quartal;20253;" 43 Jahre";weiblich;1
2022;4. Quartal;20224;" 46 Jahre";männlich;1
2019;2. Quartal;20192;" 71 Jahre";männlich;17
2018;2. Quartal;20182;" 35 Jahre";männlich;1
2022;4. Quartal;20224;" 84 Jahre";weiblich;34
2018;1. Quartal;20181;100 Jahre;weiblich;8
2020;3. Quartal;20203;104 Jahre;weiblich;1
2025;1. Quartal;20251;" 55 Jahre";weiblich;3
2016;2. Quartal;20162;" 36 Jahre";männlich;2
2018;1. Quartal;20181;" 49 Jahre";weiblich;3
2020;3. Quartal;20203;" 52 Jahre";männlich;5
2022;2. Quartal;20222;" 70 Jahre";weiblich;11
2024;1. Quartal;20241;" 23 Jahre";männlich;1
2017;4. Quartal;20174;" 59 Jahre";weiblich;1
2020;2. Quartal;20202;" 39 Jahre";männlich;1
2018;2. Quartal;20182;" 88 Jahre";weiblich;37
2019;2. Quartal;20192;" 79 Jahre";weiblich;22
2024;2. Quartal;20242;" 99 Jahre";weiblich;7
2020;2. Quartal;20202;" 55 Jahre";weiblich;2
2020;2. Quartal;20202;" 81 Jahre";männlich;31
2018;4. Quartal;20184;" 81 Jahre";weiblich;17
2022;2. Quartal;20222;" 64 Jahre";männlich;12
2016;1. Quartal;20161;" 40 Jahre";männlich;1
2018;2. Quartal;20182;" 66 Jahre";männlich;13
2017;2. Quartal;20172;100 Jahre;weiblich;3
2024;1. Quartal;20241;" 70 Jahre";weiblich;8
2018;1. Quartal;20181;" 72 Jahre";männlich;12
2024;3. Quartal;20243;" 56 Jahre";männlich;4
2022;4. Quartal;20224;" 45 Jahre";männlich;1
2024;1. Quartal;20241;" 51 Jahre";weiblich;1
2019;4. Quartal;20194;" 43 Jahre";weiblich;3
2025;4. Quartal;20254;" 75 Jahre";männlich;14
2016;3. Quartal;20163;" 55 Jahre";weiblich;7
2026;1. Quartal;20261;" 92 Jahre";weiblich;42
2022;1. Quartal;20221;" 58 Jahre";männlich;8
2018;2. Quartal;20182;" 85 Jahre";männlich;17
2024;3. Quartal;20243;" 46 Jahre";weiblich;1
2026;1. Quartal;20261;104 Jahre;männlich;1
2022;2. Quartal;20222;" 42 Jahre";männlich;3
2025;4. Quartal;20254;" 53 Jahre";weiblich;2
2019;3. Quartal;20193;" 71 Jahre";männlich;14
2021;1. Quartal;20211;" 73 Jahre";weiblich;9
2018;4. Quartal;20184;" 91 Jahre";männlich;14
2019;3. Quartal;20193;" 66 Jahre";männlich;8
2023;1. Quartal;20231;" 53 Jahre";männlich;3
2024;3. Quartal;20243;" 40 Jahre";weiblich;1
2026;1. Quartal;20261;" 51 Jahre";männlich;2
2022;1. Quartal;20221;" 77 Jahre";männlich;19
2024;1. Quartal;20241;" 84 Jahre";männlich;28
2025;4. Quartal;20254;" 95 Jahre";weiblich;15
2025;2. Quartal;20252;100 Jahre;weiblich;5
2017;3. Quartal;20173;" 83 Jahre";weiblich;16
2022;4. Quartal;20224;" 65 Jahre";männlich;10
2016;2. Quartal;20162;" 93 Jahre";männlich;8
2021;2. Quartal;20212;" 98 Jahre";männlich;1
2018;2. Quartal;20182;" 70 Jahre";männlich;11
2016;4. Quartal;20164;" 57 Jahre";männlich;6
2018;4. Quartal;20184;" 59 Jahre";männlich;2
2016;4. Quartal;20164;" 71 Jahre";männlich;8
2025;3. Quartal;20253;" 39 Jahre";männlich;2
2022;2. Quartal;20222;"  7 Jahre";weiblich;1
2023;1. Quartal;20231;" 97 Jahre";männlich;8
2017;1. Quartal;20171;" 78 Jahre";weiblich;30
2018;1. Quartal;20181;" 44 Jahre";weiblich;1
2023;1. Quartal;20231;" 51 Jahre";weiblich;1
2016;3. Quartal;20163;" 72 Jahre";weiblich;11
2017;3. Quartal;20173;" 67 Jahre";männlich;14
2019;4. Quartal;20194;" 84 Jahre";weiblich;34
2026;1. Quartal;20261;" 52 Jahre";weiblich;1
2019;1. Quartal;20191;" 38 Jahre";weiblich;1
2018;2. Quartal;20182;" 60 Jahre";weiblich;1
2022;1. Quartal;20221;" 41 Jahre";männlich;2
2025;1. Quartal;20251;103 Jahre;weiblich;2
2020;4. Quartal;20204;" 52 Jahre";männlich;3
2023;2. Quartal;20232;" 68 Jahre";weiblich;8
2018;3. Quartal;20183;" 47 Jahre";männlich;1
2022;4. Quartal;20224;" 88 Jahre";männlich;25
2016;1. Quartal;20161;" 70 Jahre";weiblich;4
2025;2. Quartal;20252;" 92 Jahre";männlich;16
2022;4. Quartal;20224;" 52 Jahre";weiblich;1
2020;1. Quartal;20201;" 45 Jahre";männlich;2
2019;4. Quartal;20194;" 68 Jahre";männlich;8
2026;1. Quartal;20261;" 70 Jahre";männlich;14
2019;4. Quartal;20194;" 36 Jahre";weiblich;1
2019;1. Quartal;20191;" 82 Jahre";weiblich;24
2017;1. Quartal;20171;102 Jahre;weiblich;2
2018;1. Quartal;20181;" 90 Jahre";männlich;28
2018;4. Quartal;20184;" 94 Jahre";weiblich;8
2016;1. Quartal;20161;" 76 Jahre";männlich;19
2019;3. Quartal;20193;" 78 Jahre";weiblich;18
2024;2. Quartal;20242;" 66 Jahre";männlich;8
2016;2. Quartal;20162;" 55 Jahre";weiblich;1
2024;3. Quartal;20243;" 35 Jahre";männlich;1
2022;4. Quartal;20224;" 51 Jahre";männlich;3
2025;1. Quartal;20251;" 89 Jahre";männlich;34
2022;4. Quartal;20224;" 76 Jahre";weiblich;9
2023;2. Quartal;20232;" 94 Jahre";männlich;15
2016;3. Quartal;20163;" 58 Jahre";weiblich;3
2018;4. Quartal;20184;" 78 Jahre";männlich;33
2019;1. Quartal;20191;" 71 Jahre";männlich;14
2022;1. Quartal;20221;"  3 Jahre";männlich;1
2017;4. Quartal;20174;" 74 Jahre";männlich;18
2025;3. Quartal;20253;" 20 Jahre";männlich;1
2024;2. Quartal;20242;102 Jahre;weiblich;6
2023;4. Quartal;20234;" 70 Jahre";weiblich;6
2024;2. Quartal;20242;" 63 Jahre";männlich;8
2026;1. Quartal;20261;" 75 Jahre";weiblich;13
2017;2. Quartal;20172;" 93 Jahre";männlich;7
2018;1. Quartal;20181;" 79 Jahre";männlich;30
2019;2. Quartal;20192;" 61 Jahre";weiblich;4
2024;2. Quartal;20242;" 86 Jahre";weiblich;39
2016;2. Quartal;20162;" 56 Jahre";weiblich;2
2016;3. Quartal;20163;" 67 Jahre";männlich;9
2016;4. Quartal;20164;" 63 Jahre";weiblich;7
2020;4. Quartal;20204;" 96 Jahre";weiblich;20
2021;2. Quartal;20212;" 53 Jahre";weiblich;2
2021;4. Quartal;20214;" 70 Jahre";männlich;14
2024;1. Quartal;20241;" 87 Jahre";männlich;39
2022;2. Quartal;20222;" 76 Jahre";männlich;13
2020;1. Quartal;20201;" 33 Jahre";weiblich;2
2025;4. Quartal;20254;" 64 Jahre";weiblich;6
2023;4. Quartal;20234;" 84 Jahre";männlich;38
2016;3. Quartal;20163;102 Jahre;weiblich;3
2026;1. Quartal;20261;" 85 Jahre";männlich;46
2018;3. Quartal;20183;" 10 Jahre";männlich;1
2021;2. Quartal;20212;" 88 Jahre";weiblich;28
2022;4. Quartal;20224;" 64 Jahre";männlich;8
2019;3. Quartal;20193;" 63 Jahre";männlich;12
2021;4. Quartal;20214;" 53 Jahre";männlich;6
2022;1. Quartal;20221;" 60 Jahre";männlich;7
2023;2. Quartal;20232;"  0 Jahre";männlich;2
2023;4. Quartal;20234;" 27 Jahre";männlich;1
2019;2. Quartal;20192;" 84 Jahre";weiblich;34
2016;1. Quartal;20161;" 64 Jahre";weiblich;5
2019;4. Quartal;20194;" 90 Jahre";weiblich;28
2019;4. Quartal;20194;" 89 Jahre";weiblich;36
2023;2. Quartal;20232;" 69 Jahre";weiblich;8
2019;1. Quartal;20191;" 54 Jahre";männlich;4
2025;3. Quartal;20253;" 96 Jahre";weiblich;13
2022;2. Quartal;20222;" 56 Jahre";männlich;2
2023;3. Quartal;20233;" 77 Jahre";weiblich;6
2018;3. Quartal;20183;" 61 Jahre";männlich;10
2016;3. Quartal;20163;" 95 Jahre";männlich;6
2023;4. Quartal;20234;" 45 Jahre";männlich;1
2021;4. Quartal;20214;" 23 Jahre";weiblich;1
2021;1. Quartal;20211;" 87 Jahre";weiblich;48
2017;1. Quartal;20171;" 62 Jahre";männlich;12
2025;1. Quartal;20251;" 78 Jahre";weiblich;11
2020;3. Quartal;20203;" 55 Jahre";weiblich;2
2023;4. Quartal;20234;" 65 Jahre";männlich;11
2017;3. Quartal;20173;" 74 Jahre";männlich;16
2024;4. Quartal;20244;" 33 Jahre";weiblich;1
2019;1. Quartal;20191;" 20 Jahre";männlich;1
2017;2. Quartal;20172;" 67 Jahre";weiblich;5
2019;3. Quartal;20193;" 51 Jahre";weiblich;1
2019;1. Quartal;20191;" 57 Jahre";männlich;3
2020;1. Quartal;20201;" 36 Jahre";weiblich;1
2020;2. Quartal;20202;" 73 Jahre";weiblich;5
2021;2. Quartal;20212;" 35 Jahre";weiblich;1
2023;4. Quartal;20234;" 82 Jahre";männlich;38
2018;4. Quartal;20184;" 72 Jahre";männlich;4
2024;4. Quartal;20244;" 43 Jahre";männlich;1
2020;4. Quartal;20204;" 58 Jahre";weiblich;1
2023;1. Quartal;20231;" 34 Jahre";weiblich;1
2023;2. Quartal;20232;" 42 Jahre";männlich;2
2018;3. Quartal;20183;" 44 Jahre";männlich;1
2022;4. Quartal;20224;105 Jahre;weiblich;1
2023;4. Quartal;20234;"  7 Jahre";männlich;1
2024;1. Quartal;20241;" 47 Jahre";männlich;3
2017;4. Quartal;20174;"  0 Jahre";weiblich;1
2026;1. Quartal;20261;" 77 Jahre";weiblich;9
2016;3. Quartal;20163;" 52 Jahre";männlich;3
2019;4. Quartal;20194;" 87 Jahre";weiblich;27
2025;3. Quartal;20253;" 98 Jahre";weiblich;10
2023;1. Quartal;20231;" 80 Jahre";männlich;31
2021;2. Quartal;20212;107 Jahre;weiblich;1
2016;2. Quartal;20162;" 76 Jahre";männlich;19
2019;4. Quartal;20194;" 80 Jahre";männlich;26
2022;2. Quartal;20222;" 31 Jahre";weiblich;1
2024;2. Quartal;20242;103 Jahre;weiblich;2
2019;3. Quartal;20193;" 48 Jahre";männlich;3
2024;1. Quartal;20241;" 19 Jahre";männlich;1
2025;1. Quartal;20251;" 73 Jahre";männlich;20
2018;1. Quartal;20181;" 78 Jahre";männlich;40
2025;3. Quartal;20253;" 54 Jahre";weiblich;3
2018;4. Quartal;20184;" 90 Jahre";männlich;11
2024;4. Quartal;20244;" 74 Jahre";weiblich;10
2016;4. Quartal;20164;" 76 Jahre";männlich;17
2019;2. Quartal;20192;" 87 Jahre";weiblich;25
2020;3. Quartal;20203;" 77 Jahre";männlich;13
2021;1. Quartal;20211;"  2 Jahre";männlich;1
2025;2. Quartal;20252;" 87 Jahre";weiblich;33
2022;2. Quartal;20222;" 83 Jahre";weiblich;36
2024;2. Quartal;20242;" 43 Jahre";männlich;2
2019;3. Quartal;20193;" 69 Jahre";männlich;14
2023;4. Quartal;20234;" 87 Jahre";männlich;24
2024;1. Quartal;20241;" 94 Jahre";weiblich;28
2016;1. Quartal;20161;" 57 Jahre";männlich;8
2020;3. Quartal;20203;" 37 Jahre";männlich;2
2021;3. Quartal;20213;" 24 Jahre";weiblich;1
2021;3. Quartal;20213;" 60 Jahre";weiblich;4
2025;2. Quartal;20252;" 97 Jahre";männlich;3
2022;4. Quartal;20224;" 67 Jahre";männlich;11
2025;4. Quartal;20254;" 12 Jahre";männlich;1
2016;4. Quartal;20164;" 54 Jahre";männlich;4
2016;2. Quartal;20162;" 53 Jahre";weiblich;1
2021;1. Quartal;20211;" 80 Jahre";männlich;43
2022;2. Quartal;20222;" 93 Jahre";männlich;16
2022;3. Quartal;20223;" 57 Jahre";weiblich;1
2017;2. Quartal;20172;" 95 Jahre";männlich;8
2020;1. Quartal;20201;" 46 Jahre";männlich;3
2019;4. Quartal;20194;" 62 Jahre";männlich;8
2024;2. Quartal;20242;" 35 Jahre";weiblich;1
2016;2. Quartal;20162;101 Jahre;männlich;1
2022;1. Quartal;20221;" 39 Jahre";weiblich;1
2022;4. Quartal;20224;" 78 Jahre";weiblich;20
2023;2. Quartal;20232;"  3 Jahre";weiblich;1
2025;2. Quartal;20252;" 28 Jahre";männlich;1
2018;4. Quartal;20184;" 69 Jahre";weiblich;8
2019;2. Quartal;20192;" 73 Jahre";männlich;10
2019;3. Quartal;20193;" 73 Jahre";weiblich;7
2024;2. Quartal;20242;" 69 Jahre";männlich;6
2021;4. Quartal;20214;" 50 Jahre";männlich;4
2017;2. Quartal;20172;" 59 Jahre";männlich;10
2019;4. Quartal;20194;" 28 Jahre";männlich;1
2023;2. Quartal;20232;" 24 Jahre";männlich;3
2017;2. Quartal;20172;" 85 Jahre";weiblich;24
2025;1. Quartal;20251;" 96 Jahre";weiblich;17
2018;4. Quartal;20184;" 79 Jahre";männlich;34
