Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2015;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;0 Kinder;25511;0;17679
2015;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1 Kind;6211;2273;2273
2015;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;2 Kinder;4779;2516;1258
2015;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;3 u.m. Kinder;1434;896;276
2015;StB 6 Leuben;10 StB Leuben;0 Kinder;25434;0;17087
2015;StB 6 Leuben;10 StB Leuben;1 Kind;6249;2280;2280
2015;StB 6 Leuben;10 StB Leuben;2 Kinder;5360;2782;1391
2015;StB 6 Leuben;10 StB Leuben;3 u.m. Kinder;1711;1072;332
2015;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);0 Kinder;16131;0;11583
2015;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);1 Kind;2914;1109;1109
2015;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);2 Kinder;2577;1380;690
2015;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);3 u.m. Kinder;1401;936;275
2015;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);0 Kinder;21118;0;13482
2015;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);1 Kind;5397;1888;1888
2015;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);2 Kinder;5221;2668;1334
2015;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);3 u.m. Kinder;1592;988;305
2015;StB 8 Plauen;13 Südvorstadt, Zschertnitz;0 Kinder;19421;0;13778
2015;StB 8 Plauen;13 Südvorstadt, Zschertnitz;1 Kind;3496;1255;1255
2015;StB 8 Plauen;13 Südvorstadt, Zschertnitz;2 Kinder;3062;1576;788
2015;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;1152;716;221
2015;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;0 Kinder;15672;0;10598
2015;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;4001;1384;1384
2015;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;3887;1980;990
2015;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;1241;753;237
2015;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;0 Kinder;26279;0;19282
2015;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;6954;2529;2529
2015;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;5707;2944;1472
2015;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;1586;982;312
2015;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;0 Kinder;14482;0;10575
2015;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;2717;1046;1046
2015;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;2123;1148;574
2015;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;3 u.m. Kinder;1261;843;243
2015;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;0 Kinder;13991;0;8558
2015;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1 Kind;3953;1357;1357
2015;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;2 Kinder;3933;1982;991
2015;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;3 u.m. Kinder;1046;647;203
